ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,56.8,56.8,57.6,27,,1259.31,0.0034999999999999996,0.0558,0.0519,-0.34630000000000005,-0.22510000000000002
FIVEPG,5th Planet Games,Communication services,1.92,1.92,1.92,1200,LP,203.60,-0.0425,-0.0179,0.228,5.556,1.8130000000000002
AASB-ME,Aasen Sparebank,Equity certificates,114.0,111.0,115.0,0,LP,115.59,,,,-0.051399999999999994,
ASC,ABG Sundal Collier Holding,Financials,4.26,4.26,4.28,73,,1878.57,0.0034999999999999996,-0.0207,0.004699999999999999,0.1322,0.3287
ADE,Adevinta,Communication services,155.0,154.4,155.0,4565,,106153.22,0.0,0.0816,0.593,0.4904,0.5049
ADSC-ME,ADS Crude Carriers,Energy,18.2,18.1,18.2,40,,425.70,-0.008199999999999999,-0.0109,-0.026699999999999998,-0.252,0.0452
AEGA,Aega,Utilities,1.3,1.3,1.34,10,,62.47,-0.0152,0.0,0.0833,0.1207,0.016399999999999998
AFG,AF Gruppen,Industrials,178.0,177.8,178.0,78,,18691.60,0.005600000000000001,0.0148,0.0,0.049,0.1115
AKA,Akastor,Energy,5.8,5.73,5.8,123,,1575.34,0.0017000000000000001,-0.0381,0.21719999999999998,-0.4165,-0.4991
AKER,Aker,Financials,393.0,392.0,393.0,1359,,29187.51,0.0046,0.0155,0.1308,-0.2551,-0.1294
AKBM-ME,Aker BioMarine,Consumer staples,92.9,91.8,92.9,86,,8136.75,0.0131,0.018600000000000002,,,
AKERBP,Aker BP,Energy,176.45,176.4,176.55,2756,,63453.80,0.0176,-0.014199999999999999,-0.006500000000000001,-0.3602,-0.2191
AKSO,Aker Solutions,Energy,15.4,15.29,15.4,1829,,4187.92,0.0199,-0.006500000000000001,0.8075,-0.377,-0.4412
AKVA,AKVA Group,Industrials,62.0,62.0,63.0,18,LP,2052.60,-0.0252,-0.0159,0.0368,-0.15039999999999998,-0.1732
AMSC,American Shipping Company,Industrials,27.25,27.25,27.35,73,,1651.80,0.0037,0.0,0.08130000000000001,-0.1223,-0.1252
ANDF-ME,Andfjord Salmon,Consumer staples,55.0,54.7,55.0,64,,1853.54,0.018500000000000003,-0.0484,0.1247,,
ABT,Aqua Bio Technology,Materials,4.8,4.72,4.88,14,LP,73.71,0.0,0.0,0.1374,1.0513,1.0
AQUA,AqualisBraemar,Energy,4.5,4.32,4.6,15,,316.42,0.0,-0.058600000000000006,0.10289999999999999,0.2177,0.18420000000000003
ARCHER,Archer,Energy,2.1,2.06,2.1,31,,309.92,-0.0118,-0.0024,0.0,-0.34119999999999995,-0.5344
AZT,ArcticZymes Technologies,Health care,44.2,44.0,44.2,242,,2136.39,0.0045000000000000005,-0.022099999999999998,0.22440000000000002,8.305299999999999,
ARCUS,Arcus,Consumer staples,42.3,42.1,42.3,92,,2867.97,0.0242,0.0444,0.0655,0.2078,0.16010000000000002
AFK,Arendals Fossekompani,Industrials,2960.0,2940.0,3000.0,8,,6480.68,0.0207,-0.013300000000000001,0.1045,0.1502,0.168
ASETEK,Asetek,Information technology,65.0,64.4,65.0,112,,1639.40,0.0046,0.0236,0.20370000000000002,1.0968,2.1707
ATEA,Atea,Information technology,105.0,104.2,105.0,169,,11547.19,-0.0019,-0.0076,0.09720000000000001,-0.18350000000000002,-0.0276
ATLA NOK,Atlantic Petroleum,Energy,6.52,6.06,6.48,2,,24.11,0.015600000000000001,-0.10189999999999999,-0.0944,-0.16940000000000002,
