ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
ABT,1366,Healthcare,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,Biotechnology,,4.58,4.7,3.181087,0.21834062,0,,4.7,,25993,,4.58,4.6888237,1,4.7,,25993,,,,,1496880000,1.296747,,,4.6,4,NOK,7015,,,,71249056,,,154327,55.010506,4.6,4.7,,320000,7015,7.55,-8.592592,,,1.25,4.64,False,,330000,4.7,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,48.991,,0,-4.879,1.2857144,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.18708742,9.727463,0.80484,1640908800,1577750400,,,1905450,63452036,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
AKVA,4353,Industrials,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,,61.8,61.2,60.692753,0.03236246,,,62.4,,3551,,61.8,62.288235,2,61.2,,3551,,,,2,1582502400,0.655052,,,61.2,2,NOK,735,,,,2068959360,,,5656,0.6949881,61.2,62.4,,49600,735,83,10.890053,,,41.3,61.4,False,0.0322,34200,62.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.093,,-0.00014,25.124,-0.17724866,,5.73,,33156400,,,31.171,,,,1577750400,0.13203,-422000,-0.014,,0.18708742,2.0018609,0.7511,1640908800,1585612800,,,8065299,3255126784,,,,,,-0.417,,,,,,,,https://logo.clearbit.com/akvagroup.com,1444,,,,,,,
AQUA,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,Oil & Gas Equipment & Services,,5.15,5.15,3.7299275,0.00097087375,0,,5.15,,27018,,5.15,4.362353,0.005,5.15,,27018,,,,0.2,1591833600,1.076655,,,4.92,2,NOK,18813,,,,358613632,,,42301,5.4010515,4.92,5.1,,385400,18813,5.4,36.42857,,,2.15,5.05,False,0.04,402100,5.15,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.376,,0.18611999,212.868,0.28534698,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.18708742,7.4344025,0.58599,1640908800,1585612800,,,20787638,356979264,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,431,25.373133,,,,,,
AZT,9294,Healthcare,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,Biotechnology,PO Box 6463,47.8,48,,,0,,49.5,,,,47.8,,,48,,,,,,,,1.34727,,,48,2,NOK,90231,,,,2358733312,,,,22.666615,48,48.7,,,90231,49.5,,,,48,48.5,False,,,49.5,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,22.012,,0.121549994,168.616,,,,,48334700,,,1.21,,,,1577750400,0.0896,12649000,0.26,,0.18708742,40.330578,0.3134,1640908800,1585612800,,,23883612,2290642432,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,36,187.6923,47 77 64 89 01,,,,,
AKBM-ME,1327,Healthcare,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1,OksenOeyveien 10,Drug Manufacturers—Specialty & Generic,PO Box 496,96,97.45,96.50884,,,,97.5,,102871,,96,96.50884,,97.45,,102871,,,,,,,,,95.01,2,NOK,45456,,,,,,,170300,,95.01,95.97,,,45456,114,,,,87,95.7,False,,,97.5,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,42.632,,-0.00658,200.461,-0.08404964,,,,,,,2.589,,,,1546214400,,-1022000,-0.015,,0.18708742,36.964077,,1609372800,1514678400,,,14611039,6622234624,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,,,,,,,,
AKERBP,1366,Energy,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,Oil & Gas E&P,Fornebuporten OksenOeyveien 10 Lysaker,185.05,184.3,181.2221,0.009878411,,,185.75,,728991,,185.05,181.64265,1.828,184.3,,728991,,,,7.41,1596153600,1.664343,,,184,2,NOK,228280,,,,66240901120,,,1429860,21.620886,184,184.3,,,228280,297.9,,,,89.42,184.2,False,0.0402,,185.75,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.982,,-0.031630002,32.135,-0.16832131,,,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.18708742,34.643597,0.70299006,1640908800,1593475200,,,106384610,70410035200,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,1703,,,,,,,
AASB-ME,7630,Financial Services,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",ÃÂsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,Banks—Regional,,114,114,119.94203,0.07017544,1.0156,,114,,2,,114,113.14706,8,114,,2,,,,8,1583798400,0.40223,,,114,2,NOK,0,,,,115585744,,,37,1.1200169,114,116,,,0,153,,,,105,112,False,0.070199996,,114,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,7.072,,0.36725,,0,,,,1013910,,,485.692,,,,1577750400,0,37900000,37.38,,0.18708742,0.23471665,0,1640908800,1585612800,,,553343,729858112,,,,,,-0.328,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,3.0497591,47 74 08 63 01,,,,,
AKA,1366,Energy,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,Oil & Gas Equipment & Services,OksenÃ¸yveien 10 Lysaker,6.32,6.45,5.575652,,0,,6.67,,423388,,6.32,5.404265,,6.45,,423388,,,,,1397174400,1.36353,,,6.39,2,NOK,158526,,,,1779045504,,,485530,0.31415248,6.39,6.62,,52200,158526,12.4,16.375,,,3.52,6.54,False,,227000,6.67,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.707,,-0.0498,12.873,-0.39509803,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.18708742,0.440929,0.51141,1640908800,1593475200,,,136612714,4003428608,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,2112,,,,,,,
AKER,1366,Energy,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,Oil & Gas Equipment & Services,,419.4,417.6,346.42972,0.028016213,0,,426,,119692,,419.4,379.74118,11.75,417.6,,119692,,,,11.75,1595289600,1.71777,,,412.2,2,NOK,66981,,,,31283703808,,,199025,0.66409886,412.2,421.8,,111700,66981,566,16.045715,,,182.2,421,False,0.027999999,108400,426,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.912,,-0.08871,35.23,0.04395604,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.18708742,1.6752044,0.70268,1640908800,1593475200,,,67696448,90046799872,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,21865,,47 24 13 01 01,,,,,
AFG,0663,Industrials,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,Engineering & Construction,,175.4,175,167.33986,0.054161917,1.0266,,175,,7651,,175.4,177.4,9.5,175,,7651,,,,12,1589760000,0.439024,,,174,2,NOK,6987,,,,18355572736,,,18690,0.7661563,174,175,,178000,6987,185,20.834326,,5.43,124.5,174.6,False,0.0684,52100,175,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.804,,0.03506,14.8,0.0996865,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.18708742,7.869266,0.60915,1640908800,1585612800,,,40215335,19269640192,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,5526,21.169916,,,,,,
ASETEK,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,Computer Hardware,Aalborg East,73.9,72,45.638912,0.0015696887,0,,77,,38695,,73.9,61.05,0.116,72,,38695,,,,,1493164800,0.747386,,,70,2,NOK,112952,,,,1943343616,,,56547,37.172546,70,75.9,,262100,112952,77,253,,,17.84,75.2,False,,89800,77,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,35.764,,-0.0097,1060.528,2.04,,0.3,,25604000,,,1.489,,,,1577750400,0.63678,-507000,-0.02,,0.18708742,50.973812,0.00846,1640908800,1585612800,,,21882624,1869710976,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,97,,45 96 45 00 48,,,,,
AFK,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,Utilities—Renewable,,2940,2980,2628.5508,0.01904762,,,2980,,49,,2940,2818.8235,56,2980,,49,,,,56,1588896000,0.299651,,,2900,2,NOK,31,,,,6359961088,,,89,1.370372,2900,2960,,2000,31,3180,,,,2100,2900,False,0.0187,1500,2980,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.28,,-0.00090000004,16.95,0.15384614,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.18708742,2.1950822,0.86077005,1640908800,1585612800,,,298391,5940092928,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,,
ATLA NOK,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,Oil & Gas E&P,PO Box 1228,6,6,6.916739,,0,,6,,887,,6,6.6705885,,6,,887,,,,,,1.404761,,,6,2,NOK,420,,,,22388520,,,1329,,6,6,,0,420,9.9,,,,5.05,5.64,False,,0,6,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.2630303,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.18708742,,0,1640908800,1585612800,,,3510194,22187160,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1,,,,,,,
AURG,1930,Financial Services,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,,193,194,188.33333,0.05699482,0.33580002,,195,,52,,193,191.08824,11,194,,52,,,,11,1582761600,0.047038,,,194,2,NOK,3310,,,,626765120,,,375,2.6119676,194,195,,37700,3310,206,13.898788,,5.49,168,192,False,0.056999996,22000,195,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.842,,0.45536998,,0.08223903,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.18708742,0.48444197,0.26146,1640908800,1585612800,,,2172368,3321547776,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,18.882542,47 63 85 44 41,,,,,
ASA,6392,Consumer Defensive,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,Farm Products,,110,111,115.4058,,0,,111,,53984,,110,122.69118,,111,,53984,,,,,,1.253558,,,108,2,NOK,29737,,,,7734541312,,,76211,1396.1266,108,109,,,29737,146,,,,68.2,108.5,False,,,111,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1457.189,,-2.37401,-720.724,0.14141417,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.18708742,37.05601,0,1640908800,1577750400,,,35767773,8072829440,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,87,,,,,,,
ARCUS,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,Postbox 64,42.8,42.9,36.51439,0.038785048,0.64839995,,43,,40923,,42.8,40.238235,1.66,42.9,,40923,,,,1.66,1591833600,0.458083,,,42.8,2,NOK,12653,,,,2917766400,,,29354,1.0339723,42.8,43,,0,12653,43,12.844312,,,27.1,42.9,False,0.039,0,43,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.687,,0.0645,12.406,0.14824796,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.18708742,1.5529975,0.15168999,1640908800,1585612800,,,25830157,4760342528,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,430,16.903072,,,,,,
AVANCE,HM 08,Energy,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,14 Par-la-Ville Road PO Box HM 1593,20.36,20.36,25.066595,0.014734774,0.1991,,20.94,,897482,,20.36,19.112352,0.3,20.36,,897482,,,,2.86,1583884800,1.839721,,,20.14,2,NOK,387965,,,,1312220032,,,812896,4.5122776,20.14,20.64,,66000,387965,58.4,64.375,,,16.24,20.62,False,0.1402,90400,20.94,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.822,,0.29652,11.098,-0.09534365,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.18708742,3.3338728,0.36513,1640908800,1585612800,,,44520567,1693143040,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,8,15.191741,,,,,,
AWDR,AB32 6FL,Energy,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,Oil & Gas Drilling,Venture Drive Arnhall Business Park,3.3,3.13,6.0065217,0,0,,3.55,,48909,,3.3,3.3785293,0,3.13,,48909,,,,,1526947200,1.426829,,,3.13,4,NOK,69500,,,,177389872,,,116432,6.105523,3.13,3.28,,43900,69500,22.6,-14.772727,,,2.95,3.25,False,,40300,3.55,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,5.245,,-1.29562,-46.182,-0.84727275,,-0.22,,54581500,,,4.426,,,,1577750400,0.37112,-37643000,-0.68,,0.18708742,0.73429734,0.4371,1640908800,1585612800,,,13938478,152400944,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,145,,44 12 2473 7905,,,,,
ALNG,0250,Industrials,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,Integrated Freight & Logistics,Aker Brygge,1.175,1.17,1.3956884,,0,,1.17,,60382,,1.175,1.2217647,,1.17,,60382,,,,,,1.07317,,,1.17,4,NOK,100,,,,155082320,,,258657,3.7136571,1.17,1.17,,500000,100,4.17,10.636363,,,0.872,1.15,False,,52300,1.17,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.359,,-0.053039998,20.152,-0.6328125,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,0.18708742,1.4096385,0.63137,1640908800,1585612800,,,26517675,390833632,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,8,,47 22 01 43 70,,,,,
