ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
SVEG,Sparebanken Vest,Equity certificates,69.0,68.9,69.1,277,LP,7403.36,0.0044,0.0748,0.09,0.147,0.3878,5011,Financial Services,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1.0,Jonsvollsgaten 2,Banks—Regional,,68.7,68.6,61.013042000000006,0.035225622000000005,0.34080002,,69.4,,34645.0,,68.7,63.07646999999999,2.42,68.6,,34645.0,,,,2.42,1585094400.0,0.564459,,,66.6,2.0,NOK,83426.0,,,,7403355136.0,,,50915.0,1.8828471999999998,66.6,69.1,,100000.0,83426.0,73.8,10.917721,,5.88,42.1,69.0,False,0.0352,300000.0,69.4,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000.0,EQUITY,SVEG.OL,finmb_8081598,no_market,,29.111,,0.50203,,0.31609190000000004,,6.32,,107295000.0,,,148.969,,,,1577750400.0,0.31427,539000000.0,6.704,,,0.46318364,0.26554,1640908800.0,1585612800.0,,,82679268.0,114465087488.0,,,,,,-0.221,,,,,,,,https://logo.clearbit.com/spv.no,722.0,10.292363,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,
SPOG,Sparebanken Øst,Equity certificates,47.6,47.6,47.7,7,,986.8,0.0021,0.0021,0.0,-0.0602,-0.0427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNI,Stolt-Nielsen,Industrials,83.0,82.9,83.0,59,,4442.48,0.0,0.0,-0.0048,-0.27190000000000003,-0.1333,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,Marine Shipping,4th Floor 71â91 Aldwych,83.0,83.0,88.87826,0.0,,,83.0,,18452.0,,83.0,84.18235,0.0,83.0,,18452.0,,,,,1587600000.0,0.9802549999999999,,,82.8,2.0,NOK,6620.0,,,,6538714624.0,,,20016.0,3.2376912,82.8,83.0,,400.0,6620.0,134.6,55.33333199999999,,5.67,69.6,82.9,False,,145400.0,83.0,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.8160000000000003,,-0.00336,19.996,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.0572906,0.61417,1638230400.0,1590883200.0,,,33134761.0,7707587072.0,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749.0,,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
STB,Storebrand,Financials,53.3,53.26,53.3,1542,,24911.9,-0.0037,0.0451,0.011,-0.2275,-0.0305,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1.0,Professor Kohts vei 9,Financial Conglomerates,P.O. Box 500,53.52,53.52,51.740359999999995,0.060724963,0.0,,53.66,,1353528.0,,53.52,51.436764000000004,3.25,53.52,,1353528.0,,,,,1587600000.0,1.271777,,,52.94,2.0,NOK,642466.0,,,,24883845120.0,,,2487831.0,0.39300418,52.94,53.26,,81400.0,642466.0,74.9,9.37324,,,33.84,53.22,False,,115200.0,53.66,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STB.OL,finmb_876161,no_market,,0.826,,0.02922,17.133,-0.02228719,,5.68,,467390016.0,,,73.592,,,,1577750400.0,0.64619005,1838000000.0,3.937,,,0.7234482,0.059570000000000005,1640908800.0,1593475200.0,,,457939559.0,52289724416.0,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683.0,13.522986999999999,,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
STORM,Storm Real Estate,Real estate,3.08,3.0,3.08,8,,27.21,0.006500000000000001,0.0,-0.1348,-0.0941,-0.16760000000000005,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1.0,Haakon VIIS gate 5,Real Estate Services,,3.06,3.04,2.6,0.14019608,0.0,,3.1,,12503.0,,3.06,3.3688235,0.429,3.04,,12503.0,,,,,1464307200.0,1.486643,,,3.04,4.0,NOK,22692.0,,,,27210444.0,,,66388.0,9.373216000000001,3.04,3.08,,80000.0,22692.0,6.45,34.22222,,,1.26,3.0,False,,100000.0,3.1,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STORM.OL,finmb_38919651,no_market,,15.923,,-0.10815999999999999,85.91799999999999,-0.17297298,,0.09,,8834560.0,,,0.534,,,,1577750400.0,0.0,-314000.0,-0.036000000000000004,,,5.7677903,0.47079,1640908800.0,1577750400.0,,,4904419.0,46223764.0,,1562716800.0,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5.0,,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
STRONG,StrongPoint,Information technology,17.6,17.6,17.65,24,LP,779.33,-0.011200000000000002,-0.0303,0.34869999999999995,0.4667,0.4426,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1.0,Slynga 10,Business Equipment & Supplies,,17.8,17.65,12.367899000000001,0.03370787,0.0,,17.7,,63493.0,,17.8,15.552941,0.6,17.65,,63493.0,,,,,1556496000.0,0.566782,,,17.55,2.0,NOK,12134.0,,,,779333312.0,,,105444.0,0.70592743,17.55,17.65,,406900.0,12134.0,19.2,16.0,,,8.56,17.6,False,,200000.0,17.7,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.8420000000000001,,0.018170001,15.037,0.48953974,,1.1,,44280300.0,,,6.907,,,,1577750400.0,0.31468,20063000.0,0.45,,,2.5481396000000003,0.31726,1640908800.0,1593475200.0,,,28472734.0,930098112.0,,1115596800.0,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512.0,39.111115000000005,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
SUBC,Subsea 7,Energy,72.02,72.0,72.1,1070,,21405.47,-0.003,0.0025,0.1527,-0.3138,-0.1573,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1.0,"412F, Route d'Esch",Oil & Gas Equipment & Services,,72.24,71.54,66.933914,,0.0,,72.6,,756035.0,,72.24,66.52412,,71.54,,756035.0,,,,,1556150400.0,1.630662,,,70.58,2.0,NOK,259591.0,,,,21387302912.0,,,1177911.0,6.395725,70.58,72.0,,128000.0,259591.0,110.1,287.84,,,38.5,71.96,False,,37100.0,72.6,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUBC.OL,finmb_359868,no_market,,6.438,,-0.31124002,53.437,-0.17909092,,0.25,,297211008.0,,,14.515999999999998,,,,1577750400.0,0.61302,-1040800000.0,-3.495,,,4.9572887,0.24015999999999998,1640908800.0,1593475200.0,,,223844129.0,21529890816.0,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,,8610c031-034f-3083-a212-b713518bf428,
SUNSB-ME,Sunndal Sparebank,Equity certificates,114.0,112.0,115.0,0,LP,154.15,,,,0.0668,0.1153,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1.0,Sunndalsveien 15,Banks—Regional,,114.0,114.0,110.26811000000001,0.07017544,0.29600000000000004,,114.0,,121.0,,114.0,110.73528999999999,8.0,114.0,,121.0,,,,8.0,1585267200.0,0.163578,,,114.0,2.0,NOK,300.0,,,,154713952.0,,,257.0,1.6483306,114.0,115.0,,,300.0,117.0,,,,106.0,114.0,False,0.070199996,,114.0,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.489,,0.37075,,0.036363599999999996,,,,1357140.0,,,369.061,,,,1577750400.0,0.015420001000000001,5527000.0,6.949,,,0.308892,0.0,1640908800.0,1585612800.0,,,931366.0,421316192.0,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,16.40524,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
SUSB-ME,Surnadal Sparebank,Equity certificates,108.0,108.0,109.0,0,LP,217.01,,,0.0093,0.0268,0.0635,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1.0,BÃ¥rdshaugvegen 7,Banks—Regional,,108.0,108.0,106.99275,0.06481481,0.2025,,108.0,,107.0,,108.0,106.58823400000001,7.0,108.0,,107.0,,,,7.0,1583280000.0,0.243302,,,108.0,2.0,NOK,35.0,,,,217656720.0,,,461.0,1.4130526,108.0,109.0,,,35.0,117.0,,,,100.0,107.0,False,0.0648,,108.0,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.969,,0.43442002,,-0.031624615,,,,2015340.0,,,421.213,,,,1577750400.0,0.03771,66915000.0,33.203,,,0.25640234,0.0,1640908800.0,1585612800.0,,,1899140.0,611333248.0,,,,,,-0.40700000000000003,,,,,,,,https://logo.clearbit.com/bank.no,,3.2527182,47 71 66 27 27,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
TRVX,Targovax,Health care,6.45,6.42,6.45,44,,490.76,0.015700000000000002,-0.0015,-0.0123,-0.2637,0.2011,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1.0,Lilleakerveien 2C,Biotechnology,,6.35,6.34,6.733333,,0.0,,6.45,,135136.0,,6.35,6.665,,6.34,,135136.0,,,,,,2.0592330000000003,,,6.32,2.0,NOK,58357.0,,,,490764384.0,,,327485.0,191.48045,6.32,6.45,,0.0,58357.0,12.0,-2.2631577999999997,,,3.515,6.42,False,,0.0,6.45,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRVX.OL,finmb_144098164,no_market,,162.366,,0.0,-3.103,0.15454543,,-2.85,,76087504.0,,,5.3870000000000005,,,,1577750400.0,0.25366,-132435000.0,-2.02,,,1.1973268999999997,0.122279994,1640908800.0,1585612800.0,,,52861785.0,416143584.0,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,20.0,,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
TEAM,Team Tankers International,Industrials,3.24,3.24,3.4,1,,656.59,-0.0182,-0.1196,-0.0357,-0.4,-0.4365,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1.0,Williams House,Marine Shipping,4th Floor 20 Reid Street,3.3,3.24,4.603261,,0.0,,3.24,,16604.0,,3.3,3.3811765,,3.24,,16604.0,,,,,,-0.337979,,,3.24,4.0,NOK,103.0,,,,657658432.0,,,18639.0,2.044068,3.24,3.4,,,103.0,7.65,,,,3.0,3.24,False,,,3.24,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.5140000000000002,,-0.12687999,37.144,-0.42608696,,,,202980992.0,,,1.6569999999999998,,,,1577750400.0,0.00877,-40821000.0,-0.21600000000000003,,,1.9553411,0.113129996,1640908800.0,1585612800.0,,,139405841.0,808804224.0,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,88.0,,,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
TECH,Techstep,Information technology,3.04,3.04,3.1,17,,494.89,-0.013,0.0133,0.16920000000000002,-0.1032,-0.2083,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1.0,BrynsallEen 4,Software—Application,,3.08,3.0,2.686087,,0.0,,3.14,,63484.0,,3.08,2.7635292999999996,,3.0,,63484.0,,,,,,0.344333,,,2.98,4.0,NOK,46653.0,,,,494890688.0,,,40002.0,0.43387297,2.98,3.1,,60000.0,46653.0,3.99,,,,1.95,3.04,False,,72100.0,3.14,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TECH.OL,finmb_371366152,no_market,,0.495,,-0.058130004000000006,31.500999999999998,-0.1808511,,,,162792992.0,,,2.905,,,,1577750400.0,0.027460001,-66303000.0,-0.402,,,1.0464716,0.75827,1640908800.0,1585612800.0,,,37517372.0,564689728.0,,1457654400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,212.0,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
TEL,Telenor,Communication services,148.45,148.4,148.45,1141,,207749.54,0.001,0.0385,0.048,-0.0289,-0.14550000000000002,1360,Communication Services,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1.0,SnarÃ¸yveien 30,Telecom Services,,148.3,148.25,150.92137,0.058664865999999996,2.1818,,148.65,,1334052.0,,148.3,144.37206,8.7,148.25,,1334052.0,,,,8.6,1602115200.0,0.271196,,,147.65,2.0,NOK,240492.0,,,,211265011712.0,,,1739678.0,1.7314392,147.65,148.55,,301900.0,240492.0,189.65,14.85,,4.98,130.75,148.5,False,0.058000002,230500.0,148.65,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,TEL.OL,finmb_658535,no_market,,2.9339999999999997,,0.050980000000000004,7.944,-0.18494087,,10.0,,1422659968.0,,,19.729,,,,1577750400.0,0.30785,5539999744.0,4.374,,,7.526991000000001,0.53981996,1640908800.0,1593475200.0,,,613954891.0,357979324416.0,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,20000.0,33.950615,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
TGS,TGS-NOPEC Geophysical Company,Energy,138.95,138.85,138.95,1122,,16244.27,0.004,0.0142,0.0335,-0.4623,-0.2783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIN,Thin Film Electronics,Information technology,0.34,0.34,0.34,114,,119.47,0.0078,-0.0283,-0.0968,-0.7043,-0.7134,0160,Technology,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1.0,Fridtjof Nansens Plass 4,Electronic Components,,0.3336,0.325,0.94068915,,0.0,,0.35,,3220445.0,,0.3336,0.37360588,,0.325,,3220445.0,,,,,,2.038908,,,0.325,4.0,NOK,1280136.0,,,,119472696.0,,,4779800.0,151.23126000000002,0.325,0.342,,2859200.0,1280136.0,5.8,-6.724,,,0.2912,0.3374,False,,1223200.0,0.35,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,THIN.OL,finmb_740992,no_market,,54.596000000000004,,0.0,-1.088,-0.86076796,,-0.05,,355361984.0,,,-0.387,,,,1577750400.0,0.06763,-69498000.0,-1.19,,,,0.02408,1640908800.0,1585612800.0,,,43445147.0,43130500.0,,1572566400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,23.0,,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
TIETOO,TietoEVRY,Information technology,269.0,268.6,269.6,8,,31852.0,-0.0015,-0.0074,0.0513,-0.0192,,2101,Technology,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1.0,Keilalahdentie 2-4,Information Technology Services,P.O.Box 2,269.4,269.4,256.55652000000003,,0.0,,271.0,,2703.0,,269.4,266.59412000000003,,269.4,,2703.0,,,,6.79,1600732800.0,0.791521,,,269.0,2.0,NOK,203.0,,,,32147382272.0,,,8438.0,,269.0,269.6,,,203.0,317.0,,,,201.2,268.8,False,0.0252,,271.0,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000.0,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,inf,,,,118444000.0,,,,,,,1577750400.0,0.38723,,,,,,0.24724000000000002,1640908800.0,1593475200.0,,,54908237.0,31908794368.0,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,23789.0,,,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,
