ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,59.8,59.4,59.8,1,,1325.82,0.0101,-0.0292,0.1343,-0.31079999999999997,-0.2243
FIVEPG,5th Planet Games,Communication services,1.78,1.78,1.8,35,LP,189.25,0.005699999999999999,-0.0301,-0.0969,5.0596,1.9734
AASB-ME,Aasen Sparebank,Equity certificates,117.0,114.0,120.0,0,LP,118.63,,,0.0263,-0.0265,0.07339999999999999
ASC,ABG Sundal Collier Holding,Financials,4.58,4.55,4.58,12,,2017.48,0.009899999999999999,0.009899999999999999,0.044500000000000005,0.2159,0.5993999999999999
ADE,Adevinta,Communication services,162.0,161.9,162.1,228,,110947.24,0.0131,0.023399999999999997,0.19190000000000002,0.5587,0.48719999999999997
ADSC-ME,ADS Crude Carriers,Energy,17.85,17.9,18.3,0,,417.52,,,-0.0377,-0.2664,0.0661
AEGA,Aega,Utilities,1.28,1.25,1.28,3,,61.51,0.0,0.0,0.0159,0.10339999999999999,-0.047400000000000005
AFG,AF Gruppen,Industrials,173.2,173.0,173.8,13,,18187.56,0.0,-0.0137,-0.0335,0.0207,0.0783
AKA,Akastor,Energy,7.36,7.31,7.36,35,,1999.05,0.0166,0.2026,0.3237,-0.2596,-0.3393
AKER,Aker,Financials,418.6,418.0,418.6,64,,31090.58,0.0063,0.022000000000000002,0.08220000000000001,-0.2066,-0.006500000000000001
AKBM-ME,Aker BioMarine,Consumer staples,90.7,90.6,90.64,9,,7944.06,0.0,-0.0513,0.0022,,
AKERBP,Aker BP,Energy,178.65,178.55,178.85,95,,64244.95,0.0116,-0.0067,-0.0179,-0.3517,-0.1689
AKSO,Aker Solutions,Energy,10.54,10.51,10.55,158,,2866.28,-0.0241,-0.10859999999999999,-0.1301,-0.48829999999999996,-0.5272
AKVA,AKVA Group,Industrials,64.4,63.8,64.8,3,LP,2132.05,0.0,0.009399999999999999,0.009399999999999999,-0.1175,-0.1734
AMSC,American Shipping Company,Industrials,31.4,31.05,31.4,3,,1903.36,0.0113,0.059000000000000004,0.15869999999999998,0.0113,0.0066
ANDF-ME,Andfjord Salmon,Consumer staples,50.0,50.0,50.29,8,,1685.03,-0.0058,-0.0858,-0.14679999999999999,,
ABT,Aqua Bio Technology,Materials,6.9,6.85,6.9,29,LP,105.95,0.0,0.2778,0.4681,1.9487,2.2857
AQUA,AqualisBraemar,Energy,5.4,5.1,5.35,3,,379.71,0.009300000000000001,-0.0092,0.2,0.4612,0.528
ARCHER,Archer,Energy,2.5,2.4,2.51,3,,369.84,0.008100000000000001,-0.0689,0.1416,-0.2138,-0.37810000000000005
AZT,ArcticZymes Technologies,Health care,64.6,64.4,64.8,94,,3122.42,0.0125,0.3292,0.5418,,
ARCUS,Arcus,Consumer staples,41.1,41.1,41.4,10,,2786.61,-0.0096,0.0024,0.0024,0.17350000000000002,0.1577
AFK,Arendals Fossekompani,Industrials,3060.0,3000.0,3060.0,1,,6699.62,0.0,0.045700000000000005,0.0602,0.19469999999999998,0.20850000000000002
ASETEK,Asetek,Information technology,84.9,83.8,84.9,28,,2180.16,0.0379,-0.006999999999999999,0.3519,1.7387000000000001,3.3538
ATEA,Atea,Information technology,104.2,104.0,104.4,20,,11459.21,0.0019,-0.0352,-0.0262,-0.18969999999999998,-0.06860000000000001
ATLA NOK,Atlantic Petroleum,Energy,5.6,5.56,5.9,0,,20.71,,,-0.1931,-0.2866,
ASA,Atlantic Sapphire,Consumer staples,105.0,105.5,106.0,18,,7485.04,-0.004699999999999999,-0.036699999999999997,-0.1026,-0.18600000000000003,0.0736
AURG,Aurskog Sparebank,Equity certificates,197.0,196.0,197.0,0,LP,633.19,,,0.026000000000000002,0.1017,0.17329999999999998
AUSS,Austevoll Seafood,Consumer staples,82.15,82.1,82.35,76,,16579.85,0.0043,-0.026099999999999998,0.0499,-0.059800000000000006,-0.091
AVANCE,Avance Gas Holding,Energy,21.14,21.04,21.16,192,,1345.69,0.0383,0.0292,0.0704,-0.5276,-0.1883
AWDR,Awilco Drilling,Energy,3.02,3.02,3.14,2,,164.84,0.0,-0.0195,-0.0848,-0.8051999999999999,-0.8490000000000001
ALNG,Awilco LNG,Energy,1.08,1.09,1.14,3,,143.15,-0.0092,-0.048499999999999995,-0.060899999999999996,-0.6625,-0.6516
AXA,Axactor,Financials,7.9,7.86,7.89,47,,1464.62,0.0208,0.11630000000000001,0.1211,-0.5858,-0.5172
AGS,Axxis Geo Solutions,Energy,0.68,0.67,0.68,4,,40.23,0.0,-0.11630000000000001,-0.3607,-0.45280000000000004,-0.9508
AYFIE-ME,ayfie Group,Information technology,2.5,2.37,2.45,2,,265.52,0.0326,-0.0564,0.0204,,
B2H,B2Holding,Financials,6.84,6.82,6.84,54,,2803.94,0.013300000000000001,0.1732,0.3776,-0.2841,0.0729
BAKKA,Bakkafrost,Consumer staples,545.5,545.0,546.0,214,,32246.48,-0.015300000000000001,-0.008199999999999999,-0.025,-0.16079999999999997,-0.0008
BALT-ME,Baltic Sea Properties,Real estate,30.8,30.8,,0,,205.37,,,,,
BEL,Belships,Industrials,6.4,6.35,6.4,0,LP,1456.82,,,-0.030299999999999997,-0.11720000000000001,-0.0451
BGBIO,BerGenBio,Health care,33.3,33.15,33.3,48,,2905.76,-0.006,-0.0513,-0.11199999999999999,0.3747,1.0288
