ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,59.8,59.4,59.8,1,,1325.82,0.0101,-0.0292,0.1343,-0.3108,-0.2243,HM11,Industrials,4.0,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,,Marine Shipping,59.2,59.8,53.947444999999995,0.0027871623,0.8163,,59.8,,16485.0,,59.2,56.46470600000001,0.165,59.8,,16485.0,,,,1.06,1597622400.0,1.121996,,,59.8,2.0,NOK,287.5,1282.0,,,,1325819776.0,,,28635.0,47.86353,59.8,60.0,,,1282.0,93.8,,,,39.0,59.8,False,0.0177,,59.8,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,56.47,,0.16968,,-0.22337663,,,,22170900.0,,,6.22,,,,1577750400.0,0.19871001,4700000.0,0.20800000000000002,,0.18023336,9.614148,0.57717997,1640908800.0,1593475200.0,,,6990487.0,1564220160.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
FIVEPG,5th Planet Games,Communication services,1.78,1.78,1.8,35,LP,189.25,0.005699999999999999,-0.0301,-0.0969,5.0596,1.9734,1123,Communication Services,16.0,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,,Electronic Gaming & Multimedia,1.76,1.775,1.3452659,,0.0,,1.815,,6016870.0,,1.76,1.7654412,,1.775,,6016870.0,,,,,,2.714866,,,1.735,4.0,NOK,,306017.0,,,,186056496.0,,,4258583.0,,1.735,1.76,,0.0,306017.0,3.8,,,,0.25,1.74,False,,0.0,1.815,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.2493572,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.18023336,10.057471000000001,0.50402,1640908800.0,1577750400.0,,,46798691.0,94038016.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,117.0,114.0,120.0,0,LP,118.63,,,0.0263,-0.0265,0.07339999999999999,7630,Financial Services,29.0,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,117.0,119.0,118.48905,0.06837607,0.67620003,,119.0,,0.0,,117.0,113.117645,8.0,119.0,,0.0,,,,8.0,1583798400.0,0.40223000000000003,,,117.0,2.0,NOK,2.8305995,60.0,,,,118627472.0,,,36.0,1.0807798000000002,117.0,117.0,,,60.0,153.0,,,,105.0,114.0,False,0.070199996,,119.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.419,,0.38182,,-0.025641024,,,,1013910.0,,,501.01,,,,1577750400.0,0.0,41909000.0,41.333999999999996,,0.18023336,0.23352827,0.0,1640908800.0,1593475200.0,,,553343.0,704501056.0,,,,,,0.34299999999999997,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.58,4.55,4.58,12,,2017.48,0.0099,0.0099,0.044500000000000005,0.2159,0.5993999999999999,0250,Financial Services,275.0,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,,Capital Markets,4.53,4.57,3.8539052000000003,0.04856512,0.8062,,4.58,,128724.0,,4.53,4.4227943,0.22,4.57,,128724.0,,,,0.22,1588118400.0,0.9587680000000001,,,4.56,4.0,NOK,9.978213,22451.0,,,,2019683840.0,,,405275.0,1.4290047,4.56,4.59,,185000.0,22451.0,4.625,10.651162,,10.54,2.69,4.58,False,0.0481,340000.0,4.58,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.0979999999999999,,0.17288,,0.42812502,,0.43,,440979008.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.18023336,3.0676490000000003,0.18238,1640908800.0,1593475200.0,,,342568196.0,1551594240.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
ADE,Adevinta,Communication services,162.0,161.9,162.1,228,,110947.24,0.0131,0.0234,0.1919,0.5587,0.4872,0159,Communication Services,3564.0,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1.0,Grensen 5,,Internet Content & Information,160.0,164.4,107.5011,,0.0,,164.4,,574162.0,,160.0,137.73088,,164.4,,574162.0,,,,,,,,,161.1,2.0,NOK,,45847.0,,,,110741864448.0,,,460577.0,,161.1,161.7,,,45847.0,168.2,,,,66.7,161.6,False,,,164.4,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5065789,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.18023336,,0.66005,1640908800.0,1593475200.0,,,227972750.0,104996503552.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,17.85,17.9,18.3,0,,417.52,,,-0.0377,-0.2664,0.0661,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1.0,OSM House,,Marine Shipping,17.85,18.0,21.492335999999998,,0.4088,,18.3,,45731.0,,17.85,18.398529999999997,,18.0,,45731.0,,,,4.21,1591228800.0,,,,18.2,2.0,NOK,,6.0,,,,425703488.0,,,70216.0,,18.2,18.15,,,6.0,33.4,,,,16.1,17.8,False,0.23200001,,18.3,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.10249996,,,,23390300.0,,,,,,,,0.09734,,,,0.18023336,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
AEGA,Aega,Utilities,1.28,1.25,1.28,3,,61.51,0.0,0.0,0.0159,0.1034,-0.047400000000000005,274,Utilities,2.0,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1.0,Thunes vei 2,,Utilities—Renewable,1.28,1.28,1.2377372,0.0031250003000000003,,,1.28,,71992.0,,1.28,1.2626469999999999,0.004,1.28,,71992.0,,,,0.04,1591142400.0,-0.700348,,,1.25,4.0,NOK,,1254.0,,,,60063500.0,,,54690.0,,1.25,1.28,,394100.0,1254.0,1.85,,,,1.05,1.26,False,0.031,60000.0,1.28,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.10071939,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.18023336,7.5757575,0.46798,1640908800.0,1585612800.0,,,24350240.0,61505068.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AFG,AF Gruppen,Industrials,173.2,173.0,173.8,13,,18187.56,0.0,-0.0137,-0.0335,0.0207,0.0783,0663,Industrials,5524.0,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,,Engineering & Construction,173.2,173.0,167.4489,0.034642032999999996,1.0266,,173.2,,10904.0,,173.2,177.8,6.0,173.0,,10904.0,,,,12.0,1589760000.0,0.43902399999999997,,,172.0,2.0,NOK,23.590729,4897.0,,,,18061547520.0,,,17330.0,0.7323338,172.0,171.8,,178000.0,4897.0,185.0,20.500595,,5.43,124.5,171.0,False,0.068,52100.0,173.2,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.807,,0.030369998999999998,16.256,0.020809293,,8.39,,105009000.0,,,20.408,,,,1577750400.0,0.14407,749000000.0,7.291,,0.18023336,8.428067,0.60915,1640908800.0,1593475200.0,,,41049068.0,19897589760.0,,1263772800.0,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
AKA,Akastor,Energy,7.36,7.31,7.36,35,,1999.05,0.0166,0.2026,0.3237,-0.2596,-0.3393,1366,Energy,2112.0,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1.0,Building B,,Oil & Gas Equipment & Services,7.24,7.3,5.3892703,,0.0,,7.46,,230399.0,,7.24,5.7535295,,7.3,,230399.0,,,,,1397174400.0,1.36353,,,7.3,2.0,NOK,,93740.0,,,,2007197696.0,,,490402.0,0.3544407,7.3,7.39,,52200.0,93740.0,12.4,18.474998,,,3.52,7.35,False,,227000.0,7.46,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.7509999999999999,,-0.0498,13.675999999999998,-0.40349270000000004,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.18023336,0.49747559999999996,0.51141,1640908800.0,1593475200.0,,,159931143.0,4253142784.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
AKER,Aker,Financials,418.6,418.0,418.6,64,,31090.58,0.0063,0.022,0.08220000000000001,-0.2066,-0.006500000000000001,1366,Energy,21865.0,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,416.0,416.6,338.79855,0.028245192000000002,0.0,,420.2,,87670.0,,416.0,392.11765,11.75,416.6,,87670.0,,,,11.75,1595289600.0,1.71777,,,415.2,2.0,NOK,,12078.0,,,,30942048256.0,,,186249.0,0.6568461,415.2,416.8,,111700.0,12078.0,566.0,15.870477,,,182.2,415.8,False,0.029000001,108400.0,420.2,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.8880000000000001,,-0.08871,34.8,-0.0703125,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.18023336,1.6569092,0.70268,1640908800.0,1593475200.0,,,67696448.0,88947712000.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,,,,
