ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
EPR,Europris,Consumer discretionary,43.06,43.02,43.08,281,,7140.15,-0.0023,-0.0276,-0.0655,0.31420000000000003,0.8122,1661,Consumer Defensive,1814.0,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,Norway,[],http://www.europris.no,1.0,Dikeveien 57,Discount Stores,43.16,43.02,39.833,0.045180723,0.58669996,,43.26,,453758.0,,43.16,44.135555,1.95,43.02,,453758.0,,,,1.95,1588204800.0,0.769277,,,42.74,2.0,NOK,125215.0,,,,7140166656.0,,,603177.0,1.0245903,42.74,43.08,,79600.0,125215.0,50.75,16.625484,,,24.18,43.04,False,0.0452,95300.0,43.26,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPR.OL,finmb_293420901,no_market,,1.5290000000000001,,0.078049995,11.960999999999999,0.7347268,,2.59,,165819008.0,,,11.468,,,,1577750400.0,0.53228,543936000.0,3.28,,0.12594831,3.754796,0.03046,1640908800.0,1593475200.0,,,159459440.0,10655788032.0,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.128048999999999,,,,,,
EXTX-ME,EXACT Therapeutics,Health care,35.0,32.5,34.5,1,,1048.72,0.0768,0.029300000000000007,-0.0279,,,0379,Healthcare,4.0,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.exact-tx.com,1.0,Ullernchausseen 64,Biotechnology,32.5,34.995,35.662807,,0.0,,34.995,,3698.0,,32.5,35.67361,,34.995,,3698.0,,,,,,,,,34.995,2.0,NOK,250.0,,,,1048723136.0,,,8457.0,141.18611,34.995,34.495,,,250.0,53.592,,,,26.0,32.0,False,,,34.995,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,131.12,,-2.0169599999999996,-62.053000000000004,0.021241903,,,,29967800.0,,,1.4040000000000001,,,,1577750400.0,,-14981884.0,-0.5,,0.12594831,24.925213,,1640908800.0,,,,29885039.0,973951872.0,,1595808000.0,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,,,,
FJORD,Fjord1,Industrials,43.0,43.0,43.3,1,,4295.41,-0.0069,0.0,-0.0069,0.17489999999999994,0.1846,6900,Industrials,1060.0,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,Norway,[],http://www.fjord1.no,1.0,Strandavegen 15,Marine Shipping,43.3,43.0,42.521584000000004,0.06235566,0.0,,43.0,,4058.0,,43.3,43.280556,2.7,43.0,,4058.0,,,,,1557878400.0,0.7831060000000001,,,43.0,2.0,NOK,46.0,,,,4296112640.0,,,16170.0,1.5004401000000003,43.0,43.3,,0.0,46.0,46.9,12.250712,,,31.0,43.0,False,,0.0,43.0,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.595,,0.0346,12.675999999999998,0.19283748,,3.51,,99909600.0,,,22.785999999999998,,,,1577750400.0,0.11310001,99062000.0,0.992,,0.12594831,1.8871237,0.85439,1640908800.0,1593475200.0,,,14465911.0,10292724736.0,,,,,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,47 57 75 70 00,,43.346775,,,,,,
FKRAFT,Fjordkraft Holding,Utilities,92.9,92.5,92.9,225,,9716.06,0.0032,-0.0106,0.0727,0.6675,0.9597,5147,Utilities,293.0,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.fjordkraft.no,1.0,Folke Bernadottes Vei 38,Utilities—Regulated Electric,92.6,92.6,77.98921,0.032397407999999996,0.71089995,,93.0,,186683.0,,92.6,88.638885,3.0,92.6,,186683.0,,,,3.0,1587600000.0,0.263701,,,91.1,2.0,NOK,39900.0,,,,9716039680.0,,,187178.0,1.894046,91.1,92.9,,0.0,39900.0,108.4,,,,46.1,92.6,False,0.032,0.0,93.0,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.755,,0.08692000000000001,14.337,0.78764474,,,,104586000.0,,,9.122,,,,1577750400.0,0.41085997,445884000.0,4.2219999999999995,,0.12594831,10.184171000000001,0.3204,1640908800.0,1593475200.0,,,85445893.0,9000842240.0,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,47 23 00 61 00,,22.00379,,,,,,
FLNG,FLEX LNG,Energy,51.7,51.65,51.8,87,,2797.52,0.0019,0.044,0.0227,-0.4202,-0.4092,HM08,Energy,8.0,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.flexlng.com,1.0,Par-La-Ville Place,Oil & Gas Midstream,51.6,51.6,48.99568,0.0038759692,3.7889001,,52.0,,98347.0,,51.6,50.731945,0.2,51.6,,98347.0,,,,1.87,1583798400.0,0.38253000000000004,,,51.15,2.0,NOK,22110.0,,,,2905824512.0,,,104828.0,19.936638000000002,51.15,51.9,,219600.0,22110.0,108.2,369.2857,,,38.1,51.65,False,0.0353,100000.0,52.0,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.76,,0.01914,34.405,-0.42281884,,0.14,,54110600.0,,,15.015,,,,1577750400.0,0.19859000000000002,2790000.0,0.051,,0.12594831,3.4432235,0.4586,1640908800.0,1593475200.0,,,28832284.0,3608821760.0,,1552262400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 6935,4th Floor 14 Par-La-Ville Road,1013.7255,441 295 3494,,,,,
FRO,Frontline,Energy,66.85,66.8,66.9,521,,13215.73,-0.0059,0.0245,-0.0392,-0.268,-0.0204,HM 08,Energy,157.0,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.frontline.bm,1.0,Par-la-Ville Place,Oil & Gas Midstream,67.25,66.1,78.68356999999999,0.02527881,0.5021,,67.0,,801410.0,,67.25,71.602776,1.7,66.1,,801410.0,,,,18.13,1599696000.0,0.310402,,,66.0,2.0,NOK,161760.0,,,,13163500544.0,,,586157.0,9.943324,66.0,66.9,,173100.0,161760.0,123.0,155.4651,,,55.0,66.75,False,0.26610002,75700.0,67.0,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FRO.OL,finmb_144797851,no_market,,11.857999999999999,,0.35037997,23.054000000000002,-0.17077678,,0.43,,197692000.0,,,8.425,,,,1577750400.0,0.29650998,463852000.0,2.406,,0.12594831,7.934717699999999,0.50473,1640908800.0,1593475200.0,,,98284714.0,15697889280.0,,1454544000.0,1:5,,,183.53,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 6935,14 Par-la-Ville Road PO Box HM 1593,27.784706,441 295 3494,,,,,
GIG,Gaming Innovation Group,Consumer discretionary,8.01,7.96,8.01,32,,715.21,0.0012,-0.0232,0.1187,-0.022,-0.2429,STJ 3148,Consumer Cyclical,487.0,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. Gaming Innovation Group Inc. has a strategic partnership with Betgenius Limited to create a sportsbook and platform solution for operators in regulated markets worldwide. The company was founded in 2012 and is headquartered in St Julians, Malta.",St. Julian's,Malta,[],http://www.gig.com,1.0,@GiG Beach,Gambling,8.0,8.0,5.6423383000000005,,0.0,,8.06,,213209.0,,8.0,7.5088887,,8.0,,213209.0,,,,,,0.812048,,,7.99,2.0,NOK,20546.0,,,,720944896.0,,,179066.0,,7.99,8.01,,86600.0,20546.0,10.2,80.1,,,2.05,7.96,False,,1568100.0,8.06,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000.0,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.1061452,,0.1,,90005600.0,,,1.355,,,,1577750400.0,0.13146,,-0.08,,0.12594831,5.9114394,0.53973,1640908800.0,1593475200.0,,,37505344.0,720044992.0,,1545177600.0,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,356 2711 0277,Golden Mile Business Centre Triq Id-Dragunara,,,,,,,
RISH,GC Rieber Shipping,Industrials,6.2,6.0,6.2,32,,533.4,-0.0236,0.069,0.016399999999999998,-0.2439,-0.3034,5058,Industrials,32.0,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,Norway,[],http://www.gcrieber-shipping.com,1.0,Solheimsgaten 15,Marine Shipping,6.35,5.6,5.852374,0.07874016,0.0,,6.7,,15262.0,,6.35,6.001389,0.5,5.6,,15262.0,,,,,1428624000.0,0.800602,,,5.6,2.0,NOK,23765.0,,,,547562880.0,,,6019.0,2.6400787999999995,5.6,6.2,,110000.0,23765.0,11.5,,,,4.5,6.0,False,,100000.0,6.7,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,RISH.OL,finmb_884214,no_market,,7.337000000000001,,-1.91897,20.723000000000003,-0.365,,,,86032496.0,,,17.506,,,,1577750400.0,0.018969999999999997,-398001984.0,-4.626,,0.12594831,0.35416427,0.92489,1640908800.0,1593475200.0,,,8121469.0,1521672704.0,,1176422400.0,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,47 55 60 68 00,,,,,,,,
GENT-ME,Gentian Diagnostics,Health care,71.0,70.0,71.0,10,,1093.59,0.0,0.0,0.1094,0.1378,0.5011,1596,Healthcare,46.0,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,Norway,[],http://www.gentian.com,1.0,Bjornasveien 5,Diagnostics & Research,71.0,71.5,55.147484,,0.0,,72.0,,14025.0,,71.0,70.44444,,71.5,,14025.0,,,,,,0.890476,,,69.0,2.0,NOK,1112.0,,,,1093591680.0,,,13145.0,15.574014000000002,69.0,71.0,,,1112.0,89.0,,,,38.0,70.0,False,,,72.0,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,13.218,,-0.27326,-46.351000000000006,0.45790553,,,,15402700.0,,,13.192,,,,1577750400.0,0.26521999999999996,-19188000.0,-1.248,,0.12594831,5.3820496,0.48766997,1640908800.0,1593475200.0,,,6813392.0,928127616.0,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,47 99 33 99 05,,,,,,,,
GJF,Gjensidige Forsikring,Financials,196.4,196.3,196.5,2808,,98197.79,0.024,0.037000000000000005,0.0436,0.0659,0.0908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEOS-ME,Golden Energy Offshore Services,Energy,1.2,,1.2,0,,54.81,,,,-0.6667000000000001,-0.7646999999999999,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,Norway,[],http://www.geoff.no,1.0,St Olavs Plass 1,Marine Shipping,1.2,1.2,1.3762590000000001,,0.0,,1.2,,6176.0,,1.2,1.0863888000000002,,1.2,,6176.0,,,,,,0.383842,,,1.2,4.0,NOK,6700.0,,,,54808564.0,,,1298.0,0.4966072,1.2,1.2,,,6700.0,5.1,,,,1.0,1.2,False,,,1.2,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.722,,-0.15581,17.658,,,,,45673800.0,,,8.079,,,,1577750400.0,0.4456,-17196492.0,-0.541,,,0.14853323,0.0,1640908800.0,1577750400.0,,,19335649.0,300461568.0,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 60,,,47 70 10 26 61,,,,deed147b-b49c-39d3-9c06-87b3993697ec,
GOGL,Golden Ocean Group,Industrials,32.18,32.08,32.16,362,,4610.68,0.0139,0.0139,-0.1179,-0.3605,-0.4319,HM 08,Industrials,37.0,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.goldenocean.bm,1.0,Par-la-Ville Place,Marine Shipping,31.74,31.72,34.867626,0.006301197,,,32.18,,565382.0,,31.74,35.20778,0.2,31.72,,565382.0,,,,2.24,1583366400.0,1.6438119999999998,,,31.54,2.0,NOK,211219.0,,,,4610685952.0,,,824340.0,6.4391727,31.54,32.16,,470900.0,211219.0,58.65,,,,26.5,32.08,False,0.069299996,400000.0,32.18,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,GOGL.OL,finmb_262789605,no_market,,8.207,,-0.17368001,33.571,,,,,143278000.0,,,9.101,,,,1577750400.0,0.2715,-124361000.0,-0.871,,,3.5358753,0.36176997,1640908800.0,1593475200.0,,,91444125.0,5876760576.0,,1470009600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,441 295 6935,14 Par-la-Ville Road PO Box HM 1593,,441 295 3494,,,,1296835d-cd18-3452-81bf-438952060e9a,
GOD,Goodtech,Industrials,7.4,7.3,7.4,8,LP,167.35,-0.0067,0.035,0.0423,0.0803,-0.0452,0663,Industrials,271.0,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.goodtech.no,1.0,Innspurten 15,Engineering & Construction,7.45,7.45,6.453021499999999,0.20134228,0.0,,7.45,,107711.0,,7.45,6.979166499999999,1.5,7.45,,107711.0,,,,,1398643200.0,1.2849389999999998,,,7.3,2.0,NOK,19448.0,,,,167348048.0,,,38685.0,0.34630996,7.3,7.4,,27800.0,19448.0,9.0,,,,4.72,7.3,False,,66200.0,7.45,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,GOD.OL,finmb_7668624,no_market,,0.368,,-0.02009,-40.088,,,,,22614600.0,,,10.225,,,,1577750400.0,0.029460002000000002,-9708000.0,-0.425,,,0.7237164,0.59415,1640908800.0,1593475200.0,,,11701910.0,177908720.0,,1336348800.0,1:10,,,-0.9229999999999999,,,,,,,,https://logo.clearbit.com/goodtech.no,47 81 56 86 00,Etterstad PO Box 6578,,,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
GSF,Grieg Seafood,Consumer staples,89.9,89.8,89.9,415,,9927.98,-0.0148,0.0193,-0.1637,-0.3592,-0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRONG-ME,Grong Sparebank,Equity certificates,114.0,110.0,114.0,0,LP,338.86,,,0.027000000000000003,0.1246,0.1679,7870,Financial Services,62.0,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,Norway,[],http://www.grong-sparebank.no,1.0,Sundspetvegen 2,Banks—Regional,114.0,110.0,108.26619,0.06140351,0.8255,,114.0,,2585.0,,114.0,111.69443999999999,7.0,110.0,,2585.0,,,,7.0,1584057600.0,0.06429299999999999,,,110.0,2.0,NOK,7189.0,,,,338862720.0,,,1041.0,1.8618728999999998,110.0,113.0,,,7189.0,118.0,,,,96.0,110.0,False,0.0614,,114.0,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.363,,0.30028,,,,,,2972480.0,,,262.916,,,,1577750400.0,0.03611,25826000.0,8.481,,,0.43359858,0.0,1640908800.0,1593475200.0,,,1938143.0,1522158208.0,,,,,,0.36200000000000004,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,47 74 31 28 60,,13.441811999999999,47 74 31 28 61,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GYL,Gyldendal,Consumer discretionary,500.0,496.0,525.0,0,,1153.57,,,0.004,0.1282,0.5573,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.gyldendalasa.no,1.0,Sehestedsgate 4,Publishing,500.0,530.0,500.97842,0.02,0.3696,,530.0,,6.0,,500.0,494.47222999999997,10.0,530.0,,6.0,,,,7.0,1593129600.0,0.327108,,,498.0,2.0,NOK,3.0,,,,1153565056.0,,,50.0,0.5503771,498.0,525.0,,7100.0,3.0,600.0,,,2.0,388.0,496.0,False,0.013999999499999999,1300.0,530.0,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,GYL.OL,finmb_9237616,no_market,,0.76,,0.02084,13.106,,,,,2307130.0,,,324.172,,,,1577750400.0,0.0,43689000.0,18.936,,,1.5423911,0.9565799999999999,1640908800.0,1593475200.0,,,,1593169408.0,,,,,,,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,47 22 03 41 00,,26.404729999999997,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
HAFNIA,Hafnia Limited,Energy,15.68,15.66,15.68,139,,5691.77,0.0384,0.0552,0.016,-0.3301,,HM 1189,Industrials,,"Hafnia Limited, owns and operates oil product tankers. The company operates in four segments: Long Range II (LR2), Long Range I (LR1), Medium Range (MR), and Handy size (Handy). It transports oil and oil products to national and international oil companies, and chemical companies, as well as trading and utility companies. The company provides ship owning, ship-management, chartering, investment, and agency office services. As of April 29, 2020, the company operated a fleet of 174 vessels in pools, including newbuilds, of which 102 are owned or chartered-in including six owned LR2s, 27 owned and nine chartered-in LR1s, 41 owned and six chartered-in MRs, and 13 owned Handy vessels. The company is based in Hamilton, Bermuda. Hafnia Limited is a subsidiary of BW Group Limited.",Hamilton,Bermuda,[],http://www.hafniabw.com,1.0,Washington Mall Phase 2,Marine Shipping,15.1,15.18,17.041313,0.010860927,0.2988,,15.76,,124762.0,,15.1,15.903889000000001,0.16399999999999998,15.18,,124762.0,,,,3.9,1599004800.0,,,,15.02,2.0,NOK,119020.0,,,,5692843520.0,,,164236.0,5.9899005999999995,15.02,15.68,,,119020.0,29.23,,,,14.6,15.68,False,0.258,,15.76,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,7.0360000000000005,,0.21746,18.174,,,,,363064000.0,,,3.345,,,,1577750400.0,0.017380001000000003,206678000.0,0.57,,,4.6875935,0.66471,1640908800.0,1593475200.0,,,114238207.0,6687113728.0,,,,,,7.148,,,,,,,,https://logo.clearbit.com/hafniabw.com,,4th Floor Suite 400 22 Church Street,27.508771999999997,,,,,003a7a08-8701-3187-95d4-d196d2081dad,
