ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,59.0,59.0,59.2,35,,1308.08,-0.0134,-0.0034000000000000002,0.04769999999999999,-0.32,-0.2298
FIVEPG,5th Planet Games,Communication services,1.83,1.83,1.85,522,LP,194.03,0.0027,0.0369,-0.1226,5.2479,1.9557
AASB-ME,Aasen Sparebank,Equity certificates,121.0,119.0,126.0,1,LP,122.68,0.0083,0.0342,0.061399999999999996,0.0068000000000000005,0.1101
ASC,ABG Sundal Collier Holding,Financials,4.42,4.41,4.42,76,,1950.78,-0.0045000000000000005,-0.024300000000000002,0.0702,0.1747,0.505
ADE,Adevinta,Communication services,163.3,163.3,163.4,7648,,111837.56,0.0149,0.0206,0.10189999999999999,0.5702,0.4375
ADSC-ME,ADS Crude Carriers,Energy,16.95,17.0,17.15,163,,396.47,-0.014499999999999999,-0.0504,-0.0687,-0.3034,0.0124
AEGA,Aega,Utilities,1.17,1.13,1.19,6,,56.22,-0.040999999999999995,-0.0859,-0.12689999999999999,0.0086,-0.1766
AFG,AF Gruppen,Industrials,166.2,166.0,166.2,63,,17452.50,0.0012,-0.0404,-0.0481,-0.0206,-0.0388
AKA,Akastor,Energy,6.59,6.6,6.63,246,,1789.91,-0.0718,-0.0898,0.1304,-0.337,-0.4199
AKER,Aker,Financials,405.6,405.6,406.0,636,,30125.03,-0.0005,-0.025,0.095,-0.23129999999999998,-0.10529999999999999
AKBM-ME,Aker BioMarine,Consumer staples,96.39,96.3,96.4,446,,8442.42,0.0475,0.06269999999999999,0.0953,,
AKERBP,Aker BP,Energy,173.75,173.8,173.95,2422,,62482.85,0.0134,-0.017,0.0255,-0.37,-0.23579999999999998
ACC-ME,Aker Carbon Capture,Industrials,5.04,5.03,5.05,3251,,2852.94,-0.0038,,,,
AOW-ME,Aker Offshore Wind Holding,Industrials,3.35,3.34,3.34,4237,,2050.46,-0.0593,,,,
