ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,fullTimeEmployees,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SUSB-ME,Surnadal Sparebank,Equity certificates,107.0,106.0,107.0,0,LP,215.0,,,0.0,0.0173,,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1.0,Bardshaugvegen 7,47 71 66 27 27,Banks—Regional,107.0,106.0,107.557144,0.06542056,0.2025,,107.0,,277.0,,107.0,106.51428,7.0,106.0,,277.0,,,,7.0,1583280000.0,0.253954,,,106.0,2.0,NOK,3.2226005,1120.0,,,,215641376.0,,,486.0,1.3999687,106.0,107.0,,,1120.0,117.0,,,,100.0,106.0,False,0.066,,107.0,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.9560000000000004,,0.43442002,,-0.032182217,,,,2015340.0,,,421.213,,,,1577750400.0,0.03771,66915000.0,33.203,,,0.25402823,0.0,1640908800.0,1585612800.0,,,1899140.0,609317888.0,,,,,,-0.40700000000000003,,,,,,,,https://logo.clearbit.com/bank.no,,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
TRVX,Targovax,Health care,6.37,6.31,6.37,55,,484.68,-0.02,-0.0062,-0.1937,-0.2728,-0.0124,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1.0,Lilleakerveien 2C,,Biotechnology,6.5,6.6,7.042428500000001,,0.0,,6.6,,146646.0,,6.5,7.0982857,,6.6,,146646.0,,,,,,2.0639529999999997,,,6.3,2.0,NOK,,80620.0,,,,484677376.0,,,431452.0,189.1055,6.3,6.35,,0.0,80620.0,12.0,-2.2350879,,,3.515,6.31,False,,0.0,6.6,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRVX.OL,finmb_144098164,no_market,,166.81900000000002,,0.0,-3.188,0.04838717,,-2.85,,76087504.0,,,5.3870000000000005,,,,1577750400.0,0.25366,-132435000.0,-2.02,,,1.1824763,0.122279994,1640908800.0,1585612800.0,,,52861785.0,427556704.0,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,,20.0,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
TEAM,Team Tankers International,Industrials,3.5,3.3,3.6,11,,709.28,0.0355,0.0937,-0.0223,-0.3519,-0.3966,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1.0,Williams House,,Marine Shipping,3.38,3.12,4.8273573,,0.0,,3.5,,9025.0,,3.38,3.7234285000000003,,3.12,,9025.0,,,,,,-0.342441,,,3.12,4.0,NOK,,122475.0,,,,710433472.0,,,17141.0,2.2080982000000002,3.12,3.6,,,122475.0,7.65,,,,3.0,3.32,False,,,3.5,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.5639999999999996,,-0.12687999,37.888000000000005,-0.41217387,,,,202980992.0,,,1.6569999999999998,,,,1577750400.0,0.00877,-40821000.0,-0.21600000000000003,,,2.1122509999999997,0.113129996,1640908800.0,1585612800.0,,,139405841.0,825016320.0,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,4th Floor 20 Reid Street,88.0,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
TECH,Techstep,Information technology,2.8,2.72,2.8,24,,455.82,-0.0667,0.1024,0.0,-0.174,-0.2911,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1.0,BrynsallEen 4,,Software—Application,3.0,3.0,2.7170715,,0.0,,3.0,,38924.0,,3.0,2.794857,,3.0,,38924.0,,,,,,0.33557800000000004,,,2.72,4.0,NOK,,58617.0,,,,455820384.0,,,36151.0,0.39961985,2.72,2.8,,60000.0,58617.0,4.24,,,,1.95,2.74,False,,72100.0,3.0,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TECH.OL,finmb_371366152,no_market,,0.484,,-0.058130004000000006,30.775,-0.2753623,,,,162792992.0,,,2.905,,,,1577750400.0,0.027460001,-66303000.0,-0.402,,,0.9638554,0.75827,1640908800.0,1585612800.0,,,37517372.0,551666240.0,,1457654400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,,212.0,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
TEL,Telenor,Communication services,149.15,149.15,149.6,3537,,208729.17,-0.005699999999999999,0.0044,0.0146,-0.0243,-0.1131,1360,Communication Services,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1.0,Snaroyveien 30,,Telecom Services,150.0,150.0,152.64928999999998,0.057999999999999996,2.1818,,150.25,,2055275.0,,150.0,146.00714,8.7,150.0,,2055275.0,,,,8.6,1602115200.0,0.279069,,,148.15,2.0,NOK,34.09922,1283753.0,,,,212189724672.0,,,1855863.0,1.7390177,148.15,149.7,,301900.0,1283753.0,189.65,14.914999,,4.91,130.75,149.6,False,0.0573,230500.0,150.25,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,TEL.OL,finmb_658535,no_market,,2.9530000000000003,,0.050980000000000004,7.997999999999999,-0.14212185,,10.0,,1422659968.0,,,19.729,,,,1577750400.0,0.30785,5539999744.0,4.374,,,7.559937,0.53981996,1640908800.0,1593475200.0,,,613954891.0,360376664064.0,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,,20000.0,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
TGS,TGS-NOPEC Geophysical Company,Energy,135.05,135.0,135.05,2693,,15788.33,-0.02,-0.06860000000000001,-0.0936,-0.4818,-0.4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIN,Thin Film Electronics,Information technology,0.35,0.34,0.35,601,,124.02,0.0678,0.1009,-0.1457,-0.693,-0.8118000000000001,0160,Technology,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1.0,Fridtjof Nansens Plass 4,,Electronic Components,0.36,0.34,1.1348693,,0.0,,0.35,,5473318.0,,0.36,0.5004343,,0.34,,5473318.0,,,,,,2.05,,,0.2912,4.0,NOK,,12930326.0,,,,124021336.0,,,4330264.0,156.98903,0.2912,0.34700000000000003,,2859200.0,12930326.0,5.8,-6.98,,,0.2912,0.34,False,,1223200.0,0.35,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,THIN.OL,finmb_740992,no_market,,56.748999999999995,,0.0,-1.13,-0.92105263,,-0.05,,355361984.0,,,-0.387,,,,1577750400.0,0.06763,-69498000.0,-1.19,,,,0.02408,1640908800.0,1585612800.0,,,43971083.0,44832056.0,,1572566400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,,23.0,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
TIETOO,TietoEVRY,Information technology,280.2,280.2,281.0,55,,33178.18,-0.0134,0.0703,0.0785,0.0094,,2101,Technology,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1.0,Keilalahdentie 2-4,,Information Technology Services,284.0,284.0,258.06714,,0.0,,286.0,,2669.0,,284.0,260.75427,,284.0,,2669.0,,,,,1600732800.0,0.80872,,,277.6,2.0,NOK,,2037.0,,,,32637698048.0,,,9588.0,,277.6,282.0,,,2037.0,317.0,,,,201.2,279.8,False,,,286.0,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000.0,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.04256,,inf,,,,118409000.0,,,,,,,1577750400.0,0.38723,,,,,,0.24724000000000002,1640908800.0,1585612800.0,,,51412957.0,33638076416.0,,,,,,0.336,,,,,,,,https://logo.clearbit.com/tietoevry.com,P.O.Box 2,24344.0,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,
TOM,Tomra Systems,Industrials,361.4,361.4,362.5,3024,,53349.83,-0.0177,-0.0093,0.0466,0.2981,0.3857,1385,Industrials,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,47 66 79 91 00,Norway,[],http://www.tomra.com,1.0,Drengsrudhagen 2,47 66 79 91 11,Waste Management,367.9,366.0,315.2298,0.0074748574,0.59650004,,366.0,,256140.0,,367.9,349.44,2.75,366.0,,256140.0,,,,2.75,1588636800.0,0.383139,,,357.9,2.0,NOK,78.47991,200191.0,,,,53349867520.0,,,349743.0,5.5756893,357.9,362.4,,218400.0,200191.0,384.6,63.071552000000004,,1.46,201.0,362.3,False,0.0075,98700.0,366.0,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TOM.OL,finmb_878841,no_market,,5.979,,0.07117000000000001,35.119,0.43598747,,5.73,,147620000.0,,,38.575,,,,1577750400.0,0.7127100000000001,681000000.0,4.605,,,9.368762,0.0,1640908800.0,1593475200.0,,,108186195.0,57211961344.0,,974851200.0,2:1,,,-0.022000000000000002,,,,,,,,https://logo.clearbit.com/tomra.com,,4500.0,,,,2ec6aabb-d108-3aab-9fd6-ef3992573975,
TOTG,Totens Sparebank,Equity certificates,137.0,137.0,138.0,0,LP,839.06,,,-0.0072,0.0408,0.1667,2850,Financial Services,"Totens Sparebank provides various banking and financial products and services in Norway. It provides savings; mortgages, loans, credit, and cards; pension products; VIPPS; insurance products; and asset management, leasing, payment, and real estate services, as well as online and mobile banking services. The company operates through five offices located in Mjosa, Gjovik, Lena, Raufoss, Hamar, and Raholt. Totens Sparebank was founded in 1854 and is headquartered in Lena, Norway.",Lena,47 61 14 12 00,Norway,[],http://www.totenbanken.no,1.0,Lenagata 30,47 61 14 12 65,Banks—Regional,137.0,137.0,135.70713999999998,0.062043797000000005,0.46240002,,137.0,,196.0,,137.0,139.22858,8.5,137.0,,196.0,,,,7.0,1585699200.0,0.201744,,,137.0,2.0,NOK,9.112072,53.0,,,,839060608.0,,,857.0,2.0730906000000004,137.0,138.0,,57000.0,53.0,149.0,9.206989,,,115.0,137.0,False,0.0511,57000.0,137.0,OSL,TOTENS SPAREBANK,Totens Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,TOTG.OL,finmb_9237532,no_market,,10.876,,0.45233002,,0.095999956,,14.88,,6124530.0,,,305.61,,,,1577750400.0,0.0932,92504208.0,15.035,,,0.44828379999999995,0.40230998,1640908800.0,1585612800.0,,,3870583.0,4402136064.0,,1335916800.0,340:240,,,-0.292,,,,,,,,https://logo.clearbit.com/totenbanken.no,,,,,,326bf409-d1ab-37b9-866a-96d0d87ae252,
TRE,Treasure,Industrials,11.0,10.65,11.3,6,,2363.19,-0.009000000000000001,0.0329,0.0092,-0.1609,-0.16399999999999998,1324,Financial Services,"Treasure ASA, through its 12.04% interest in Hyundai Glovis Co. Ltd., provides transportation and logistics services in South Korea. The company was incorporated in 2016 and is based in Lysaker, Norway. Treasure ASA is a subsidiary of Wilh. Wilhelmsen Holding ASA.",Lysaker,47 67 58 40 00,Norway,[],http://www.treasureasa.com,1.0,PO Box 33,,Asset Management,11.1,10.75,11.310214,0.004144144000000001,0.158,,11.0,,24250.0,,11.1,11.044286,0.046,10.75,,24250.0,,,,0.4,1584057600.0,1.211526,,,10.75,2.0,NOK,50.0,4170.0,,,,2363185152.0,,,11654.0,172.89911999999998,10.75,11.0,,387700.0,4170.0,15.0,,,,7.5,10.7,False,0.0364,82400.0,11.0,OSL,TREASURE ASA,Treasure ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRE.OL,finmb_20576757,no_market,,176.24200000000002,,3.4989002,,-0.16226411,,,,214835008.0,,,2.592,,,,1577750400.0,0.17005,47823000.0,0.22,,,4.2438273,0.75238997,1640908800.0,1577750400.0,,,53660012.0,2408871424.0,,,,,,,,,,,,,,https://logo.clearbit.com/treasureasa.com,,,,,,5f6188c3-c96f-3912-85c3-41d8eec4f9a9,
TYSB-ME,Tysnes Sparebank,Equity certificates,111.0,111.0,114.0,0,LP,168.4,,,,-0.0519,0.0612,5680,Financial Services,"Tysnes Sparebank, a savings bank, provides banking products and services for private and business customers in Tysness and surrounding areas. It offers payment solutions, such as bank cards, credits, and mobile and online banking; insurance solutions, such as children, auto, death fall, health, buildings, holiday home, income, critical health, disability, and other insurance; loans, such as car loans, mortgages, loans to other vehicles, credit lines, and small loans; and share savings accounts, bank savings, BSU, fund savings, IPS, and retirement savings and pension accounts to private customers. The company also provides payment solutions, billing services, and Web and mobile banking services; financing services, such as bank guarantees, overdrafts, leasing, and corporate loans; liability, operational agriculture, property, health, home insurance, breeding and crew, car, and occupational insurance; and other accounts to companies in construction, property, trade and services, and agricultural industries. The company was incorporated in 1862 and is headquartered in Tysnes, Norway branches in Kvinnherad, Bergen, Odda, and Stord.",Tysnes,47 53 43 03 00,Norway,[],http://tysnes-sparebank.no,1.0,Teiglandsvegen 2,,Banks—Regional,111.0,111.0,112.32143,0.04036036,0.0,,111.0,,7.0,,111.0,111.08572,4.48,111.0,,7.0,,,,4.48,1591920000.0,0.2028,,,111.0,2.0,NOK,6.053664700000001,2.0,,,,168395872.0,,,96.0,2.4742994,111.0,114.0,,,2.0,128.0,,,,98.0,111.0,False,0.0404,,111.0,OSL,TYSNES SPAREBANK,Tysnes Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,TYSB-ME.OL,finmb_243651074,no_market,,9.551,,0.36630002,,,,,,1517080.0,,,210.553,,,,1577750400.0,0.026369999999999998,24930000.0,18.336,,,0.5271832,0.0,1640908800.0,1585612800.0,,,700022.0,650007040.0,,,,,,-0.485,,,,,,,,https://logo.clearbit.com/tysnes-sparebank.no,,,,,,de47baa7-16a7-3778-aa54-ecf4024100b0,
ULTIMO,Ultimovacs,Health care,41.0,40.6,41.0,30,,1310.91,0.0,0.0,-0.0618,0.0459,0.2893,0379,Healthcare,"Ultimovacs ASA, a pharmaceutical company, develops immunotherapies for various cancers. The company engages in performing a clinical development program with clinical trials in Europe and the United States. Its lead product candidate is UV1, a peptide-based vaccine, which completed Phase I clinical trial that induces T cell response against the universal cancer antigen telomerase. The company was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 41 38 00 80,Norway,[],http://www.ultimovacs.com,1.0,Ullernchausseen 64,,Biotechnology,41.0,41.0,44.090714,,0.0,,41.0,,8582.0,,41.0,43.61714,,41.0,,8582.0,,,,,,,,,40.5,2.0,NOK,,6880.0,,,,1310913536.0,,,29198.0,,40.5,41.0,,,6880.0,76.0,,,,26.0,40.6,False,,,41.0,OSL,ULTIMOVACS ASA,Ultimovacs ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ULTIMO.OL,finmb_241624822,no_market,,,,0.0,-9.361,,,,,31973500.0,,,15.06,,,,1577750400.0,0.28586999999999996,-76780000.0,-2.966,,,2.7224436,0.47478000000000004,1640908800.0,1585612800.0,,,15791553.0,764566208.0,,,,,,,,,,,,,,https://logo.clearbit.com/ultimovacs.com,,19.0,,,,920d6ba7-6524-3ff3-bb26-c3e0e6f49e46,
VEI,Veidekke,Industrials,124.8,124.2,124.8,211,,16842.54,-0.0032,-0.0111,0.08710000000000001,0.0444,0.5285,0214,Industrials,"Veidekke ASA operates as a construction and property development company in Norway, Sweden, and Denmark. The company operates through Construction and Industrial segments. It undertakes various building construction, refurbishment, and civil engineering contracts; develops sites; and constructs non-residential and residential buildings. The company constructs office buildings, shopping centers, hotels, schools, health care buildings, cultural buildings, roads, railways, power plants, and industrial facilities. It also develops residential projects; operates and maintains public roads; and produces and sells asphalt and aggregates. The company was founded in 1936 and is headquartered in Oslo, Norway.",Oslo,47 21 05 50 00,Norway,[],http://www.veidekke.com,1.0,Skabos vei 4,,Engineering & Construction,125.2,124.8,105.3725,0.039936103,1.8519,,125.2,,111344.0,,125.2,116.38286000000001,5.0,124.8,,111344.0,,,,,1588809600.0,0.54186,,,123.2,2.0,NOK,53.151619999999994,28142.0,,,,16842509312.0,,,124083.0,0.45599172,123.2,124.8,,355700.0,28142.0,127.2,15.522388000000001,,,72.95,124.4,False,,48800.0,125.2,OSL,VEIDEKKE,Veidekke ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,VEI.OL,finmb_876324,no_market,,0.892,,0.012159999,25.14,0.5333741,,8.04,,134956000.0,,,16.167,,,,1577750400.0,0.44726002,318000000.0,2.3480000000000003,,,7.7194285,0.20325,1640908800.0,1585612800.0,,,188287200.0,32932999168.0,,1178668800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/veidekke.com,,8499.0,,,,fc39e9a5-b2f6-3ec9-9bfe-a075221688d9,
VISTIN,Vistin Pharma,Health care,13.7,13.7,14.0,135,,607.52,-0.042,-0.0712,0.1138,0.4299,1.1123,0661,Healthcare,"Vistin Pharma ASA, through its subsidiary, Vistin Pharma AS, produces and sells active pharmaceutical ingredients worldwide. It offers metformin active pharmaceutical ingredients and direct compressive granulates for the pharmaceutical industry. Vistin Pharma ASA was incorporated in 2015 and is headquartered in Oslo, Norway.",Oslo,47 35 98 42 00,Norway,[],http://www.vistin.com,1.0,Ostensjoveien 27,,Drug Manufacturers—Specialty & Generic,14.3,14.2,9.4044285,0.06993007,0.0,,14.2,,200684.0,,14.3,12.701428,1.0,14.2,,200684.0,,,,1.0,1589932800.0,0.877906,,,13.5,2.0,NOK,,106004.0,,,,607521024.0,,,287259.0,2.4565856,13.5,13.95,,14100.0,106004.0,15.0,11.709402,,,5.0,13.7,False,0.0699,34200.0,14.2,OSL,VISTIN PHARMA ASA,Vistin Pharma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,VISTIN.OL,finmb_288390382,no_market,,1.2919999999999998,,-0.26928,7.955,1.0428572,,1.17,,44344600.0,,,6.372000000000001,,,,1577750400.0,0.19695,-66722000.0,-1.548,,,2.1500312999999998,0.62490004,1640908800.0,1585612800.0,,,27755724.0,319566656.0,,,,,,,,,,,,,,https://logo.clearbit.com/vistin.com,,65.0,,,,c7de11f3-382d-3a90-87a1-6fcc439a5645,
VVL,Voss Veksel- og Landmandsbank,Financials,155.0,153.0,155.0,0,LP,341.6,,,0.069,-0.0064,-0.0365,5700,Financial Services,"Voss Veksel- og Landmandsbank ASA provides financial products and services to private individuals and corporate customers in Norway. The company offers saving accounts; construction, corporate, car, and other vehicle loans; overdrafts facilities; and bank guarantees. It also provides bank cards; insurance and pension products; payment services; leasing services; and Internet, online, and mobile banking services. The company was founded in 1843 and is based in Voss, Norway.",Voss,47 56 52 35 00,Norway,[],http://vekselbanken.no,1.0,Vangsgata 24,47 56 51 27 47,Banks—Regional,155.0,155.0,149.42143000000002,0.045161292,0.35,,155.0,,153.0,,155.0,149.4,7.0,155.0,,153.0,,,,7.0,1588550400.0,0.379069,,,155.0,2.0,NOK,8.092727,66.0,,,,341598304.0,,,346.0,3.2146494,155.0,155.0,,34200.0,66.0,171.0,8.493151,,3.69,125.0,154.0,False,0.0452,38200.0,155.0,OSL,VOSS VEKSEL-OG LAN,Voss Veksel- og Landmandsbank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,VVL.OL,finmb_20392694,no_market,,14.439,,0.41467,,-0.04320985,,18.25,,2203860.0,,,259.54900000000004,,,,1577750400.0,0.07198,44064000.0,19.153,,,0.5971897,0.30106002,1640908800.0,1585612800.0,,,1983366.0,1534342144.0,,1399939200.0,20:1,,,-0.28600000000000003,,,,,,,,https://logo.clearbit.com/vekselbanken.no,,,,,,13d8dce8-f3ca-3f70-bdb9-6fe73d298889,
