ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,55.4,55.4,56.4,13,,1228.27,-0.0072,-0.0212,0.0,-0.3625,-0.2016
FIVEPG,5th Planet Games,Communication services,2.02,2.01,2.02,508,LP,214.76,0.027999999999999997,0.01,0.43770000000000003,5.9155,2.6559
AASB-ME,Aasen Sparebank,Equity certificates,114.0,111.0,116.0,1,LP,115.59,,,0.0179,-0.051399999999999994,0.07339999999999999
ASC,ABG Sundal Collier Holding,Financials,4.4,4.38,4.4,37,,1938.10,-0.005699999999999999,0.0353,-0.0146,0.1681,0.4436
ADE,Adevinta,Communication services,156.5,156.3,156.6,1753,,107180.51,-0.0225,0.0097,0.6134000000000001,0.5047999999999999,0.5135000000000001
ADSC-ME,ADS Crude Carriers,Energy,17.95,17.95,18.0,31,,419.86,-0.0137,-0.0218,-0.042699999999999995,-0.2623,0.061500000000000006
AEGA,Aega,Utilities,1.34,1.32,1.34,13,,64.39,0.0152,0.0152,0.1167,0.1552,0.0545
AFG,AF Gruppen,Industrials,175.0,174.8,175.0,30,,18376.58,0.0,-0.0113,-0.0202,0.0313,0.15039999999999998
AKA,Akastor,Energy,6.08,6.05,6.08,159,,1651.39,0.0323,0.0501,0.21600000000000003,-0.3883,-0.4422
AKER,Aker,Financials,401.8,401.8,402.4,517,,29842.80,-0.0118,0.0256,0.155,-0.2396,-0.0464
AKBM-ME,Aker BioMarine,Consumer staples,92.46,92.25,92.46,711,,8098.21,0.030600000000000002,0.0087,-0.1274,,
AKERBP,Aker BP,Energy,179.35,179.3,179.45,1366,,64496.68,-0.0031,0.034300000000000004,0.0127,-0.3497,-0.17
AKSO,Aker Solutions,Energy,18.0,18.01,18.05,1706,,4894.97,0.017,0.19010000000000002,1.0608,-0.2731,-0.2989
AKVA,AKVA Group,Industrials,62.0,61.2,62.0,11,LP,2052.60,0.0,-0.0252,-0.019,-0.15039999999999998,-0.12789999999999999
AMSC,American Shipping Company,Industrials,28.35,28.15,28.35,43,,1718.48,0.0034999999999999996,0.044199999999999996,0.030899999999999997,-0.08689999999999999,-0.0925
ANDF-ME,Andfjord Salmon,Consumer staples,54.75,54.8,55.0,21,,1845.11,-0.008199999999999999,0.0139,0.0735,,
ABT,Aqua Bio Technology,Materials,4.6,4.6,4.7,26,LP,70.63,-0.0574,-0.0417,-0.045599999999999995,0.9658,0.9658
AQUA,AqualisBraemar,Energy,5.05,4.82,5.05,22,,355.10,0.01,0.1222,0.25,0.3665,0.3458
