ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,60.2,60.2,60.4,26,,1334.69,0.0033,-0.0195,0.1418,-0.3062,-0.2191
FIVEPG,5th Planet Games,Communication services,1.81,1.8,1.81,961,LP,192.44,0.0405,0.0496,-0.0816,5.1623,2.0238
AASB-ME,Aasen Sparebank,Equity certificates,117.0,116.0,117.0,0,LP,118.63,,,0.0263,-0.0265,0.07339999999999999
ASC,ABG Sundal Collier Holding,Financials,4.51,4.51,4.53,73,,1988.81,-0.0044,-0.015300000000000001,0.0297,0.1986,0.5767
ADE,Adevinta,Communication services,162.4,162.3,162.6,3344,,111221.18,0.0037,0.0195,0.19190000000000002,0.5587,0.48719999999999997
ADSC-ME,ADS Crude Carriers,Energy,17.6,17.5,17.65,136,,411.67,-0.0195,-0.030299999999999997,-0.0512,-0.2767,0.0512
AEGA,Aega,Utilities,1.2,1.2,1.21,8,,57.66,0.0,-0.055099999999999996,-0.047599999999999996,0.0345,-0.1069
AFG,AF Gruppen,Industrials,164.4,164.4,164.8,157,,17263.48,-0.0144,-0.0764,-0.08259999999999999,-0.031200000000000002,0.0235
AKA,Akastor,Energy,7.0,6.98,7.0,187,,1901.27,-0.0463,0.1401,0.259,-0.2958,-0.3716
AKER,Aker,Financials,414.4,414.4,414.6,985,,30778.63,-0.0043,0.0242,0.07139999999999999,-0.2146,-0.016399999999999998
AKBM-ME,Aker BioMarine,Consumer staples,91.52,91.52,91.65,195,,8015.88,-0.0011,-0.0194,0.0113,,
AKERBP,Aker BP,Energy,174.2,174.15,174.25,1373,,62644.67,-0.015,-0.0197,-0.0434,-0.3685,-0.1906
ACC-ME,Aker Carbon Capture,Industrials,5.4,5.4,5.4,7348,,3053.90,,,,,
AOW-ME,Aker Offshore Wind Holding,Industrials,3.34,3.34,3.36,10289,,2044.34,,,,,
AKSO,Aker Solutions,Energy,10.64,10.64,10.66,2930,,2893.47,0.0567,-0.0509,-0.121,-0.483,-0.5222
AKVA,AKVA Group,Industrials,64.2,64.2,64.6,11,LP,2125.43,0.009399999999999999,-0.0123,0.0063,-0.12029999999999999,-0.17600000000000002
AMSC,American Shipping Company,Industrials,31.45,31.25,31.45,76,,1906.39,0.0113,0.0661,0.1605,0.0129,0.008199999999999999
ANDF-ME,Andfjord Salmon,Consumer staples,48.6,48.6,48.9,59,,1637.85,-0.016200000000000003,-0.083,-0.17059999999999997,,
ABT,Aqua Bio Technology,Materials,5.6,5.6,5.85,173,LP,85.99,-0.10400000000000001,0.16670000000000001,0.19149999999999998,1.3932,1.6666999999999998
AQUA,AqualisBraemar,Energy,5.35,5.2,5.35,15,,376.19,-0.009300000000000001,0.049,0.1889,0.44770000000000004,0.5139
ARCHER,Archer,Energy,2.32,2.35,2.37,40,,343.21,-0.0626,-0.11109999999999999,0.0594,-0.2704,-0.4229
AZT,ArcticZymes Technologies,Health care,66.0,65.8,66.0,745,,3190.09,0.040999999999999995,0.15789999999999998,0.5752,,
ARCUS,Arcus,Consumer staples,40.7,40.7,40.8,59,,2759.49,0.0175,-0.019299999999999998,-0.0073,0.16210000000000002,0.1464
AFK,Arendals Fossekompani,Industrials,2980.0,2960.0,3000.0,6,,6524.47,-0.0132,0.0184,0.032400000000000005,0.1635,0.1769
ASETEK,Asetek,Information technology,88.3,88.1,88.8,246,,2267.47,-0.013500000000000002,0.0354,0.3981,1.8322999999999998,3.5025999999999997
