ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
NANO,Nordic Nanovector,Health care,26.72,26.62,26.72,152,,1767.85,0.0007000000000000001,-0.0022,0.3034,-0.1582,-0.2041,0884,Healthcare,43.0,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.nordicnanovector.com,1.0,KjelsÃ¥sveien 168 B,Biotechnology,26.7,26.7,19.860357,,0.0,,26.9,,835925.0,,26.7,22.078235999999997,,26.7,,835925.0,,,,,,0.9994190000000001,,,26.24,2.0,NOK,70407.0,,,,1767845888.0,,,425418.0,,26.24,26.72,,10000.0,70407.0,40.0,-3.3567839,,,9.57,26.62,False,,100000.0,26.9,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0.0,-2.9410000000000003,,,-7.96,,66161900.0,,,4.362,,,,1577750400.0,0.24163,-435830016.0,-7.274,,,6.1256304,0.14242,1640908800.0,1585612800.0,,,51454245.0,1385795840.0,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,47 22 18 33 01,,,47 22 58 00 07,,,,00442fdb-da3e-3712-821e-59d32a59825e
NOD,Nordic Semiconductor,Information technology,93.4,93.35,93.5,467,,16598.39,-0.008,-0.0027,0.0097,0.6768000000000001,1.3269,7052,Technology,822.0,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,Norway,[],http://www.nordicsemi.com,1.0,Otto Nielsens veg 12,Semiconductor Equipment & Materials,94.15,94.45,63.488490000000006,,0.0,,94.45,,279622.0,,94.15,85.95588000000001,,94.45,,279622.0,,,,,1308268800.0,1.4529610000000002,,,92.9,2.0,NOK,111934.0,,,,16598393856.0,,,468799.0,51.230877,92.9,93.55,,96500.0,111934.0,96.2,1167.5,,,31.48,93.35,False,,581300.0,94.45,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOD.OL,finmb_884166,no_market,,51.102,,0.04478,585.123,1.4265466,,0.08,,177712992.0,,,1.371,,,,1577750400.0,0.55627996,14507000.0,0.083,,,68.12546,0.13182001,1640908800.0,1593475200.0,,,171036252.0,16556654592.0,,,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,47 72 89 89 00,,1125.3013,,,,,61ea7640-f972-397d-be57-4173fa2df326
NHY,Norsk Hydro,Materials,27.88,27.89,27.91,1320,,57129.6,-0.0252,0.028,-0.0238,-0.1458,-0.0061,0240,Basic Materials,35000.0,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.hydro.com,1.0,Drammensveien 260,Aluminum,28.6,28.6,25.647913,0.04370629400000001,0.0,,28.6,,5044497.0,,28.6,27.100588000000002,1.25,28.6,,5044497.0,,,,,1589241600.0,0.9378620000000001,,,27.8,2.0,NOK,1543862.0,,,,57126117376.0,,,6679762.0,0.40193427,27.8,27.91,,410000.0,1543862.0,36.41,7.494623,,,19.135,27.89,False,,1100.0,28.6,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,NHY.OL,finmb_292387,no_market,,0.523,,-0.03373,7.388999999999999,,,3.72,,2048999936.0,,,36.912,,,,1577750400.0,0.29948,-4793999872.0,-2.3409999999999997,,,0.75530994,0.34263000000000005,1640908800.0,1593475200.0,,,1339123950.0,74338402304.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,47 22 53 81 00,VÃ¦kerÃ¸,,47 22 53 27 25,,,,393ecc80-795c-3904-9f9c-8b2facbb321b
NSKOG,Norske Skog,Materials,28.0,27.85,28.0,165,,2310.0,-0.0175,-0.0244,-0.08199999999999999,-0.2949,,0213,Basic Materials,2300.0,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,Norway,[],http://www.norskeskog.com,1.0,PB 294 SkOeyen,Paper & Paper Products,28.5,28.35,33.172462,0.21929824,0.6286,,28.5,,61314.0,,28.5,30.102858,6.25,28.35,,61314.0,,,,3.25,1587081600.0,,,,27.85,2.0,NOK,99195.0,,,,2310000128.0,,,143437.0,0.21700329999999998,27.85,28.05,,,99195.0,45.05,,,,25.5,27.85,False,0.11399999,,28.5,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.252,,0.040110003,2.41,-0.24473685,,,,82500000.0,,,60.812,,,,1577750400.0,0.20117001,427000000.0,5.164,,0.16781020000000002,0.46043545,0.66667,1640908800.0,1593475200.0,,,27535200.0,2680250112.0,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,47 22 51 20 20,,5.4221535,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86
NORTH,North Energy,Energy,1.65,1.58,1.65,20,,193.47,0.0123,0.0855,0.1379,0.07139999999999999,0.2222,0252,Financial Services,3.0,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.northenergy.no,1.0,Tjuvholmen allÃ© 3,Asset Management,1.63,1.65,1.3217626,0.18404908,,,1.65,,293331.0,,1.63,1.4167646999999999,0.3,1.65,,293331.0,,,,0.3,1559088000.0,1.023228,,,1.58,4.0,NOK,22812.0,,,,193465792.0,,,125741.0,219.10056,1.58,1.65,,3094400.0,22812.0,1.65,-1.7741935000000002,,,0.9,1.58,False,0.22899999999999998,1019800.0,1.65,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NORTH.OL,finmb_53162324,no_market,,-30.213,,0.0,1.3659999999999999,,,-0.93,,117252000.0,,,2.252,,,,1577750400.0,0.0,-66068000.0,-0.593,,,0.7326819999999999,0.54482,1640908800.0,1585612800.0,,,46214715.0,-26677904.0,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,47 22 01 79 50,,,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c
NODL,Northern Drilling,Energy,6.59,6.41,6.59,23,,106.32,-0.0015,0.0138,0.0154,-0.6809000000000001,-0.7920999999999999,HM 08,Energy,2.0,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.northerndrillingltd.com,1.0,Par La Ville Place,Oil & Gas Drilling,6.6,6.69,6.781762599999999,,0.0,,6.69,,36035.0,,6.6,6.3408823,,6.69,,36035.0,,,,,,2.667612,,,6.4,2.0,NOK,7659.0,,,,106316472.0,,,99103.0,4.596077999999999,6.4,6.59,,0.0,7659.0,33.5,-24.407408,,,2.1,6.4,False,,0.0,6.69,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,NODL.OL,finmb_423276374,no_market,,3.6660000000000004,,-0.77883005,,-0.78431374,,-0.27,,16133000.0,,,15.705,,,,1577750400.0,0.7500399999999999,-18016000.0,-0.182,,,0.4196116,0.39400002,1640908800.0,1585612800.0,,,8754259.0,84797912.0,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,,14th Par La Ville Road,,,,,,93da0603-ff72-38a9-8236-0d8bf6368755
NOL,Northern Ocean Ltd.,Energy,7.3,7.3,7.38,80,,465.76,-0.0254,-0.0095,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRS,Norway Royal Salmon,Consumer staples,233.2,233.2,234.2,54,,10008.66,-0.0093,0.041100000000000005,0.0495,-0.0051,0.184,7414,Consumer Defensive,175.0,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,Norway,[],http://www.norwayroyalsalmon.com,1.0,Ferjemannsveien 10,Farm Products,235.4,232.0,223.58032000000003,0.01050977,0.6852,,236.0,,13903.0,,235.4,227.42941000000002,2.474,232.0,,13903.0,,,,2.47,1591315200.0,0.002903,,,232.0,2.0,NOK,3004.0,,,,10008664064.0,,,29288.0,1.8638058999999998,232.0,234.2,,131900.0,3004.0,254.0,12.605405000000001,,2.14,170.5,233.2,False,0.0105,42600.0,236.0,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,NRS.OL,finmb_22969855,no_market,,2.001,,0.22389999,26.83,0.20656061,,18.5,,42918800.0,,,76.735,,,,1577750400.0,0.14015999999999998,265951008.0,27.112,,,3.0390303,0.66208,1640908800.0,1585612800.0,,,13882894.0,10743717888.0,,1591315200.0,1:1,,,-0.73,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,47 73 92 43 00,PO Box 2608 Sentrum,8.601357,47 73 92 43 01,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5
NAS,Norwegian Air Shuttle,Industrials,1.25,1.26,1.26,8639,,4552.43,-0.0496,-0.2045,-0.5597,-0.9668,-0.9646,1330,Industrials,9389.0,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,Norway,[],http://www.norwegian.com,1.0,OksenÃ¸yveien 3,Airlines,1.32,1.32,10.65427,,0.0,,1.3375,,57951417.0,,1.32,2.4789852999999997,,1.32,,57951417.0,,,,,,1.308943,,,1.2229999999999999,4.0,NOK,24181343.0,,,,4556768256.0,,,49384635.0,0.10470058,1.2229999999999999,1.2570000000000001,,128200.0,24181343.0,48.17,-0.062239844,,,1.2229999999999999,1.254,False,,6100.0,1.3375,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAS.OL,finmb_9002664,no_market,,1.4240000000000002,,-0.03712,16.722,-0.9592215000000001,,,,3628000000.0,,,25.074,,,,1577750400.0,0.28065999999999997,-1615399936.0,-12.63,,,0.050091732,0.10098,1640908800.0,1577750400.0,,,1738635491.0,61988405248.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,47 67 59 30 00,,,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb
NOR,Norwegian Energy Company,Energy,150.5,150.5,151.0,15,LP,3628.68,-0.0163,0.0,-0.0227,-0.3326,-0.3729,0158,Energy,29.0,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.noreco.com,1.0,Nedre Vollgate 1,Oil & Gas E&P,153.0,153.0,160.10072,,0.0,,153.0,,7497.0,,153.0,153.33333000000002,,153.0,,7497.0,,,,,,0.279907,,,150.0,2.0,NOK,1160.0,,,,3628690432.0,,,18188.0,7.544055,150.0,151.0,,50000.0,1160.0,255.0,8.78063,,,105.0,150.5,False,,200100.0,153.0,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOR.OL,finmb_24349084,no_market,,9.2,,0.43243000000000004,20.395,-0.3625,,17.14,,24110900.0,,,28.22,,,,1577750400.0,0.13282,208000000.0,9.777999999999999,,,5.3330975,0.026600001,1640908800.0,1585612800.0,,,5919351.0,4425073664.0,,1431648000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,47 22 33 60 00,,15.391696,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4
NOFI,Norwegian Finans Holding,Financials,75.4,75.3,75.45,1569,,14076.79,-0.0085,0.0422,0.0665,-0.2088,0.25980000000000003,1364,Financial Services,85.0,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1.0,SnarÃ¸yveien 36,Banks—Regional,76.05,77.05,65.72784399999999,0.041814595,0.0,,77.8,,270269.0,,76.05,70.03824,3.18,77.05,,270269.0,,,,,1588204800.0,1.5377459999999998,,,75.25,2.0,NOK,523557.0,,,,14086137856.0,,,382419.0,3.6890285000000005,75.25,75.45,,795000.0,523557.0,102.8,7.0514016,,,32.24,75.35,False,,50000.0,77.8,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOFI.OL,finmb_47733558,no_market,,5.5360000000000005,,0.48794997,,0.33421063,,10.7,,186695008.0,,,52.653999999999996,,,,1577750400.0,0.33036998,1863182976.0,9.98,,,1.4329395,0.32112998,1640908800.0,1585612800.0,,,105340787.0,21137901568.0,,,,,,-0.243,,,,,,,,https://logo.clearbit.com/banknorwegian.no,,,7.5601199999999995,,,,,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021
NPRO,Norwegian Property,Real estate,11.7,11.35,11.7,10,,5775.42,0.0218,0.0446,0.0086,-0.1542,0.0105,0250,Real Estate,51.0,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,Norway,[],http://www.norwegianproperty.no,1.0,StÃ¸perigata 2,Real Estate Services,11.45,11.7,11.978633,0.012227074,0.3443,,11.7,,23507.0,,11.45,11.783824000000001,0.14,11.7,,23507.0,,,,0.28,1581379200.0,0.545876,,,11.4,2.0,NOK,981.0,,,,5775424000.0,,,31575.0,2.9986625,11.4,11.7,,361700.0,981.0,15.15,24.893618,,,9.24,11.35,False,0.025,27100.0,11.7,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.879,,0.16937,21.898000000000003,-0.02136755,,0.47,,493625984.0,,,16.064,,,,1577750400.0,0.20047002,326200000.0,0.648,,,0.7283367,0.80237997,1640908800.0,1593475200.0,,,84182909.0,13248013312.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,47 22 83 40 20,,18.055555,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba
NRC,NRC Group,Industrials,33.75,33.7,33.8,19,,2461.31,-0.0059,0.0212,0.0105,-0.4041,-0.4413,1366,Industrials,1986.0,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.nrcgroup.com,1.0,Lysaker Torg 25,Railroads,33.95,34.0,31.440289,,0.0,,34.15,,44006.0,,33.95,32.744118,,34.0,,44006.0,,,,,1524182400.0,0.394308,,,33.6,2.0,NOK,3231.0,,,,2461309696.0,,,67387.0,0.38963267,33.6,33.8,,,3231.0,62.2,,,,18.8,33.7,False,,,34.15,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NRC.OL,finmb_876360,no_market,,0.5660000000000001,,-0.00602,33.722,-0.42845118,,6.83,,72927696.0,,,38.059,,,,1577750400.0,0.34921002,-113000000.0,-0.682,,,0.8867811,0.20920999999999998,1640908800.0,1585612800.0,,,45703372.0,3574530304.0,,1384992000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,47 90 40 70 97,,,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08
NTS,NTS,Industrials,71.0,70.0,71.0,2,,8468.33,0.0,0.0143,0.029,0.201,0.1911,7970,Consumer Defensive,,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,Norway,[],http://www.ntsasa.no,1.0,Sentrumsgata 6,Farm Products,71.0,71.0,66.431656,0.014084507,0.4688,,71.0,,2155.0,,71.0,70.07353,1.0,71.0,,2155.0,,,,1.0,1589414400.0,0.5906899999999999,,,71.0,2.0,NOK,1317.0,,,,8468312064.0,,,4029.0,5.286226,71.0,70.5,,8300.0,1317.0,80.0,11.21643,,1.26,46.0,70.0,False,0.014099998999999998,26300.0,71.0,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NTS.OL,finmb_49125655,no_market,,5.01,,0.1451,16.549,0.1735537,,6.33,,119272000.0,,,37.542,,,,1577750400.0,0.029240001,232440992.0,3.195,,,1.8912151999999998,0.93716,1640908800.0,1585612800.0,,,33225408.0,8025047552.0,,1407888000.0,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,47 74 21 63 00,,22.222223,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c
OBSERV,Observe Medical,Health care,14.05,14.05,14.2,13,,273.04,-0.031,-0.0071,-0.1164,0.3034,,0255,Healthcare,7.0,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://observemedical.com,1.0,Henrik Ibsensgate 90,Medical Devices,14.5,15.0,12.655728,,0.0,,15.0,,46192.0,,14.5,14.708823,,15.0,,46192.0,,,,,,,,,14.0,2.0,NOK,6063.0,,,,273042080.0,,,22447.0,1503.7261,14.0,14.2,,,6063.0,20.5,,,,5.902,14.0,False,,,15.0,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1385.4070000000002,,0.0,-17.225,inf,,,,19433600.0,,,0.9540000000000001,,,,1577750400.0,0.11623,-13250616.0,-0.8640000000000001,,,14.727464000000001,0.77686,1640908800.0,1585612800.0,,,5984410.0,251558096.0,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,,,,,,,25009432-ca8b-3b95-8eba-cd40c626353f
OCY,Ocean Yield,Energy,22.65,22.6,22.65,298,,3967.21,-0.0174,0.0,-0.0066,-0.4883,-0.4965,1366,Industrials,17.0,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.oceanyield.no,1.0,OksenOeyveien 10,Marine Shipping,23.05,23.05,27.609713,0.020911064,,,23.15,,356676.0,,23.05,22.642647,0.48200000000000004,23.05,,356676.0,,,,4.5,1594598400.0,1.147502,,,22.45,2.0,NOK,190811.0,,,,3967238144.0,,,454711.0,13.614407,22.45,22.65,,72600.0,190811.0,56.7,33.80597,,11.03,19.8,22.6,False,0.195,493800.0,23.15,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OCY.OL,finmb_212437935,no_market,,20.03,,-0.13520999,23.775,-0.5315041,,0.67,,175154000.0,,,4.644,,,,1577750400.0,0.13294,-57400000.0,-0.27899999999999997,,,4.877260700000001,0.63466,1640908800.0,1593475200.0,,,63943066.0,5836797952.0,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,47 24 13 00 00,,,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e
