ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
ELOP-ME,ELOP,Information technology,5.02,5.0,5.02,17,,352.92,0.004,-0.0059,,,,2316,Technology,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,Norway,[],http://www.elop.no,1.0,Nordvikvegen 50,Scientific & Technical Instruments,5.0,5.022,5.1779447,,0.0,,5.03,,90683.0,,5.0,5.1779447,,5.022,,90683.0,,,,,,,,,4.99,2.0,NOK,76232.0,,,,352920544.0,,,413742.0,,4.99,5.02,,,76232.0,6.2,,,,4.82,4.998,False,,,5.03,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0.0,,-0.043991625,,,,70302896.0,,,,,,,,,,,,0.16781020000000002,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,47 41 64 13 00,,,,,,,
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000.0,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDUR,Endúr,Industrials,1.45,1.42,1.45,36,LP,409.07,0.0035,-0.05860000000000001,-0.0825,0.2662,0.1091,5160,Industrials,249.0,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.endur.no,1.0,DamsgArdsveien 229,Conglomerates,1.44,1.47,1.0142229999999999,,0.0,,1.47,,1173132.0,,1.44,1.5885295,,1.47,,1173132.0,,,,,,,,,1.4,4.0,NOK,284684.0,,,,409066528.0,,,3080845.0,0.7733236,1.4,1.44,,0.0,284684.0,3.2,,,,0.532,1.42,False,,0.0,1.47,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.696,,-0.01554,-58.655,0.10150373,,,,283091008.0,,,0.546,,,,1577750400.0,0.17669001,-15706000.0,-0.039,,0.16781020000000002,2.6465201,0.70949996,1640908800.0,1585612800.0,,,87390757.0,368003072.0,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,47 55 54 24 00,LaksevAg,,,,,,
ENTRA,Entra,Real estate,127.3,127.2,127.4,342,,23171.98,-0.0024,0.0024,0.0127,-0.1054,-0.0026,0185,Real Estate,181.0,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.entra.no,1.0,Biskop Gunnerus gate 14 A,Real Estate—Diversified,127.6,128.4,132.31367,0.037617557,0.3717,,128.4,,234625.0,,127.6,126.62941000000001,4.8,128.4,,234625.0,,,,4.8,1601596800.0,0.519744,,,126.7,2.0,NOK,64252.0,,,,23167188992.0,,,412096.0,9.11018,126.7,127.4,,168600.0,64252.0,168.6,17.569060999999998,,3.68,96.2,127.1,False,0.0376,193700.0,128.4,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.949,,0.91663,20.569000000000003,-0.021538496,,7.24,,182132000.0,,,125.59,,,,1577750400.0,0.5023,2331000064.0,12.8,,0.16781020000000002,1.0128195,0.22298999,1640908800.0,1593475200.0,,,150093205.0,45643051008.0,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,47 21 60 51 00,,9.9375,,,,,
EPIC-ME,Epic Gas,Energy,19.0,19.0,20.2,0,LP,2025.71,,,0.3971,0.3014,0.35710000000000003,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,Singapore,[],http://www.epic-gas.com,1.0,8 Eu Tong Sen Street,Oil & Gas Midstream,19.0,17.5,13.880575,,0.0,,19.0,,214.0,,19.0,14.255882000000001,,17.5,,214.0,,,,,,0.32113800000000003,,,17.5,2.0,NOK,268.0,,,,2025400064.0,,,183.0,11.210233,17.5,19.5,,,268.0,19.0,,,,13.4,19.0,False,,,19.0,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,13.026,,-0.01735,56.504,0.19285715,,,,106600000.0,,,2.727,,,,1577750400.0,0.0,-3134591.0,-0.028999999999999998,,0.16781020000000002,6.967363400000001,0.83456004,1640908800.0,1585612800.0,,,17242550.0,2353400064.0,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,65 6230 7801,"No.22-89, The Central",,,,,,
EQNR,Equinor,Energy,144.85,144.8,144.9,4530,,470485.46,-0.0295,0.0159,0.0492,-0.1399,0.0197,4035,Energy,21412.0,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,Norway,[],http://www.equinor.com,1.0,Forusbeen 50,Oil & Gas Integrated,150.1,147.8,140.72978,0.0047301794,,,148.5,,2930588.0,,150.1,140.16176000000002,0.71,147.8,,2930588.0,,,,3.3,1597363200.0,0.731707,,,144.5,2.0,NOK,1900878.0,,,,470485860352.0,,,3856498.0,9.00779,144.5,144.9,,,1900878.0,187.2,,,4.95,95.2,144.8,False,0.022000000000000002,,148.5,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EQNR.OL,finmb_989228,no_market,,9.761000000000001,,-0.04413,35.514,0.01967442,,,,3248090112.0,,,10.863,,,,1577750400.0,0.19812000000000002,-2304999936.0,-0.6970000000000001,,0.16781020000000002,13.334254000000001,0.67271006,1640908800.0,1593475200.0,,,1016182440.0,509841604608.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,47 51 99 00 00,,,,,,,
EPR,Europris,Consumer discretionary,45.8,45.64,45.72,892,,7594.49,0.0339,0.06509999999999999,0.0329,0.3979,0.9168,1661,Consumer Defensive,1814.0,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,Norway,[],http://www.europris.no,1.0,Dikeveien 57,Discount Stores,44.3,44.4,37.901573,0.04401806,0.58669996,,46.2,,364783.0,,44.3,45.46706,1.95,44.4,,364783.0,,,,1.95,1588204800.0,0.771777,,,44.3,2.0,NOK,720568.0,,,,7594510336.0,,,680634.0,1.0897871000000001,44.3,45.76,,79600.0,720568.0,50.75,17.683397,,,23.6,45.66,False,0.044000000000000004,95300.0,46.2,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPR.OL,finmb_293420901,no_market,,1.546,,0.078049995,12.091,0.7765869000000001,,2.59,,165819008.0,,,11.468,,,,1577750400.0,0.53228,543936000.0,3.28,,0.16781020000000002,3.9937214999999995,0.03046,1640908800.0,1593475200.0,,,159459440.0,10771861504.0,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.963414000000002,,,,,
EXTX-ME,EXACT Therapeutics,Health care,36.0,34.0,36.0,2,,1078.84,0.0142,-0.0392,,,,0379,Healthcare,4.0,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.exact-tx.com,1.0,Ullernchausseen 64,Biotechnology,35.495,35.5,36.883274,,0.0,,36.0,,4045.0,,35.495,36.883274,,35.5,,4045.0,,,,,,,,,35.5,2.0,NOK,190.0,,,,1078840832.0,,,13973.0,145.24077,35.5,36.0,,,190.0,53.592,,,,26.0,34.0,False,,,36.0,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,145.241,,-2.0169599999999996,-68.736,0.13122177,,,,29967800.0,,,1.4040000000000001,,,,1577750400.0,,-14981884.0,-0.5,,0.16781020000000002,25.641026,,1640908800.0,,,,29885039.0,1078839040.0,,1595808000.0,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,,,
FJORD,Fjord1,Industrials,43.2,42.9,43.2,1,,4315.38,0.0023,0.0093,-0.031400000000000004,0.1803,0.152,6900,Industrials,1056.0,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,Norway,[],http://www.fjord1.no,1.0,Strandavegen 15,Marine Shipping,43.1,43.2,41.893524,0.06264502,1.6071,,43.2,,24552.0,,43.1,44.811764000000004,2.7,43.2,,24552.0,,,,,1557878400.0,0.85,,,43.2,2.0,NOK,80.0,,,,4316094976.0,,,31480.0,1.5423719,43.2,43.2,,0.0,80.0,46.9,12.307692999999999,,,31.0,42.9,False,,0.0,43.2,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.633,,0.059789999999999996,13.049000000000001,0.17906332,,3.51,,99909600.0,,,22.394000000000002,,,,1577750400.0,0.11310001,167319008.0,1.675,,0.16781020000000002,1.9290881999999998,0.85439,1640908800.0,1585612800.0,,,14465911.0,10166533120.0,,,,,,,,,,,,,,https://logo.clearbit.com/fjord1.no,47 57 75 70 00,,25.791045999999998,,,,,
FKRAFT,Fjordkraft Holding,Utilities,87.6,87.4,87.7,418,,9161.75,0.0367,0.0801,0.2269,0.5722999999999999,1.0424,5147,Utilities,293.0,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.fjordkraft.no,1.0,Folke Bernadottes Vei 38,Utilities—Regulated Electric,84.5,84.5,74.01655,0.03550296,0.5528,,88.9,,109931.0,,84.5,78.07059,3.0,84.5,,109931.0,,,,3.0,1587600000.0,0.182557,,,84.1,2.0,NOK,114270.0,,,,9161733120.0,,,231465.0,1.5562254999999998,84.1,87.6,,0.0,114270.0,88.9,,,,42.1,87.4,False,0.0373,0.0,88.9,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.416,,0.07124,14.049000000000001,0.81318676,,,,104586000.0,,,11.130999999999998,,,,1577750400.0,0.41085997,419416000.0,3.9819999999999998,,0.16781020000000002,7.869913,0.3204,1640908800.0,1585612800.0,,,85416677.0,8334516224.0,,,,,,0.366,,,,,,,,https://logo.clearbit.com/fjordkraft.no,47 23 00 61 00,,21.998995,,,,,
FLNG,FLEX LNG,Energy,50.5,50.35,50.5,97,,2732.58,-0.0088,-0.0381,0.0404,-0.4336,-0.4372,HM08,Energy,8.0,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.flexlng.com,1.0,Par-La-Ville Place,Oil & Gas Midstream,50.95,51.0,52.485756,0.0039254170000000005,1.8944,,51.7,,57052.0,,50.95,49.345,0.2,51.0,,57052.0,,,,1.87,1583798400.0,0.5864090000000001,,,50.4,2.0,NOK,26550.0,,,,2732585216.0,,,122044.0,19.656342000000002,50.4,50.5,,219600.0,26550.0,108.2,360.7143,,,38.1,50.35,False,0.0366,100000.0,51.7,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.679000000000002,,0.039760000000000004,34.493,-0.37743902,,0.14,,54110600.0,,,15.136,,,,1577750400.0,0.19859000000000002,5528000.0,0.10099999999999999,,0.16781020000000002,3.3364165,0.4586,1640908800.0,1585612800.0,,,28836612.0,3430756352.0,,1552262400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 6935,4th Floor 14 Par-La-Ville Road,499.99997,441 295 3494,,,,
FRO,Frontline,Energy,74.65,74.5,74.65,247,,14757.73,-0.0119,0.0282,0.06570000000000001,-0.2345,0.3381,HM 08,Energy,157.0,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.frontline.bm,1.0,Par-la-Ville Place,Oil & Gas Midstream,75.55,75.1,80.03214,0.01588352,0.3623,,75.2,,453385.0,,75.55,70.98235,1.2,75.1,,453385.0,,,,27.07,1591142400.0,0.32346199999999997,,,74.2,2.0,NOK,92616.0,,,,15174777856.0,,,958960.0,13.426916,74.2,74.65,,173100.0,92616.0,123.0,173.60464,,,55.0,74.55,False,0.35599998,75700.0,75.2,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FRO.OL,finmb_144797851,no_market,,15.095999999999998,,0.23471999999999998,34.318000000000005,0.2197274,,0.43,,197692000.0,,,8.113999999999999,,,,1577750400.0,0.29650998,265272000.0,1.4240000000000002,,0.16781020000000002,9.200148,0.50473,1640908800.0,1585612800.0,,,98284714.0,17061476352.0,,1454544000.0,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 6935,14 Par-la-Ville Road PO Box HM 1593,52.422752,441 295 3494,,,,
GIG,Gaming Innovation Group,Consumer discretionary,7.16,7.16,7.2,46,,639.31,-0.0219,-0.0701,0.2995,-0.1258,-0.3719,STJ 3148,Consumer Cyclical,648.0,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,Malta,[],http://www.gig.com,1.0,@GiG Beach,Gambling,7.32,7.3,5.347625700000001,,0.0,,7.3,,378271.0,,7.32,6.562647,,7.3,,378271.0,,,,,,,,,7.06,2.0,NOK,99011.0,,,,644440064.0,,,219793.0,,7.06,7.17,,86600.0,99011.0,10.92,71.6,,,2.05,7.16,False,,1568100.0,7.3,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000.0,EQUITY,GIG.OL,finmb_285246636,no_market,,,,0.0,,-0.20969439,,0.1,,90005600.0,,,1.355,,,,1577750400.0,0.13146,,-0.08,,0.16781020000000002,5.2841325,0.53973,1640908800.0,1593475200.0,,,37909470.0,658841152.0,,1545177600.0,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,356 2711 0277,Golden Mile Business Centre Triq Id-Dragunara,,,,,,
RISH,GC Rieber Shipping,Industrials,6.1,5.9,6.1,1,,524.8,0.0,0.0,-0.0543,-0.2561,-0.2695,5058,Industrials,32.0,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,Norway,[],http://www.gcrieber-shipping.com,1.0,Solheimsgaten 15,Marine Shipping,6.1,6.1,6.497698000000001,0.08196721,0.0,,6.1,,2573.0,,6.1,6.1014705000000005,0.5,6.1,,2573.0,,,,,1428624000.0,0.991289,,,6.1,2.0,NOK,200.0,,,,524800064.0,,,6337.0,2.6007884,6.1,6.1,,110000.0,200.0,11.5,,,,4.5,5.9,False,,100000.0,6.1,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,RISH.OL,finmb_884214,no_market,,8.084,,-0.90569,20.11,-0.1554054,,,,86032800.0,,,20.62,,,,1577750400.0,0.018969999999999997,-182755008.0,-2.124,,0.16781020000000002,0.29582927,0.92489,1640908800.0,1585612800.0,,,8121469.0,1631233280.0,,1176422400.0,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,47 55 60 68 00,,,,,,,
GENT-ME,Gentian Diagnostics,Health care,61.0,61.0,61.5,3,,939.57,-0.0161,0.0,-0.024,-0.022400000000000003,0.2249,1596,Healthcare,46.0,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,Norway,[],http://www.gentian.com,1.0,Bjornasveien 5,Diagnostics & Research,62.0,62.0,52.282013,,0.0,,62.0,,7922.0,,62.0,58.558823,,62.0,,7922.0,,,,,,0.736526,,,61.0,2.0,NOK,2200.0,,,,939564672.0,,,7455.0,15.044589000000002,61.0,61.5,,,2200.0,66.8,,,,38.0,61.0,False,,,62.0,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,12.525,,-0.61030996,-31.241999999999997,0.24744368,,,,15402700.0,,,13.222000000000001,,,,1577750400.0,0.26521999999999996,-38115000.0,-2.477,,0.16781020000000002,4.613523000000001,0.48766997,1640908800.0,1585612800.0,,,6773345.0,782201792.0,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,47 99 33 99 05,,,,,,,
GJF,Gjensidige Forsikring,Financials,189.8,189.6,189.7,544,,94897.87,-0.0026,0.0237,-0.0094,0.0301,0.1308,0191,Financial Services,3620.0,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,Norway,[],http://www.gjensidige.no,1.0,Schweigaardsgate 21,Insurance—Diversified,190.3,190.4,184.65073,0.03730951,0.0,,190.5,,261827.0,,190.3,186.57353,7.1,190.4,,261827.0,,,,,1585267200.0,0.430313,,,188.7,2.0,NOK,101146.0,,,,94900002816.0,,,492900.0,3.4407870000000003,188.7,189.7,,118100.0,101146.0,208.8,19.936974,,,145.25,189.6,False,,96300.0,190.5,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,GJF.OL,finmb_4497069,no_market,,1.9340000000000002,,0.14282999999999998,10.146,0.13059044,,9.52,,500000000.0,,,56.1,,,,1577750400.0,0.30024,3939399936.0,7.877999999999999,,0.16781020000000002,3.3832443,0.6395,1640908800.0,1593475200.0,,,497370053.0,53350670336.0,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,47 91 50 31 00,,24.092411,,,,,
GEOS-ME,Golden Energy Offshore Services,Energy,1.03,1.05,,0,,47.04,,,,,,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,Norway,[],http://www.geoff.no,1.0,St Olavs Plass 1,Marine Shipping,1.03,1.03,1.7018703999999998,,0.0,,1.03,,0.0,,1.03,1.1541176000000002,,1.03,,0.0,,,,,,0.34475100000000003,,,1.03,4.0,NOK,0.0,,,,47044012.0,,,969.0,0.42625448,1.03,0.0,,,0.0,5.9,,,,1.0,1.05,False,,,1.03,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.633,,-0.15581,17.076,-0.8254236999999999,,,,45673800.0,,,8.079,,,,1577750400.0,0.4456,-17196492.0,-0.541,,0.16781020000000002,0.12749101,0.0,1640908800.0,1577750400.0,,,19335649.0,290545120.0,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 60,,,47 70 10 26 61,,,,
