ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
LIFE-ME,5230,Healthcare,,"Lifecare AS engages in the research and development of medical sensors for health monitoring in Norway. It focuses to offer tool to monitor glucose levels under the SENCELL name. The company was founded in 2006 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.lifecare.no,1,Statsminister Michelsens veg 38,Medical Devices,6.45,6.45,3.869784,,0,,6.55,,2240334,,6.45,5.7705884,,6.45,,2240334,,,,,,1.7772,,,6.35,2,NOK,139158,,,,521966240,,,1409147,252.314,6.35,6.5,,,139158,8.25,,,,0.58,6.45,False,,,6.55,OSL,LIFECARE AS,Lifecare AS,Europe/Oslo,CEST,False,7200000,EQUITY,LIFE-ME.OL,finmb_20947330,no_market,,245.262,,0,-75.488,,,,,80925000,,,0.194,,,,1577750400,0.13677,-6554833,-0.081,,,33.24742,0,1640908800,1577750400,,,78689852,507377120,,1549497600,1:4,,,,,,,,,,,https://logo.clearbit.com/lifecare.no,,Paradis,,,,,,315723f9-d1ce-390a-b3a5-2de10a5253b8
KIT,1396,Industrials,1832,"Kitron ASA, an electronics manufacturing services company, together with its subsidiaries, develops, industrializes, and manufactures electronics for the energy/telecoms, defense/aerospace, offshore/marine, medical device, and industry sectors. It manufactures electronics that are embedded in the customers' products; and box-built electronic products. The company's services include development services, such as product development, product management, re-engineering, and value analysis/value engineering; and industrialization services, including prototype manufacturing, evaluation of new products, component engineering and database, test development, design and build of high level assembly lines, and environmental durability testing. Its services also comprise sourcing and logistics services; manufacturing, assembling, and testing of electronic products for the professional market; and maintenance, repair, and refurbishment programs. The company provides its products and services in Norway, Sweden, Lithuania, Germany, Poland, China, the United States, and internationally. Kitron ASA is headquartered in Billingstad, Norway.",Billingstad,Norway,[],http://www.kitron.com,1,Olav Brunborgs vei 4,Electrical Equipment & Parts,15.52,15.7,11.289568,0.025773196,0,,15.7,,225429,,15.52,14.068824,0.4,15.7,,225429,,,,,1587686400,1.199767,,,15.32,2,NOK,57643,,,,2768947968,,,337288,0.78112644,15.32,15.48,,1278700,57643,15.72,20.342106,,,6.73,15.44,False,,400000,15.7,OSL,KITRON ASA,Kitron ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KIT.OL,finmb_1163982,no_market,,0.998,,0.04621,10.025,0.71302426,,0.76,,179104000,,,5.106,,,,1577750400,0.35568002,163816000,0.913,,,3.0278106,0.12893,1640908800,1593475200,,,164936547,3538319616,,,,,,0.77,,,,,,,,https://logo.clearbit.com/kitron.com,47 66 10 00 00,,16.933187,,,,,9a32909f-320e-3f22-85e8-e73abc2485aa
KOA,3601,Consumer Cyclical,11000,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through three segments: Interior, Powertrain & Chassis Products, and Specialty Products. The Interior segment offers comfort and safety related products, such as massage systems, seat support systems, seat climate systems, and light duty cables and actuators for vehicle interiors, as well as panel heaters for electric cars. The Powertrain & Chassis Products segment provides powertrain systems and chassis related products, including gear shifters for automatic and manual transmissions, shift cables and towers, and chassis stabilizers, as well as gear and clutch control systems, such as actuators for heavy and light duty commercial vehicles. The Specialty Products segment offers driver control and fluid handling systems, such as air couplings; fuel transfer systems comprising specialized hoses, tubes, and assemblies; and off-road products consisting of steering columns, displays, and pedals and hand controls, as well as other products and software. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway.",Kongsberg,Norway,[],http://www.kongsbergautomotive.com,1,Dyrmyrgata 48,Auto Parts,0.19,0.1918,1.7526515,,0,,0.1918,,214312423,,0.19,0.18318236,,0.1918,,214312423,,,,,1180915200,1.063298,,,0.1734,4,NOK,202044203,,,,1907015808,,,127661828,,0.1734,0.1806,,1027300,202044203,6.47,0.14479999,,,0.119,0.1802,False,,760600,0.1918,OSL,KONGSBERG AUTOMOT,Kongsberg Automotive ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOA.OL,finmb_121944,no_market,,,,-0.12196,,-0.9665493,,1.25,,10535999488,,,0.702,,,,1577750400,0.54443,,0.011,,,0.25783473,0.01613,1640908800,1593475200,,,1117250400,277400000,,,,,,,,,,,,,,https://logo.clearbit.com/kongsbergautomotive.com,47 32 77 05 00,,16.454546,,,,,728e209e-804e-3a71-a18d-b7775ab62c72
MGN,0277,Energy,2,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,Norway,[],http://magnoraasa.com,1,Karenlyst Alle 2,Oil & Gas Equipment & Services,11.85,11.85,8.61036,,4.5376997,,11.85,,176548,,11.85,10.088235,,11.85,,176548,,,,0.33,1595203200,0.678861,,,11.3,2,NOK,94542,,,,614372864,,,265615,16.471123,11.3,11.8,,0,94542,12.4,,,,5.5,11.7,False,0.028199999,0,11.85,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,15.04,,0.3941,,0.8515625,,,,52510500,,,1.821,,,,1577750400,0.31302,14700000,0.275,,,6.425041,0.44072,1640908800,1585612800,,,20231732,560999808,,1322697600,1:100,,,-0.696,,,,,,,,https://logo.clearbit.com/magnoraasa.com,,,42.545452,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2
KVAER,1360,Energy,2802,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.kvaerner.com,1,SnarÃ¸yveien 20,Oil & Gas Equipment & Services,9.8,9.91,7.6494246,0.051020406,0,,9.91,,1554488,,9.8,8.735294,0.5,9.91,,1554488,,,,,1585094400,1.496515,,,9.55,2,NOK,451778,,,,2601086464,,,1547978,0.30108654,9.55,9.71,,280000,451778,13.48,14.043478,,,5.5,9.67,False,,721400,9.91,OSL,KVAERNER ASA,Kværner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.116,,0.0081,5.008,-0.078947365,,0.69,,268430000,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.776007,0.4352,1640908800,1593475200,,,113808843,1001611520,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,47 21 08 90 00,Fornebu,37.126434,47 21 08 99 99,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23
MEDI,0579,Healthcare,112,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.medistim.com,1,Ãkernveien 94,Medical Devices,227,224,192.70503,0.012114538,0.5435,,226,,5179,,227,220.41176,2.75,224,,5179,,,,,1556150400,0.124854,,,218,2,NOK,3904,,,,4092480000,,,10808,11.022506,218,226,,34000,3904,240,85.22727,,,124,225,False,,3000,226,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,10.965,,0.20319,37.685,0.5655172,,2.64,,18188800,,,14.897,,,,1577750400,0.58257,75442000,4.14,,,15.103712,0.2159,1640908800,1585612800,,,12646305,4071099648,,,,,,0.322,,,,,,,,https://logo.clearbit.com/medistim.com,47 23 05 96 60,,54.347828,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61
LSG,5006,Consumer Defensive,4371,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,Norway,[],http://www.leroyseafood.com,1,ThormOehlens gate 51 B,Packaged Foods,58.04,58.1,55.62043,0.025844244,0.78129995,,58.1,,549692,,58.04,55.112,1.5,58.1,,549692,,,,1.5,1590624000,-0.00813,,,56.92,2,NOK,185428,,,,34227957760,,,895339,1.6310016,56.92,57.46,,32900,185428,64.1,9.361564,,2.97,46.32,57.4,False,0.025799999,28100,58.1,OSL,LEROY SEAFOOD GROU,Lerøy Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.89,,0.07277,14.47,,,6.14,,595475968,,,28.76,,,,1577750400,0.28412,1527104000,2.556,,,1.9986092,0.52698004,1640908800,1585612800,,,281505286,39664459776,,1495584000,10:1,,,-0.724,,,,,,,,https://logo.clearbit.com/leroyseafood.com,47 55 21 36 50,,22.488262,,,,,
KOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPCC,0250,Industrials,20,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.mpc-container.com,1,Munkedamsveien 45,Marine Shipping,2.36,2.36,9.6216545,,0,,2.48,,843774,,2.36,3.4508824,,2.36,,843774,,,,,,0.805787,,,2.36,4,NOK,216318,,,,879462272,,,529209,4.7765193,2.36,2.46,,0,216318,24.5,7.2352943,,,1.765,2.43,False,,0,2.48,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.541,,-0.23218,18.78,-0.8792839,,0.34,,357504992,,,4.427,,,,1577750400,0.54237,-42749000,-0.503,,,0.55568105,0.20036,1640908800,1585612800,,,77648659,467911488,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b
MELG,7224,Financial Services,,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,Norway,[],http://www.melhusbanken.no,1,Melhusvegen 439,Banks—Regional,140,140,132.06474,0.071428575,0.77760005,,140,,285,,140,135.41176,10,140,,285,,,,10,1583452800,0.151567,,,139,2,NOK,230,,,,385894592,,,562,1.7743179,139,139,,39000,230,150,11.8803425,,7.18,120,138,False,0.0714,39000,140,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,MELG.OL,finmb_8952942,no_market,,8.493,,0.42876998,,0.12903225,,,,2776220,,,373.448,,,,1577750400,0.05159,37995000,12.767,,,0.3722071,0.40271,1640908800,1585612800,,,1704519,1847067520,,,,,,-0.246,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,,10.8874445,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe
NISB-ME,7540,Financial Services,,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",KlÃ¦bu,Norway,[],http://nidaros-sparebank.no,1,Nordalsvegen 2,Banks—Regional,105,106,117.539566,0.052476194,0.2824,,106,,214,,105,110.52941,5.51,106,,214,,,,5.51,1583452800,,,,105,2,NOK,391,,,,118416896,,,134,1.398322,105,105,,,391,130,,,,105,100,False,0.0525,,106,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,10.956,,0.25988,,,,,,1127780,,,421.29,,,,1577750400,,22008000,19.501,,,0.24923448,,1640908800,1585612800,,,,927825984,,,,,,,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,47 72 83 00 00,,5.3843393,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c
NKR,5058,Industrials,50,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,3.92,3.92,2.8394244,1.0204082,8.6957,,3.96,,148444,,3.92,3.697941,4,3.92,,148444,,,,4,1568937600,0.475609,,,3.88,4,NOK,42287,,,,414002976,,,248504,1.5528178,3.88,3.92,,,42287,7,,,,1.505,3.89,False,1.0178,,3.96,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.634,,0.73452,4.797,-0.39692307,,,,105613000,,,2.059,,,,1577750400,0.13253,47717000,2.072,,,1.9038368,0.62224,1640908800,1577750400,,,42370002,169106704,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,,entrance B,1.891892,,,,,185b0aea-df47-3f88-9093-af548aa196ba
NAPA,2860,Technology,81,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,Denmark,[],http://www.napatech.com,1,Tobaksvejen 23 A,Communication Equipment,8.7,8.9,4.556223,,0,,9.6,,194397,,8.7,6.335882,,8.9,,194397,,,,,,,,,8.9,2,NOK,907020,,,,785723008,,,184171,,8.9,9.46,,99400,907020,9.6,,,,1.1,9.46,False,,30200,9.6,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,0.0241,,5.796875,,,,83057400,,,0.397,,,,1577750400,0.50098,,-0.862,,,23.828714,0.27607,1640908800,1593475200,,,42090269,772038016,,1461542400,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,45 45 96 15 00,Soeborg,,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299
NATTO,0283,Healthcare,18,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.nattopharma.com,1,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,18.2,18.4,11.980576,,0,,19,,42391,,18.2,17.938234,,18.4,,42391,,,,,,1.003484,,,17.7,2,NOK,34246,,,,367216640,,,86612,2.1104405,17.7,18.8,,180100,34246,22,-268.5714,,,5.35,18.4,False,,39300,19,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.077,,0.11958,18.867,,,-0.07,,19532800,,,6.652,,,,1577750400,0.00302,20807000,1.092,,,2.8262177,0.64835,1640908800,1593475200,,,5864720,361355776,,1320278400,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,47 40 00 90 08,,17.216116,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275
NAVA,0255,Healthcare,24,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,Drug Manufacturers—General,21.1,21.2,19.396072,,0,,21.2,,48291,,21.1,19.969118,,21.2,,48291,,,,,1271116800,0.347851,,,20.8,2,NOK,1210,,,,321538304,,,18619,1.6160551,20.8,21.1,,491200,1210,25.5,,,,13.4564,20.8,False,,96200,21.2,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.149,,0.109,-36.414,0.41445565,,,,15166900,,,6.676,,,,1577750400,0.13567,-26384224,2.386,,,3.1755543,0.61384,1640908800,1585612800,,,3819255,228707904,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,47 67 11 25 40,,8.885164,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9
NEXT,0164,Technology,65,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,Scientific & Technical Instruments,2.16,2.1,2.5330558,,0,,2.13,,379257,,2.16,2.1793234,,2.1,,379257,,,,,,2.897793,,,2.05,4,NOK,621590,,,,159483440,,,628777,2.0599241,2.05,2.1,,110000,621590,6.35,-0.34426227,,,1.07,2.095,False,,12400,2.13,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.538,,-2.03711,-0.282,-0.46928746,,-6.1,,75944496,,,2.402,,,,1577750400,0.03532,-157716992,-3.529,,,0.8742714,0.38145,1640908800,1585612800,,,32628954,41634040,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,47 22 70 00 95,,,,,,,1140d622-f964-3ad8-bc48-278a028581e8
NORTH,0252,Financial Services,3,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.northenergy.no,1,Tjuvholmen allÃ© 3,Asset Management,1.63,1.65,1.3217626,0.18404908,,,1.65,,293331,,1.63,1.4167647,0.3,1.65,,293331,,,,0.3,1559088000,1.023228,,,1.58,4,NOK,22812,,,,193465792,,,125741,219.10056,1.58,1.65,,3094400,22812,1.65,-1.7741935,,,0.9,1.58,False,0.229,1019800,1.65,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORTH.OL,finmb_53162324,no_market,,-30.213,,0,1.366,,,-0.93,,117252000,,,2.252,,,,1577750400,0,-66068000,-0.593,,,0.732682,0.54482,1640908800,1585612800,,,46214715,-26677904,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,47 22 01 79 50,,,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c
NORBIT,7041,Technology,260,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,Norway,[],http://www.norbit.com,1,Stiklestadveien 1,Scientific & Technical Instruments,17.2,17.3,15.752921,0.01744186,0,,17.3,,29500,,17.2,14.8970585,0.3,17.3,,29500,,,,0.6,1588636800,,,,16.9,2,NOK,40811,,,,976734720,,,39309,1.4753164,16.9,17.2,,,40811,23.5,,,,12.6,17.15,False,0.0387,,17.3,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.41,,0.07274,8.708,-0.2833333,,,,56786900,,,7.886,,,,1577750400,0.14749,48155000,0.848,,,2.1810803,0.54075,1640908800,1585612800,,,25260525,933627648,,,,,,-0.857,,,,,,,,https://logo.clearbit.com/norbit.com,47 73 98 25 50,,20.28302,,,,,4640b786-3211-395e-b406-24cdb3c10b51
NSKOG,0213,Basic Materials,2300,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,Paper & Paper Products,28.5,28.35,33.172462,0.21929824,0.6286,,28.5,,61314,,28.5,30.102858,6.25,28.35,,61314,,,,3.25,1587081600,,,,27.85,2,NOK,99195,,,,2310000128,,,143437,0.2170033,27.85,28.05,,,99195,45.05,,,,25.5,27.85,False,0.11399999,,28.5,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.252,,0.040110003,2.41,-0.24473685,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,0.1678102,0.46043545,0.66667,1640908800,1593475200,,,27535200,2680250112,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,47 22 51 20 20,,5.4221535,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86
