ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
FIVEPG,1123,Communication Services,16,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,Denmark,[],http://www.5thplanetgames.com,1,Gothersgade 11,Electronic Gaming & Multimedia,1.86,1.86,1.2631686,,0,,1.89,,4444304,,1.86,1.7345606,,1.86,,4444304,,,,,,2.714866,,,1.76,4,NOK,1439966,,,,189246032,,,4621280,,1.76,1.795,,0,1439966,3.8,,,,0.25,1.76,False,,0,1.89,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.7042253,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.1678102,10.229885,0.50402,1640908800,1577750400,,,46798691,103173136,,1511913600,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,,,
2020,HM11,Industrials,4,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.2020bulkers.com,1,S.E. Pearman Building,Marine Shipping,59,59,55.093525,0.0027966104,2.2674,,61.2,,8992,,59,54.994118,0.165,59,,8992,,,,1.86,1581552000,1.07216,,,59,2,NOK,38726,,,,1356859136,,,29381,80.28752,59,61.2,,,38726,93.8,,,,39,60.6,False,0.0326,,61.2,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,88.171,,0.07692,,-0.23989862,,,,22170900,,,6.184,,,,1577750400,0.19871001,1300000,0.061,,0.1678102,9.896507,0.57717997,1640908800,1585612800,,,9024667,1490083456,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,441 542 9329,2nd Floor 9 Par-la-Ville Road,1003.2787,,,,,
ADSC-ME,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,Cyprus,[],http://www.adscrude.com,1,OSM House,Marine Shipping,18,18.05,21.916187,,0.4088,,18.05,,60772,,18,18.627941,,18.05,,60772,,,,4.21,1591228800,,,,17.95,2,NOK,9686,,,,421025408,,,79248,,17.95,18,,,9686,33.4,,,,16.1,17.95,False,0.2313,,18.05,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.044973552,,,,23390300,,,,,,,,0.09734,,,,0.1678102,,0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,357 2 5335501,22 Amathountos Agios Tychonas,,,,,,
AASB-ME,7630,Financial Services,,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,Banks—Regional,114,114,119.899284,0.07017544,1.0156,,114,,2,,114,113.088234,8,114,,2,,,,8,1583798400,0.40223,,,114,2,NOK,0,,,,115585744,,,37,1.1200169,114,116,,,0,153,,,,105,112,False,0.070199996,,114,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,7.072,,0.36725,,0.008849502,,,,1013910,,,485.692,,,,1577750400,0,37900000,37.38,,0.1678102,0.23471665,0,1640908800,1585612800,,,553343,729858112,,,,,,-0.328,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,47 74 08 63 00,,3.0497591,47 74 08 63 01,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,Norway,[],http://www.adevinta.com,1,Grensen 5,Internet Content & Information,154,155,105.41259,,0,,156.7,,653263,,154,125.34853,,155,,653263,,,,,,,,,153.8,2,NOK,220758,,,,105468444672,,,430859,,153.8,154.2,,,220758,168.2,,,,66.7,153.9,False,,,156.7,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5029355,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.1678102,,0.66005,1640908800,1593475200,,,227972750,100608000000,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,47 23 10 66 00,,,,,,,
AKBM-ME,1327,Healthcare,,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,Norway,[],http://www.akerbiomarine.com,1,OksenOeyveien 10,Drug Manufacturers—Specialty & Generic,95.99,96.1,96.49,,,,96.5,,125235,,95.99,96.49,,96.1,,125235,,,,,,,,,95,2,NOK,12887,,,,,,,170012,,95,95.44,,,12887,114,,,,87,95.2,False,,,96.5,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,42.677,,-0.00658,200.67,-0.08309454,,,,,,,2.589,,,,1546214400,,-1022000,-0.015,,0.1678102,36.863655,,1609372800,1514678400,,,14611039,6629140480,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,47 24 13 00 00,PO Box 496,,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,Capital Markets,4.555,4.55,3.827518,0.048298575,0.8062,,4.55,,233593,,4.555,4.3391175,0.22,4.55,,233593,,,,0.22,1588118400,0.958768,,,4.5,4,NOK,18171,,,,1995430016,,,435275,1.4118443,4.5,4.525,,185000,18171,4.58,10.523256,,10.54,2.69,4.505,False,0.048299998,340000,4.55,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.106,,0.17288,,0.41744554,,0.43,,440979008,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.1678102,3.0308104,0.18238,1640908800,1593475200,,,342568196,1562607488,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,47 22 01 60 00,7th floor,9.858388,,,,,
AEGA,274,Utilities,2,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.aega.no,1,Thunes vei 2,Utilities—Renewable,1.33,1.3,1.2353957,0.0030075188,,,1.37,,32174,,1.33,1.2464706,0.004,1.3,,32174,,,,0.04,1591142400,-0.700348,,,1.28,4,NOK,32954,,,,65829596,,,51161,,1.28,1.36,,394100,32954,1.85,,,,1.05,1.28,False,0.030299999,60000,1.37,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0,,-0.08333331,,,,48050800,,,0.165,,,,1577750400,0,,-0.058,,0.1678102,8.30303,0.46798,1640908800,1585612800,,,24350240,63907608,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,Norway,[],http://akastor.com,1,Building B,Oil & Gas Equipment & Services,6.54,6.63,5.581007,,0,,6.63,,420121,,6.54,5.446029,,6.63,,420121,,,,,1397174400,1.36353,,,6.1,2,NOK,336262,,,,1692130176,,,488125,0.29880455,6.1,6.23,,52200,336262,12.4,15.575,,,3.52,6.21,False,,227000,6.63,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.717,,-0.0498,13.065,-0.3641851,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.1678102,0.41938743,0.51141,1640908800,1593475200,,,136612714,4063142912,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,47 21 52 58 00,OksenÃ¸yveien 10 Lysaker,,,,,,
AKVA,4353,Industrials,1444,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,63,64.2,60.700718,0.031746034,,,64.2,,3161,,63,62.288235,2,64.2,,3161,,,,2,1582502400,0.655052,,,62.4,2,NOK,5172,,,,2068959360,,,5656,0.6949881,62.4,62.4,,49600,5172,83,10.890053,,,41.3,62.2,False,0.0324,34200,64.2,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.107,,-0.00014,25.432,-0.18897635,,5.73,,33156400,,,31.171,,,,1577750400,0.13203,-422000,-0.014,,0.1678102,2.0018609,0.7511,1640908800,1585612800,,,8065299,3294914560,,,,,,-0.417,,,,,,,,https://logo.clearbit.com/akvagroup.com,47 51 77 85 00,,,,,,,
AKERBP,1366,Energy,1703,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,Norway,[],http://www.akerbp.com,1,Building B,Oil & Gas E&P,184.55,184.55,181.24963,0.009905174,,,184.55,,725371,,184.55,181.725,1.828,184.55,,725371,,,,7.41,1596153600,1.664343,,,179.1,2,NOK,372992,,,,64586678272,,,1398979,21.08095,179.1,179.7,,,372992,297.9,,,,89.42,179.65,False,0.04,,184.55,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.923,,-0.031630002,32.053,-0.17462087,,,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.1678102,33.77845,0.70299006,1640908800,1593475200,,,106384610,70230228992,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,47 51 35 30 00,Fornebuporten OksenOeyveien 10 Lysaker,,,,,,
ARCHER,HM 08,Energy,4964,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,Oil & Gas Drilling,2.68,2.85,2.2185826,,0,,2.995,,242809,,2.68,2.1563234,,2.85,,242809,,,,,,2.885598,,,2.6,4,NOK,1977415,,,,396706976,,,445506,0.4758961,2.6,2.68,,100400,1977415,4.65,44.666668,,,1.1,2.66,False,,503000,2.995,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.226,,-0.05722,10.837,-0.45,,0.06,,148024992,,,0.732,,,,1577750400,0.12627,-47700000,-0.323,,0.1678102,3.6612022,0.41856998,1640908800,1577750400,,,105861885,1021974784,,1443398400,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,,4th Floor 14 Par-la-Ville Road,,,,,,
AQUA,0161,Energy,431,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,Oil & Gas Equipment & Services,5.1,5.15,3.7401438,0.0009803921,0,,5.85,,29442,,5.1,4.3961763,0.005,5.15,,29442,,,,0.2,1591833600,1.076655,,,5.15,2,NOK,45735,,,,362129472,,,42911,5.4540033,5.15,5.35,,385400,45735,5.85,36.785713,,,2.15,5.15,False,0.0392,402100,5.85,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.323,,0.18611999,210.755,0.3239075,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.1678102,7.507289,0.58599,1640908800,1585612800,,,20787638,353435488,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,,25.621891,,,,,
AMSC,1366,Industrials,3,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.americanshippingco.com,1,Building B,Marine Shipping,29.15,29.85,25.83367,0.010977701,1.9914999,,29.85,,36816,,29.15,27.032352,0.32,29.85,,36816,,,,3.21,1590451200,0.957026,,,29.45,2,NOK,8707,,,,1791217536,,,75362,20.330717,29.45,29.65,,114600,8707,37.5,79.86486,,11.42,15.06,29.55,False,0.11,172600,29.85,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.961,,0.10217,26.916,-0.111607075,,0.37,,60616500,,,2.669,,,,1577750400,0.19708,9002000,0.149,,0.1678102,11.071563,0.28123,1640908800,1585612800,,,44026980,2287271168,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,,OksenOeyveien 10,198.32214,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,Biotechnology,4.56,4.5,3.1911511,0.21929824,0,,4.56,,34118,,4.56,4.6941175,1,4.5,,34118,,,,,1496880000,1.296747,,,4.2,4,NOK,14825,,,,68177976,,,155560,52.639362,4.2,4.56,,320000,14825,7.55,-8.222222,,,1.25,4.5,False,,330000,4.56,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,48.753,,0,-4.856,1.1203701,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.1678102,9.308176,0.80484,1640908800,1577750400,,,1905450,63144928,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
AKSO,1366,Energy,13000,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,Norway,[],http://akersolutions.com,1,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,19.08,19.15,10.07365,0.07599581,0,,19.25,,6688558,,19.08,12.709429,1.45,19.15,,6688558,,,,,1428624000,2.095818,,,18.13,2,NOK,3878130,,,,4952081920,,,5640205,0.1879134,18.13,18.23,,58500,3878130,30.2,7.8154507,,,4.362,18.21,False,,156700,19.25,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.495,,-0.03779,20.561,-0.25502813,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.1678102,0.75811815,0.46942002,1640908800,1593475200,,,130227946,13035667456,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,47 67 51 30 00,,,47 67 82 69 50,,,,
AZT,9294,Healthcare,36,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,Biotechnology,48.2,48.3,,,0,,49.7,,,,48.2,,,48.3,,,,,,,,1.34727,,,48.3,2,NOK,100896,,,,2363566848,,,,22.713064,48.3,48.9,,,100896,49.7,,,,48.3,48.6,False,,,49.7,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,22.198,,0.121549994,170.039,,,,,48334700,,,1.21,,,,1577750400,0.0896,12649000,0.26,,0.1678102,40.413223,0.3134,1640908800,1585612800,,,23883612,2309976320,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,47 77 64 89 00,PO Box 6463,188.07693,47 77 64 89 01,,,,
AFG,0663,Industrials,5526,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.afgruppen.com,1,Innspurten 15,Engineering & Construction,175,175,167.39784,0.054285713,1.0266,,175,,7914,,175,177.35294,9.5,175,,7914,,,,12,1589760000,0.439024,,,174.2,2,NOK,791,,,,18334572544,,,18724,0.76527977,174.2,174.8,,178000,791,185,20.810488,,5.43,124.5,174,False,0.0686,52100,175,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.803,,0.03506,14.768,0.08944094,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.1678102,7.8602624,0.60915,1640908800,1585612800,,,40215335,19228493824,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,47 22 89 11 00,,21.145695,,,,,
ANDF-ME,8400,Consumer Defensive,,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,Norway,[],http://www.andfjordsalmon.com,1,Havnegata 19,Farm Products,54.71,54.71,54.91028,,0,,56,,14174,,54.71,54.645588,,54.71,,14174,,,,,,,,,54.7,2,NOK,3447,,,,,,,48695,,54.7,55.89,,,3447,65,,,,46.5,54.74,False,,,56,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,996.097,,0,-204.745,-0.07106596,,,,,,,4.914,,,,1577750400,,-6394534,-0.214,,0.1678102,11.192512,,1640908800,,,,,1640104576,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,8402 Sortland,,,,,,
