ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
EAM,EAM Solar,Utilities,12.35,12.35,12.45,5,,84.62,-0.004,-0.012,-0.0389,0.0556,-0.2861,0287,Utilities,,"EAM Solar ASA acquires, owns, and operates solar power plants in Europe. The company sells electricity under long-term fixed price sales contracts. It owns and operates four power plants with a combined installed capacity of 4.0 MW in Italy. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.eamsolar.no,1.0,Dronningen 1,Utilities—Renewable,12.4,12.5,12.026714,0.0008870967999999999,0.0,,12.5,,5058.0,,12.4,12.645833,0.011000000000000001,12.5,,5058.0,,,,,1399852800.0,0.6933729999999999,,,12.35,2.0,NOK,806.0,,,,84624800.0,,,11230.0,,12.35,12.4,,94600.0,806.0,22.0,,,,6.66,12.35,False,,280300.0,12.5,OSL,EAM SOLAR ASA,EAM Solar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EAM.OL,finmb_142079547,no_market,,,,0.88075995,,-0.2662722,,,,6852210.0,,,2.096,,,,1577750400.0,0.28467,,-0.152,,0.11032819999999999,5.8921757,0.42780998,1640908800.0,1593475200.0,,,3730069.0,84967408.0,,,,,,,,,,,,,,https://logo.clearbit.com/eamsolar.no,47 91 61 10 09,,,,,,,,
EIOF,Eidesvik Offshore,Energy,2.7,2.66,2.7,14,,167.81,-0.0146,-0.08779999999999999,-0.1346,-0.4847,-0.5109,5443,Energy,514.0,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",BÃ¸mlo,Norway,[],http://www.eidesvik.no,1.0,Vestvikveien 1,Oil & Gas Equipment & Services,2.74,2.4,3.531357,,0.0,,2.7,,21849.0,,2.74,3.0972223,,2.4,,21849.0,,,,,1400198400.0,0.707228,,,2.4,4.0,NOK,8889.0,,,,172402288.0,,,14932.0,0.2973017,2.4,2.7,,182600.0,8889.0,6.12,-0.5895196999999999,,,2.4,2.66,False,,1000000.0,2.7,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EIOF.OL,finmb_22071229,no_market,,3.49,,-1.17882,14.895999999999999,-0.5275861999999999,,-4.58,,62150000.0,,,10.379000000000001,,,,1577750400.0,0.05849,-683587008.0,-11.002,,0.11032819999999999,0.2601407,0.7988,1640908800.0,1593475200.0,,,11241070.0,2024082048.0,,,,,,-0.156,,,,,,,,https://logo.clearbit.com/eidesvik.no,47 53 44 80 00,,,,,,,,
EMGS,Electromagnetic Geoservices,Energy,0.54,0.53,0.54,10,,70.46,0.0,-0.0341,-0.2412,-0.7426,-0.7661,7041,Energy,131.0,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,Norway,[],http://www.emgs.com,1.0,Stiklestadveien 1,Oil & Gas Equipment & Services,0.5379999999999999,0.5379999999999999,0.7433714,,0.0,,0.5379999999999999,,375786.0,,0.5379999999999999,0.6690278000000001,,0.5379999999999999,,375786.0,,,,,,2.3987950000000002,,,0.527,4.0,NOK,20609.0,,,,70461856.0,,,261851.0,0.8773951999999999,0.527,0.537,,317943000.0,20609.0,2.85,-6.725,,,0.5,0.527,False,,66256000.0,0.5379999999999999,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EMGS.OL,finmb_10654493,no_market,,1.317,,0.08489,3.207,-0.77008545,,-0.08,,130970000.0,,,-0.002,,,,1577750400.0,0.013819999999999999,6817000.0,0.047,,0.11032819999999999,,0.59531,1640908800.0,1593475200.0,,,54838319.0,105772696.0,,1467331200.0,1:40,,,,,,,,,,,https://logo.clearbit.com/emgs.com,,,11.446809,,,,,,
ELE,Element,Materials,4.45,4.36,4.44,27,,84.1,0.0,0.0349,-0.182,-0.1953,0.6792,0250,Basic Materials,2.0,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.elementasa.com,1.0,Grundingen 2,Other Industrial Metals & Mining,4.45,4.395,4.497742700000001,,0.0,,4.45,,179447.0,,4.45,5.0147223,,4.395,,179447.0,,,,,,3.424096,,,4.285,4.0,NOK,23613.0,,,,84103216.0,,,612282.0,539.1231700000001,4.285,4.44,,0.0,23613.0,9.5,,,,2.202,4.355,False,,0.0,4.45,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELE.OL,finmb_22929109,no_market,,580.244,,0.0,-35.934,0.6779789,,,,18899600.0,,,0.304,,,,1577750400.0,0.00629,-5436000.0,-0.444,,0.11032819999999999,14.638157999999999,0.28688,1640908800.0,1593475200.0,,,11370510.0,90518000.0,,1556150400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,47 23 08 23 08,,,,,,,,
ELK,Elkem,Materials,18.7,18.68,18.74,85,,10870.5,0.0032,0.0275,0.036000000000000004,-0.2191,-0.1821,0277,Basic Materials,6370.0,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,Norway,[],http://www.elkem.com,1.0,Drammensveien 169,Specialty Chemicals,18.64,18.65,17.536285,0.032188844,0.75949997,,18.77,,567593.0,,18.64,17.855832999999997,0.6,18.65,,567593.0,,,,0.6,1589155200.0,2.172955,,,18.44,2.0,NOK,63707.0,,,,10870497280.0,,,647727.0,0.48834217,18.44,18.75,,0.0,63707.0,26.4,4.25,,,10.92,18.68,False,0.0327,0.0,18.77,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELK.OL,finmb_731504,no_market,,0.872,,0.020659999999999998,8.513,-0.2579618,,4.4,,581310016.0,,,21.744,,,,1577750400.0,0.29434,460000000.0,0.79,,0.11032819999999999,0.8600074000000001,0.58916,1640908800.0,1593475200.0,,,238610457.0,19418241024.0,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,47 22 45 01 00,,23.670887,47 22 45 01 55,,,,,
ELOP-ME,ELOP,Information technology,6.5,6.48,6.51,602,,456.97,0.1017,0.2386,0.3055,,,2316,Technology,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,Norway,[],http://www.elop.no,1.0,Nordvikvegen 50,Scientific & Technical Instruments,5.9,6.303999999999999,5.3070254,,0.0,,6.51,,352812.0,,5.9,5.309111,,6.303999999999999,,352812.0,,,,,,,,,6.1,2.0,NOK,1635745.0,,,,456968832.0,,,304260.0,,6.1,6.51,,,1635745.0,6.51,,,,4.82,6.5,False,,,6.51,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0.0,,0.123595595,,,,70302896.0,,,,,,,,,,,,0.11032819999999999,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,47 41 64 13 00,,,,,,,,
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000.0,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDUR,Endúr,Industrials,1.32,1.32,1.33,180,LP,372.26,-0.0331,0.1004,-0.1054,0.1523,0.1623,5160,Industrials,176.0,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.endur.no,1.0,DamsgArdsveien 229,Conglomerates,1.36,1.31,1.0628928999999998,,0.0,,1.4,,2081665.0,,1.36,1.3944444999999999,,1.31,,2081665.0,,,,,,,,,1.27,4.0,NOK,1323373.0,,,,373680160.0,,,3392469.0,0.74860454,1.27,1.325,,0.0,1323373.0,3.2,,,,0.532,1.32,False,,0.0,1.4,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.81,,-0.041389998,-24.578000000000003,0.17748916,,,,283091008.0,,,0.508,,,,1577750400.0,0.17669001,-26863000.0,-0.113,,0.11032819999999999,2.5984251,0.70949996,1640908800.0,1593475200.0,,,115181242.0,404530400.0,,,,,,,,,,,,,,https://logo.clearbit.com/endur.no,47 55 54 24 00,LaksevAg,,,,,,,
ENTRA,Entra,Real estate,127.2,127.1,127.3,790,,23153.78,0.0119,0.0275,0.0016,-0.1061,-0.0094,0185,Real Estate,181.0,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.entra.no,1.0,Biskop Gunnerus gate 14 A,Real Estate—Diversified,125.7,125.4,127.12357,0.03818616,0.3717,,128.1,,295372.0,,125.7,125.01945,4.8,125.4,,295372.0,,,,4.8,1601596800.0,0.44638500000000003,,,125.0,2.0,NOK,157619.0,,,,23167188992.0,,,358675.0,9.11018,125.0,127.3,,168600.0,157619.0,168.6,17.569060999999998,,3.69,96.2,127.1,False,0.0382,193700.0,128.1,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.812,,0.91663,20.413,-0.033076942000000005,,7.24,,182132000.0,,,125.59,,,,1577750400.0,0.5023,2331000064.0,12.8,,0.11032819999999999,1.0128195,0.22298999,1640908800.0,1593475200.0,,,150093205.0,45297000448.0,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,47 21 60 51 00,,9.9375,,,,,,
EPIC-ME,Epic Gas,Energy,15.0,14.6,15.5,0,LP,1599.25,,,0.0,0.0274,-0.0909,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,Singapore,[],http://www.epic-gas.com,1.0,8 Eu Tong Sen Street,Oil & Gas Midstream,15.0,15.0,14.154285,,0.0,,15.0,,83.0,,15.0,15.425,,15.0,,83.0,,,,,,0.286144,,,15.0,2.0,NOK,500.0,,,,1599000064.0,,,282.0,8.593346,15.0,15.5,,,500.0,19.0,500.0,,,13.4,14.6,False,,,15.0,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.292,,0.01594,39.689,-0.068323016,,0.03,,106600000.0,,,2.764,,,,1577750400.0,0.0,2965409.0,0.027999999999999997,,0.11032819999999999,5.4269176,0.83456004,1640908800.0,1593475200.0,,,17242550.0,1915000064.0,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,65 6230 7801,"No.22-89, The Central",535.7143,,,,,,
EQNR,Equinor,Energy,140.4,140.35,140.4,2885,,455981.12,-0.005,0.0119,-0.0292,-0.1666,-0.13570000000000002,4035,Energy,21412.0,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,Norway,[],http://www.equinor.com,1.0,Forusbeen 50,Oil & Gas Integrated,141.1,140.7,137.61528,0.0050318920000000005,,,141.2,,2968661.0,,141.1,142.10416999999998,0.71,140.7,,2968661.0,,,,6.76,1605139200.0,0.7006020000000001,,,139.65,2.0,NOK,1190629.0,,,,455981268992.0,,,3080248.0,8.730089,139.65,140.4,,0.0,1190629.0,187.2,62.959637,,4.96,95.2,140.35,False,0.0479,0.0,141.2,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EQNR.OL,finmb_989228,no_market,,9.197000000000001,,-0.04413,33.46,-0.19140399,,2.23,,3247729920.0,,,10.863,,,,1577750400.0,0.19812000000000002,-2304999936.0,-0.6970000000000001,,0.11032819999999999,12.924605999999999,0.67271006,1640908800.0,1593475200.0,,,1015658280.0,480357613568.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,47 51 99 00 00,,,,,,,,
EPR,Europris,Consumer discretionary,43.5,43.42,43.5,397,,7213.11,-0.0176,-0.0238,0.0069,0.32770000000000005,0.7906,1661,Consumer Defensive,1814.0,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,Norway,[],http://www.europris.no,1.0,Dikeveien 57,Discount Stores,44.28,44.4,39.44993,0.04403794,0.58669996,,44.42,,493684.0,,44.28,44.308334,1.95,44.4,,493684.0,,,,1.95,1588204800.0,0.769277,,,43.2,2.0,NOK,181035.0,,,,7213126656.0,,,619087.0,1.0350598,43.2,43.5,,79600.0,181035.0,50.75,16.795368,,,24.18,43.16,False,0.044000000000000004,95300.0,44.42,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPR.OL,finmb_293420901,no_market,,1.545,,0.078049995,12.088,0.752969,,2.59,,165819008.0,,,11.468,,,,1577750400.0,0.53228,543936000.0,3.28,,0.11032819999999999,3.7931635000000004,0.03046,1640908800.0,1593475200.0,,,159459440.0,10768544768.0,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.262196,,,,,,
EXTX-ME,EXACT Therapeutics,Health care,34.0,33.2,35.8,0,,1018.9,,,-0.08109999999999999,,,0379,Healthcare,4.0,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.exact-tx.com,1.0,Ullernchausseen 64,Biotechnology,34.0,34.0,35.864117,,0.0,,34.0,,3377.0,,34.0,36.125137,,34.0,,3377.0,,,,,,,,,32.505,2.0,NOK,183.0,,,,1018905216.0,,,8771.0,137.17183,32.505,35.795,,,183.0,53.592,,,,26.0,33.2,False,,,34.0,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,131.12,,-2.0169599999999996,-62.053000000000004,0.068376064,,,,29967800.0,,,1.4040000000000001,,,,1577750400.0,,-14981884.0,-0.5,,0.11032819999999999,24.216524,,1640908800.0,,,,29885039.0,973951872.0,,1595808000.0,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,,,,,,,,,
FJORD,Fjord1,Industrials,43.0,43.0,43.2,2,,4295.41,0.0,-0.0092,0.0094,0.17489999999999994,0.1944,6900,Industrials,1060.0,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,Norway,[],http://www.fjord1.no,1.0,Strandavegen 15,Marine Shipping,43.0,43.0,42.435,0.06279069999999999,0.0,,43.0,,3082.0,,43.0,43.511112,2.7,43.0,,3082.0,,,,,1557878400.0,0.7831060000000001,,,43.0,2.0,NOK,293.0,,,,4296112640.0,,,17306.0,1.5004401000000003,43.0,43.2,,0.0,293.0,46.9,12.250712,,,31.0,43.0,False,,0.0,43.0,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.5839999999999996,,0.0346,12.639000000000001,0.19444442,,3.51,,99909600.0,,,22.785999999999998,,,,1577750400.0,0.11310001,99062000.0,0.992,,0.11032819999999999,1.8871237,0.85439,1640908800.0,1593475200.0,,,14465911.0,10262751232.0,,,,,,-0.66,,,,,,,,https://logo.clearbit.com/fjord1.no,47 57 75 70 00,,43.346775,,,,,,
FKRAFT,Fjordkraft Holding,Utilities,89.3,89.2,90.0,534,,9339.55,-0.049,-0.062,0.1038,0.6028,0.9267,5147,Utilities,293.0,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.fjordkraft.no,1.0,Folke Bernadottes Vei 38,Utilities—Regulated Electric,93.9,94.5,77.40071,0.031948883,0.71089995,,94.5,,239442.0,,93.9,87.361115,3.0,94.5,,239442.0,,,,3.0,1587600000.0,0.263701,,,88.6,2.0,NOK,145181.0,,,,9412740096.0,,,186268.0,1.8349208,88.6,90.1,,0.0,145181.0,108.4,,,,46.1,88.9,False,0.0321,0.0,94.5,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.859,,0.08692000000000001,15.187000000000001,0.9340886,,,,104586000.0,,,9.122,,,,1577750400.0,0.41085997,445884000.0,4.2219999999999995,,0.11032819999999999,9.866258,0.3204,1640908800.0,1593475200.0,,,85428113.0,9534232576.0,,,,,,0.348,,,,,,,,https://logo.clearbit.com/fjordkraft.no,47 23 00 61 00,,21.316912,,,,,,
FLNG,FLEX LNG,Energy,52.5,52.35,52.5,114,,2840.81,0.0602,0.0145,0.0155,-0.4112,-0.4079,HM08,Energy,8.0,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.flexlng.com,1.0,Par-La-Ville Place,Oil & Gas Midstream,49.52,51.0,49.34857,0.004038772,3.7889001,,52.65,,182929.0,,49.52,50.497223,0.2,51.0,,182929.0,,,,1.87,1583798400.0,0.38253000000000004,,,50.0,2.0,NOK,38930.0,,,,2950788864.0,,,110725.0,20.245134,50.0,52.5,,219600.0,38930.0,108.2,375.0,,,38.1,52.45,False,0.037100002,100000.0,52.65,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FLNG.OL,finmb_36151890,no_market,,23.022,,0.01914,31.991,-0.45462555,,0.14,,54110600.0,,,15.015,,,,1577750400.0,0.19859000000000002,2790000.0,0.051,,0.11032819999999999,3.4965034,0.4586,1640908800.0,1593475200.0,,,28832284.0,3355584000.0,,1552262400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 6935,4th Floor 14 Par-La-Ville Road,1029.4117,441 295 3494,,,,,
FRO,Frontline,Energy,67.15,67.05,67.25,885,,13275.04,0.0291,0.0973,-0.0329,-0.2647,0.0322,HM 08,Energy,157.0,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.frontline.bm,1.0,Par-la-Ville Place,Oil & Gas Midstream,65.25,66.2,78.64043000000001,0.026053641000000002,0.5021,,67.35,,650508.0,,65.25,71.83610999999999,1.7,66.2,,650508.0,,,,17.92,1599696000.0,0.310402,,,65.3,2.0,NOK,395109.0,,,,13700547584.0,,,601183.0,10.348994,65.3,67.2,,173100.0,395109.0,123.0,156.1628,,,55.0,67.05,False,0.2746,75700.0,67.35,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FRO.OL,finmb_144797851,no_market,,11.283,,0.35037997,21.936,-0.21903056,,0.43,,197692000.0,,,8.425,,,,1577750400.0,0.29650998,463852000.0,2.406,,0.11032819999999999,7.970326400000001,0.50473,1640908800.0,1593475200.0,,,98284714.0,14936773632.0,,1454544000.0,1:5,,,183.53,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 6935,14 Par-la-Ville Road PO Box HM 1593,27.909395,441 295 3494,,,,,
GIG,Gaming Innovation Group,Consumer discretionary,8.05,7.99,8.05,49,,718.78,-0.0232,0.0709,0.0403,-0.022,-0.1691,STJ 3148,Consumer Cyclical,487.0,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. Gaming Innovation Group Inc. has a strategic partnership with Betgenius Limited to create a sportsbook and platform solution for operators in regulated markets worldwide. The company was founded in 2012 and is headquartered in St Julians, Malta.",St. Julian's,Malta,[],http://www.gig.com,1.0,@GiG Beach,Gambling,8.2,8.08,5.550643,,0.0,,8.38,,219529.0,,8.2,7.441389,,8.08,,219529.0,,,,,,0.812048,,,8.01,2.0,NOK,52894.0,,,,720944896.0,,,179877.0,,8.01,8.05,,86600.0,52894.0,10.68,80.1,,,2.05,8.01,False,,1568100.0,8.38,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000.0,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.21606123,,0.1,,90005600.0,,,1.355,,,,1577750400.0,0.13146,,-0.08,,0.11032819999999999,5.9114394,0.53973,1640908800.0,1593475200.0,,,37505344.0,733545856.0,,1545177600.0,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,356 2711 0277,Golden Mile Business Centre Triq Id-Dragunara,,,,,,,
