ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,fullTimeEmployees,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
CLOUD-ME,0273,Utilities,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1,FrOeyas Gate 15,Utilities—Renewable,,11.7,11.85,12.899035,,0,,11.926,,141476,,11.7,13.114706,,11.85,,141476,,,,,,,,,11.6,2,NOK,56789,,,,,,,75374,,11.6,11.9,,,56789,19,,,,10.54,11.702,False,,,11.926,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1597.507,,0,-171.264,-0.22656351,,,,,,,1.271,,,,1577750400,,-2609160,-0.687,,0.13263035,9.20535,,1640908800,,,,14542165,446373792,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,,,
CRAYON,0484,Technology,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. It has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company is headquartered in Oslo, Norway.",Oslo,47 22 89 10 00,Norway,[],http://www.crayon.com,1,Sandakerveien 114A,Information Technology Services,,74.4,75.9,58.471016,,0,,83,,64113,,74.4,66.67941,,75.9,,64113,,,,,,1.349002,,,75.9,2,NOK,564640,,,,6533814784,,,201560,0.43034786,75.9,80.6,,0,564640,83,75.23364,,,27.6,80.4,False,,0,83,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,CRAYON.OL,finmb_46100086,no_market,,0.385,,-0.00343,33.693,1.2866044,,1.07,,81165400,,,8.798,,,,1577750400,0.21603,-52075000,-0.691,,0.13263035,9.149806,0.60696,1640908800,1585612800,,,34221159,5846620160,,,,,,,,,,,,,,https://logo.clearbit.com/crayon.com,,,1500,,,,,
BRG,1701,Basic Materials,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1,Hjalmar Wessels vei 6,Specialty Chemicals,PO Box 162,120.2,120,99.12319,0.019134775,0.6183,,121.4,,64086,,120.2,107.944115,2.3,120,,64086,,,,2.3,1592265600,0,,,120,2,NOK,9180,,,,11931266048,,,86036,2.2931514,120,119.8,,721000,9180,123,22.392525,,,75,119.6,False,0.0191,391200,121.4,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRG.OL,finmb_216329283,no_market,,2.742,,0.0715,14.184,0.25552058,,5.35,,99593200,,,29.38,,,,1577750400,0.56839,372000000,3.728,,0.13263035,4.077604,0.07204,1640908800,1593475200,,,91484295,14269099008,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,47 69 11 87 70,32.135193,1103,,,,,
BOUVET,0369,Technology,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1,Sorkedalsveien 8,Information Technology Services,,528,534,438.82608,0.015625,0.7019,,546,,2959,,528,516.58826,8.25,534,,2959,,,,8.25,1590105600,0.741579,,,532,2,NOK,11469,,,,5493624832,,,8484,2.4869769,532,538,,166400,11469,556,38.728325,,4.1,277,536,False,0.0156,27300,546,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.384,,0.08663999,20.58,0.78,,13.84,,10249300,,,37.632,,,,1577750400,0.31916,191378000,18.525,,0.13263035,14.243197,0.29916,1640908800,1585612800,,,7590394,5266855424,,,,,,0.21,,,,,,,,https://logo.clearbit.com/bouvet.no,,28.933874,1575,,,,,
DNB,0191,Financial Services,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1,Dronning Eufemias gate 30,Banks—Regional,Bjorvika,143.15,143,135.06421,0.06287111,0,,145.25,,1787066,,143.15,136.57648,9,143,,1787066,,,,,1588118400,0.975609,,,142.05,2,NOK,745371,,,,221237805056,,,2967756,4.530034,142.05,142.7,,246400,745371,178.1,9.590054,,,94.26,142.6,False,,327700,145.25,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNB.OL,finmb_9778651,no_market,,19.874,,0.43046,,-0.074447334,,14.88,,1550370048,,,154.097,,,,1577750400,0.37327,19740000256,12.557,,0.13263035,0.92604005,0.42226002,1640908800,1593475200,,,889201447,970600415232,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,,11.364179,9020,,,,,
BWLPG,117438,Industrials,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1,10 Pasir Panjang Road,Marine Shipping,"No. 17-02, Mapletree Business City",37.5,37.5,40.931015,0.027999999,0.3116,,37.7,,855745,,37.5,32.015293,1.05,37.5,,855745,,,,10.16,1591056000,1.58885,,,36.6,2,NOK,359316,,,,5095779328,,,906494,5.366622,36.6,36.9,,406100,359316,85,175.7143,,,26,36.86,False,0.271,63000,37.7,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.623,,0.39815,13.802,0.033851147,,0.21,,138096992,,,8.358,,,,1577750400,0.31128,378060000,2.725,,0.13263035,4.4149323,0.45400003,1640908800,1585612800,,,70321032,6288850944,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,65 6570 6056,13.5412855,2004,,,,,
ELE,0250,Basic Materials,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1,Grundingen 2,Other Industrial Metals & Mining,,5.74,5.71,4.523348,,0,,5.8,,395066,,5.74,5.6511765,,5.71,,395066,,,,,,3.890824,,,5.3,2,NOK,120065,,,,105270776,,,853333,674.8127,5.3,5.64,,0,120065,9.5,,,,1.199,5.57,False,,0,5.8,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELE.OL,finmb_22929109,no_market,,782.577,,0,-41.935,3.2148147,,,,18899600,,,0.229,,,,1577750400,0.00629,-5625000,-0.457,,0.13263035,24.323145,0.28688,1640908800,1585612800,,,11864880,122082000,,1556150400,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,,,2,,,,,
ELOP-ME,2316,Technology,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,,Norway,[],http://www.elop.no,1,Nordvikvegen 50,Scientific & Technical Instruments,,5.102,5.102,,,0,,5.199,,,,5.102,,,5.102,,,,,,,,,,,5.04,2,NOK,68518,,,,363817504,,,,,5.04,5.175,,,68518,5.199,,,,5.04,5.1,False,,,5.199,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0,,,,,,70302896,,,,,,,,,,,,0.13263035,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,,,,,,,,
ENDUR,5160,Industrials,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1,DamsgArdsveien 229,Conglomerates,LaksevAg,1.44,1.44,0.9990725,,0,,1.475,,2284347,,1.44,1.5754706,,1.44,,2284347,,,,,,,,,1.42,4,NOK,842898,,,,413312896,,,3021351,0.7813512,1.42,1.45,,0,842898,3.2,,,,0.532,1.445,False,,0,1.475,OSL,ENDUR ASA,Endur ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.714,,-0.01554,-60.184,0.053191543,,,,283091008,,,0.546,,,,1577750400,0.17669001,-15706000,-0.039,,0.13263035,2.6739926,0.70949996,1640908800,1585612800,,,87390757,377592160,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,,,249,,,,,
EPIC-ME,059818,Energy,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,Oil & Gas Midstream,"No.22-89, The Central",15,15,13.845652,,0,,15,,643,,15,13.982353,,15,,643,,,,,,0.273837,,,15,2,NOK,300,,,,1599000064,,,159,8.8501835,15,16.5,,,300,16.5,,,,13.4,15.6,False,,,15,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.666,,-0.01735,46.266,0.034482718,,0.03,,106600000,,,2.727,,,,1577750400,0,-3134591,-0.029,,0.13263035,5.5005503,0.83456004,1640908800,1585612800,,,17242550,1927000064,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,,,,,,,,
FLNG,HM08,Energy,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,4th Floor 14 Par-La-Ville Road,52.3,53.15,54.175507,0.003824092,1.8944,,53.15,,49683,,52.3,47.370884,0.2,53.15,,49683,,,,1.87,1583798400,0.586409,,,50.8,2,NOK,27074,,,,2829984256,,,134321,20.356962,50.8,52.35,,219600,27074,108.2,373.5714,,,38.1,52.3,False,0.0353,100000,53.15,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,25.204,,0.03976,35.228,-0.5024704,,0.14,,54110600,,,15.136,,,,1577750400,0.19859,5528000,0.101,,0.13263035,3.4553382,0.4586,1640908800,1585612800,,,28836612,3503805440,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 3494,517.8218,8,,,,,
GJF,0191,Financial Services,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,Insurance—Diversified,,187.9,187.5,185.00398,0.037786055,0,,188.1,,288424,,187.9,185.08235,7.1,187.5,,288424,,,,,1585267200,0.430313,,,185.6,2,NOK,159278,,,,93250002944,,,517626,3.380963,185.6,186.6,,118100,159278,208.8,19.590336,,,145.25,186.4,False,,96300,188.1,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.891,,0.14283,9.918,0.1138643,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.13263035,3.3244207,0.6395,1640908800,1593475200,,,497370053,52149374976,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,,23.673521,3620,,,,,
GIG,STJ 3148,Consumer Cyclical,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,Golden Mile Business Centre Triq Id-Dragunara,7.78,7.78,5.297754,,0,,7.78,,362896,,7.78,6.2091174,,7.78,,362896,,,,,,0.886046,,,7.41,2,NOK,180360,,,,675942080,,,235842,,7.41,7.51,,86600,180360,12.2,75.1,,,2.05,7.46,False,,1568100,7.78,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.50549,,-0.25233644,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.13263035,5.5424356,0.53973,1640908800,1585612800,,,37909470,700243776,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,,,594,,,,,
GENT-ME,1596,Healthcare,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,,62,63,52.123188,,0,,63,,2754,,62,57.117645,,63,,2754,,,,,,0.682941,,,60,2,NOK,2049,,,,962668736,,,7593,15.414538,60,62.5,,,2049,66.8,,,,38,60,False,,,63,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,12.771,,-0.61030996,-31.857,0.26760566,,,,15402700,,,13.222,,,,1577750400,0.26522,-38115000,-2.477,,0.13263035,4.72697,0.48766997,1640908800,1585612800,,,6773345,797604544,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,46,,,,,
FRO,HM 08,Energy,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,14 Par-la-Ville Road PO Box HM 1593,74.8,74.85,81.131294,0.01604278,0.3623,,75.5,,414883,,74.8,70.61029,1.2,74.85,,414883,,,,27.07,1591142400,0.323462,,,73,2,NOK,298625,,,,14997900288,,,1069627,13.2704115,73,75.05,,173100,298625,123,174.4186,,,55,74.9,False,0.36189997,75700,75.5,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,14.878,,0.23472,33.821,0.12741315,,0.43,,197692000,,,8.114,,,,1577750400,0.29650998,265272000,1.424,,0.13263035,9.243283,0.50473,1640908800,1585612800,,,98284714,16814360576,,1454544000,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 3494,52.668537,157,,,,,
RISH,5058,Industrials,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,,5.8,5.9,6.628116,0.08620689,0,,6.15,,754,,5.8,6.105882,0.5,5.9,,754,,,,,1428624000,0.991289,,,5.8,2,NOK,1691,,,,529101728,,,6210,2.6221066,5.8,6.15,,110000,1691,11.5,,,,4.5,5.8,False,,100000,6.15,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,7.956,,-0.90569,19.792,-0.3233533,,,,86032800,,,20.62,,,,1577750400,0.01897,-182755008,-2.124,,0.13263035,0.2982541,0.92489,1640908800,1585612800,,,8121469,1605423616,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,32,,,,,
ELK,0277,Basic Materials,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1,Drammensveien 169,Specialty Chemicals,,17.78,17.78,18.497826,0.03374578,0.75949997,,18,,599868,,17.78,19.210295,0.6,17.78,,599868,,,,0.6,1589155200,2.220063,,,17.47,2,NOK,379866,,,,10225243136,,,881562,0.45935503,17.47,17.54,,0,379866,26.4,3.9977272,,,10.92,17.51,False,0.0344,0,18,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELK.OL,finmb_731504,no_market,,0.854,,0.02066,8.33,-0.22924024,,4.4,,581310016,,,21.744,,,,1577750400,0.29434,460000000,0.79,,0.13263035,0.8089588,0.58916,1640908800,1593475200,,,238610457,18999697408,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,47 22 45 01 55,22.265821,6370,,,,,
EQNR,4035,Energy,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,,143.6,142,141.93471,0.004944289,,,143.8,,3238774,,143.6,139.38382,0.71,142,,3238774,,,,3.3,1597363200,0.731707,,,141.45,2,NOK,1674040,,,,465288921088,,,4065898,8.908291,141.45,143.2,,0,1674040,187.2,64.23767,,4.95,95.2,143.1,False,0.023,0,143.8,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.354,,-0.04413,34.031,-0.07843137,,2.23,,3248090112,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.13263035,13.186965,0.67271006,1640908800,1593475200,,,1016182440,488547614720,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,,,21412,,,,,
GOGL,HM 08,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,Marine Shipping,14 Par-la-Ville Road PO Box HM 1593,36,36.02,36.26507,0.008333334,,,36.88,,856372,,36,36.65353,0.3,36.02,,856372,,,,2.24,1583366400,1.718681,,,35.86,2,NOK,612149,,,,5192394752,,,1099044,7.2210164,35.86,36.28,,470900,612149,59.6,,,,26.5,36.24,False,0.061300002,400000,36.88,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,8.982,,-0.16155,34.59,-0.2427386,,,,143278000,,,9.389,,,,1577750400,0.2715,-116166000,-0.818,,0.13263035,3.859836,0.36176997,1640908800,1585612800,,,91444125,6458465280,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,441 295 3494,,37,,,,,
