ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,57.2,57.0,57.2,33,,1268.18,0.0106,0.014199999999999999,0.0593,-0.3417,-0.21960000000000002
FIVEPG,5th Planet Games,Communication services,1.92,1.91,1.92,1099,LP,204.13,0.0435,-0.07690000000000001,0.23120000000000002,5.573099999999999,1.8875
AASB-ME,Aasen Sparebank,Equity certificates,114.0,113.0,114.0,0,LP,115.59,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.35,4.34,4.35,76,,1918.26,0.028399999999999998,0.0533,0.0259,0.1561,0.34729999999999994
ADE,Adevinta,Communication services,165.8,165.6,165.9,3694,,113549.71,0.0447,0.1188,0.7040000000000001,0.5942000000000001,0.6547
ADSC-ME,ADS Crude Carriers,Energy,18.3,18.2,18.3,33,,428.04,-0.0108,0.0055000000000000005,-0.021400000000000002,-0.24789999999999998,0.1505
AEGA,Aega,Utilities,1.32,1.3,1.32,6,,63.43,0.0076,-0.0149,0.1,0.1379,0.0321
AFG,AF Gruppen,Industrials,177.6,177.0,177.6,40,,18649.60,-0.005600000000000001,0.0172,-0.0022,0.0466,0.1392
AKA,Akastor,Energy,5.99,5.98,6.01,146,,1626.94,0.0,0.0274,0.2571,-0.39740000000000003,-0.4594
AKER,Aker,Financials,411.2,411.0,411.4,1347,,30539.20,0.0069,0.11019999999999999,0.1832,-0.2207,-0.0554
AKBM-ME,Aker BioMarine,Consumer staples,89.66,89.8,89.97,119,,7852.97,-0.0212,0.0189,,,
AKERBP,Aker BP,Energy,182.95,182.9,183.0,2027,,65791.29,-0.0089,0.0797,0.0301,-0.33659999999999995,-0.15039999999999998
AKSO,Aker Solutions,Energy,17.98,18.0,18.02,5013,,4889.53,0.0216,0.24170000000000003,1.1103,-0.2727,-0.3132
AKVA,AKVA Group,Industrials,63.0,62.6,63.4,3,LP,2085.70,0.0129,0.026099999999999998,0.0535,-0.1367,-0.1234
AMSC,American Shipping Company,Industrials,28.55,28.45,28.65,81,,1730.60,0.0382,0.0555,0.1329,-0.0805,-0.058899999999999994
ANDF-ME,Andfjord Salmon,Consumer staples,56.0,55.5,56.0,48,,1887.24,-0.0123,0.0054,0.1452,,
ABT,Aqua Bio Technology,Materials,4.74,4.8,4.86,37,LP,72.78,-0.0084,0.0533,0.1232,1.0256,0.9587
AQUA,AqualisBraemar,Energy,4.64,4.42,4.6,3,,326.27,-0.0043,0.0087,0.1373,0.2556,0.2211
ARCHER,Archer,Energy,2.17,2.18,2.19,62,,321.02,0.009300000000000001,0.069,0.0358,-0.3176,-0.4988
AZT,ArcticZymes Technologies,Health care,43.7,43.5,43.7,290,,2112.23,0.0,0.0163,0.21050000000000002,8.2,
ARCUS,Arcus,Consumer staples,42.2,42.1,42.3,56,,2861.19,-0.004699999999999999,0.0369,0.063,0.205,0.1574
AFK,Arendals Fossekompani,Industrials,2840.0,2920.0,2940.0,5,,6217.95,-0.0207,-0.0405,0.059699999999999996,0.1036,0.1207
ASETEK,Asetek,Information technology,63.6,63.5,63.8,162,,1601.75,-0.0215,0.0582,0.1778,1.0515999999999999,2.0725
ATEA,Atea,Information technology,105.4,105.2,105.6,137,,11591.18,-0.0019,0.0233,0.1014,-0.1804,-0.015
ATLA NOK,Atlantic Petroleum,Energy,6.46,6.06,6.44,1,,23.89,,-0.0638,-0.10279999999999999,-0.1771,
ASA,Atlantic Sapphire,Consumer staples,115.5,115.5,116.0,184,,8233.54,-0.0335,0.0132,-0.1012,-0.1047,0.16670000000000001
AURG,Aurskog Sparebank,Equity certificates,195.0,188.0,195.0,0,LP,626.77,,,0.0317,0.0906,0.16140000000000002
AUSS,Austevoll Seafood,Consumer staples,79.4,79.35,79.45,731,,16024.83,0.006999999999999999,0.0352,0.019299999999999998,-0.08960000000000001,-0.0603
AVANCE,Avance Gas Holding,Energy,20.6,20.56,20.6,1083,,1311.32,-0.0274,-0.0383,0.1419,-0.5397,-0.012199999999999999
AWDR,Awilco Drilling,Energy,3.22,3.22,3.29,55,,175.75,-0.0242,0.0733,-0.10310000000000001,-0.7923,-0.8658
ALNG,Awilco LNG,Energy,1.16,1.16,1.18,13,,153.76,-0.0252,-0.0453,-0.1008,-0.6375,-0.6822
AXA,Axactor,Financials,6.77,6.77,6.78,422,,1255.13,0.0104,0.0045000000000000005,0.09369999999999999,-0.6437,-0.6197
AGS,Axxis Geo Solutions,Energy,0.78,0.76,0.77,78,,45.88,0.0263,-0.22,0.0,-0.376,-0.9545999999999999
AYFIE-ME,ayfie Group,Information technology,2.26,2.24,2.26,74,,239.98,-0.0263,-0.0506,,,
B2H,B2Holding,Financials,4.58,4.57,4.59,246,,1877.49,-0.0076,-0.0087,0.2021,-0.5207,-0.5159
BAKKA,Bakkafrost,Consumer staples,549.5,549.0,549.5,1029,,32482.93,-0.024,0.0092,-0.08650000000000001,-0.15460000000000002,0.098
BALT-ME,Baltic Sea Properties,Real estate,30.8,30.8,,4,,205.37,0.047599999999999996,,,0.0621,
BEL,Belships,Industrials,6.45,6.45,6.6,2,LP,1468.20,0.0,-0.0077,-0.0652,-0.1103,-0.0305
BGBIO,BerGenBio,Health care,36.25,36.15,36.25,1169,,3163.17,0.0677,0.1206,-0.048600000000000004,0.4965,1.8829
BSP-ME,Black Sea Property,Consumer discretionary,2.58,2.16,2.6,0,,42.94,,,,-0.5589999999999999,
BON,Bonheur,Industrials,221.5,221.5,222.0,173,,9420.81,0.0137,0.0473,-0.053399999999999996,0.1356,0.3063
BOR,Borgestad,Materials,15.85,15.25,15.85,13,LP,201.56,0.0063,-0.030600000000000002,0.3154,-0.2075,0.0562
BDRILL,Borr Drilling,Energy,9.4,9.4,9.43,648,,1475.54,-0.0467,0.1721,-0.10220000000000001,-0.8759,-0.8687999999999999
BRG,Borregaard,Materials,119.8,119.6,119.8,86,,11931.26,-0.0033,0.0187,0.2064,0.2903,0.318
BOUVET,Bouvet,Information technology,536.0,536.0,538.0,106,,5493.75,0.0152,0.019,0.0872,0.40369999999999995,0.7741
BRA-ME,BRAbank,Financials,0.39,0.39,0.4,17,,244.11,0.0,0.0,0.1143,-0.1558,-0.731
BWE,BW Energy Limited,Energy,17.59,17.44,17.59,231,,4121.41,-0.022799999999999997,0.0347,0.0347,,
BWLPG,BW LPG,Energy,36.86,36.84,36.88,763,,5090.24,-0.0171,-0.0086,0.2014,-0.43079999999999996,0.2346
