ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
BRA-ME,5014,Financial Services,51,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.brabank.no,1,Starvhusgaten 4,Banks—Regional,0.5,0.53,0.392971,,0,,0.53,,571769,,0.5,0.43737143,,0.53,,571769,,,,,,1.176394,,,0.5,4,NOK,62280,,,,328607456,,,951117,7.242197,0.5,0.53,,,62280,2.26,,,,0.262,0.525,False,,,0.53,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,7.082,,-2.80288,,-0.58677685,,,,625918976,,,1.287,,,,1577750400,,-127178000,-0.203,,0.2004472,0.4079254,,1640908800,1585612800,,,320670596,321343072,,1583884800,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,47 55 96 10 00,,,,,,,,
BGBIO,5009,Healthcare,36,"BerGenBio ASA, a clinical-stage biopharmaceutical company, develops medicines to treat immune evasive, drug resistant, and metastatic cancers. Its lead candidate is Bemcentinib, a bioavailable small molecule AXL inhibitor, which is in Phase II clinical development in two major cancer indications. The Phase II clinical trial program focuses on lung cancer, acute myeloid leukaemia, and myelodysplastic syndrome, as well as melanoma and triple negative breast cancer. In addition, it is developing tilvestamab, a function blocking antibody that is in Phase I clinical trial; and BGB601, a Phase I clinical trial antibody drug conjugate against human AXL that is linked to a cytotoxin. BerGenBio ASA has a collaboration agreement with Merck & Co. for clinical trials. The company was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.bergenbio.com,1,Jonas Lies vei 91,Biotechnology,32.55,32.9,29.582071,,0,,34.35,,276267,,32.55,35.09,,32.9,,276267,,,,,,2.063439,,,32.7,2,NOK,392509,,,,2901394944,,,614107,13309.151,32.7,33.4,,0,392509,54,-8.636364,,,11.4,33.2,False,,0,34.35,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BGBIO.OL,finmb_107144331,no_market,,9149.261,,0,-8.772,1.164531,,-3.85,,87260000,,,9.085,,,,1577750400,0.18125,-218016992,-3.264,,0.2004472,3.659879,0.45501998,1640908800,1593475200,,,52004262,1994539008,,,,,,,,,,,,,,https://logo.clearbit.com/bergenbio.com,47 55 96 11 59,,,,,,,,
BON,0152,Industrials,3935,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.bonheur.no,1,Fred. Olsens gate 2,Conglomerates,235,235,200.53116,0.018297873,,,239,,31326,,235,225.55714,4.3,235,,31326,,,,4.3,1590624000,0.867595,,,235,2,NOK,12524,,,,10037528576,,,31837,1.3647648,235,236,,50900,12524,246,,,2.68,134,235.5,False,0.0178,100000,239,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BON.OL,finmb_878177,no_market,,1.981,,-0.0892,17.657,0.19592881,,,,42531900,,,142.862,,,,1577750400,0.23837,-656028032,-15.424,,0.2004472,1.6519438,0.53275,1640908800,1593475200,,,19534048,14569594880,,1149120000,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,47 22 34 10 00,,,,,,,,
CLOUD-ME,0273,Utilities,,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.cloudberry.no,1,FrOeyas Gate 15,Utilities—Renewable,12.3,12.4,12.757257,,0,,12.5,,88321,,12.3,11.775714,,12.4,,88321,,,,,,,,,12.15,2,NOK,108360,,,,670148800,,,94128,2398.3652,12.15,12.2,,,108360,19,,,,10.54,12.152,False,,,12.5,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1701.345,,0,-182.397,-0.17989063,,,,55147200,,,1.271,,,,1577750400,,-2609160,-0.687,,0.2004472,9.560976,,1640908800,,,,14542165,475388064,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,,,,
DNO,0250,Energy,1318,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.dno.no,1,Dokkveien 1,Oil & Gas E&P,5.586,5.6,5.31464,0.007876835,,,5.61,,4490206,,5.586,5.8153143,0.044,5.6,,4490206,,,,0.4,1571961600,1.96806,,,5.44,2,NOK,2049195,,,,5314159104,,,7229801,6.8182693,5.44,5.456,,728400,2049195,14.755,16.50909,,,2.5,5.446,False,0.0723,162000,5.61,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNO.OL,finmb_878127,no_market,,7.807,,-0.19066,19.104,-0.53313833,,0.33,,975433024,,,0.988,,,,1577750400,0.14917,-148600000,-0.15,,0.2004472,5.51417,0.40448,1640908800,1593475200,,,536593797,6084751872,,1150416000,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,47 23 23 84 80,Aker Brygge,,47 23 23 84 81,,,,,
CARA,,Healthcare,,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,Norway,[],http://carasent.com,1,c/o Advokatsenteret Kristian,Health Information Services,25.7,25.6,17.334059,,0,,27.2,,134401,,25.7,22.405714,,25.6,,134401,,,,,1525996800,0.440766,,,25.6,2,NOK,48039,,,,1084922496,,,79529,18.6042,25.6,26.7,,,48039,27.2,,,,7.5,26.6,False,,,27.2,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000,EQUITY,CARA.OL,finmb_4222700,no_market,,18.064,,-0.06305,95.661,1.8619156,,,,40633800,,,2.342,,,,1577750400,0.05599,-3677000,-0.09,,0.2004472,11.400513,0.62675,1640908800,1593475200,,,15670096,1053415808,,1558569600,1:4,,,,,,,,,,,https://logo.clearbit.com/carasent.com,,Augusts gate 14,,,,,,,
BDRILL,HM11,Energy,694,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.borrdrilling.com,1,S.E. Pearman Building,Oil & Gas Drilling,7.615,7.365,10.297384,,0,,7.5,,575028,,7.615,8.782714,,7.365,,575028,,,,,,3.808982,,,7.335,2,NOK,194315,,,,1161592832,,,3388383,3.0273464,7.335,7.425,,0,194315,80,-52.857143,,,2.5995,7.4,False,,0,7.5,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.988,,-0.87594,612.989,-0.8423232,,-0.14,,156972000,,,7.163,,,,1577750400,0.5864,-336100000,-2.909,,0.2004472,1.0330867,0.26895002,1640908800,1593475200,,,102584470,3064943360,,1561507200,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,441 737 0152,2nd Floor 9 Par-la-Ville Road,,,,,,,
COV,111 22,Healthcare,47,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,Sweden,[],http://www.contextvision.com,1,Klara Norra Kyrkogata 31,Health Information Services,20.3,20.23,134.76352,,0,,21.995,,135529,,20.3,127.28471,,20.23,,135529,,,,,1212969600,1.293263,,,20,2,NOK,151955,,,,1671138176,,,66736,,20,21.69,,140000,151955,309,83.07693,,,19.7,21.5,False,,140000,21.995,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000,EQUITY,COV.OL,finmb_786673,no_market,,,,0.10281,,-0.76666665,,0.26,,77367504,,,0.808,,,,1577750400,0.08879,,-0.033,,0.2004472,26.732674,0.7414,1640908800,1593475200,,,20258680,1570560256,,1597795200,10:1,,,-0.7,,,,,,,,https://logo.clearbit.com/contextvision.com,46 87 50 35 50,,,,,,,,
DOF,5392,Energy,3134,"DOF ASA, together with its subsidiaries, owns and operates a fleet of offshore vessels worldwide. The company operates through three segments: Platform Supply Vessel (PSV), Anchor Handling Tug Supply Vessel (AHTS), and Subsea Vessel and Subsea Engineering. It operates a fleet of PSVs that are used to transport oilfield products and supplies to offshore drilling and production facilities; AHTS used to set anchors for drilling rigs, and tow mobile drilling rigs and equipment from one location to another; and subsea vessels used for a range of subsea services. The company also provides subsea services comprising project management, engineering, construction and installation, life-of-field, decommissioning/field abandonment, and survey and positioning, as well as inspection, repair, and maintenance services. In addition, it offers marine management services, such as crewing, chartering, mobilization, maintenance, refurbishment, projects and new building, and compliance services. As of December 31, 2019, the company operated a fleet of 67 vessels, including 16 PSVs, 20 AHTSs, and 31 subsea/construction vessels, as well as 72 remote operated vehicles and 2 autonomous underwater vehicles. It operates in Brazil, the United Kingdom, Australia, Norway, Canada, the United States, Guyana, the Philippines, Angola, Argentina, and internationally. The company was founded in 1981 and is headquartered in StorebÃ¸, Norway.",StorebÃ¸,Norway,[],http://www.dof.no,1,Alfabygget,Oil & Gas Equipment & Services,0.585,0.59,0.7584058,,0,,0.59,,1192337,,0.585,0.5910286,,0.59,,1192337,,,,,1242432000,1.937862,,,0.563,4,NOK,452946,,,,173886096,,,821034,0.026596222,0.563,0.569,,4700000,452946,2.8,0.6647059,,,0.5,0.564,False,,1357000,0.59,OSL,DOF ASA,DOF ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DOF.OL,finmb_884333,no_market,,2.827,,-1.0703601,9.44,-0.7784091,,0.85,,307763008,,,-2.801,,,,1577750400,0.04079,-6998000128,-22.151,,0.2004472,,0.57965,1640908800,1593475200,,,107720050,18483040256,,1527206400,1:10,,,,,,,,,,,https://logo.clearbit.com/dof.no,47 56 18 10 00,,,47 56 18 10 06,,,,,
BMA,4701,Industrials,,"Byggma ASA manufactures and supplies building materials to builders and retailers in the Nordic countries. It offers pre-painted ceilings and wall panels under the Huntonit brand name; I-beams for use in ceilings, walls, and floors in wood-based buildings under the brand name of Masonite; and particle boards, boards, and structural panels for use in buildings, pre painted ceilings, and wall panels under the Forestia brand name. The company also provides home lighting products under the Scan Lamps brand name; doors and windows for new buildings, extensions, or rehabilitation under the brand name of Uldal; a range of lamp and lighting products under the Aneta brand name; and develops, manufactures and distributes MDF panels for walls, ceilings, bathrooms, and kitchens under the brand name of Smartpanel. The company is headquartered in Vennesla, Norway.",Vennesla,Norway,[],http://www.byggma.no,1,Venneslaveien 233,Building Products & Equipment,105,105,92.88043,0.00952381,0.09689999,,105,,1913,,105,104.91428,1,105,,1913,,,,2,1598832000,0.595818,,,100,2,NOK,488,,,,698193024,,,1642,0.36156395,100,104,,170100,488,109,,,2.97,66,101,False,0.019,38900,105,OSL,BYGGMA ASA,Byggma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BMA.OL,finmb_9391774,no_market,,0.486,,0.03736,4.705,0.17977524,,,,6981930,,,130.66,,,,1577750400,0.0602,72149000,10.338,,0.2004472,0.76534516,0.94914,1640908800,1593475200,,,325966,938614976,,,,,,,,,,,,,,https://logo.clearbit.com/byggma.no,47 38 13 71 00,Postboks 21,9.673051,,,,,,
BOR,3712,Industrials,,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,Norway,[],http://borgestad.no,1,Gunnar Knudsensveg 144,Building Products & Equipment,15.5,15.8,13.349131,,0,,15.8,,9220,,15.5,16.1,,15.8,,9220,,,,,1307664000,1.431475,,,15.75,2,NOK,761,,,,201051840,,,23159,0.23147242,15.75,15.85,,75000,761,32,-3.7352247,,,9.1,15.35,False,,75000,15.8,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BOR.OL,finmb_878193,no_market,,1.387,,-0.038429998,33.26,-0.22500002,,-4.23,,12724800,,,39.838,,,,1577750400,0,-33378000,-3.459,,0.2004472,0.39660624,0.88801,1640908800,1593475200,,,3296749,1204785920,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,47 35 54 24 00,,,,,,,,
BOUVET,0369,Technology,1594,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.bouvet.no,1,SÃ¸rkedalsveien 8,Information Technology Services,598,598,463.5,0.013795987,0.4054,,598,,5578,,598,549.2,8.25,598,,5578,,,,8.25,1590105600,0.741579,,,590,2,NOK,26633,,,,6088202752,,,4799,2.6624405,590,594,,166400,26633,608,42.919075,,4.03,291,592,False,0.0138,27300,598,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.594,,0.09205,20.358,1,,13.84,,10249500,,,36.035,,,,1577750400,0.31916,210491008,20.357,,0.2004472,16.483974,0.29916,1640908800,1593475200,,,7590702,5931658752,,,,,,0.412,,,,,,,,https://logo.clearbit.com/bouvet.no,47 23 40 60 00,,29.179152,,,,,,
CRAYON,0484,Technology,1500,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. The company has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company has a strategic collaboration agreement with Amazon Web Services. Crayon Group Holding ASA is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.crayon.com/nb-NO,1,Sandakerveien 114A,Information Technology Services,98.3,98.3,62.710144,,0,,101.8,,136628,,98.3,83.582855,,98.3,,136628,,,,,,1.349002,,,97.6,2,NOK,128831,,,,8051607552,,,191531,0.5303168,97.6,99,,0,128831,104.8,92.71027,,,29.8,99.2,False,,0,101.8,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,CRAYON.OL,finmb_46100086,no_market,,0.506,,-0.00343,44.245,1.9969513,,1.07,,81165400,,,8.798,,,,1577750400,0.21603,-52075000,-0.691,,0.2004472,11.27529,0.60696,1640908800,1585612800,,,34221159,7677693440,,,,,,,,,,,,,,https://logo.clearbit.com/crayon.com,47 22 89 10 00,,,,,,,,
BRG,1701,Basic Materials,1103,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,Norway,[],http://www.borregaard.com,1,Hjalmar Wessels vei 6,Specialty Chemicals,124.8,124,103.274635,0.018429486,0.6183,,127,,71386,,124.8,119.71429,2.3,124,,71386,,,,2.3,1592265600,0,,,124,2,NOK,69890,,,,12410021888,,,83441,2.3851666,124,125.2,,721000,69890,132,23.28972,,,75,124.6,False,0.018099999,391200,127,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRG.OL,finmb_216329283,no_market,,2.831,,0.0715,14.639,0.36917174,,5.35,,99598896,,,29.38,,,,1577750400,0.56839,372000000,3.728,,0.2004472,4.24098,0.07204,1640908800,1593475200,,,91441470,14727227392,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,47 69 11 80 00,PO Box 162,33.42275,47 69 11 87 70,,,,,
BWLPG,117438,Industrials,2004,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,Singapore,[],http://www.bwlpg.com,1,10 Pasir Panjang Road,Marine Shipping,39.64,39.46,35.54623,0.027749749,0.3516,,39.96,,979424,,39.64,36.996,1.1,39.46,,979424,,,,11.51,1598918400,1.58885,,,38.6,2,NOK,366284,,,,5394068480,,,832722,5.430453,38.6,39.04,,406100,366284,85,186.00002,,,26,39.06,False,0.2903,63000,39.96,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.566,,0.41653,13.214,-0.15443689,,0.21,,138096992,,,8.564,,,,1577750400,0.31128,413743008,2.983,,0.2004472,4.560953,0.45400003,1640908800,1593475200,,,70685670,6521543168,,,,,,1.352,,,,,,,,https://logo.clearbit.com/bwlpg.com,65 6705 5588,"No. 17-02, Mapletree Business City",13.094201,65 6570 6056,,,,,
DNB,0191,Financial Services,9020,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.dnb.no,1,Dronning Eufemias gate 30,Banks—Regional,140.65,141.3,131.72182,0.063988626,0,,141.55,,1467436,,140.65,143.43428,9,141.3,,1467436,,,,,1588118400,0.975609,,,139,2,NOK,600614,,,,215733977088,,,2305254,4.4173384,139,139.2,,246400,600614,178.1,9.351478,,,94.26,139.15,False,,327700,141.55,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNB.OL,finmb_9778651,no_market,,19.794,,0.43046,,-0.036643863,,14.88,,1550370048,,,154.097,,,,1577750400,0.37327,19740000256,12.557,,0.2004472,0.9030026,0.42226002,1640908800,1593475200,,,889108173,966713999360,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,,BjÃ¸rvika,11.081468,,,,,,
ELOP-ME,2316,Technology,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,Norway,[],http://www.elop.no,1,Nordvikvegen 50,Scientific & Technical Instruments,5.295,5.3,5.291094,,0,,5.3,,73200,,5.295,5.291094,,5.3,,73200,,,,,,,,,5,2,NOK,62249,,,,366981088,,,283898,,5,5.225,,,62249,6.2,,,,4.82,5.131,False,,,5.3,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0,,0.00837934,,,,70302896,,,,,,,,,,,,0.2004472,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,47 41 64 13 00,,,,,,,,
ELE,0250,Basic Materials,2,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.elementasa.com,1,Grundingen 2,Other Industrial Metals & Mining,4.41,4.35,4.497616,,0,,4.35,,153960,,4.41,5.1545715,,4.35,,153960,,,,,,3.890824,,,4.14,4,NOK,200282,,,,80890288,,,724514,518.52747,4.14,4.28,,0,200282,9.5,,,,2,4.2,False,,0,4.35,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELE.OL,finmb_22929109,no_market,,598.423,,0,-32.067,1.094017,,,,18899600,,,0.229,,,,1577750400,0.00629,-5625000,-0.457,,0.2004472,18.689957,0.28688,1640908800,1585612800,,,11834424,93354000,,1556150400,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,47 23 08 23 08,,,,,,,,
EIOF,5443,Energy,514,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",BÃ¸mlo,Norway,[],http://www.eidesvik.no,1,Vestvikveien 1,Oil & Gas Equipment & Services,3,3.1,3.637174,,0,,3.1,,13513,,3,3.1805716,,3.1,,13513,,,,,1400198400,0.780487,,,3,4,NOK,3915,,,,186450000,,,17652,0.3215265,3,3.08,,182600,3915,6.12,-0.65502185,,,2.9,2.96,False,,1000000,3.1,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EIOF.OL,finmb_22071229,no_market,,3.518,,-1.17882,15.015,-0.47183096,,-4.58,,62150000,,,10.379,,,,1577750400,0.05849,-683587008,-11.002,,0.2004472,0.28904518,0.7988,1640908800,1593475200,,,11241070,2040241024,,,,,,-0.156,,,,,,,,https://logo.clearbit.com/eidesvik.no,47 53 44 80 00,,,,,,,,
