ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,51.45,51.2,48.933453,0.0038872692,3.7889001,,51.85,,83817,,51.45,50.773716,0.2,51.2,,83817,,,,1.87,1583798400,0.38253,,,50.6,2,NOK,84124,,,,2914255104,,,103392,19.994478,50.6,51.7,,219600,84124,108.2,370.35712,,,38.1,51.6,False,0.036199998,100000,51.85,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.76,,0.01914,34.405,-0.41864407,,0.14,,54110600,,,15.015,,,,1577750400,0.19859,2790000,0.051,,0.10953009,3.4532132,0.4586,1640908800,1593475200,,,28832284,3608821760,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 6935,4th Floor 14 Par-La-Ville Road,1016.6666,441 295 3494,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,71,73.5,55.299282,,0,,73.5,,12512,,71,71.01428,,73.5,,12512,,,,,,0.890476,,,68,2,NOK,6049,,,,1055084928,,,12692,15.025633,68,71,,,6049,89,,,,38,68,False,,,73.5,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,13.218,,-0.27326,-46.351,0.47916663,,,,15402700,,,13.192,,,,1577750400,0.26522,-19188000,-1.248,,0.10953009,5.1925406,0.48766997,1640908800,1593475200,,,6813392,928127616,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,47 99 33 99 05,,,,,,,,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,144.75,144.3,137.38266,0.0049050087,,,144.75,,3025579,,144.75,142.62714,0.71,144.3,,3025579,,,,6.76,1605139200,0.700602,,,142.8,2,NOK,4989302,,,,469024833536,,,2929771,8.979817,142.8,144.6,,0,4989302,187.2,64.77578,,4.96,95.2,145.6,False,0.0467,0,144.75,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,9.216,,-0.04413,33.529,-0.19201785,,2.23,,3246970112,,,10.863,,,,1577750400,0.19812,-2304999936,-0.697,,0.10953009,13.297432,0.67271006,1640908800,1593475200,,,1015658280,481340391424,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,47 51 99 00 00,,,,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,6.35,6.1,5.8307915,0.07874016,0,,6.7,,10231,,6.35,6.002857,0.5,6.1,,10231,,,,,1428624000,0.800602,,,5.6,2,NOK,4840,,,,512236288,,,6373,2.4697514,5.6,5.95,,110000,4840,11.5,,,,4.5,5.8,False,,100000,6.7,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,7.337,,-1.91897,20.723,-0.39698493,,,,86032496,,,17.506,,,,1577750400,0.01897,-398001984,-4.626,,0.10953009,0.33131498,0.92489,1640908800,1593475200,,,8121469,1521672704,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,47 55 60 68 00,,,,,,,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,67.35,66.2,78.648926,0.025241278,0.5021,,66.95,,778683,,67.35,71.377144,1.7,66.2,,778683,,,,18.13,1599696000,0.310402,,,65.6,2,NOK,476585,,,,12858647552,,,576391,9.713047,65.6,66.2,,173100,476585,123,153.48837,,,55,66.05,False,0.2692,75700,66.95,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,11.858,,0.35037997,23.054,-0.1776557,,0.43,,197692000,,,8.425,,,,1577750400,0.29650998,463852000,2.406,,0.10953009,7.8338275,0.50473,1640908800,1593475200,,,98284714,15697889280,,1454544000,1:5,,,183.53,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 6935,14 Par-la-Ville Road PO Box HM 1593,27.431423,441 295 3494,,,,,
GIG,STJ 3148,Consumer Cyclical,487,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. Gaming Innovation Group Inc. has a strategic partnership with Betgenius Limited to create a sportsbook and platform solution for operators in regulated markets worldwide. The company was founded in 2012 and is headquartered in St Julians, Malta.",St. Julian's,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,8.05,8.05,5.6672664,,0,,8.2,,138916,,8.05,7.54,,8.05,,138916,,,,,,0.812048,,,7.7,2,NOK,605186,,,,711044224,,,178839,,7.7,8.1,,86600,605186,9.86,79,,,2.05,7.96,False,,1568100,8.2,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.068287075,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.10953009,5.8302584,0.53973,1640908800,1593475200,,,37505344,720044992,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,356 2711 0277,Golden Mile Business Centre Triq Id-Dragunara,,,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,43,43,39.92057,0.045348838,0.58669996,,44.36,,395574,,43,44.08457,1.95,43,,395574,,,,1.95,1588204800,0.769277,,,42.94,2,NOK,651658,,,,7339148800,,,591338,1.0531436,42.94,43.9,,79600,651658,50.75,17.088802,,,24.18,43.86,False,0.045300003,95300,44.36,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.529,,0.078049995,11.961,0.7131474,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.10953009,3.8594346,0.03046,1640908800,1593475200,,,159459440,10655788032,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,13.493902,,,,,,
GJF,0191,Financial Services,3620,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,Insurance—Diversified,197,198,182.29857,0.036040608,0,,203.6,,471026,,197,188.67714,7.1,198,,471026,,,,,1585267200,0.387349,,,197.2,2,NOK,964311,,,,102623019008,,,378541,3.7208004,197.2,203.4,,118100,964311,208.8,21.365545,,,145.25,203.2,False,,96300,203.6,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.902,,0.14283,9.975,0.07094324,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.10953009,3.6256685,0.6395,1640908800,1593475200,,,497370053,52449701888,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,47 91 50 31 00,,25.818735,,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,132.7,133,126.0554,0.03617182,0.3717,,133,,308481,,132.7,125.54857,4.8,133,,308481,,,,4.8,1601596800,0.446385,,,129.9,2,NOK,822766,,,,23859292160,,,341586,9.38234,129.9,130.9,,168600,822766,168.6,18.093924,,3.69,96.2,130.9,False,0.036199998,193700,133,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.977,,0.91663,20.602,-0.03420669,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.10953009,1.0430768,0.22298999,1640908800,1593475200,,,150093205,45715902464,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,47 21 60 51 00,,10.234375,,,,,,
GRONG-ME,7870,Financial Services,62,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,114,114,108.29497,0.06140351,0.8255,,114,,2954,,114,111.85714,7,114,,2954,,,,7,1584057600,0.064293,,,114,2,NOK,5101,,,,338862720,,,890,1.8618729,114,113,,,5101,118,,,,96,112,False,0.0614,,114,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.363,,0.30028,,,,,,2972480,,,262.916,,,,1577750400,0.03611,25826000,8.481,,,0.43359858,0,1640908800,1593475200,,,1938143,1522158208,,,,,,0.362,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,47 74 31 28 60,,13.441812,47 74 31 28 61,,,,e1a9280d-7287-3862-aa78-b95ec7bce240,
GEOS-ME,6002,Industrials,,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Marine Shipping,1.2,1.2,1.3669064,,0,,1.2,,1623,,1.2,1.0928571,,1.2,,1623,,,,,,0.383842,,,1.2,4,NOK,6700,,,,54808564,,,1318,0.4966072,1.2,1.2,,,6700,5.1,,,,1,1.2,False,,,1.2,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.722,,-0.15581,17.658,,,,,45673800,,,8.079,,,,1577750400,0.4456,-17196492,-0.541,,,0.14853323,0,1640908800,1577750400,,,19335649,300461568,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 60,,,47 70 10 26 61,,,,deed147b-b49c-39d3-9c06-87b3993697ec,
GYL,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,Publishing,500,530,501.26617,0.02,0.3696,,530,,6,,500,493.3143,10,530,,6,,,,7,1593129600,0.327108,,,498,2,NOK,3,,,,1153565056,,,51,0.5503771,498,520,,7100,3,600,,,2,388,496,False,0.0139999995,1300,530,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.76,,0.02084,13.106,,,,,2307130,,,324.172,,,,1577750400,0,43689000,18.936,,,1.5423911,0.95658,1640908800,1593475200,,,,1593169408,,,,,,,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,47 22 03 41 00,,26.40473,,,,,416c704a-5f3e-33e9-8594-1e79dea9083e,
GOD,0663,Industrials,271,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,7.35,7.35,6.457698,0.20408164,0,,7.45,,76831,,7.35,7.002857,1.5,7.35,,76831,,,,,1398643200,1.284939,,,7.2,2,NOK,38620,,,,168478768,,,37294,0.34864986,7.2,7.35,,27800,38620,9,,,,4.72,7.2,False,,66200,7.45,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.368,,-0.02009,-40.088,,,,,22614600,,,10.225,,,,1577750400,0.029460002,-9708000,-0.425,,,0.7286063,0.59415,1640908800,1593475200,,,11701910,177908720,,1336348800,1:10,,,-0.923,,,,,,,,https://logo.clearbit.com/goodtech.no,47 81 56 86 00,Etterstad PO Box 6578,,,,,,29ef84a6-23af-3318-aff7-9e049cd7307d,
HAVI,6099,Industrials,474,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",FosnavÃ¥g,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,Marine Shipping,2.63,2.51,2.5927699,,0,,2.64,,9161,,2.63,2.7957141,,2.51,,9161,,,,,1210809600,1.28253,,,2.51,4,NOK,5068,,,,62531672,,,25877,0.078781046,2.51,2.58,,270700,5068,4.3,-1.315,,,1.5,2.52,False,,200000,2.64,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,2.818,,1.3290199,9.877,,,-2,,23776300,,,8.057,,,,1577750400,0.00425,1054894016,44.367,,,0.32642424,0.68297,1640908800,1593475200,,,9678381,2236556032,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,47 70 08 09 00,,0.059278294,47 70 08 09 01,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9,
HIDDN,0254,Technology,3,"Hiddn Solutions ASA, through its subsidiary, Finn Clausen Sikkerhetssystemer AS distributes physical filing and storage systems in Norway. It operates in three segments: Security Cabinets, Filing Cabinets, and Other Storage Products. The company sells security and filing cabinets, as well as other storage products, including wardrobe lockers, shelving systems, and safe deposit boxes. It also offers after sales support services for security, archiving, and storage products. Hiddn Solutions ASA was founded in 1998 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.hiddnsolutions.no,1,Cort Adelers gate 17,Computer Hardware,2.11,2.1,1.5656115,18.00948,0,,2.28,,381483,,2.11,1.6954286,38,2.1,,381483,,,,,1476748800,1.669047,,,2.1,4,NOK,726673,,,,197799360,,,308075,54.161926,2.1,2.2,,0,726673,4.33748,,,,0.777755,2.18,False,,0,2.28,OSL,HIDDN SOLUTIONS,Hiddn Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HIDDN.OL,finmb_7099157,no_market,,27.846,,0,-6.929,,,,,89908800,,,0.861,,,,1577750400,0,-16730000,-0.475,,,2.5551684,0.84906995,1640908800,1593475200,,,69681273,101692088,,1568678400,1:20,,,,,,,,,,,https://logo.clearbit.com/hiddnsolutions.no,47 22 12 00 12,,,,,,,3afe3f0c-9fb4-3681-b6a1-4c433760c6ec,
HELG,8622,Financial Services,141,"Helgeland Sparebank provides various financial products and services to retail customers, small and medium enterprises, municipal authorities, and institutions in Norway. The company operates in two segments, Retail Market and Corporate Market. It offers savings, investment, and insurance products, as well as leasing and mortgage services. The company also engages in owning, managing, letting, buying, and selling commercial properties. It operates through five branches located in MosjÃ¸en, BrÃ¸nnÃ¸ysund, SandnessjÃ¸en, SÃ¸mna, and Korgen in Helgeland. The company was founded in 1860 and is headquartered in Mo i Rana, Norway.",Mo i Rana,Norway,[],http://www.hsb.no,1,Jernbanegata 15,Banks—Regional,82,81.5,74.72302,0.0652439,0.23889999,,82,,3403,,82,82.185715,5.35,81.5,,3403,,,,2.7,1588636800,0.690963,,,81,2,NOK,5971,,,,1721035520,,,6137,2.4621396,81,81.5,,203100,5971,90,7.897287,,3.82,60,81.5,False,0.032899998,67000,82,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,16.552,,0.47067,,,,10.32,,20861100,,,174.919,,,,1577750400,0.1546,241000000,11.481,,,0.46592993,0.56207,1640908800,1593475200,,,11769198,11570039808,,1270512000,2:1,,,1.106,,,,,,,,https://logo.clearbit.com/hsb.no,47 75 11 90 00,,7.098685,47 75 12 82 02,,,,bfb69ecc-9ef2-3f88-8f3a-2ef7adbda9bb,
HUNT,0287,Energy,3,"Hunter Group ASA, an investment company, focuses primarily on shipping and oil services investments in Norway and internationally. The company develops VLCC construction contracts and options. Its fleet consist of seven identical VLCCs. The company was formerly known as Badger Explorer ASA and changed its name to Hunter Group ASA in May 2017. Hunter Group ASA was founded in 2003 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.huntergroup.no,1,Dronningen 1,Oil & Gas Equipment & Services,3.36,3.36,3.5441728,,0,,3.42,,1721012,,3.36,3.3248572,,3.36,,1721012,,,,,,0.105421,,,3.34,4,NOK,1241237,,,,1967737984,,,1403739,31.437532,3.34,3.35,,0,1241237,6.05,342.00003,,,3,3.345,False,,0,3.42,OSL,HUNTER GROUP ASA,Hunter Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HUNT.OL,finmb_23568458,no_market,,36.026,,0.72097,42.993,,,0.01,,575361984,,,0.42,,,,1577750400,0.15904,45127000,0.077,,,8.142858,0.45485002,1640908800,1593475200,,,291150439,2254932736,,1512691200,1:10,,,16.112,,,,,,,,https://logo.clearbit.com/huntergroup.no,47 95 77 29 47,,44.415585,,,,,170d6877-c6c5-3d97-b22b-94bb52c858e2,
HYARD,6090,Industrials,504,"Havyard Group ASA primarily engages in shipbuilding, engineering, ship design, and ship equipment businesses worldwide. It operates in five segments: Ship Technology, Design & Solutions, Power & Systems, Fish Handling, and Havyard Production. The Ship Technology segment constructs and repairs offshore vessels, windmill service vessels, live-fish carriers, fishing vessels, and other specialty vessels. The Design & Solutions segment develops, sells, and delivers ship design and engineering, and system packages to yards and shipping companies. The Power & Systems segment manufactures and supplies diesel- and hybrid-electric propulsion systems, including boards, electromechanical products, and automation and safety systems; designs, engineers, and installs electrical systems; and develops and delivers control and automation systems for ships. The Fish Handling segment delivers solutions for handling and cooling of seafood onboard fishing vessels and live fish carriers, and in on-shore plants; and produces, rents, and sells waste machines. The Havyard Production segment hires out personnel; and pre-fabricates steel products, including piping, switchboards, and starters. The company was founded in 1999 and is headquartered in FosnavÃ¥g, Norway.",FosnavÃ¥g,Norway,[],http://www.havyard.com,1,Havyard House,Aerospace & Defense,1.925,1.92,2.1240287,0.23376623,0,,1.92,,106402,,1.925,1.9592857,0.45,1.92,,106402,,,,,1425254400,0.194578,,,1.85,4,NOK,29812,,,,45866732,,,34486,0.020081809,1.85,1.89,,100000,29812,5.5,,,,1.3,1.87,False,,299000,1.92,OSL,HAVYARD GROUP ASA,Havyard Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HYARD.OL,finmb_95307648,no_market,,0.233,,-0.15223,-8.139,,,,,24726000,,,-7.663,,,,1577750400,0.0793,-448878016,-13.903,,,,0.73204005,1640908800,1593475200,,,8019628,531078976,,,,,,,,,,,,,,https://logo.clearbit.com/havyard.com,47 70 08 45 50,Holmefjordvegen 1,,,,,,39294dbc-e16c-30e4-8e1d-0fdc55fbf2d1,
