ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
BON,Bonheur,Industrials,233.5,232.0,233.5,0,,9931.2,,,0.0911,0.1971,0.3811,0152,Industrials,3935.0,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1.0,Fred. Olsens gate 2,Conglomerates,235.0,236.0,198.9292,0.018297873,,,236.0,,16360.0,,235.0,224.69117999999997,4.3,236.0,,16360.0,,,,4.3,1590624000.0,0.8675950000000001,,,232.0,2.0,NOK,14243.0,,,,9931198464.0,,,43667.0,1.3503076,232.0,234.0,,50900.0,14243.0,244.5,,,2.71,134.0,232.5,False,0.0183,100000.0,236.0,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BON.OL,finmb_878177,no_market,,1.972,,-0.0892,17.579,0.33522725,,,,42531900.0,,,142.862,,,,1577750400.0,0.23836999999999997,-656028032.0,-15.424000000000001,,0.16599834,1.6344445,0.53275,1640908800.0,1593475200.0,,,19534048.0,14505796608.0,,1149120000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,,,,,,,,
BOR,Borgestad,Materials,16.65,16.1,16.7,0,LP,211.74,,,-0.0292,-0.1675,-0.0694,3712,Industrials,,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1.0,Gunnar Knudsensveg 144,Building Products & Equipment,16.75,16.2,13.561167999999999,,0.0,,16.65,,17253.0,,16.75,15.54853,,16.2,,17253.0,,,,,1307664000.0,1.431475,,,16.15,2.0,NOK,18368.0,,,,211734720.0,,,24356.0,0.22950108,16.15,16.4,,75000.0,18368.0,32.0,-3.9361699999999997,,,9.1,16.1,False,,75000.0,16.65,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOR.OL,finmb_878193,no_market,,1.305,,-0.06982000000000001,22.928,-0.13659793,,-4.23,,12716800.0,,,39.859,,,,1577750400.0,0.0,-64412000.0,-7.859,,0.16599834,0.41772246,0.8880100000000001,1640908800.0,1585612800.0,,,3296749.0,1203758464.0,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,,,,,,,,
BDRILL,Borr Drilling,Energy,8.49,8.5,8.5,0,,1331.91,,,-0.0722,-0.888,-0.8195,HM11,Energy,694.0,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1.0,S.E. Pearman Building,Oil & Gas Drilling,8.85,8.98,12.740905,,0.0,,8.98,,781861.0,,8.85,9.304412,,8.98,,781861.0,,,,,,3.808982,,,8.455,2.0,NOK,443459.0,,,,1331907328.0,,,3811345.0,3.4478574,8.455,8.5,,0.0,443459.0,80.0,-60.60714,,,2.5995,8.49,False,,0.0,8.98,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.187,,-0.87678003,216.90200000000002,-0.8178075,,-0.14,,156972000.0,,,10.885,,,,1577750400.0,0.5864,-338700000.0,-3.117,,0.16599834,0.77951306,0.26895002,1640908800.0,1585612800.0,,,72422009.0,2776342528.0,,1561507200.0,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,2nd Floor 9 Par-la-Ville Road,,,,,,,
BRG,Borregaard,Materials,118.0,109.4,123.8,0,,11751.99,,,0.0208,0.2709,0.3123,1701,Basic Materials,1103.0,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1.0,Hjalmar Wessels vei 6,Specialty Chemicals,119.2,120.0,101.23212,0.019295301,0.6183,,120.0,,48541.0,,119.2,112.26765,2.3,120.0,,48541.0,,,,2.3,1592265600.0,0.0,,,117.6,2.0,NOK,159022.0,,,,11751997440.0,,,84619.0,2.2586966,117.6,118.4,,721000.0,159022.0,126.0,22.056076,,,75.0,118.0,False,0.019299998999999998,391200.0,120.0,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRG.OL,finmb_216329283,no_market,,2.7,,0.0715,13.966,0.27828420000000004,,5.35,,99593200.0,,,29.38,,,,1577750400.0,0.56839,372000000.0,3.728,,0.16599834,4.016337999999999,0.07203999999999999,1640908800.0,1593475200.0,,,91484295.0,14049993728.0,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,PO Box 162,31.652359999999998,47 69 11 87 70,,,,,
BOUVET,Bouvet,Information technology,566.0,566.0,566.0,0,,5801.24,,,0.0404,0.4823,0.9171,0369,Technology,1575.0,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1.0,SÃ¸rkedalsveien 8,Information Technology Services,566.0,560.0,449.0365,0.014575971,0.7019,,572.0,,2648.0,,566.0,529.4706,8.25,560.0,,2648.0,,,,8.25,1590105600.0,0.741579,,,560.0,2.0,NOK,2520.0,,,,5801103872.0,,,7968.0,2.6261732999999996,560.0,568.0,,166400.0,2520.0,574.0,40.895953999999996,,4.1,290.0,560.0,False,0.0146,27300.0,572.0,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.5610000000000004,,0.08663999,22.101,0.88039863,,13.84,,10249300.0,,,37.632,,,,1577750400.0,0.31916,191378000.0,18.525,,0.16599834,15.040391,0.29916,1640908800.0,1585612800.0,,,7590394.0,5656337920.0,,,,,,0.21,,,,,,,,https://logo.clearbit.com/bouvet.no,,30.553307,,,,,,
BRA-ME,BRAbank,Financials,0.49,0.49,0.49,0,,306.7,,,0.2827,0.0606,-0.6733,5014,Financial Services,51.0,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1.0,Starvhusgaten 4,Banks—Regional,0.48,0.48200000000000004,0.3971825,,0.0,,0.498,,361768.0,,0.48,0.39017648,,0.48200000000000004,,361768.0,,,,,,1.1763940000000002,,,0.424,4.0,NOK,734632.0,,,,306700320.0,,,984961.0,6.759384599999999,0.424,0.49,,,734632.0,2.26,,,,0.262,0.47,False,,,0.498,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,6.737,,-2.80288,,-0.6666667,,,,625918976.0,,,1.287,,,,1577750400.0,,-127178000.0,-0.203,,0.16599834,0.38073042,,1640908800.0,1585612800.0,,,320670596.0,305695104.0,,1583884800.0,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,,,,,,,,
BWE,BW Energy Limited,Energy,17.75,17.14,17.75,0,,4158.9,,,0.0017,,,0277,Energy,100.0,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1.0,Drammensveien 151,Oil & Gas E&P,17.8,17.62,15.100864000000001,,0.0,,17.89,,138623.0,,17.8,17.641706,,17.62,,138623.0,,,,,,,,,17.4,2.0,NOK,121456.0,,,,4158896128.0,,,429134.0,14.726970000000001,17.4,17.64,,,121456.0,25.0,,,,7.62,17.53,False,,,17.89,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWE.OL,finmb_144579252,no_market,,12.185,,0.20538001,21.346,-0.26294,,,,234304000.0,,,1.9380000000000002,,,,1577750400.0,0.10088000400000001,58000000.0,0.309,,0.16599834,9.158927,0.7214,1640908800.0,1585612800.0,,,56150662.0,3441019904.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,,57.443367,47 23 13 00 01,,,,,
BWLPG,BW LPG,Energy,37.0,37.5,37.5,0,,5109.58,,,0.0547,-0.4287,0.1748,117438,Industrials,2004.0,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1.0,10 Pasir Panjang Road,Marine Shipping,37.72,37.6,37.575695,0.02783669,0.3116,,38.14,,436829.0,,37.72,34.798823999999996,1.05,37.6,,436829.0,,,,10.16,1591056000.0,1.58885,,,36.8,2.0,NOK,474743.0,,,,5109588480.0,,,874743.0,5.381165,36.8,37.1,,406100.0,474743.0,85.0,176.19048,,,26.0,37.02,False,0.2696,63000.0,38.14,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.55,,0.39815,13.65,-0.09976137,,0.21,,138096992.0,,,8.357999999999999,,,,1577750400.0,0.31128,378060000.0,2.725,,0.16599834,4.426896599999999,0.45400003,1640908800.0,1585612800.0,,,70321032.0,6219709440.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,"No. 17-02, Mapletree Business City",13.577982,65 6570 6056,,,,,
BWO,BW Offshore Limited,Energy,33.9,33.9,33.9,0,,6129.11,,,0.0059,-0.4256,-0.0974,HM11,Energy,2126.0,"BW Offshore Limited builds, owns, and operates oil and gas floating production, storage, and offloading vessels (FPSOs); and floating, storage, and offloading vessels (FSOs) to the oil and gas industries in the Asia Pacific, the Americas, the European Union, and West Africa. It also offers engineering, procurement, construction, and installation services; and lease and operation services of FPSO units. As of March 8, 2016, the company had a fleet of 14 FPSOs and 1 FSO. It also operates additional two operations and maintenance contracts FPSOs and one new project FPSO. The company was founded in 1982 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.bwoffshore.com,1.0,Clarendon House,Oil & Gas Equipment & Services,33.18,33.86,31.30002,,0.0,,34.38,,398834.0,,33.18,32.934115999999996,,33.86,,398834.0,,,,0.32,1591056000.0,2.865272,,,32.94,2.0,NOK,310153.0,,,,7717301248.0,,,812665.0,6.5389776,32.94,33.9,,,310153.0,69.212,,,,12.91,33.84,False,0.0095,,34.38,OSL,BW OFFSHORE LTD,BW Offshore Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWO.OL,finmb_26954576,no_market,,6.307,,-0.18548,11.048,-0.20618021,,,,227648992.0,,,4.217,,,,1577750400.0,0.2165,-233200000.0,-1.1840000000000002,,0.16599834,8.038891,0.50139,1640908800.0,1585612800.0,,,106798650.0,7443299840.0,,1480636800.0,1:50,,,,,,,,,,,https://logo.clearbit.com/bwoffshore.com,2 Church Street,,,,,,,
BMA,Byggma,Industrials,105.0,95.0,109.0,0,,733.1,,,0.0606,0.1413,0.17980000000000002,4701,Industrials,,"Byggma ASA manufactures and supplies building materials to builders and retailers in the Nordic countries. It offers pre-painted ceilings and wall panels under the Huntonit brand name; I-beams for use in ceilings, walls, and floors in wood-based buildings under the brand name of Masonite; and particle boards, boards, and structural panels for use in buildings, pre painted ceilings, and wall panels under the Forestia brand name. The company also provides home lighting products under the Scan Lamps brand name; doors and windows for new buildings, extensions, or rehabilitation under the brand name of Uldal; a range of lamp and lighting products under the Aneta brand name; and develops, manufactures and distributes MDF panels for walls, ceilings, bathrooms, and kitchens under the brand name of Smartpanel. The company is headquartered in Vennesla, Norway.",Vennesla,47 38 13 71 00,Norway,[],http://www.byggma.no,1.0,Venneslaveien 233,Building Products & Equipment,109.0,106.0,91.90146,0.0091743115,0.1558,,106.0,,163.0,,109.0,103.77941,1.0,106.0,,163.0,,,,1.0,1590624000.0,0.5958180000000001,,,100.0,2.0,NOK,1550.0,,,,733102656.0,,,1522.0,0.39487659999999997,100.0,105.0,,170100.0,1550.0,109.0,,,3.01,66.0,101.0,False,0.0092,38900.0,106.0,OSL,BYGGMA ASA,Byggma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BMA.OL,finmb_9391774,no_market,,0.5429999999999999,,0.024,6.4,0.21111107,,,,6981930.0,,,127.596,,,,1577750400.0,0.0602,44549000.0,6.38,,0.16599834,0.82290983,0.94914,1640908800.0,1585612800.0,,,325966.0,1007315008.0,,,,,,-0.177,,,,,,,,https://logo.clearbit.com/byggma.no,Postboks 21,16.45768,,,,,,
CARA,Carasent,Health care,23.7,23.9,24.4,0,,963.02,,,0.1394,1.4283,1.8762,,Healthcare,,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1.0,c/o Advokatsenteret Kristian,Health Information Services,23.6,24.0,16.312775,,0.0,,24.6,,80513.0,,23.6,20.948529999999998,,24.0,,80513.0,,,,,1525996800.0,0.440766,,,23.7,2.0,NOK,88321.0,,,,963021120.0,,,72546.0,16.51384,23.7,23.8,,,88321.0,24.6,,,,7.5,23.7,False,,,24.6,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CARA.OL,finmb_4222700,no_market,,16.67,,-0.06305,88.281,1.4947146999999998,,,,40633800.0,,,2.342,,,,1577750400.0,0.05599,-3677000.0,-0.09,,0.16599834,10.119556,0.62675,1640908800.0,1593475200.0,,,15670096.0,972147776.0,,1558569600.0,1:4,,,,,,,,,,,https://logo.clearbit.com/carasent.com,Augusts gate 14,,,,,,,
CLOUD-ME,Cloudberry Clean Energy,Utilities,12.5,12.5,12.5,0,,478.84,,,0.1259,,,0273,Utilities,,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1.0,FrOeyas Gate 15,Utilities—Renewable,12.5,12.302,12.815085,,0.0,,12.5,,83971.0,,12.5,12.915882,,12.302,,83971.0,,,,,,,,,12.3,2.0,NOK,52247.0,,,,,,,85696.0,,12.3,12.498,,,52247.0,19.0,,,,10.54,12.3,False,,,12.5,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1721.1760000000002,,0.0,-184.523,-0.16655552,,,,,,,1.271,,,,1577750400.0,,-2609160.0,-0.687,,0.16599834,9.833202,,1640908800.0,,,,14542165.0,480929280.0,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,,,
COV,ContextVision,Health care,25.7,,,0,LP,1988.34,,,0.0,1.4712,2.5205,111 22,Healthcare,47.0,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1.0,Klara Norra Kyrkogata 31,Health Information Services,246.0,247.0,154.89708000000002,,0.0,,261.0,,16375.0,,246.0,255.20588999999998,,247.0,,16375.0,,,,,1212969600.0,1.2932629999999998,,,246.0,2.0,NOK,36144.0,,,,1988344704.0,,,22132.0,,246.0,260.0,,140000.0,36144.0,309.0,988.46155,,,50.5,258.0,False,,140000.0,261.0,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000.0,EQUITY,COV.OL,finmb_786673,no_market,,,,0.10280999999999998,,2.1139240000000004,,0.26,,7736750.0,,,0.8079999999999999,,,,1577750400.0,0.08879,,-0.033,,0.16599834,318.0693,0.7414,1640908800.0,1593475200.0,,,2043430.0,1903240448.0,,1597795200.0,10:1,,,-0.7,,,,,,,,https://logo.clearbit.com/contextvision.com,,,,,,,,
CRAYON,Crayon Group Holding,Information technology,97.5,97.5,97.5,0,,7919.98,,,0.4029,0.875,2.0564,0484,Technology,1500.0,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. It has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company is headquartered in Oslo, Norway.",Oslo,47 22 89 10 00,Norway,[],http://www.crayon.com,1.0,Sandakerveien 114A,Information Technology Services,99.4,99.4,60.0854,,0.0,,99.4,,575550.0,,99.4,73.15294,,99.4,,575550.0,,,,,,1.349002,,,96.9,2.0,NOK,221134.0,,,,7913626624.0,,,236990.0,0.5212287999999999,96.9,97.4,,0.0,221134.0,102.8,91.12149000000001,,,29.8,97.3,False,,0.0,99.4,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CRAYON.OL,finmb_46100086,no_market,,0.511,,-0.00343,44.731,2.0679011000000003,,1.07,,81165400.0,,,8.798,,,,1577750400.0,0.21603000000000003,-52075000.0,-0.691,,0.16599834,11.082064,0.60696,1640908800.0,1585612800.0,,,34221159.0,7761969152.0,,,,,,,,,,,,,,https://logo.clearbit.com/crayon.com,,,,,,,,
DNB,DNB,Financials,143.45,143.3,143.3,0,,223859.95,,,-0.0212,-0.1253,-0.0158,0191,Financial Services,9020.0,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1.0,Dronning Eufemias gate 30,Banks—Regional,144.3,144.0,133.72708,0.062370062000000004,0.0,,144.95,,1238869.0,,144.3,140.21912,9.0,144.0,,1238869.0,,,,,1588118400.0,0.9756090000000001,,,143.0,2.0,NOK,1012352.0,,,,222400577536.0,,,2663052.0,4.553843,143.0,143.8,,246400.0,1012352.0,178.1,9.640457000000001,,,94.26,143.7,False,,327700.0,144.95,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNB.OL,finmb_9778651,no_market,,19.883,,0.43046,,-0.00688231,,14.88,,1550370048.0,,,154.097,,,,1577750400.0,0.37327,19740000256.0,12.557,,0.16599834,0.93090713,0.42226002,1640908800.0,1593475200.0,,,889201447.0,971066834944.0,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,BjÃ¸rvika,11.423906,,,,,,
DNO,DNO,Energy,5.83,5.83,5.83,0,,5690.67,,,-0.0678,-0.4958,-0.4686,0250,Energy,1318.0,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1.0,Dokkveien 1,Oil & Gas E&P,5.778,5.77,5.544109,0.007615091700000001,,,5.946000000000001,,4559691.0,,5.778,5.9126472,0.044000000000000004,5.77,,4559691.0,,,,0.4,1571961600.0,1.96806,,,5.744,2.0,NOK,3809638.0,,,,5690676224.0,,,7991855.0,7.3013554,5.744,5.864,,728400.0,3809638.0,14.755,17.678787,,,2.5,5.85,False,0.0691,162000.0,5.946000000000001,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNO.OL,finmb_878127,no_market,,8.047,,-0.19066,19.692,-0.53327954,,0.33,,975433024.0,,,0.988,,,,1577750400.0,0.14917,-148600000.0,-0.15,,0.16599834,5.9048586,0.40448,1640908800.0,1593475200.0,,,536593797.0,6272034304.0,,1150416000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,Aker Brygge,,47 23 23 84 81,,,,,
