ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SPOG,Sparebanken Øst,Equity certificates,47.5,47.1,48.4,0,,984.73,,,-0.0021,-0.0622,-0.0375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNI,Stolt-Nielsen,Industrials,83.7,83.0,86.0,0,,4479.94,,,0.0024,-0.2658,-0.1087,WC2B 4HN,Industrials,6749.0,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,Marine Shipping,85.0,87.0,87.656204,0.0,,,87.0,,15115.0,,85.0,84.23235,0.0,87.0,,15115.0,,,,,1587600000.0,0.9802549999999999,,,83.6,2.0,NOK,14659.0,,,,6593860096.0,,,19401.0,3.2649967999999996,83.6,84.3,,400.0,14659.0,134.6,55.8,,5.67,69.6,83.1,False,,145400.0,87.0,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.838,,-0.00336,20.111,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.091508999999999,0.61417,1638230400.0,1590883200.0,,,33134761.0,7751703552.0,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,4th Floor 71â91 Aldwych,,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
STB,Storebrand,Financials,52.24,52.5,52.5,0,,24416.46,,,0.0035,-0.2431,-0.0027,1327,Financial Services,1683.0,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1.0,Professor Kohts vei 9,Financial Conglomerates,52.5,52.44,51.0721,0.061904762,0.0,,52.58,,1531815.0,,52.5,51.826763,3.25,52.44,,1531815.0,,,,,1587600000.0,1.271777,,,51.8,2.0,NOK,1033151.0,,,,24416454656.0,,,2400657.0,0.38562240000000003,51.8,52.24,,81400.0,1033151.0,74.9,9.197184,,,33.84,52.22,False,,115200.0,52.58,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STB.OL,finmb_876161,no_market,,0.816,,0.02922,16.937,-0.030291796,,5.68,,467390016.0,,,73.592,,,,1577750400.0,0.64619005,1838000000.0,3.937,,,0.7098598,0.059570000000000005,1640908800.0,1593475200.0,,,457939559.0,51691462656.0,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,P.O. Box 500,13.268987,,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
STORM,Storm Real Estate,Real estate,3.64,3.2,3.74,0,,32.16,,,0.1304,0.0706,-0.016200000000000003,,Real Estate,5.0,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1.0,Haakon VIIS gate 5,Real Estate Services,3.6,3.2,2.6056932999999995,0.119166665,0.0,,3.92,,11714.0,,3.6,3.3823529999999997,0.429,3.2,,11714.0,,,,,1464307200.0,1.486643,,,3.2,4.0,NOK,8067.0,,,,32157800.0,,,67236.0,11.077437,3.2,3.54,,80000.0,8067.0,6.45,40.444443,,,1.26,3.26,False,,100000.0,3.92,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STORM.OL,finmb_38919651,no_market,,17.566,,-0.10815999999999999,94.785,-0.19282514,,0.09,,8834560.0,,,0.534,,,,1577750400.0,0.0,-314000.0,-0.036000000000000004,,,6.8164797,0.47079,1640908800.0,1577750400.0,,,4904419.0,50994428.0,,1562716800.0,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,,,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
STRONG,StrongPoint,Information technology,18.35,18.35,18.65,0,LP,812.54,,,0.1877,0.5292,0.5684,2005,Industrials,512.0,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1.0,Slynga 10,Business Equipment & Supplies,17.65,17.85,12.571679,0.033994336,0.0,,18.7,,47029.0,,17.65,16.194117000000002,0.6,17.85,,47029.0,,,,,1556496000.0,0.566782,,,17.8,2.0,NOK,389061.0,,,,812543552.0,,,104451.0,0.7360095999999999,17.8,18.35,,406900.0,389061.0,19.2,16.681818,,,8.56,18.2,False,,200000.0,18.7,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.865,,0.018170001,15.43,0.50212765,,1.1,,44280300.0,,,6.907,,,,1577750400.0,0.31468,20063000.0,0.45,,,2.6567252,0.31726,1640908800.0,1593475200.0,,,28472734.0,954445184.0,,1115596800.0,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,,40.77778,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
SUBC,Subsea 7,Energy,70.08,69.2,70.0,0,,20828.87,,,0.0573,-0.3323,-0.1641,2086,Energy,,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1.0,"412F, Route d'Esch",Oil & Gas Equipment & Services,70.66,70.46,65.85101999999999,,0.0,,71.18,,607352.0,,70.66,67.47471,,70.46,,607352.0,,,,,1556150400.0,1.630662,,,69.3,2.0,NOK,509833.0,,,,20828547072.0,,,1122511.0,6.2286325,69.3,70.06,,128000.0,509833.0,110.1,280.32,,,38.5,69.98,False,,37100.0,71.18,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUBC.OL,finmb_359868,no_market,,6.246,,-0.31124002,51.843999999999994,-0.18198651,,0.25,,297211008.0,,,14.515999999999998,,,,1577750400.0,0.61302,-1040800000.0,-3.495,,,4.8277764,0.24015999999999998,1640908800.0,1593475200.0,,,223844129.0,20887916544.0,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,,8610c031-034f-3083-a212-b713518bf428,
SUNSB-ME,Sunndal Sparebank,Equity certificates,118.0,116.0,118.0,0,LP,159.55,,,0.0727,0.1043,0.1545,6600,Financial Services,,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1.0,Sunndalsveien 15,Banks—Regional,114.0,115.0,110.29196999999999,0.07017544,0.29600000000000004,,118.0,,50.0,,114.0,111.382355,8.0,115.0,,50.0,,,,8.0,1585267200.0,0.163578,,,115.0,2.0,NOK,2870.0,,,,160142528.0,,,224.0,1.7061668999999997,115.0,118.0,,,2870.0,118.0,,,,106.0,116.0,False,0.070199996,,118.0,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.547,,0.37075,,0.045871615,,,,1357140.0,,,369.061,,,,1577750400.0,0.015420001000000001,5527000.0,6.949,,,0.31973034,0.0,1640908800.0,1585612800.0,,,931366.0,426744768.0,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,16.980862,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
SUSB-ME,Surnadal Sparebank,Equity certificates,108.0,108.0,109.0,0,LP,217.01,,,0.0189,0.0268,0.0635,6650,Financial Services,,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1.0,BÃ¥rdshaugvegen 7,Banks—Regional,109.0,108.0,106.82481399999999,0.06422018,0.2025,,108.0,,290.0,,109.0,106.882355,7.0,108.0,,290.0,,,,7.0,1583280000.0,0.243302,,,108.0,2.0,NOK,200.0,,,,217656720.0,,,487.0,1.4130526,108.0,109.0,,,200.0,117.0,,,,100.0,108.0,False,0.0642,,108.0,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.969,,0.43442002,,-0.031085312,,,,2015340.0,,,421.213,,,,1577750400.0,0.03771,66915000.0,33.203,,,0.25640234,0.0,1640908800.0,1585612800.0,,,1899140.0,611333248.0,,,,,,-0.40700000000000003,,,,,,,,https://logo.clearbit.com/bank.no,,3.2527182,47 71 66 27 27,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
TRVX,Targovax,Health care,6.65,6.7,6.7,0,,505.98,,,0.0374,-0.2409,0.2547,0283,Healthcare,20.0,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1.0,Lilleakerveien 2C,Biotechnology,6.6,6.61,6.7,,0.0,,6.99,,106714.0,,6.6,6.5608826,,6.61,,106714.0,,,,,,2.0592330000000003,,,6.53,2.0,NOK,128091.0,,,,505981920.0,,,307164.0,197.41783,6.53,6.65,,0.0,128091.0,12.0,-2.3333334999999997,,,3.515,6.54,False,,0.0,6.99,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRVX.OL,finmb_144098164,no_market,,169.78799999999998,,0.0,-3.245,0.21323526,,-2.85,,76087504.0,,,5.3870000000000005,,,,1577750400.0,0.25366,-132435000.0,-2.02,,,1.2344533000000002,0.122279994,1640908800.0,1585612800.0,,,52861785.0,435165440.0,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,,,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
TEAM,Team Tankers International,Industrials,3.34,,3.42,0,,676.86,,,0.0437,-0.3815,-0.4191,HM 11,Industrials,88.0,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1.0,Williams House,Marine Shipping,3.34,3.1,4.535328400000001,,0.0,,3.4,,5008.0,,3.34,3.3852942,,3.1,,5008.0,,,,,,-0.337979,,,3.1,4.0,NOK,12380.0,,,,677956480.0,,,17594.0,2.1071562999999998,3.1,3.32,,,12380.0,7.65,,,,3.0,0.0,False,,,3.4,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.539,,-0.12687999,37.516,-0.41913044,,,,202980992.0,,,1.6569999999999998,,,,1577750400.0,0.00877,-40821000.0,-0.21600000000000003,,,2.015691,0.113129996,1640908800.0,1585612800.0,,,139405841.0,816910272.0,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,4th Floor 20 Reid Street,,,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
TECH,Techstep,Information technology,3.46,3.46,3.46,0,,563.27,,,0.3622,0.0206,-0.08710000000000001,0667,Technology,212.0,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1.0,BrynsallEen 4,Software—Application,3.24,3.48,2.6837227,,0.0,,3.58,,88094.0,,3.24,2.8070588,,3.48,,88094.0,,,,,,0.344333,,,3.3,4.0,NOK,345953.0,,,,563263744.0,,,45016.0,0.49381593,3.3,3.48,,60000.0,345953.0,3.9,,,,1.95,3.46,False,,72100.0,3.58,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TECH.OL,finmb_371366152,no_market,,0.518,,-0.058130004000000006,32.954,-0.14511871,,,,162792992.0,,,2.905,,,,1577750400.0,0.027460001,-66303000.0,-0.402,,,1.1910498999999999,0.75827,1640908800.0,1585612800.0,,,37517372.0,590736704.0,,1457654400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
TEL,Telenor,Communication services,145.0,145.4,145.4,0,,202921.41,,,-0.0236,-0.0514,-0.1674,1360,Communication Services,20000.0,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1.0,SnarÃ¸yveien 30,Telecom Services,147.35,147.0,150.24088,0.05904309,2.1818,,147.0,,1182584.0,,147.35,145.025,8.7,147.0,,1182584.0,,,,8.6,1602115200.0,0.271196,,,145.0,2.0,NOK,937654.0,,,,206285701120.0,,,1684978.0,1.6906308999999997,145.0,145.45,,301900.0,937654.0,189.65,14.5,,4.98,130.75,145.4,False,0.0584,230500.0,147.0,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,TEL.OL,finmb_658535,no_market,,2.8960000000000004,,0.050980000000000004,7.841,-0.2026515,,10.0,,1422659968.0,,,19.729,,,,1577750400.0,0.30785,5539999744.0,4.374,,,7.349587,0.53981996,1640908800.0,1593475200.0,,,613954891.0,353325711360.0,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,,33.150433,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
TGS,TGS-NOPEC Geophysical Company,Energy,132.2,132.0,132.2,0,,15455.15,,,-0.08039999999999999,-0.4884000000000001,-0.3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIN,Thin Film Electronics,Information technology,0.34,0.34,0.34,0,,122.24,,,0.0851,-0.6973999999999999,-0.7245999999999999,0160,Technology,23.0,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1.0,Fridtjof Nansens Plass 4,Electronic Components,0.34,0.34,0.87805915,,0.0,,0.35200000000000004,,1569965.0,,0.34,0.3641353,,0.34,,1569965.0,,,,,,2.038908,,,0.34,4.0,NOK,1432013.0,,,,122244528.0,,,4814164.0,154.73991,0.34,0.345,,2859200.0,1432013.0,5.8,-6.88,,,0.2912,0.342,False,,1223200.0,0.35200000000000004,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,THIN.OL,finmb_740992,no_market,,55.443999999999996,,0.0,-1.104,-0.8671875,,-0.05,,355361984.0,,,-0.387,,,,1577750400.0,0.06763,-69498000.0,-1.19,,,,0.02408,1640908800.0,1585612800.0,,,43445147.0,43800812.0,,1572566400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,,,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
TIETOO,TietoEVRY,Information technology,261.4,261.0,266.0,0,,30952.09,,,0.0106,-0.0469,,2101,Technology,23789.0,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1.0,Keilalahdentie 2-4,Information Technology Services,260.8,261.0,255.41897999999998,,0.0,,264.0,,5412.0,,260.8,267.15295,,261.0,,5412.0,,,,6.79,1600732800.0,0.791521,,,260.0,2.0,NOK,986.0,,,,31056410624.0,,,8620.0,,260.0,263.6,,,986.0,317.0,,,,201.2,260.8,False,0.0257,,264.0,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000.0,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,-0.056439935999999996,,,,118444000.0,,,,,,,1577750400.0,0.38723,,,,0.16599834,,0.24724000000000002,1640908800.0,1593475200.0,,,54908237.0,30890176512.0,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,P.O.Box 2,,,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,
TOM,Tomra Systems,Industrials,388.8,388.8,388.8,0,,57394.62,,,0.0658,0.3966,0.4828,1385,Industrials,4500.0,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,47 66 79 91 00,Norway,[],http://www.tomra.com,1.0,Drengsrudhagen 2,Waste Management,397.3,396.8,330.2993,0.006921721600000001,0.59650004,,397.2,,277059.0,,397.3,369.9853,2.75,396.8,,277059.0,,,,2.75,1588636800.0,0.391986,,,388.8,2.0,NOK,211753.0,,,,57394655232.0,,,307641.0,5.998417400000001,388.8,389.8,,218400.0,211753.0,404.5,67.8534,,1.44,201.0,389.3,False,0.0069,98700.0,397.2,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TOM.OL,finmb_878841,no_market,,6.433,,0.07117000000000001,37.783,0.49248672,,5.73,,147620000.0,,,38.575,,,,1577750400.0,0.7127100000000001,681000000.0,4.605,,,10.079066000000001,0.0,1640908800.0,1593475200.0,,,108186195.0,61551984640.0,,974851200.0,2:1,,,-0.022000000000000002,,,,,,,,https://logo.clearbit.com/tomra.com,,84.42996,47 66 79 91 11,,,,2ec6aabb-d108-3aab-9fd6-ef3992573975,
