ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
CARA,Carasent,Health care,26.9,26.6,26.9,163,,1093.05,0.0151,0.1496,0.2871,1.7561000000000002,1.9496,,Healthcare,,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1.0,c/o Advokatsenteret Kristian,,Health Information Services,26.5,26.7,16.846014,,0.0,,27.0,,115241.0,,26.5,21.694118,,26.7,115241.0,,,,,1525996800.0,0.440766,,,26.5,2.0,NOK,,78796.0,,,,1093049216.0,,,78796.0,18.743557,26.5,26.9,,,78796.0,27.0,,,,7.5,26.6,False,,,27.0,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,CARA.OL,,,finmb_4222700,2199f94b-7470-37dd-bc9a-6a11cd4414b8,no_market,,18.621,,-0.06305,98.613,1.9444443999999999,,,,40633800.0,,,2.342,,,,1577750400.0,0.05599,-3677000.0,-0.09,,,11.485909,0.62675,1640908800.0,1593475200.0,,,15670096.0,1085922944.0,,,,,,,,,,,,,,https://logo.clearbit.com/carasent.com,Augusts gate 14,
CLOUD-ME,Cloudberry Clean Energy,Utilities,12.52,12.52,12.66,10,,688.46,0.019,0.0345,0.17579999999999998,,,0273,Utilities,,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1.0,FrOeyas Gate 15,,Utilities—Renewable,12.288,12.21,12.78172,,0.0,,12.524000000000001,,79786.0,,12.288,12.125176,,12.21,79786.0,,,,,,,,,12.21,2.0,NOK,,4179.0,,,,690553280.0,,,91831.0,2471.39,12.21,12.66,,,4179.0,19.0,,,,10.54,12.52,False,,,12.524000000000001,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000.0,,EQUITY,CLOUD-ME.OL,,,finmb_657338383,9604df37-1d5e-37ff-8651-da82af3d2815,no_market,,1693.908,,0.0,-181.59900000000002,inf,,,,55147200.0,,,1.271,,,,1577750400.0,,-2609160.0,-0.687,,,9.852085,,1640908800.0,,,,14542165.0,473310112.0,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,
COV,ContextVision,Health care,22.3,22.25,22.26,61,LP,1724.91,-0.004,-0.0898,-0.0863,1.1438,1.8955,111 22,Healthcare,47.0,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1.0,Klara Norra Kyrkogata 31,,Health Information Services,22.385,22.4,137.61316000000002,,0.0,,22.59,,165629.0,,22.385,159.97691,,22.4,165629.0,,,,,1212969600.0,1.2932629999999998,,,22.005,2.0,NOK,,20436.0,,,,1724908544.0,,,57515.0,,22.005,22.28,,140000.0,20436.0,309.0,85.75,,,22.005,22.25,False,,140000.0,22.59,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000.0,,EQUITY,COV.OL,,,finmb_786673,f4ff7717-42b5-38de-8310-6e69eca13d22,no_market,,,,0.10280999999999998,,-0.7201875,,0.26,,77367504.0,,,0.8079999999999999,,,,1577750400.0,0.08879,,-0.033,,,27.592821,0.7414,1640908800.0,1593475200.0,,,20432757.0,1731871488.0,,,,,,-0.7,,,,,,,,https://logo.clearbit.com/contextvision.com,,
CRAYON,Crayon Group Holding,Information technology,98.2,98.3,98.7,120,,7976.84,-0.0071,-0.016,0.3773,0.8885,2.1474,0484,Technology,1500.0,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. The company has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company has a strategic collaboration agreement with Amazon Web Services. Crayon Group Holding ASA is headquartered in Oslo, Norway.",Oslo,47 22 89 10 00,Norway,[],http://www.crayon.com/nb-NO,1.0,Sandakerveien 114A,,Information Technology Services,98.9,98.5,61.48478299999999,,0.0,,99.3,,249718.0,,98.9,79.44118,,98.5,249718.0,,,,,,1.349002,,,97.5,2.0,NOK,,26404.0,,,,7970442240.0,,,227303.0,0.5249709,97.5,98.7,,0.0,26404.0,104.8,91.775696,,,29.8,98.3,False,,0.0,99.3,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,CRAYON.OL,,,finmb_46100086,087692b1-3212-3bab-851e-b2b9db3a8670,no_market,,0.51,,-0.00343,44.641999999999996,2.1100630000000002,,1.07,,81165400.0,,,8.798,,,,1577750400.0,0.21603000000000003,-52075000.0,-0.691,,,11.161627000000001,0.60696,1640908800.0,1585612800.0,,,34221159.0,7746646016.0,,,,,,,,,,,,,,https://logo.clearbit.com/crayon.com,,
DNB,DNB,Financials,142.0,141.95,142.05,609,,221597.16,-0.0073,-0.0007000000000000001,-0.0173,-0.1341,-0.0004,0191,Financial Services,9020.0,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1.0,Dronning Eufemias gate 30,,Banks—Regional,143.05,143.0,132.9066,0.062915064,0.0,,143.25,,1174786.0,,143.05,142.36324,9.0,143.0,1174786.0,,,,,1588118400.0,0.9756090000000001,,,141.85,2.0,NOK,11.296489,161695.0,,,,219920007168.0,,,2482926.0,4.503051,141.85,141.85,,246400.0,161695.0,178.1,9.53293,,,94.26,141.8,False,,327700.0,143.25,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,True,7200000.0,,EQUITY,DNB.OL,,,finmb_9778651,883be55c-97e3-31dd-8ccc-c2d12b481b9d,no_market,,19.885,,0.43046,,0.0028041601,,14.88,,1550370048.0,,,154.097,,,,1577750400.0,0.37327,19740000256.0,12.557,,,0.9205241,0.42226002,1640908800.0,1593475200.0,,,889201447.0,971144560640.0,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,BjÃ¸rvika,
DNO,DNO,Energy,5.47,5.47,5.48,435,,5339.52,-0.0051,-0.0232,-0.094,-0.5268999999999999,-0.5211,0250,Energy,1318.0,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1.0,Dokkveien 1,47 23 23 84 81,Oil & Gas E&P,5.502000000000001,5.51,5.4096044999999995,0.007997091999999999,,,5.55,,4260790.0,,5.502000000000001,5.8587646,0.044000000000000004,5.51,4260790.0,,,,0.4,1571961600.0,1.96806,,,5.41,2.0,NOK,,1391904.0,,,,5357078016.0,,,7519059.0,6.873336,5.41,5.486000000000001,,728400.0,1391904.0,14.755,16.642424,,,2.5,5.486000000000001,False,0.0717,162000.0,5.55,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,DNO.OL,,,finmb_878127,243e677a-d689-3b3b-b6cb-8fa169d06e42,no_market,,7.702000000000001,,-0.19066,18.847,-0.53054607,,0.33,,975433024.0,,,0.988,,,,1577750400.0,0.14917,-148600000.0,-0.15,,,5.558705000000001,0.40448,1640908800.0,1593475200.0,,,536593797.0,6002816000.0,,1150416000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,Aker Brygge,
DOF,DOF,Energy,0.62,0.62,0.62,263,,191.12,0.103,0.035,0.08,-0.6045,-0.77,5392,Energy,3134.0,"DOF ASA, together with its subsidiaries, owns and operates a fleet of offshore vessels worldwide. The company operates through three segments: Platform Supply Vessel (PSV), Anchor Handling Tug Supply Vessel (AHTS), and Subsea Vessel and Subsea Engineering. It operates a fleet of PSVs that are used to transport oilfield products and supplies to offshore drilling and production facilities; AHTS used to set anchors for drilling rigs, and tow mobile drilling rigs and equipment from one location to another; and subsea vessels used for a range of subsea services. The company also provides subsea services comprising project management, engineering, construction and installation, life-of-field, decommissioning/field abandonment, and survey and positioning, as well as inspection, repair, and maintenance services. In addition, it offers marine management services, such as crewing, chartering, mobilization, maintenance, refurbishment, projects and new building, and compliance services. As of December 31, 2019, the company operated a fleet of 67 vessels, including 16 PSVs, 20 AHTSs, and 31 subsea/construction vessels, as well as 72 remote operated vehicles and 2 autonomous underwater vehicles. It operates in Brazil, the United Kingdom, Australia, Norway, Canada, the United States, Guyana, the Philippines, Angola, Argentina, and internationally. The company was founded in 1981 and is headquartered in StorebÃ¸, Norway.",StorebÃ¸,47 56 18 10 00,Norway,[],http://www.dof.no,1.0,Alfabygget,47 56 18 10 06,Oil & Gas Equipment & Services,0.563,0.62,0.78678983,,0.0,,0.649,,878891.0,,0.563,0.59132355,,0.62,878891.0,,,,,1242432000.0,1.937862,,,0.595,4.0,NOK,,3088701.0,,,,189274256.0,,,833222.0,0.028949872,0.595,0.62,,4700000.0,3088701.0,2.8,0.7235294,,,0.5,0.615,False,,1357000.0,0.649,OSL,DOF ASA,DOF ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,DOF.OL,,,finmb_884333,60e54c5d-692f-36de-8295-bfbb318e1775,no_market,,2.826,,-1.0703601,9.436,-0.78429115,,0.85,,307763008.0,,,-2.801,,,,1577750400.0,0.04079,-6998000128.0,-22.151,,,,0.57965,1640908800.0,1593475200.0,,,108581786.0,18476269568.0,,1527206400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/dof.no,,
EAM,EAM Solar,Utilities,12.5,12.35,12.5,12,,85.65,0.0204,-0.0196,-0.0458,0.0684,-0.3557,0287,Utilities,,"EAM Solar ASA acquires, owns, and operates solar power plants in Europe. The company sells electricity under long-term fixed price sales contracts. It owns and operates four power plants with a combined installed capacity of 4.0 MW in Italy. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 91 61 10 09,Norway,[],http://www.eamsolar.no,1.0,Dronningen 1,,Utilities—Renewable,12.25,13.1,12.157899,,0.0,,13.1,,22048.0,,12.25,12.84853,,13.1,22048.0,,,,,1399852800.0,0.667828,,,12.35,2.0,NOK,,3400.0,,,,85652624.0,,,12195.0,,12.35,12.45,,,3400.0,22.0,,,,6.66,12.35,False,,,13.1,OSL,EAM SOLAR ASA,EAM Solar ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,EAM.OL,,,finmb_142079547,446c629f-ecdf-3f62-b0c6-8eafddead8bc,no_market,,,,0.88075995,,-0.33242506,,,,6852210.0,,,,,,,1577750400.0,0.28467,,,,,,0.42780998,1640908800.0,1593475200.0,,,3730069.0,88050896.0,,,,,,,,,,,,,,https://logo.clearbit.com/eamsolar.no,,
EIOF,Eidesvik Offshore,Energy,3.0,2.98,3.18,17,,186.45,-0.0132,-0.0385,-0.0964,-0.4275,-0.47,5443,Energy,514.0,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",BÃ¸mlo,47 53 44 80 00,Norway,[],http://www.eidesvik.no,1.0,Vestvikveien 1,,Oil & Gas Equipment & Services,3.04,3.04,3.7281885000000003,,0.0,,3.16,,7065.0,,3.04,3.2111764,,3.04,7065.0,,,,,1400198400.0,0.780487,,,2.96,4.0,NOK,,32618.0,,,,186450000.0,,,17994.0,0.3038278,2.96,3.18,,182600.0,32618.0,6.12,-0.65502185,,,2.9,2.98,False,,1000000.0,3.16,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,EIOF.OL,,,finmb_22071229,403b7e9b-3d90-380b-845c-3cb25f028549,no_market,,3.5260000000000002,,-1.10569,12.929,-0.4740485,,-4.58,,62150000.0,,,10.307,,,,1577750400.0,0.05849,-678529984.0,-10.921,,,0.29106432,0.7988,1640908800.0,1585612800.0,,,11241070.0,2163671040.0,,,,,,,,,,,,,,https://logo.clearbit.com/eidesvik.no,,
EMGS,Electromagnetic Geoservices,Energy,0.65,0.64,0.65,24,,84.87,0.0125,-0.073,-0.13019999999999998,-0.69,-0.7068000000000001,7041,Energy,131.0,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,,Norway,[],http://www.emgs.com,1.0,Stiklestadveien 1,,Oil & Gas Equipment & Services,0.64,0.6659999999999999,0.8429203000000002,,0.0,,0.6659999999999999,,242401.0,,0.64,0.7275,,0.6659999999999999,242401.0,,,,,,2.6556319999999998,,,0.635,4.0,NOK,13.787234,65460.0,,,,84868560.0,,,463211.0,1.0567883,0.635,0.648,,,65460.0,2.85,,,,0.5,0.637,False,,,0.6659999999999999,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,EMGS.OL,,,finmb_10654493,e9d5d2f3-c6fe-3ab0-9a60-59aaa6c3f1f5,no_market,,1.483,,0.08489,3.612,-0.71171176,,,,130970000.0,,,-0.002,,,,1577750400.0,0.013819999999999999,6817000.0,0.047,,,,0.59531,1640908800.0,1593475200.0,,,54838319.0,119131600.0,,1467331200.0,1:40,,,,,,,,,,,https://logo.clearbit.com/emgs.com,,
ELE,Element,Materials,4.89,4.81,4.89,19,,92.32,0.013500000000000002,-0.023,-0.023,-0.1166,1.5847,0250,Basic Materials,2.0,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1.0,Grundingen 2,,Other Industrial Metals & Mining,4.82,4.75,4.49429,,0.0,,4.92,,142272.0,,4.82,5.2089705,,4.75,142272.0,,,,,,3.890824,,,4.75,4.0,NOK,,42484.0,,,,92324552.0,,,823907.0,591.8240400000001,4.75,4.885,,0.0,42484.0,9.5,,,,1.841,4.815,False,,0.0,4.92,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,ELE.OL,,,finmb_22929109,5b9f7232-3acb-38bf-87b5-a353110c132b,no_market,,655.192,,0.0,-35.109,1.4343436,,,,18899600.0,,,0.22899999999999998,,,,1577750400.0,0.00629,-5625000.0,-0.457,,,21.331879,0.28688,1640908800.0,1585612800.0,,,11864880.0,102210000.0,,1556150400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,,
ELK,Elkem,Materials,18.22,18.16,18.22,128,,10591.47,0.0022,0.0083,0.07490000000000001,-0.2391,-0.1029,0277,Basic Materials,6370.0,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1.0,Drammensveien 169,47 22 45 01 55,Specialty Chemicals,18.18,18.18,17.838406,0.0330033,0.75949997,,18.24,,447906.0,,18.18,18.250294,0.6,18.18,447906.0,,,,0.6,1589155200.0,2.220063,,,17.99,2.0,NOK,22.962025,94987.0,,,,10544963584.0,,,733166.0,0.47371802,17.99,18.21,,0.0,94987.0,26.4,4.122726999999999,,,10.92,18.12,False,0.0332,0.0,18.24,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,ELK.OL,,,finmb_731504,c95cb7c5-5c11-34c0-b04e-8bbdb9f5f738,no_market,,0.861,,0.020659999999999998,8.406,-0.16605502,,4.4,,581310016.0,,,21.744,,,,1577750400.0,0.29434,460000000.0,0.79,,,0.83425313,0.58916,1640908800.0,1593475200.0,,,238610457.0,19174090752.0,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,,
ELOP-ME,ELOP,Information technology,5.3,5.3,5.44,10,,372.68,-0.0362,-0.07,0.0709,,,2316,Technology,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,47 41 64 13 00,Norway,[],http://www.elop.no,1.0,Nordvikvegen 50,,Scientific & Technical Instruments,5.5,5.5,5.279592500000001,,0.0,,5.5,,180536.0,,5.5,5.279592500000001,,5.5,180536.0,,,,,,,,,5.3,2.0,NOK,,15427.0,,,,372675648.0,,,329242.0,,5.3,5.44,,,15427.0,6.2,,,,4.82,5.301,False,,,5.5,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000.0,,EQUITY,ELOP-ME.OL,,,finmb_622946747,913ea427-9a9d-3ec5-be11-5250e513a835,no_market,,,,0.0,,inf,,,,70302896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,,
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000.0,,MUTUALFUND,EMAS.OL,,,finmb_268054902,3680dd9f-7a8c-3197-814d-16533c462954,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDUR,Endúr,Industrials,1.44,1.44,1.46,400,LP,407.65,-0.068,0.006999999999999999,0.0213,0.2618,0.3244,5160,Industrials,249.0,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1.0,DamsgArdsveien 229,,Conglomerates,1.545,1.545,1.0371884,,0.0,,1.545,,1046285.0,,1.545,1.4567647,,1.545,1046285.0,,,,,,,,,1.425,4.0,NOK,,1848951.0,,,,407651072.0,,,3120838.0,0.7706476999999999,1.425,1.455,,0.0,1848951.0,3.2,,,,0.532,1.44,False,,0.0,1.545,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,ENDUR.OL,,,finmb_22783429,1b331647-9d73-3026-bc04-5aaf29e09aa2,no_market,,0.728,,-0.01554,-61.372,0.3148936,,,,283091008.0,,,0.546,,,,1577750400.0,0.17669001,-15706000.0,-0.039,,,2.6373627,0.70949996,1640908800.0,1585612800.0,,,86700342.0,385050336.0,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,LaksevAg,
ENTRA,Entra,Real estate,120.8,120.7,120.9,466,,21988.81,-0.0139,-0.0305,-0.0258,-0.15109999999999998,-0.0607,0185,Real Estate,181.0,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1.0,Biskop Gunnerus gate 14 A,,Real Estate—Diversified,122.5,121.9,129.91812,0.039183676,0.3717,,122.5,,291887.0,,122.5,126.57647,4.8,121.9,291887.0,,,,4.8,1601596800.0,0.519744,,,120.4,2.0,NOK,9.4375,82565.0,,,,22001545216.0,,,403766.0,8.651807000000002,120.4,120.9,,168600.0,82565.0,168.6,16.685083,,3.68,96.2,120.8,False,0.0398,193700.0,122.5,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,ENTRA.OL,,,finmb_254167079,ee0843e8-c1da-36d9-806d-0c2a562f251b,no_market,,17.583,,0.91663,20.151,-0.08445442,,7.24,,182132000.0,,,125.59,,,,1577750400.0,0.5023,2331000064.0,12.8,,,0.96186006,0.22298999,1640908800.0,1593475200.0,,,150093205.0,44714176512.0,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,
EPIC-ME,Epic Gas,Energy,15.7,15.3,16.2,0,LP,1673.88,,,,,,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1.0,8 Eu Tong Sen Street,,Oil & Gas Midstream,15.7,16.6,14.018116000000001,,0.0,,16.6,,315.0,,15.7,14.829411499999999,,16.6,315.0,,,,,,0.32113800000000003,,,15.7,2.0,NOK,560.7142299999999,2208.0,,,,1673619968.0,,,284.0,8.994368,15.7,16.2,,,2208.0,19.0,,,,13.4,15.3,False,,,16.6,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000.0,,EQUITY,EPIC-ME.OL,,,finmb_254340014,28cf99d4-2d58-36ba-b254-7122ab48cd05,no_market,,10.693,,0.01594,41.235,0.0,,0.03,,106600000.0,,,2.764,,,,1577750400.0,0.0,2965409.0,0.027999999999999997,,,5.680174,0.83456004,1640908800.0,1593475200.0,,,17242550.0,1989619968.0,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,"No.22-89, The Central",
