ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
NOM,Nordic Mining,Materials,2.26,2.26,2.29,76,,446.33,-0.03,-0.03,-0.0383,0.0759,0.2093,0250,Basic Materials,7.0,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1.0,Vika Atrium,47 22 94 77 91,Other Industrial Metals & Mining,2.33,2.3,2.0319202,,0.0,,2.3,,397195.0,,2.33,2.3544118,,2.3,397195.0,,,,,,1.344367,,,2.24,4.0,NOK,,428143.0,,,,446331904.0,,,965894.0,,2.24,2.29,,,428143.0,3.8,,,,1.25,2.27,False,,,2.3,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NOM.OL,,,finmb_27206332,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,no_market,,,,0.0,-6.54,0.22465277,,,,197492000.0,,,0.855,,,,1577750400.0,0.06196,-89159000.0,-0.512,,,2.6432748,0.19563,1640908800.0,1593475200.0,,,161222408.0,403097824.0,,1481155200.0,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,Entrance A 5th Floor Munkedamsveien 45,
NANO,Nordic Nanovector,Health care,25.94,25.9,26.0,1017,,1716.24,-0.0736,-0.1954,0.26170000000000004,-0.1827,0.0827,0884,Healthcare,43.0,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1.0,KjelsÃ¥sveien 168 B,47 22 58 00 07,Biotechnology,28.0,26.0,20.060503,,0.0,,26.2,,1001686.0,,28.0,24.040588,,26.0,1001686.0,,,,,,0.9994190000000001,,,24.22,2.0,NOK,,736049.0,,,,1732118528.0,,,431443.0,,24.22,26.14,,10000.0,736049.0,40.0,-3.2889447,,,9.57,26.02,False,,100000.0,26.2,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NANO.OL,,,finmb_117497706,00442fdb-da3e-3712-821e-59d32a59825e,no_market,,,,0.0,-3.1239999999999997,,,-7.96,,66161900.0,,,4.362,,,,1577750400.0,0.24163,-435830016.0,-7.274,,,6.001834,0.14242,1640908800.0,1585612800.0,,,51454245.0,1471782144.0,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,,
NOD,Nordic Semiconductor,Information technology,93.0,92.9,93.0,194,,16527.3,0.0049,0.0027,0.0757,0.6706,1.3263,7052,Technology,822.0,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,47 72 89 89 00,Norway,[],http://www.nordicsemi.com,1.0,Otto Nielsens veg 12,,Semiconductor Equipment & Materials,92.6,93.0,65.7837,,0.0,,94.05,,309973.0,,92.6,90.911766,,93.0,309973.0,,,,,1308268800.0,1.4529610000000002,,,92.85,2.0,NOK,1120.4819,46508.0,,,,16527307776.0,,,446782.0,51.011466999999996,92.85,93.0,,96500.0,46508.0,96.2,1162.5,,,31.48,92.9,False,,581300.0,94.05,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NOD.OL,,,finmb_884166,61ea7640-f972-397d-be57-4173fa2df326,no_market,,50.258,,0.04478,575.455,1.270721,,0.08,,177712992.0,,,1.371,,,,1577750400.0,0.55627996,14507000.0,0.083,,,67.833694,0.13182001,1640908800.0,1593475200.0,,,171036252.0,16283066368.0,,,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,,
NHY,Norsk Hydro,Materials,27.85,27.84,27.86,581,,57068.12,0.0036,0.0326,0.0415,-0.1468,0.0303,0240,Basic Materials,35000.0,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1.0,Drammensveien 260,47 22 53 27 25,Aluminum,27.75,27.79,25.4971,0.045045044000000006,0.0,,27.94,,4453869.0,,27.75,27.398529999999997,1.25,27.79,4453869.0,,,,,1589241600.0,0.9378620000000001,,,27.62,2.0,NOK,,511932.0,,,,57064648704.0,,,6227797.0,0.4015018,27.62,27.86,,410000.0,511932.0,36.41,7.4865594,,,19.135,27.84,False,,1100.0,27.94,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000.0,,EQUITY,NHY.OL,,,finmb_292387,393ecc80-795c-3904-9f9c-8b2facbb321b,no_market,,0.509,,-0.03373,7.193,,,3.72,,2048999936.0,,,36.912,,,,1577750400.0,0.29948,-4793999872.0,-2.3409999999999997,,,0.75449723,0.34263000000000005,1640908800.0,1593475200.0,,,1339123950.0,72371363840.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,VÃ¦kerÃ¸,
NSKOG,Norske Skog,Materials,30.8,30.75,30.8,198,,2541.0,0.0115,0.1115,0.0619,-0.2219,,0213,Basic Materials,2300.0,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1.0,PB 294 SkOeyen,,Paper & Paper Products,30.55,30.85,32.250862,0.20458266,0.6286,,30.9,,82300.0,,30.55,29.08,6.25,30.85,82300.0,,,,6.0,1598832000.0,,,,30.0,2.0,NOK,5.964368299999999,185875.0,,,,2540999936.0,,,128169.0,0.23870361,30.0,30.8,,,185875.0,45.05,,,,25.5,30.8,False,0.1069,,30.9,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NSKOG.OL,,,finmb_283764576,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,no_market,,0.268,,0.040110003,2.562,inf,,,,82500000.0,,,60.812,,,,1577750400.0,0.20117001,427000000.0,5.164,,,0.50647897,0.66667,1640908800.0,1593475200.0,,,27535200.0,2849374976.0,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,,
NORTH,North Energy,Energy,1.81,1.82,1.88,6,,211.64,-0.045,-0.019,0.2448,0.1721,0.308,0252,Financial Services,3.0,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,47 22 01 79 50,Norway,[],http://www.northenergy.no,1.0,Tjuvholmen allÃ© 3,,Asset Management,1.89,1.89,1.346268,0.15873016,,,1.89,,185028.0,,1.89,1.524853,0.3,1.89,185028.0,,,,0.3,1559088000.0,1.023228,,,1.805,4.0,NOK,,1896.0,,,,211639856.0,,,145883.0,239.68274,1.805,1.88,,3094400.0,1896.0,2.08,-1.9408602,,,0.9,1.815,False,0.22899999999999998,1019800.0,1.89,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NORTH.OL,,,finmb_53162324,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,no_market,,4.312,,0.0,-0.195,,,-0.93,,117252000.0,,,2.252,,,,1577750400.0,0.0,-66068000.0,-0.593,,,0.80150974,0.54482,1640908800.0,1585612800.0,,,46214715.0,3807510.0,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,,
NODL,Northern Drilling,Energy,6.07,5.69,6.05,29,,97.93,0.0782,-0.041100000000000005,-0.0516,-0.7061,-0.7781,HM 08,Energy,2.0,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.northerndrillingltd.com,1.0,Par La Ville Place,,Oil & Gas Drilling,5.63,5.65,6.184529,,0.0,,6.08,,27585.0,,5.63,6.3297057,,5.65,27585.0,,,,,,2.667612,,,5.63,2.0,NOK,,18140.0,,,,97927312.0,,,95403.0,4.233413,5.63,6.05,,0.0,18140.0,33.5,-22.481482,,,2.1,5.69,False,,0.0,6.08,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NODL.OL,,,finmb_423276374,93da0603-ff72-38a9-8236-0d8bf6368755,no_market,,2.989,,-0.77883005,,-0.79225093,,-0.27,,16133000.0,,,15.705,,,,1577750400.0,0.7500399999999999,-18016000.0,-0.182,,,0.38650113,0.39400002,1640908800.0,1585612800.0,,,8754259.0,69148888.0,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,14th Par La Ville Road,
NOL,Northern Ocean Ltd.,Energy,6.87,6.71,6.86,35,,438.32,0.0103,-0.051100000000000007,0.0905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRS,Norway Royal Salmon,Consumer staples,219.6,220.2,220.8,96,,9424.97,-0.0188,-0.0335,0.0037,-0.06309999999999999,0.104,7414,Consumer Defensive,175.0,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1.0,Ferjemannsveien 10,47 73 92 43 01,Farm Products,223.8,223.8,223.00032000000002,0.011170688,0.6852,,225.8,,23241.0,,223.8,225.34117,2.5,223.8,23241.0,,,,2.47,1591315200.0,,,,218.6,2.0,NOK,7.995922,5437.0,,,,9424968704.0,,,26418.0,1.7280362,218.6,220.8,,131900.0,5437.0,254.0,11.870271,,2.14,170.5,220.0,False,0.011000000000000001,42600.0,225.8,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NRS.OL,,,finmb_22969855,1b90c6b5-4c27-3a46-8643-3d5116213df5,no_market,,1.946,,0.21806,29.598000000000003,0.12518859,,18.5,,42918800.0,,,71.878,,,,1577750400.0,0.14015999999999998,267099008.0,27.464000000000002,,,3.055177,0.66208,1640908800.0,1593475200.0,,,13700172.0,10613558272.0,,1591315200.0,1:1,,,-0.11800000000000001,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,PO Box 2608 Sentrum,
NAS,Norwegian Air Shuttle,Industrials,1.22,1.23,1.23,1202,,4445.77,-0.0149,-0.0581,-0.5158,-0.9676,-0.9606,1330,Industrials,9389.0,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1.0,OksenÃ¸yveien 3,,Airlines,1.242,1.244,8.170391,,0.0,,1.245,,21535566.0,,1.242,2.0940293999999997,,1.244,21535566.0,,,,,,1.308943,,,1.2215,4.0,NOK,,4905952.0,,,,4450143232.0,,,37943065.0,0.102250665,1.2215,1.226,,,4905952.0,48.17,,,,1.2215,1.2235,False,,,1.245,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NAS.OL,,,finmb_9002664,b01488e9-9c31-39e7-bf9d-d0da043e61bb,no_market,,1.419,,-0.03712,16.657,-0.96666664,,,,3628000000.0,,,25.074,,,,1577750400.0,0.28065999999999997,-1615399936.0,-12.63,,,0.04885539,0.10098,1640908800.0,1577750400.0,,,1740385177.0,61748973568.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,,
NOR,Norwegian Energy Company,Energy,149.5,149.0,150.0,25,LP,3604.57,0.0067,-0.032400000000000005,-0.0099,-0.337,-0.3296,0158,Energy,29.0,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1.0,Nedre Vollgate 1,,Oil & Gas E&P,148.5,150.0,154.86883999999998,,0.0,,150.5,,5370.0,,148.5,152.41176000000002,,150.0,5370.0,,,,,,0.279907,,,149.5,2.0,NOK,10.965233999999999,1550.0,,,,3604579584.0,,,15752.0,5.861105,149.5,150.0,,50000.0,1550.0,255.0,8.722287,,,105.0,149.0,False,,200100.0,150.5,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NOR.OL,,,finmb_24349084,42d25bec-cf8f-30f3-a632-33cae79974f4,no_market,,7.085,,0.37561,15.507,-0.31724137,,17.14,,24110900.0,,,27.498,,,,1577750400.0,0.13282,231000000.0,13.634,,,5.4367589999999995,0.026600001,1640908800.0,1593475200.0,,,6081239.0,4357461504.0,,1431648000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,,
NOFI,Norwegian Finans Holding,Financials,66.6,66.5,66.65,473,,12433.87,-0.006,-0.0126,-0.0939,-0.3012,-0.0348,1364,Financial Services,85.0,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1.0,SnarÃ¸yveien 36,,Banks—Regional,67.0,67.35,64.0679,0.047462687,0.0,,67.35,,530502.0,,67.0,70.622055,3.18,67.35,530502.0,,,,,1588204800.0,1.5377459999999998,,,65.25,2.0,NOK,6.286065,158389.0,,,,12405882880.0,,,370016.0,3.1565933,65.25,66.55,,795000.0,158389.0,102.8,6.2102804,,,32.24,66.45,False,,50000.0,67.35,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NOFI.OL,,,finmb_47733558,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,no_market,,4.425,,0.50071996,,-0.040801704,,10.7,,186695008.0,,,55.746,,,,1577750400.0,0.33036998,1967918976.0,10.571,,,1.1920137,0.32112998,1640908800.0,1593475200.0,,,105417332.0,17392723968.0,,,,,,0.21899999999999997,,,,,,,,https://logo.clearbit.com/banknorwegian.no,,
NPRO,Norwegian Property,Real estate,11.15,11.15,11.25,8,,5503.93,-0.0133,-0.0133,-0.0346,-0.194,-0.0329,0250,Real Estate,51.0,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1.0,StÃ¸perigata 2,,Real Estate Services,11.3,11.3,11.785362,0.0123893805,0.3443,,11.3,,13991.0,,11.3,11.529411,0.14,11.3,13991.0,,,,0.28,1581379200.0,0.545876,,,11.1,2.0,NOK,17.206789,3724.0,,,,5503929344.0,,,30572.0,2.8576996,11.1,11.25,,361700.0,3724.0,15.15,23.723404000000002,,,9.24,11.15,False,0.0249,27100.0,11.3,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NPRO.OL,,,finmb_27351416,1f0144b2-d8be-3c62-bd25-b181ac252aba,no_market,,6.84,,0.16937,21.775,-0.030042887,,0.47,,493625984.0,,,16.064,,,,1577750400.0,0.20047002,326200000.0,0.648,,,0.6940986,0.80237997,1640908800.0,1593475200.0,,,84182909.0,13173968896.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,,
NRC,NRC Group,Industrials,26.5,26.4,26.6,81,,1932.58,-0.0093,-0.075,-0.2217,-0.5321,-0.5386,1366,Industrials,1932.0,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1.0,Lysaker Torg 25,,Railroads,26.75,26.75,30.096739000000003,,0.0,,26.75,,136558.0,,26.75,32.639706,,26.75,136558.0,,,,,1524182400.0,0.394308,,,25.9,2.0,NOK,,22001.0,,,,1932583936.0,,,60967.0,0.30069768,25.9,26.6,,,22001.0,62.2,,,,18.8,26.4,False,,,26.75,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NRC.OL,,,finmb_876360,df5bdbf5-1f2a-37df-a179-697b4068de08,no_market,,0.45899999999999996,,-0.008709999999999999,33.549,-0.53799653,,,,72927696.0,,,40.95,,,,1577750400.0,0.34921002,-120000000.0,-0.9279999999999999,,,0.6471306,0.20920999999999998,1640908800.0,1593475200.0,,,41784666.0,2952333312.0,,1384992000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,,
NTS,NTS,Industrials,69.5,68.0,70.0,4,,8289.42,-0.0071,-0.028,0.0,0.17559999999999998,0.2162,7970,Consumer Defensive,,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1.0,Sentrumsgata 6,,Farm Products,70.0,70.0,66.66304000000001,0.014285714,0.4688,,70.0,,914.0,,70.0,70.01471,1.0,70.0,914.0,,,,1.0,1589414400.0,0.5906899999999999,,,69.5,2.0,NOK,21.752739000000002,1097.0,,,,8289403904.0,,,3268.0,5.174544999999999,69.5,70.0,,8300.0,1097.0,80.0,10.979463,,1.26,46.0,68.0,False,0.0143,26300.0,70.0,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,NTS.OL,,,finmb_49125655,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,no_market,,4.9639999999999995,,0.1451,16.399,0.16666663,,6.33,,119272000.0,,,37.542,,,,1577750400.0,0.029240001,232440992.0,3.195,,,1.85126,0.93716,1640908800.0,1585612800.0,,,33225408.0,7952291328.0,,1407888000.0,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,
OBSERV,Observe Medical,Health care,13.9,13.9,14.0,8,,270.13,-0.0246,-0.0142,-0.109,0.2895,,0255,Healthcare,7.0,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1.0,Henrik Ibsensgate 90,,Medical Devices,14.25,13.9,13.001878,,0.0,,13.9,,23060.0,,14.25,14.854412,,13.9,23060.0,,,,,,,,,13.7,2.0,NOK,,12209.0,,,,270127040.0,,,22504.0,1819.8093,13.7,14.0,,,12209.0,20.5,,,,5.902,13.9,False,,,13.9,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,OBSERV.OL,,,finmb_638427790,25009432-ca8b-3b95-8eba-cd40c626353f,no_market,,2105.312,,0.0,-17.192999999999998,inf,,,,19433600.0,,,0.304,,,,1577750400.0,0.11623,-19007960.0,-1.349,,,45.723686,0.77686,1640908800.0,1593475200.0,,,4748790.0,312506240.0,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,
OCY,Ocean Yield,Energy,21.9,21.85,21.9,215,,3835.84,-0.0158,-0.0289,-0.0417,-0.5064,-0.5162,1366,Industrials,17.0,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1.0,OksenOeyveien 10,,Marine Shipping,22.2,22.25,25.940943,0.02171171,,,22.3,,237553.0,,22.2,22.811764,0.48200000000000004,22.25,237553.0,,,,4.5,1594598400.0,1.147502,,,21.85,2.0,NOK,,132691.0,,,,3835872512.0,,,437679.0,13.163598,21.85,21.9,,72600.0,132691.0,56.7,32.686565,,11.03,19.8,21.85,False,0.2016,493800.0,22.3,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,OCY.OL,,,finmb_212437935,1b0c54d8-27d9-3009-a939-c558d4c1845e,no_market,,19.579,,-0.13520999,23.24,-0.5586481,,0.67,,175154000.0,,,4.644,,,,1577750400.0,0.13294,-57400000.0,-0.27899999999999997,,,4.715762000000001,0.63466,1640908800.0,1593475200.0,,,63943066.0,5705357824.0,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,,
