ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,56.4,56.0,56.4,17,,1250.44,-0.0105,-0.0441,-0.0091,-0.35,-0.2638
FIVEPG,5th Planet Games,Communication services,1.69,1.68,1.69,187,LP,179.15,0.0181,-0.0639,-0.19760000000000003,4.7686,1.9728999999999999
AASB-ME,Aasen Sparebank,Equity certificates,121.0,119.0,126.0,0,LP,122.68,,,0.061399999999999996,0.0068000000000000005,0.1101
ASC,ABG Sundal Collier Holding,Financials,4.58,4.58,4.59,28,,2021.40,-0.0108,0.0212,0.0944,0.21719999999999998,0.4803
ADE,Adevinta,Communication services,163.6,163.5,163.7,1289,,112043.02,-0.0018,0.008,0.1151,0.574,0.4828
ADSC-ME,ADS Crude Carriers,Energy,13.8,13.8,13.9,66,,322.79,-0.045,-0.1462,-0.1741,-0.3754,-0.09230000000000001
AEGA,Aega,Utilities,1.21,1.21,1.23,4,,58.14,0.0,0.0083,-0.0692,0.0431,-0.1247
AFG,AF Gruppen,Industrials,167.2,167.2,167.8,5,,17557.50,-0.0083,0.0146,-0.0446,-0.0147,-0.033
AKA,Akastor,Energy,6.3,6.31,6.34,89,,1711.14,-0.0382,-0.0987,0.057,-0.36619999999999997,-0.4522
AKER,Aker,Financials,393.2,393.0,393.4,476,,29204.05,-0.0204,-0.053399999999999996,0.0277,-0.2548,-0.1297
AKBM-ME,Aker BioMarine,Consumer staples,91.53,91.53,92.99,89,,8016.75,-0.037000000000000005,0.004699999999999999,0.0227,,
AKERBP,Aker BP,Energy,164.2,164.15,164.3,2224,,59048.54,-0.0301,-0.0462,-0.0338,-0.4046,-0.2736
ACC-ME,Aker Carbon Capture,Industrials,4.69,4.69,4.7,542,,2654.82,-0.0229,-0.16699999999999998,,,
AOW-ME,Aker Offshore Wind Holding,Industrials,2.87,2.81,2.87,583,,1756.36,-0.0139,-0.32439999999999997,,,
AKSO,Aker Solutions,Energy,8.88,8.88,8.89,817,,2413.49,-0.0231,-0.107,-0.2652,-0.5672,-0.6002000000000001
AKVA,AKVA Group,Industrials,64.4,64.2,64.4,2,LP,2132.05,0.0031,0.019,0.009399999999999999,-0.1175,-0.17550000000000002
AMSC,American Shipping Company,Industrials,28.4,28.4,28.5,24,,1721.51,0.0018,-0.050199999999999995,0.105,-0.058600000000000006,-0.0707
ANDF-ME,Andfjord Salmon,Consumer staples,48.4,48.29,48.94,30,,1631.11,-0.012199999999999999,-0.051,-0.1434,,
