ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,56.4,56.0,56.4,17,,1250.44,-0.0105,-0.0441,-0.0091,-0.35,-0.2638,HM11,Industrials,4.0,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,,Marine Shipping,57.0,59.8,53.433094,0.002894737,0.8163,,59.8,,14675.0,,57.0,57.445713,0.165,59.8,,14675.0,,,,1.06,1597622400.0,1.095959,,,56.0,2.0,NOK,271.15384,1720.0,,,,1250438784.0,,,26989.0,45.142193,56.0,56.4,,,1720.0,93.8,,,,39.0,56.0,False,0.0176,,59.8,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,54.229,,0.16968,,-0.26640922,,,,22170900.0,,,6.22,,,,1577750400.0,0.19871001,4700000.0,0.20800000000000002,,0.20323932,9.067525,0.57717997,1640908800.0,1593475200.0,,,6990487.0,1502141696.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
FIVEPG,5th Planet Games,Communication services,1.69,1.68,1.69,187,LP,179.15,0.0181,-0.0639,-0.19760000000000005,4.7686,1.9729,1123,Communication Services,16.0,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,,Electronic Gaming & Multimedia,1.655,1.66,1.4106938,,0.0,,1.74,,4342728.0,,1.655,1.8322858,,1.66,,4342728.0,,,,,,2.714866,,,1.645,4.0,NOK,,712324.0,,,,179145824.0,,,3430546.0,,1.645,1.685,,0.0,712324.0,3.8,,,,0.25,1.675,False,,0.0,1.74,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.5461538000000001,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.20323932,9.683908,0.50402,1640908800.0,1577750400.0,,,46798691.0,92963296.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,121.0,119.0,126.0,0,LP,122.68,,,0.0614,0.0068000000000000005,0.1101,7630,Financial Services,29.0,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,121.0,121.0,117.366905,0.0661157,0.67620003,,121.0,,138.0,,121.0,114.65713999999998,8.0,121.0,,138.0,,,,8.0,1583798400.0,0.40223000000000003,,,121.0,2.0,NOK,2.9273722,5.0,,,,122683112.0,,,38.0,1.1177295,121.0,126.0,,,5.0,153.0,,,,105.0,119.0,False,0.0661,,121.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.483,,0.38182,,0.034188032,,,,1013910.0,,,501.01,,,,1577750400.0,0.0,41909000.0,41.333999999999996,,0.20323932,0.24151213,0.0,1640908800.0,1593475200.0,,,553343.0,711598464.0,,,,,,0.34299999999999997,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.58,4.58,4.59,28,,2021.4,-0.0108,0.0212,0.0944,0.2172,0.4803,0250,Financial Services,275.0,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,,Capital Markets,4.63,4.6,3.8820502999999995,0.047516197,0.8062,,4.62,,339115.0,,4.63,4.4521427000000005,0.22,4.6,,339115.0,,,,0.22,1588118400.0,0.935542,,,4.58,4.0,NOK,10.000001,34708.0,,,,2025952640.0,,,310894.0,1.4334401,4.58,4.59,,185000.0,34708.0,4.63,10.674418,,10.56,2.69,4.58,False,0.0475,340000.0,4.62,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.129,,0.17288,,0.41158545,,0.43,,441384000.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.20323932,3.074347,0.18238,1640908800.0,1593475200.0,,,342700355.0,1595647104.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
ADE,Adevinta,Communication services,163.6,163.5,163.7,1289,,112043.02,-0.0018,0.008,0.1151,0.574,0.4828,0159,Communication Services,3564.0,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1.0,Grensen 5,,Internet Content & Information,164.0,163.5,110.183815,,0.0,,164.5,,2233481.0,,164.0,151.04572,,163.5,,2233481.0,,,,,,,,,161.7,2.0,NOK,,125814.0,,,,112111583232.0,,,695172.0,,161.7,163.6,,,125814.0,169.5,,,,66.7,163.6,False,,,164.5,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5355805,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.20323932,,0.66005,1640908800.0,1593475200.0,,,227972750.0,104734498816.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,13.8,13.8,13.9,66,,322.79,-0.045,-0.1462,-0.1741,-0.3754,-0.0923,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1.0,OSM House,,Marine Shipping,14.45,14.5,21.106834,,0.4088,,14.5,,156808.0,,14.45,18.005714,,14.5,,156808.0,,,,5.44,1598918400.0,,,,13.75,2.0,NOK,,64230.0,,,,322786144.0,,,70144.0,,13.75,13.9,,,64230.0,33.4,,,,13.75,13.8,False,0.35209998,,14.5,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.28465348,,,,23390300.0,,,,,,,,0.09734,,,,0.20323932,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
AEGA,Aega,Utilities,1.21,1.21,1.23,4,,58.14,0.0,0.0083,-0.0692,0.0431,-0.1247,274,Utilities,2.0,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1.0,Thunes vei 2,,Utilities—Renewable,1.21,1.21,1.2320863000000002,0.0033057851,,,1.21,,70180.0,,1.21,1.2654285,0.004,1.21,,70180.0,,,,0.04,1591142400.0,,,,1.21,4.0,NOK,,2530.0,,,,58141468.0,,,59039.0,,1.21,1.23,,394100.0,2530.0,1.85,,,,1.05,1.21,False,0.0339,60000.0,1.21,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.05468744,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.20323932,7.333333500000001,0.46798,1640908800.0,1593475200.0,,,24514996.0,59502416.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AFG,AF Gruppen,Industrials,167.2,167.2,167.8,5,,17557.5,-0.0083,0.0146,-0.0446,-0.0147,-0.033,0663,Industrials,5524.0,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,,Engineering & Construction,168.6,168.0,166.94244,0.035587188,1.2996001,,168.0,,17629.0,,168.6,174.9943,6.0,168.0,,17629.0,,,,12.0,1589760000.0,0.43915600000000005,,,166.0,2.0,NOK,22.932382999999998,218.0,,,,17557504000.0,,,15785.0,0.71189654,166.0,167.8,,178000.0,218.0,185.0,19.928486,,5.45,124.5,167.2,False,0.0712,52100.0,168.0,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.773,,0.030369998999999998,15.57,-0.055462122,,8.39,,105009000.0,,,20.408,,,,1577750400.0,0.14407,749000000.0,7.291,,0.20323932,8.192865,0.60915,1640908800.0,1593475200.0,,,41049068.0,19057516544.0,,1263772800.0,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
AKA,Akastor,Energy,6.3,6.31,6.34,89,,1711.14,-0.0382,-0.0987,0.057,-0.3662,-0.4522,1366,Energy,2112.0,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1.0,Building B,,Oil & Gas Equipment & Services,6.55,6.55,5.3282013,,0.0,,6.55,,482648.0,,6.55,6.1728572999999995,,6.55,,482648.0,,,,,1397174400.0,1.53253,,,6.21,2.0,NOK,,139257.0,,,,1711142912.0,,,485459.0,0.30216190000000004,6.21,6.35,,52200.0,139257.0,12.4,15.75,,,3.52,6.31,False,,227000.0,6.55,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.718,,-0.0498,13.073,-0.43043476,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.20323932,0.42409965,0.51141,1640908800.0,1593475200.0,,,159931143.0,4065857024.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
AKER,Aker,Financials,393.2,393.0,393.4,476,,29204.05,-0.0204,-0.0534,0.0277,-0.2548,-0.1297,1366,Energy,21865.0,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,401.4,402.2,335.46332,0.029272547000000003,0.0,,403.4,,94270.0,,401.4,401.94287,11.75,402.2,,94270.0,,,,11.75,1595289600.0,1.6867459999999999,,,392.6,2.0,NOK,,27682.0,,,,29204066304.0,,,169505.0,0.6199518,392.6,393.2,,111700.0,27682.0,566.0,14.979048,,,182.2,392.8,False,0.0293,108400.0,403.4,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.883,,-0.08871,34.707,-0.17100376,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.20323932,1.5638423000000001,0.70268,1640908800.0,1593475200.0,,,67696448.0,88710070272.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,,,,
