ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,61.8,62.0,62.0,0,,1370.16,,,0.0935,-0.2878,-0.1555
FIVEPG,5th Planet Games,Communication services,1.69,1.69,1.69,0,LP,179.68,,,0.2426,4.7857,2.0069
AASB-ME,Aasen Sparebank,Equity certificates,114.0,113.0,120.0,0,LP,115.59,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.55,4.5,4.5,0,,2006.45,,,0.0111,0.20929999999999999,0.5783
ADE,Adevinta,Communication services,154.4,155.0,155.0,0,,105742.31,,,0.34259999999999996,0.48460000000000003,0.5108
ADSC-ME,ADS Crude Carriers,Energy,18.15,17.95,18.2,0,,424.53,,,-0.032,-0.2541,0.1471
AEGA,Aega,Utilities,1.2,1.4,1.4,0,,57.66,,,-0.04,0.0345,0.0034000000000000002
AFG,AF Gruppen,Industrials,175.0,176.0,176.0,0,,18376.58,,,-0.0331,0.0313,0.15039999999999998
AKA,Akastor,Energy,6.2,6.17,6.17,0,,1683.98,,,0.1273,-0.3763,-0.3763
AKER,Aker,Financials,410.0,411.0,411.0,0,,30451.83,,,0.0128,-0.2229,0.0387
AKBM-ME,Aker BioMarine,Consumer staples,95.0,96.0,96.0,0,,8320.68,,,-0.0052,,
AKERBP,Aker BP,Energy,181.4,181.4,181.4,0,,65233.89,,,-0.004699999999999999,-0.3422,-0.1396
AKSO,Aker Solutions,Energy,12.96,12.96,12.96,0,,3524.38,,,0.13849999999999998,-0.3691,-0.3726
AKVA,AKVA Group,Industrials,64.0,65.0,65.0,0,LP,2118.81,,,0.0,-0.12300000000000001,-0.1375
AMSC,American Shipping Company,Industrials,29.4,29.5,29.5,0,,1782.13,,,0.073,-0.053099999999999994,-0.0337
ANDF-ME,Andfjord Salmon,Consumer staples,55.25,55.5,55.5,0,,1861.96,,,-0.052300000000000006,,
ABT,Aqua Bio Technology,Materials,4.32,4.4,4.4,0,LP,66.34,,,-0.1074,0.8462000000000001,1.0
AQUA,AqualisBraemar,Energy,5.5,5.5,5.5,0,,386.74,,,0.2615,0.48829999999999996,0.48829999999999996
ARCHER,Archer,Energy,2.62,2.7,2.7,0,,387.59,,,0.2018,-0.1761,-0.361
AZT,ArcticZymes Technologies,Health care,48.4,48.6,48.6,0,,2339.40,,,0.1805,9.1895,
ARCUS,Arcus,Consumer staples,43.1,43.5,43.5,0,,2922.21,,,0.0802,0.2306,0.214
AFK,Arendals Fossekompani,Industrials,2880.0,2960.0,2960.0,0,,6305.53,,,0.0213,0.1192,0.1543
ASETEK,Asetek,Information technology,76.9,77.0,77.0,0,,1965.66,,,0.14429999999999998,1.4806,2.7512
ATEA,Atea,Information technology,106.4,107.0,107.0,0,,11701.15,,,-0.0148,-0.1726,-0.0286
ATLA NOK,Atlantic Petroleum,Energy,6.54,5.52,6.54,0,,24.18,,,0.0381,-0.16690000000000002,
ASA,Atlantic Sapphire,Consumer staples,111.5,111.5,111.5,0,,7948.40,,,-0.10800000000000001,-0.13570000000000002,0.1263
AURG,Aurskog Sparebank,Equity certificates,200.0,198.0,200.0,0,LP,642.84,,,0.08109999999999999,0.1185,0.1793
AUSS,Austevoll Seafood,Consumer staples,84.5,84.7,84.7,0,,17054.13,,,0.0556,-0.0311,-0.0673
AVANCE,Avance Gas Holding,Energy,20.92,21.0,21.0,0,,1331.69,,,0.0999,-0.5325,0.016200000000000003
AWDR,Awilco Drilling,Energy,3.19,3.2,3.24,0,,174.11,,,-0.0562,-0.7942,-0.8405
ALNG,Awilco LNG,Energy,1.18,1.05,1.05,0,,155.74,,,0.0352,-0.6328,-0.6317
AXA,Axactor,Financials,7.12,7.19,7.19,0,,1320.02,,,0.0394,-0.6253,-0.586
AGS,Axxis Geo Solutions,Energy,0.76,0.77,0.77,0,,44.70,,,-0.28300000000000003,-0.392,-0.9479000000000001
AYFIE-ME,ayfie Group,Information technology,2.72,2.71,2.8,0,,288.73,,,-0.046,,
B2H,B2Holding,Financials,5.8,5.84,5.84,0,,2377.61,,,0.2903,-0.39299999999999996,-0.2616
BAKKA,Bakkafrost,Consumer staples,561.0,568.5,568.5,0,,33162.74,,,-0.0106,-0.1369,0.0748
BALT-ME,Baltic Sea Properties,Real estate,30.8,,,0,,205.37,,,0.0132,0.0621,-0.12
BEL,Belships,Industrials,6.6,6.55,6.7,0,LP,1502.34,,,-0.0075,-0.0897,-0.050499999999999996
BGBIO,BerGenBio,Health care,36.2,36.2,36.2,0,,3158.81,,,-0.042300000000000004,0.49450000000000005,2.0325
BSP-ME,Black Sea Property,Consumer discretionary,2.98,2.14,2.94,0,,49.60,,,0.12029999999999999,-0.49060000000000004,-0.3638
BON,Bonheur,Industrials,235.0,232.0,236.0,0,,9994.99,,,0.0981,0.2048,0.3899
BOR,Borgestad,Materials,16.75,16.2,16.75,0,LP,213.01,,,-0.0233,-0.1625,-0.0638
BDRILL,Borr Drilling,Energy,8.85,8.98,8.98,0,,1389.20,,,-0.0323,-0.8832,-0.8117
BRG,Borregaard,Materials,119.2,120.0,123.8,0,,11871.51,,,0.0311,0.2838,0.3257
BOUVET,Bouvet,Information technology,566.0,564.0,564.0,0,,5801.24,,,0.0404,0.48229999999999995,0.9170999999999999
BRA-ME,BRAbank,Financials,0.48,0.48,0.5,0,,300.44,,,0.2565,0.039,-0.68
BWE,BW Energy Limited,Energy,17.8,17.14,17.67,0,,4170.62,,,0.0045000000000000005,,
BWLPG,BW LPG,Energy,37.72,37.58,37.58,0,,5209.01,,,0.0753,-0.4175,0.19760000000000003
BWO,BW Offshore Limited,Energy,33.18,34.0,34.0,0,,5998.94,,,-0.0154,-0.4378,-0.1166
BMA,Byggma,Industrials,109.0,99.0,109.0,0,,761.03,,,0.10099999999999999,0.1848,0.22469999999999998
CARA,Carasent,Health care,23.6,24.0,24.0,0,,958.96,,,0.1346,1.4180000000000001,1.8640999999999999
CLOUD-ME,Cloudberry Clean Energy,Utilities,12.5,12.3,12.3,0,,478.91,,,0.1261,,
COV,ContextVision,Health care,246.0,247.0,247.0,0,LP,1903.24,,,-0.042800000000000005,1.3654,2.3699
CRAYON,Crayon Group Holding,Information technology,99.4,99.4,99.4,0,,8074.32,,,0.4302,0.9115000000000001,2.116
DNB,DNB,Financials,144.3,144.3,144.3,0,,225186.41,,,-0.0154,-0.1201,-0.009899999999999999
DNO,DNO,Energy,5.78,5.78,5.78,0,,5636.05,,,-0.0767,-0.5006,-0.47369999999999995
DOF,DOF,Energy,0.6,0.62,0.63,0,,185.58,,,-0.0066,-0.6159,-0.7892
EAM,EAM Solar,Utilities,12.1,12.5,12.5,0,,82.91,,,-0.10039999999999999,0.0342,-0.45
