ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000.0,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDUR,Endúr,Industrials,1.44,1.41,1.47,0,LP,407.65,,,-0.0336,0.2618,0.1053,5160,Industrials,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1.0,DamsgArdsveien 229,,Conglomerates,1.42,1.445,1.0191752,,0.0,,1.47,,688815.0,,1.42,1.5079411,,1.445,,688815.0,,,,,,,,,1.405,4.0,NOK,,109246.0,,,,407651072.0,,,3084743.0,0.7706476999999999,1.405,1.445,,0.0,109246.0,3.2,,,,0.532,1.43,False,,0.0,1.47,OSL,ENDUR ASA,Endúr ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.696,,-0.01554,-58.655,0.122529626,,,,283091008.0,,,0.546,,,,1577750400.0,0.17669001,-15706000.0,-0.039,,0.15364361,2.6373627,0.70949996,1640908800.0,1585612800.0,,,87390757.0,368003072.0,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,249.0,LaksevAg,,,,,
ENTRA,Entra,Real estate,126.8,127.0,127.0,0,,23080.97,,,-0.0132,-0.1089,0.0103,0185,Real Estate,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1.0,Biskop Gunnerus gate 14 A,,Real Estate—Diversified,127.5,126.7,131.52774,0.03764706,0.3717,,128.1,,228595.0,,127.5,126.8,4.8,126.7,,228595.0,,,,4.8,1601596800.0,0.519744,,,126.7,2.0,NOK,9.90625,193450.0,,,,23094337536.0,,,409630.0,9.0815325,126.7,127.1,,168600.0,193450.0,168.6,17.513813,,3.68,96.2,126.9,False,0.0376,193700.0,128.1,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.891,,0.91663,20.504,-0.022239207999999996,,7.24,,182132000.0,,,125.59,,,,1577750400.0,0.5023,2331000064.0,12.8,,0.15364361,1.0096346,0.22298999,1640908800.0,1593475200.0,,,150093205.0,45497344000.0,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,181.0,,,,,,
EPIC-ME,Epic Gas,Energy,15.7,15.2,16.1,0,LP,1673.88,,,0.15439999999999998,0.0753,0.1214,059818,Energy,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1.0,8 Eu Tong Sen Street,,Oil & Gas Midstream,17.6,16.6,13.932847,,0.0,,16.6,,1172.0,,17.6,14.508823000000001,,16.6,,1172.0,,,,,,0.32113800000000003,,,15.7,2.0,NOK,560.7142299999999,2208.0,,,,1673619968.0,,,253.0,8.994368,15.7,16.1,,,2208.0,19.0,,,,13.4,15.2,False,,,16.6,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.693,,0.01594,41.235,0.23076928,,,,106600000.0,,,2.764,,,,1577750400.0,0.0,2965409.0,0.027999999999999997,,0.15364361,5.680174,0.83456004,1640908800.0,1593475200.0,,,17242550.0,1989619968.0,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,,"No.22-89, The Central",,,,,
EQNR,Equinor,Energy,145.4,146.0,146.0,0,,472163.38,,,0.0356,-0.13699999999999998,0.0582,4035,Energy,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1.0,Forusbeen 50,,Oil & Gas Integrated,145.7,146.1,139.86891,0.0048730266,,,147.1,,3063265.0,,145.7,140.61618,0.71,146.1,,3063265.0,,,,3.3,1605139200.0,0.731707,,,144.75,2.0,NOK,,1656289.0,,,,472272273408.0,,,3783282.0,9.041992,144.75,144.95,,,1656289.0,187.2,,,4.95,95.2,144.95,False,0.022000000000000002,,147.1,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EQNR.OL,finmb_989228,no_market,,9.485,,-0.04413,34.51,-0.021490932,,,,3248090112.0,,,10.863,,,,1577750400.0,0.19812000000000002,-2304999936.0,-0.6970000000000001,,0.15364361,13.384884,0.67271006,1640908800.0,1593475200.0,,,1016182440.0,495427190784.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,21412.0,,,,,,
EPR,Europris,Consumer discretionary,46.0,46.08,46.08,0,,7627.65,,,0.0009,0.404,0.9966,1661,Consumer Defensive,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",RolvsÃ¸y,,Norway,[],http://www.europris.no,1.0,Dikeveien 57,,Discount Stores,46.08,46.1,38.14116,0.042317707,0.58669996,,46.3,,484072.0,,46.08,45.399409999999996,1.95,46.1,,484072.0,,,,1.95,1588204800.0,0.771777,,,45.72,2.0,NOK,14.024389999999999,347686.0,,,,7627674624.0,,,680384.0,1.0945461,45.72,46.06,,79600.0,347686.0,50.75,17.760618,,,23.6,45.96,False,0.044000000000000004,95300.0,46.3,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPR.OL,finmb_293420901,no_market,,1.588,,0.078049995,12.423,0.8550725,,2.59,,165819008.0,,,11.468,,,,1577750400.0,0.53228,543936000.0,3.28,,0.15364361,4.0111612999999995,0.03046,1640908800.0,1593475200.0,,,159459440.0,11067018240.0,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,1814.0,,,,,,
EXTX-ME,EXACT Therapeutics,Health care,35.5,35.0,36.0,0,,1063.86,,,0.0435,,,0379,Healthcare,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.exact-tx.com,1.0,Ullernchausseen 64,,Biotechnology,36.0,36.0,36.788624,,0.0,,36.0,,7248.0,,36.0,36.788624,,36.0,,7248.0,,,,,,,,,35.0,2.0,NOK,,1370.0,,,,1063856896.0,,,13543.0,143.22353,35.0,35.99,,,1370.0,53.592,,,,26.0,35.0,False,,,36.0,OSL,EXACT THERAPEUTICS,EXACT Therapeutics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,143.22299999999998,,-2.0169599999999996,-67.781,0.13122177,,,,29967800.0,,,1.4040000000000001,,,,1577750400.0,,-14981884.0,-0.5,,0.15364361,25.284899,,1640908800.0,,,,29885039.0,1063855104.0,,1595808000.0,250:1,,,,,,,,,,,https://logo.clearbit.com/exact-tx.com,4.0,,,,,,
FJORD,Fjord1,Industrials,42.5,42.5,42.5,0,,4245.46,,,-0.0513,0.1612,0.17079999999999998,6900,Industrials,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",FlorÃ¸,47 57 75 70 00,Norway,[],http://www.fjord1.no,1.0,Strandavegen 15,,Marine Shipping,43.3,43.3,42.059853000000004,0.06235566,1.6071,,43.3,,8753.0,,43.3,44.729411999999996,2.7,43.3,,8753.0,,,,,1557878400.0,0.85,,,42.5,2.0,NOK,25.373135,6025.0,,,,4246158080.0,,,25842.0,1.5173798,42.5,42.8,,0.0,6025.0,46.9,12.108262,,,31.0,42.6,False,,0.0,43.3,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.6510000000000002,,0.059789999999999996,13.113,0.18630135,,3.51,,99909600.0,,,22.394000000000002,,,,1577750400.0,0.11310001,167319008.0,1.675,,0.15364361,1.8978298999999998,0.85439,1640908800.0,1585612800.0,,,14465911.0,10216487936.0,,,,,,,,,,,,,,https://logo.clearbit.com/fjord1.no,1056.0,,,,,,
FKRAFT,Fjordkraft Holding,Utilities,87.7,87.7,87.7,0,,9172.21,,,0.139,0.5740999999999999,1.0066,5147,Utilities,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1.0,Folke Bernadottes Vei 38,,Utilities—Regulated Electric,86.6,87.0,74.58978,0.034642032999999996,0.5528,,88.5,,157248.0,,86.6,78.479416,3.0,87.0,,157248.0,,,,3.0,1587600000.0,0.182557,,,86.6,2.0,NOK,22.024107,184393.0,,,,9172192256.0,,,231859.0,1.5580021000000002,86.6,87.6,,0.0,184393.0,88.9,,,,44.2,87.3,False,0.0355,0.0,88.5,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.473,,0.07124,14.613,0.91381216,,,,104586000.0,,,11.130999999999998,,,,1577750400.0,0.41085997,419416000.0,3.9819999999999998,,0.15364361,7.8788967,0.3204,1640908800.0,1585612800.0,,,85416677.0,8669147136.0,,,,,,0.366,,,,,,,,https://logo.clearbit.com/fjordkraft.no,293.0,,,,,,
FLNG,FLEX LNG,Energy,50.7,49.9,49.9,0,,2743.41,,,0.004,-0.4314,-0.3626,HM08,Energy,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1.0,Par-La-Ville Place,441 295 3494,Oil & Gas Midstream,50.55,52.0,51.769490000000005,0.003956479000000001,1.8944,,52.0,,76016.0,,50.55,49.765,0.2,52.0,,76016.0,,,,1.87,1583798400.0,0.5864090000000001,,,50.3,2.0,NOK,501.9802,38041.0,,,,2743407360.0,,,121849.0,19.734188,50.3,51.25,,219600.0,38041.0,108.2,362.14285,,,38.1,50.55,False,0.037000000000000005,100000.0,52.0,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.581,,0.039760000000000004,34.357,-0.4313835999999999,,0.14,,54110600.0,,,15.136,,,,1577750400.0,0.19859000000000002,5528000.0,0.10099999999999999,,0.15364361,3.3496300000000003,0.4586,1640908800.0,1585612800.0,,,28836612.0,3417228544.0,,1552262400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,8.0,4th Floor 14 Par-La-Ville Road,,,,,
FRO,Frontline,Energy,76.45,76.6,76.6,0,,15113.58,,,0.07150000000000001,-0.2161,0.4066,HM 08,Energy,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1.0,Par-la-Ville Place,441 295 3494,Oil & Gas Midstream,74.3,76.25,79.60072,0.01615074,0.3623,,77.5,,428206.0,,74.3,71.21911999999999,1.2,76.25,,428206.0,,,,27.07,1591142400.0,0.32346199999999997,,,75.5,2.0,NOK,53.68679399999999,378028.0,,,,15692891136.0,,,928726.0,13.885351000000002,75.5,76.6,,173100.0,378028.0,123.0,177.7907,,,55.0,76.45,False,0.3643,75700.0,77.5,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,FRO.OL,finmb_144797851,no_market,,14.79,,0.23471999999999998,33.622,0.034818888,,0.43,,197692000.0,,,8.113999999999999,,,,1577750400.0,0.29650998,265272000.0,1.4240000000000002,,0.15364361,9.421986,0.50473,1640908800.0,1585612800.0,,,98284714.0,16715514880.0,,1454544000.0,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,157.0,14 Par-la-Ville Road PO Box HM 1593,,,,,
GIG,Gaming Innovation Group,Consumer discretionary,7.1,7.1,7.1,0,,633.95,,,0.1164,-0.1331,-0.2518,STJ 3148,Consumer Cyclical,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1.0,@GiG Beach,,Gambling,7.16,7.5,5.351533,,0.0,,7.5,,357441.0,,7.16,6.647941,,7.5,,357441.0,,,,,,0.837398,,,7.09,2.0,NOK,,64115.0,,,,639039744.0,,,217041.0,,7.09,7.17,,86600.0,64115.0,10.92,71.0,,,2.05,7.1,False,,1568100.0,7.5,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000.0,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.33099,,-0.28400004,,0.1,,90005600.0,,,1.355,,,,1577750400.0,0.13146,,-0.08,,0.15364361,5.2398524,0.53973,1640908800.0,1593475200.0,,,37877068.0,639039936.0,,1545177600.0,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,487.0,Golden Mile Business Centre Triq Id-Dragunara,,,,,
RISH,GC Rieber Shipping,Industrials,5.75,5.3,6.55,0,,494.69,,,-0.0086,-0.2988,-0.223,5058,Industrials,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1.0,Solheimsgaten 15,,Marine Shipping,6.1,5.75,6.400219,0.08196721,0.0,,5.75,,4313.0,,6.1,6.127941000000001,0.5,5.75,,4313.0,,,,,1428624000.0,0.991289,,,5.75,2.0,NOK,,53.0,,,,494688608.0,,,5900.0,2.451563,5.75,6.1,,110000.0,53.0,11.5,,,,4.5,5.8,False,,100000.0,5.75,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,RISH.OL,finmb_884214,no_market,,8.084,,-0.90569,20.11,-0.17567569,,,,86032800.0,,,20.62,,,,1577750400.0,0.018969999999999997,-182755008.0,-2.124,,0.15364361,0.27885547,0.92489,1640908800.0,1585612800.0,,,8121469.0,1631233280.0,,1176422400.0,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,32.0,,,,,,
GENT-ME,Gentian Diagnostics,Health care,66.0,68.0,68.0,0,,1016.58,,,0.1,0.0577,0.3497,1596,Healthcare,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1.0,Bjornasveien 5,,Diagnostics & Research,64.0,65.0,52.286133,,0.0,,66.0,,6507.0,,64.0,59.25,,65.0,,6507.0,,,,,,0.736526,,,65.0,2.0,NOK,,33672.0,,,,1016578176.0,,,7552.0,16.277752,65.0,66.0,,,33672.0,66.8,,,,38.0,65.5,False,,,66.0,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,13.758,,-0.61030996,-34.318000000000005,0.30612242,,,,15402700.0,,,13.222000000000001,,,,1577750400.0,0.26521999999999996,-38115000.0,-2.477,,0.15364361,4.9916806,0.48766997,1640908800.0,1585612800.0,,,6773345.0,859215360.0,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,46.0,,,,,,
GJF,Gjensidige Forsikring,Financials,189.4,189.4,189.4,0,,94697.87,,,-0.0084,0.028,0.1294,0191,Financial Services,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1.0,Schweigaardsgate 21,,Insurance—Diversified,188.2,188.6,184.27446,0.037725825,0.0,,189.7,,268689.0,,188.2,187.43236000000002,7.1,188.6,,268689.0,,,,,1585267200.0,0.430313,,,188.0,2.0,NOK,24.041635999999997,205959.0,,,,94699995136.0,,,483749.0,3.4335352999999995,188.0,189.2,,118100.0,205959.0,208.8,19.894957,,,145.25,189.1,False,,96300.0,189.7,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,GJF.OL,finmb_4497069,no_market,,1.896,,0.14282999999999998,9.946,0.1080364,,9.52,,500000000.0,,,56.1,,,,1577750400.0,0.30024,3939399936.0,7.877999999999999,,0.15364361,3.3761141,0.6395,1640908800.0,1593475200.0,,,497370053.0,52299538432.0,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,3620.0,,,,,,
GEOS-ME,Golden Energy Offshore Services,Energy,1.03,1.05,,0,,47.04,,,,,,6002,Industrials,"Golden Energy Offshore Services AS, together with its subsidiaries, engages in the shipping business in Europe and Africa. The company owns 4 platform supply vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Aalesund, Norway.",Ãlesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1.0,St Olavs Plass 1,47 70 10 26 61,Marine Shipping,1.03,1.03,1.6416058999999998,,0.0,,1.03,,0.0,,1.03,1.14,,1.03,,0.0,,,,,,0.34475100000000003,,,1.03,4.0,NOK,,0.0,,,,47044012.0,,,969.0,0.42625448,1.03,0.0,,,0.0,5.9,,,,1.0,0.0,False,,,1.03,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,2.633,,-0.15581,17.076,-0.8254236999999999,,,,45673800.0,,,8.079,,,,1577750400.0,0.4456,-17196492.0,-0.541,,0.15364361,0.12749101,0.0,1640908800.0,1577750400.0,,,19335649.0,290545120.0,,,,,,,,,,,,,,https://logo.clearbit.com/geoff.no,,,,,,,
GOGL,Golden Ocean Group,Industrials,37.44,37.42,37.42,0,,5364.32,,,0.0196,-0.256,-0.1909,HM 08,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1.0,Par-la-Ville Place,441 295 3494,Marine Shipping,36.48,37.08,35.80686,0.0082236845,,,37.7,,623373.0,,36.48,35.97647,0.3,37.08,,623373.0,,,,2.24,1583366400.0,1.7186810000000001,,,36.76,2.0,NOK,,535846.0,,,,5364327936.0,,,1026838.0,7.460122599999999,36.76,37.5,,470900.0,535846.0,59.6,,,,26.5,37.36,False,0.059699997000000005,400000.0,37.7,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,GOGL.OL,finmb_262789605,no_market,,9.077,,-0.16155,34.958,-0.27690786,,,,143278000.0,,,9.389,,,,1577750400.0,0.2715,-116166000.0,-0.818,,0.15364361,3.9876449999999997,0.36176997,1640908800.0,1585612800.0,,,91444125.0,6527238144.0,,1470009600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,37.0,14 Par-la-Ville Road PO Box HM 1593,,,,,
