ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
NPRO,Norwegian Property,Real estate,11.6,11.45,11.65,0,,5726.06,,,-0.029300000000000007,-0.16140000000000002,0.0105,0250,Real Estate,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1.0,StÃ¸perigata 2,,Real Estate Services,11.45,11.3,11.911532000000001,0.012227074,0.3443,,11.65,,27459.0,,11.45,11.752941,0.14,11.3,,27459.0,,,,0.28,1581379200.0,0.545876,,,11.3,2.0,NOK,17.901235999999997,807.0,,,,5726061568.0,,,30942.0,2.973033,11.3,11.6,,361700.0,807.0,15.15,24.680853,,,9.24,11.45,False,0.024500001,27100.0,11.65,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.879,,0.16937,21.898000000000003,-0.02136755,,0.47,,493625984.0,,,16.064,,,,1577750400.0,0.20047002,326200000.0,0.648,,,0.72211164,0.80237997,1640908800.0,1593475200.0,,,84182909.0,13248013312.0,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,51.0,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,
NRC,NRC Group,Industrials,33.95,33.6,34.5,0,,2475.9,,,0.003,-0.4006,-0.4149000000000001,1366,Industrials,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1.0,Lysaker Torg 25,,Railroads,33.95,33.6,30.932846,0.05154639,0.0,,34.15,,40169.0,,33.95,32.942646,1.75,33.6,,40169.0,,,,,1524182400.0,0.394308,,,33.6,2.0,NOK,,5305.0,,,,2475895296.0,,,66158.0,0.39194159999999995,33.6,34.2,,33900.0,5305.0,62.2,4.970717400000001,,,18.8,33.95,False,,9700.0,34.15,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NRC.OL,finmb_876360,no_market,,0.5660000000000001,,-0.00602,33.722,-0.41965812,,,,72927696.0,,,38.059,,,,1577750400.0,0.34921002,-113000000.0,-0.682,,,0.89203614,0.20920999999999998,1640908800.0,1585612800.0,,,45703372.0,3574530304.0,,1384992000.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,1986.0,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
NTS,NTS,Industrials,70.0,67.0,71.0,0,,8349.06,,,-0.021,0.1841,0.1647,7970,Consumer Defensive,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1.0,Sentrumsgata 6,,Farm Products,70.0,69.0,66.4635,0.014285714,0.4688,,71.0,,2234.0,,70.0,70.10294,1.0,69.0,,2234.0,,,,1.0,1589414400.0,0.5906899999999999,,,69.0,2.0,NOK,21.909233,883.0,,,,8349040128.0,,,3707.0,5.211772,69.0,70.0,,8300.0,883.0,80.0,11.058452,,1.26,46.0,69.0,False,0.0143,26300.0,71.0,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NTS.OL,finmb_49125655,no_market,,4.9639999999999995,,0.1451,16.399,0.17647064,,6.33,,119272000.0,,,37.542,,,,1577750400.0,0.029240001,232440992.0,3.195,,,1.8645783999999999,0.93716,1640908800.0,1585612800.0,,,33225408.0,7952291328.0,,1407888000.0,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
OBSERV,Observe Medical,Health care,15.35,16.2,16.2,0,,298.31,,,0.0964,0.424,,0255,Healthcare,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1.0,Henrik Ibsensgate 90,,Medical Devices,14.95,14.15,12.748177,,0.0,,16.1,,20708.0,,14.95,14.760294,,14.15,,20708.0,,,,,,,,,14.15,2.0,NOK,,90033.0,,,,298305760.0,,,22267.0,1642.861,14.15,15.85,,,90033.0,20.5,,,,5.902,15.3,False,,,16.1,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1457.23,,0.0,-18.118,inf,,,,19433600.0,,,0.9540000000000001,,,,1577750400.0,0.11623,-13250616.0,-0.8640000000000001,,,16.090147,0.77686,1640908800.0,1585612800.0,,,5984410.0,264599360.0,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,7.0,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
OCY,Ocean Yield,Energy,22.7,22.9,22.9,0,,3975.97,,,-0.0258,-0.4872,-0.4713000000000001,1366,Industrials,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1.0,OksenOeyveien 10,,Marine Shipping,23.0,23.0,26.985767,0.020956521999999998,,,23.3,,323371.0,,23.0,22.705883,0.48200000000000004,23.0,,323371.0,,,,4.5,1594598400.0,1.147502,,,22.6,2.0,NOK,,134752.0,,,,3975995904.0,,,455551.0,13.644460999999998,22.6,22.8,,,134752.0,56.7,,,11.03,19.8,22.7,False,0.195,,23.3,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OCY.OL,finmb_212437935,no_market,,19.82,,-0.13520999,23.525,-0.5481335999999999,,,,175154000.0,,,4.644,,,,1577750400.0,0.13294,-57400000.0,-0.27899999999999997,,,4.8880277,0.63466,1640908800.0,1593475200.0,,,63943066.0,5775459328.0,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,17.0,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,
OTS,Oceanteam,Energy,3.13,3.01,3.16,0,,107.08,,,0.0982,-0.3612,-0.5122,1366,Industrials,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1.0,STRANDVEIEN 15,47 55 10 82 49,Marine Shipping,3.09,3.13,3.320438,,0.0,,3.13,,44968.0,,3.09,2.8941176,,3.13,,44968.0,,,,,,1.334494,,,3.09,4.0,NOK,782.5,1673.0,,,,107081376.0,,,12632.0,6.743583999999999,3.09,3.09,,150100.0,1673.0,8.51005,,,,2.5,3.09,False,,135600.0,3.13,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OTS.OL,finmb_27340700,no_market,,9.916,,0.0085,28.103,-0.51499283,,,,34211300.0,,,1.7519999999999998,,,,1577750400.0,0.12597999,-815000.0,0.004,,,1.7865297999999998,0.047470003,1640908800.0,1577750400.0,,,32036792.0,157461248.0,,1574812800.0,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,12.0,Lysaker,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
ODL,Odfjell Drilling,Energy,11.68,11.8,11.84,0,,2765.63,,,-0.0267,-0.643,-0.4438,AB12 3LG,Energy,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1.0,Bergen House,44 1224 856 001,Oil & Gas Drilling,11.94,11.68,12.776204,,0.0,,12.04,,743509.0,,11.94,11.519411999999999,,11.68,,743509.0,,,,,1395100800.0,1.9802549999999999,,,11.66,2.0,NOK,60.518135,525569.0,,,,2765625600.0,,,1311419.0,3.3758347,11.66,11.86,,181500.0,525569.0,33.8,83.42857,,,6.12,11.78,False,,820000.0,12.04,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODL.OL,finmb_241631186,no_market,,4.921,,0.06548,12.245,-0.46021706,,0.14,,236783008.0,,,4.426,,,,1577750400.0,0.119320005,45717000.0,0.193,,,2.6389515,0.60887,1640908800.0,1585612800.0,,,92589335.0,4031631872.0,,,,,,1.2890000000000001,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,2581.0,Crawpeel Road Altens,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
ODF,Odfjell ser. A,Industrials,21.2,21.0,21.5,0,LP,1272.43,,,0.0144,-0.2,-0.1055,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1.0,Conrad Mohrs veg 29,,Marine Shipping,20.8,21.1,22.045256,0.008798077,0.0,,21.3,,18343.0,,20.8,21.111765,0.183,21.1,,18343.0,,,,,1525824000.0,0.46225299999999997,,,20.6,2.0,NOK,,12080.0,,,,1666239488.0,,,12919.0,1.8631793999999997,20.6,21.2,,24000.0,12080.0,32.0,-106.0,,,17.1,20.8,False,,49000.0,21.3,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODF.OL,finmb_876111,no_market,,3.292,,-0.028560000000000002,19.625,-0.15102047,,-0.2,,60020300.0,,,6.516,,,,1577750400.0,0.07780000599999999,-25544000.0,-0.325,,,3.25353,0.58329,1640908800.0,1585612800.0,,,28257135.0,2944462080.0,,1115337600.0,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383.0,PO Box 6101 Postterminalen,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
ODFB,Odfjell ser. B,Industrials,20.6,20.4,21.0,0,LP,386.38,,,0.0098,-0.2137,-0.1043,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1.0,Conrad Mohrs veg 29,,Marine Shipping,20.6,20.6,21.720438,,0.0,,20.6,,1589.0,,20.6,20.620588,,20.6,,1589.0,,,,,1525824000.0,0.46225299999999997,,,20.6,2.0,NOK,,250.0,,,,1634799488.0,,,3751.0,1.8280233,20.6,20.6,,,250.0,32.0,,,,17.6,20.4,False,,,20.6,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODFB.OL,finmb_876111,no_market,,3.24,,-0.028560000000000002,19.31,,,,,18756200.0,,,6.516,,,,1577750400.0,0.16443,-25544000.0,-0.325,,,3.161449,0.37213,1640908800.0,1585612800.0,,,28257135.0,2897196032.0,,1115337600.0,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383.0,PO Box 6101 Postterminalen,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
OKEA,OKEA,Energy,8.8,8.56,8.8,0,,902.02,,,-0.0497,-0.4971,-0.5567,7042,Energy,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1.0,Ferjemannsveien 10,,Oil & Gas E&P,8.8,8.88,10.067299,,0.0,,8.88,,35563.0,,8.8,9.138235,,8.88,,35563.0,,,,,,,,,8.64,2.0,NOK,,15575.0,,,,902026432.0,,,73854.0,0.3351789,8.64,8.8,,,15575.0,21.0,,,,5.7,8.66,False,,,8.88,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.04,,-0.31458,1.879,-0.56650245,,,,102503000.0,,,8.781,,,,1577750400.0,0.01676,-846585984.0,-8.663,,,1.0021638000000002,0.8319,1640908800.0,1585612800.0,,,24737990.0,2797695232.0,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,207.0,,,,,c252c57e-328d-3858-89e6-237abaed1554,
OET,Okeanis Eco Tankers,Energy,67.4,67.6,68.2,0,,2198.99,,,0.0836,-0.3196,0.1465,185 47,Industrials,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1.0,Ethnarchou Makariou av,30 210 48 18 210,Marine Shipping,66.6,67.2,64.7219,0.0075075077,0.0,,68.2,,55267.0,,66.6,57.782352,0.5,67.2,,55267.0,,,,5.06,1589846400.0,,,,66.6,2.0,NOK,,83579.0,,,,2182135808.0,,,52954.0,22.012697,66.6,67.2,,0.0,83579.0,118.0,,,,51.0,67.0,False,0.0791,0.0,68.2,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000.0,EQUITY,OET.OL,finmb_564610479,no_market,,29.57,,-0.0864,67.61,0.024615407000000002,,,,32375900.0,,,12.405999999999999,,,,1577750400.0,0.24734,-8564631.0,-0.262,,,5.432855,0.5977600000000001,1640908800.0,1593475200.0,,,8221540.0,2931279872.0,,,,,,,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,,& 2 D. Falireos St N. Faliro,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
OLT,Olav Thon Eiendomsselskap,Real estate,160.0,160.5,161.0,0,,16579.71,,,0.08109999999999999,-0.046500000000000014,0.1252,0105,Real Estate,"Olav Thon Eiendomsselskap ASA engages in the property rental business in Norway and Sweden. The company is also involved in the property development and management business. As of December 31, 2019, it had 77 shopping centers comprising 16 managed for external owners. The company was founded in 1982 and is based in Oslo, Norway.",Oslo,47 23 08 00 00,Norway,[],http://www.olt.no,1.0,Stenersgata 2,,Real Estate—Development,160.5,159.0,141.58758999999998,0.027414331,,,160.5,,9416.0,,160.5,148.55882,4.4,159.0,,9416.0,,,,,1590105600.0,1.0104520000000001,,,159.0,2.0,NOK,,2735.0,,,,16579680256.0,,,10652.0,4.3942966,159.0,160.5,,35400.0,2735.0,189.6,11.878247,,1.67,85.9,159.5,False,,7900.0,160.5,OSL,OLAV THON EIENDOMS,Olav Thon Eiendomsselskap ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OLT.OL,finmb_4469432,no_market,,10.761,,-0.15001,16.925,0.11768794,,13.47,,103623000.0,,,245.515,,,,1577750400.0,0.12808,-566000000.0,-5.591,,,0.6516913000000001,0.78239995,1640908800.0,1593475200.0,,,26845655.0,40602517504.0,,1402444800.0,10:1,,,-0.156,,,,,,,,https://logo.clearbit.com/olt.no,,Sentrum PO Box 489,,,,da99422c-f097-30ea-83ca-8d1ecdffe75c,
ORK,Orkla,Consumer staples,89.82,89.82,89.82,0,,89847.47,,,0.0322,0.0378,0.15289999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTELLO,Otello Corporation,Communication services,15.25,15.5,15.5,0,,2097.75,,,0.2249,-0.0469,-0.0123,0401,Communication Services,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1.0,Gjerdrums vei 19,,Advertising Agencies,14.8,14.9,13.197227,,0.0,,15.5,,374273.0,,14.8,12.679412,,14.9,,374273.0,,,,,1481846400.0,0.58943,,,14.9,2.0,NOK,,195677.0,,,,2097851008.0,,,158867.0,8.562657000000002,14.9,15.4,,0.0,195677.0,18.1,-305.0,,,8.02,15.15,False,,0.0,15.5,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OTELLO.OL,finmb_532001,no_market,,8.311,,-0.022449998,-848.437,,,-0.05,,137564000.0,,,2.215,,,,1577750400.0,0.29569,-5500000.0,-0.040999999999999995,,,6.884876299999999,0.13856,1640908800.0,1585612800.0,,,74244697.0,2036248064.0,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,624.0,PO Box 4214 Nydalen,,,,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,
PEN,Panoro Energy,Energy,10.34,10.5,10.5,0,,709.67,,,-0.0566,-0.5485,-0.306,0201,Energy,"Panoro Energy ASA engages in the exploration, development, and production of oil and gas in North and West Africa. The company holds assets in the Dussafu License located in the offshore southern Gabon; and Sfax Offshore Exploration Permit and Ras El Besh Concession located in offshore Tunisia, as well as operates assets on and offshore Tunisia. As of December 31, 2019, its 1P reserves included 6.7 million barrels of oil equivalents (MMBOE); 2P reserves comprised 9.6 MMBOE; and 3P reserves consisted of 12.0 MMBOE. The company was founded in 2009 and is based in Oslo, Norway.",Oslo,44 203 405 10 60,Norway,[],http://www.panoroenergy.com,1.0,RuselOekkveien 14,,Oil & Gas E&P,10.6,10.22,10.573795,,0.0,,10.38,,217413.0,,10.6,10.827647,,10.22,,217413.0,,,,,,2.412891,,,10.14,2.0,NOK,38.58209,95630.0,,,,711391040.0,,,512313.0,22.552341000000002,10.14,10.24,,229700.0,95630.0,26.0,-206.8,,,4.9,10.16,False,,100000.0,10.38,OSL,PANORO ENERGY ASA,Panoro Energy ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,PEN.OL,finmb_106684027,no_market,,23.396,,0.56109,20.551,-0.3062827,,-0.05,,68799904.0,,,1.147,,,,1577750400.0,0.23356001,14803000.0,0.268,,,9.014822,0.15358,1640908800.0,1585612800.0,,,48724059.0,738000512.0,,1464566400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/panoroenergy.com,23.0,PO box 1444 Solli,,,,ed3e1adc-bdc3-3088-8c04-3289e6928c39,
PARB,Pareto Bank,Financials,38.8,38.9,39.8,0,,2710.25,,,-0.0026,0.0052,0.1279,0250,Financial Services,"Pareto Bank ASA provides various banking products and services in Norway. The company offers financing for housing and business projects; companies with a specific need for capital; conventional and industrial shipping; and the lending of financial instruments to private customers and companies. It also accepts deposits. The company was founded in 2007 and is based in Oslo, Norway.",Oslo,47 24 02 81 20,Norway,[],http://www.paretobank.no,1.0,Dronning Mauds gate 3,47 24 02 81 10,Banks—Regional,38.9,39.8,34.367153,0.07197943,0.0,,39.8,,52101.0,,38.9,36.397059999999996,2.8,39.8,,52101.0,,,,,1585267200.0,1.060394,,,38.7,2.0,NOK,6.8106017,23961.0,,,,2710245632.0,,,56653.0,3.9914252999999995,38.7,38.9,,16800.0,23961.0,47.5,6.783217,,,19.8,38.8,False,,100000.0,39.8,OSL,PARETO BANK ASA,Pareto Bank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,PARB.OL,finmb_62731707,no_market,,9.703,,0.60414004,,0.11142862,,5.72,,69851696.0,,,49.398,,,,1577750400.0,0.093310006,410220000.0,5.697,,,0.7854569,0.57567,1640908800.0,1593475200.0,,,44729555.0,6588743168.0,,,,,,0.47600000000000003,,,,,,,,https://logo.clearbit.com/paretobank.no,50.0,,,,,db5bcc4a-9e7b-3e60-bb86-e927eb7ebdc9,
PCIB,PCI Biotech Holding,Health care,53.5,53.5,53.5,0,,1993.73,,,0.0808,-0.3025,1.2292,0379,Healthcare,"PCI Biotech Holding ASA, a biopharmaceutical company, focuses on the development and commercialization of novel therapies for the treatment of cancer through its photochemical internalization (PCI) technology platform. The company's lead product candidate is Amphinex, a photosensitiser fimaporfin. Its PCI technology is applied to three distinct anticancer paradigms, including fimaCHEM, a chemotherapeutics for treatment of cancer, which in Phase Ib clinical study in bile duct cancer; fimaVACC, a T-cell induction technology for therapeutic vaccination; and fimaNAc, a nucleic acid therapeutics delivery technology. The company has collaborative research programs with AstraZeneca, Bavarian Nordic, BioNTech, eTheRNA immunotherapies, IMV, and Phio Pharmaceuticals. PCI Biotech Holding ASA is headquartered in Oslo, Norway.",Oslo,47 67 11 54 00,Norway,[],http://www.pcibiotech.com,1.0,UllernchaussEen 64,,Biotechnology,55.5,56.0,54.993065,,0.0,,56.0,,151222.0,,55.5,56.36176700000001,,56.0,,151222.0,,,,,,0.190476,,,52.2,2.0,NOK,,135009.0,,,,1993725696.0,,,319246.0,224.36707,52.2,53.4,,12500.0,135009.0,87.4,-18.321917000000003,,,23.4,53.4,False,,20000.0,56.0,OSL,PCI BIOTECH HLDG,PCI Biotech Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,PCIB.OL,finmb_45308758,no_market,,195.44099999999997,,0.0,-20.107,1.2515213,,-2.92,,37265900.0,,,6.989,,,,1577750400.0,0.08788,-61495000.0,-1.651,,,7.654886200000001,0.34884,1640908800.0,1585612800.0,,,26576915.0,1736693120.0,,,,,,,,,,,,,,https://logo.clearbit.com/pcibiotech.com,8.0,,,,,440102ca-a7ac-3205-912a-ff496b68011e,
