ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,55.0,54.8,55.0,29,,1219.4,-0.0108,-0.0803,-0.0268,-0.3661,-0.2811,HM11,Industrials,4.0,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,Marine Shipping,2nd Floor 9 Par-la-Ville Road,55.6,55.6,53.433094,0.0029676259999999997,0.8163,,55.8,,10012.0,,55.6,57.541176,0.165,55.6,,10012.0,,,,1.06,1597622400.0,1.095959,,,53.8,2.0,NOK,264.42307,4761.0,,,,1219399552.0,,,25312.0,44.021645,53.8,55.0,,,4761.0,93.8,,,,39.0,54.8,False,0.0176,,55.8,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,53.108000000000004,,0.16968,,-0.278481,,,,22170900.0,,,6.22,,,,1577750400.0,0.19871001,4700000.0,0.20800000000000002,,0.15991831,8.842444,0.57717997,1640908800.0,1593475200.0,,,6990487.0,1471102336.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,,,,,,
FIVEPG,5th Planet Games,Communication services,1.55,1.54,1.55,730,LP,164.26,-0.0636,-0.15109999999999998,-0.2275,4.2893,1.7567,1123,Communication Services,16.0,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,Electronic Gaming & Multimedia,,1.65,1.595,1.4106938,,0.0,,1.63,,3642446.0,,1.65,1.845,,1.595,,3642446.0,,,,,,2.7596380000000003,,,1.51,4.0,NOK,,4713315.0,,,,164261312.0,,,3439981.0,,1.51,1.545,,0.0,4713315.0,3.8,,,,0.25,1.535,False,,0.0,1.63,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.3114523999999999,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.15991831,8.879311,0.50402,1640908800.0,1577750400.0,,,46798691.0,88933096.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,121.0,120.0,126.0,0,LP,122.68,,,,0.0068000000000000005,0.1101,7630,Financial Services,29.0,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,Banks—Regional,,121.0,121.0,117.366905,0.0661157,0.67620003,,121.0,,149.0,,121.0,114.67647,8.0,121.0,,149.0,,,,8.0,1583798400.0,0.424755,,,121.0,2.0,NOK,2.9273722,5.0,,,,122683112.0,,,38.0,1.1177295,121.0,126.0,,,5.0,153.0,,,,105.0,120.0,False,0.0661,,121.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.483,,0.38182,,0.016806722,,,,1013910.0,,,501.01,,,,1577750400.0,0.0,41909000.0,41.333999999999996,,0.15991831,0.24151213,0.0,1640908800.0,1593475200.0,,,553343.0,711598464.0,,,,,,0.34299999999999997,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,47 74 08 63 01,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.55,4.55,4.56,62,,2008.16,-0.0098,0.0248,0.0718,0.2093,0.5422,0250,Financial Services,275.0,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,Capital Markets,7th floor,4.595,4.58,3.8820502999999995,0.04787813,0.8062,,4.58,,338532.0,,4.595,4.4508824,0.22,4.58,,338532.0,,,,0.22,1588118400.0,0.935542,,,4.54,4.0,NOK,9.912854,681413.0,,,,2008297344.0,,,304672.0,1.4209484,4.54,4.555,,185000.0,681413.0,4.63,10.581395,,10.56,2.69,4.545,False,0.0475,340000.0,4.58,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.1179999999999999,,0.17288,,0.42461538,,0.43,,441384000.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.15991831,3.0475552,0.18238,1640908800.0,1593475200.0,,,342700355.0,1580228608.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,,,,,,
ADE,Adevinta,Communication services,153.2,153.2,153.4,2692,,104920.48,-0.0584,-0.0479,-0.0116,0.4731,0.4318,0159,Communication Services,3564.0,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1.0,Grensen 5,Internet Content & Information,,162.7,155.6,110.183815,,0.0,,158.9,,2460793.0,,162.7,152.36177,,155.6,,2460793.0,,,,,,,,,153.0,2.0,NOK,,403443.0,,,,104920555520.0,,,702524.0,,153.0,153.4,,,403443.0,169.5,,,,66.7,153.2,False,,,158.9,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5327103,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.15991831,,0.66005,1640908800.0,1593475200.0,,,227972750.0,107420000256.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,13.55,13.55,13.7,65,,316.94,0.0037,-0.1324,-0.1868,-0.3867,-0.1043,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1.0,OSM House,Marine Shipping,22 Amathountos Agios Tychonas,13.5,13.5,21.106834,,0.4088,,14.8,,173328.0,,13.5,17.983824,,13.5,,173328.0,,,,5.44,1598918400.0,,,,13.1,2.0,NOK,,45582.0,,,,316938560.0,,,66283.0,,13.1,13.7,,,45582.0,33.4,,,,13.1,13.55,False,0.35209998,,14.8,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.27750003,,,,23390300.0,,,,,,,,0.09734,,,,0.15991831,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,,,,,,
AEGA,Aega,Utilities,1.24,1.21,1.23,13,,59.58,0.0,0.016399999999999998,-0.0606,0.069,-0.005600000000000001,274,Utilities,2.0,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1.0,Thunes vei 2,Utilities—Renewable,,1.24,1.2,1.2320863000000002,0.0032258065999999997,,,1.24,,75777.0,,1.24,1.2688235,0.004,1.2,,75777.0,,,,0.04,1591142400.0,,,,1.2,4.0,NOK,,23159.0,,,,59582992.0,,,59421.0,,1.2,1.23,,394100.0,23159.0,1.85,,,,1.05,1.21,False,0.0325,60000.0,1.24,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.05468744,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.15991831,7.5151515,0.46798,1640908800.0,1593475200.0,,,24514996.0,59986176.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AFG,AF Gruppen,Industrials,167.2,167.2,167.6,41,,17557.5,-0.0083,0.0072,-0.0554,-0.0147,-0.0141,0663,Industrials,5524.0,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,Engineering & Construction,,168.6,168.0,166.94244,0.035587188,1.2996001,,168.0,,17861.0,,168.6,174.78824,6.0,168.0,,17861.0,,,,12.0,1589760000.0,0.43915600000000005,,,165.0,2.0,NOK,22.932382999999998,3540.0,,,,17557504000.0,,,15533.0,0.71189654,165.0,167.6,,178000.0,3540.0,185.0,19.928486,,5.45,124.5,167.2,False,0.0712,52100.0,168.0,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.773,,0.030369998999999998,15.57,-0.08369559,,8.39,,105009000.0,,,20.408,,,,1577750400.0,0.14407,749000000.0,7.291,,0.15991831,8.192865,0.60915,1640908800.0,1593475200.0,,,41049068.0,19057516544.0,,1263772800.0,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
AKA,Akastor,Energy,6.35,6.3,6.35,85,,1724.72,-0.0094,-0.1056,0.0967,-0.3612,-0.4381,1366,Energy,2112.0,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1.0,Building B,Oil & Gas Equipment & Services,OksenÃ¸yveien 10 Lysaker,6.41,5.9,5.3282013,,0.0,,6.36,,386882.0,,6.41,6.203235,,5.9,,386882.0,,,,,1397174400.0,1.53253,,,5.9,2.0,NOK,,169863.0,,,,1724723328.0,,,482004.0,0.30456,5.9,6.36,,52200.0,169863.0,12.4,15.875,,,3.52,6.3,False,,227000.0,6.36,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.711,,-0.0498,12.950999999999999,-0.43339103,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.15991831,0.4274655,0.51141,1640908800.0,1593475200.0,,,159931143.0,4027857152.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,,,,,,
AKER,Aker,Financials,393.8,393.2,393.8,1166,,29248.61,-0.0106,-0.0296,0.0066,-0.2536,-0.1127,1366,Energy,21865.0,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,Oil & Gas Equipment & Services,,398.0,390.0,335.46332,0.029522613,0.0,,397.6,,95875.0,,398.0,402.6588,11.75,390.0,,95875.0,,,,11.75,1595289600.0,1.6867459999999999,,,386.4,2.0,NOK,,89206.0,,,,29248628736.0,,,165110.0,0.6208977,386.4,393.8,,111700.0,89206.0,566.0,15.001904500000002,,,182.2,393.2,False,0.0293,108400.0,397.6,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.8780000000000001,,-0.08871,34.608000000000004,-0.15672272,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.15991831,1.5662285,0.70268,1640908800.0,1593475200.0,,,67696448.0,88457576448.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 01 01,,,,,
