ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,55.0,54.8,55.0,29,,1219.40,-0.0108,-0.0803,-0.0268,-0.3661,-0.2811
FIVEPG,5th Planet Games,Communication services,1.55,1.54,1.55,730,LP,164.26,-0.0636,-0.15109999999999998,-0.2275,4.2893,1.7567
AASB-ME,Aasen Sparebank,Equity certificates,121.0,120.0,126.0,0,LP,122.68,,,,0.0068000000000000005,0.1101
ASC,ABG Sundal Collier Holding,Financials,4.55,4.55,4.56,62,,2008.16,-0.0098,0.0248,0.0718,0.20929999999999999,0.5422
ADE,Adevinta,Communication services,153.2,153.2,153.4,2692,,104920.48,-0.0584,-0.0479,-0.0116,0.4731,0.4318
ADSC-ME,ADS Crude Carriers,Energy,13.55,13.55,13.7,65,,316.94,0.0037,-0.1324,-0.1868,-0.38670000000000004,-0.1043
AEGA,Aega,Utilities,1.24,1.21,1.23,13,,59.58,0.0,0.016399999999999998,-0.060599999999999994,0.069,-0.005600000000000001
AFG,AF Gruppen,Industrials,167.2,167.2,167.6,41,,17557.50,-0.0083,0.0072,-0.0554,-0.0147,-0.0141
AKA,Akastor,Energy,6.35,6.3,6.35,85,,1724.72,-0.009399999999999999,-0.1056,0.0967,-0.36119999999999997,-0.43810000000000004
AKER,Aker,Financials,393.8,393.2,393.8,1166,,29248.61,-0.0106,-0.0296,0.0066,-0.2536,-0.1127
AKBM-ME,Aker BioMarine,Consumer staples,92.01,92.01,92.15,258,,8058.80,-0.0074,-0.0001,0.0034000000000000002,,
AKERBP,Aker BP,Energy,166.05,166.05,166.2,2925,,59713.82,0.009399999999999999,-0.0315,-0.0424,-0.3979,-0.24109999999999998
ACC-ME,Aker Carbon Capture,Industrials,4.3,4.3,4.3,1102,,2434.63,-0.063,-0.1485,,,
AOW-ME,Aker Offshore Wind Holding,Industrials,2.59,2.58,2.59,1480,,1582.22,-0.0096,-0.2746,,,
AKSO,Aker Solutions,Energy,8.97,8.96,8.98,996,,2437.97,0.0073,-0.10529999999999999,-0.28550000000000003,-0.5635,-0.5855
AKVA,AKVA Group,Industrials,64.0,63.0,64.0,4,LP,2118.81,-0.0031,0.0,0.0063,-0.12300000000000001,-0.1764
AMSC,American Shipping Company,Industrials,27.95,27.85,28.0,90,,1694.23,-0.0089,-0.0621,0.059500000000000004,-0.0736,-0.069
ANDF-ME,Andfjord Salmon,Consumer staples,48.39,47.95,48.0,58,,1630.77,-0.0043,-0.0418,-0.1039,,
ABT,Aqua Bio Technology,Materials,6.0,6.0,6.1,39,LP,92.13,-0.024399999999999998,0.07139999999999999,0.25,1.5641,1.9412
AQUA,AqualisBraemar,Energy,5.5,5.4,5.55,21,,386.74,0.0,-0.009000000000000001,0.22219999999999998,0.48829999999999996,0.6308
ARCHER,Archer,Energy,2.13,2.12,2.13,26,,315.10,0.0024,-0.0678,0.004699999999999999,-0.33020000000000005,-0.4805
AZT,ArcticZymes Technologies,Health care,60.2,60.2,60.4,793,,2909.75,-0.0444,-0.0795,0.3682,,
ARCUS,Arcus,Consumer staples,40.8,40.7,40.9,66,,2766.27,-0.0049,0.0175,-0.0121,0.165,0.1746
AFK,Arendals Fossekompani,Industrials,3220.0,3200.0,3220.0,13,,7049.93,-0.0062,0.0063,0.11560000000000001,0.2572,0.4191
ASETEK,Asetek,Information technology,82.1,81.8,82.4,203,,2104.10,0.0098,-0.028399999999999998,0.26890000000000003,1.6484,2.3996
ATEA,Atea,Information technology,105.6,105.4,105.6,312,,11613.17,-0.0038,0.0252,0.0038,-0.1788,-0.055999999999999994
ATLA NOK,Atlantic Petroleum,Energy,5.6,,6.5,3,,20.71,,,-0.1277,-0.2866,
ASA,Atlantic Sapphire,Consumer staples,100.5,100.0,100.5,122,,7164.25,0.0152,0.009000000000000001,-0.1184,-0.22089999999999999,0.0535
AURG,Aurskog Sparebank,Equity certificates,200.0,192.0,200.0,0,LP,642.84,,,0.0526,0.1185,0.1973
AUSS,Austevoll Seafood,Consumer staples,79.8,79.75,79.8,247,,16105.56,-0.0025,-0.005,0.0337,-0.085,-0.09849999999999999
AVANCE,Avance Gas Holding,Energy,19.51,19.43,19.5,672,,1241.94,0.0277,-0.07919999999999999,-0.033,-0.5609000000000001,-0.3234
AWDR,Awilco Drilling,Energy,2.8,2.82,2.91,10,,152.83,-0.0036,-0.0508,-0.0728,-0.8194,-0.8133
ALNG,Awilco LNG,Energy,1.0,1.0,1.04,5,,132.55,-0.0431,-0.095,-0.16670000000000001,-0.6875,-0.7222
AXA,Axactor,Financials,7.7,7.67,7.7,687,,1427.55,0.0013,-0.0712,0.1493,-0.5947,-0.5096
AGS,Axxis Geo Solutions,Energy,0.67,0.68,0.69,264,,39.53,0.0533,0.0667,-0.1663,-0.46240000000000003,-0.9564
AYFIE-ME,ayfie Group,Information technology,2.16,2.16,2.19,34,,229.41,-0.0233,-0.07690000000000001,-0.1,,
B2H,B2Holding,Financials,6.21,6.19,6.21,744,,2545.68,0.0098,-0.08410000000000001,0.3427,-0.35009999999999997,-0.08
BAKKA,Bakkafrost,Consumer staples,550.5,550.0,550.5,660,,32529.22,0.0073,0.0046,-0.0291,-0.1531,0.059800000000000006
BALT-ME,Baltic Sea Properties,Real estate,32.4,33.2,,0,,216.04,,,0.0519,0.11720000000000001,-0.0667
BEL,Belships,Industrials,6.05,6.1,6.15,3,LP,1377.15,0.0165,-0.008100000000000001,-0.0538,-0.1517,-0.1277
BGBIO,BerGenBio,Health care,32.0,31.95,32.05,639,,2792.32,-0.0259,-0.0259,0.0159,0.319,1.3375
BEWI-ME,BEWi,Materials,20.5,20.2,20.5,21,,2950.85,-0.023799999999999998,-0.10830000000000001,,,
BSP-ME,Black Sea Property,Consumer discretionary,2.9,2.18,2.7,0,,48.27,,,0.124,-0.5043,
BON,Bonheur,Industrials,238.0,237.5,238.5,210,,10122.59,-0.0021,0.0,0.10189999999999999,0.2202,0.2581
BOR,Borgestad,Materials,14.85,14.9,15.3,4,LP,188.84,-0.01,-0.04190000000000001,-0.04190000000000001,-0.2575,-0.2281
BDRILL,Borr Drilling,Energy,7.1,7.07,7.09,141,,1113.72,-0.0327,-0.091,-0.2905,-0.9063,-0.8491
BRG,Borregaard,Materials,127.6,127.4,127.8,136,,12708.82,0.0127,0.0095,0.0493,0.3743,0.4023
BOUVET,Bouvet,Information technology,586.0,582.0,586.0,65,,6006.23,-0.020099999999999996,-0.020099999999999996,0.0933,0.5347,1.0116
BRA-ME,BRAbank,Financials,0.49,0.48,0.5,16,,305.45,0.0383,-0.0431,0.25129999999999997,0.056299999999999996,-0.6096
BWE,BW Energy Limited,Energy,19.43,19.3,19.49,219,,4552.53,-0.0197,0.0115,0.1225,,
BWLPG,BW LPG,Energy,36.08,36.02,36.08,756,,4982.53,-0.0174,-0.0832,0.0355,-0.4244,-0.051699999999999996
BWO,BW Offshore Limited,Energy,32.24,32.2,32.26,438,,5828.99,-0.0037,-0.0334,-0.0098,-0.45,-0.397
BMA,Byggma,Industrials,104.0,101.0,105.0,0,,726.12,,,-0.0001,0.1412,0.1666
CARA,Carasent,Health care,24.6,24.6,24.9,230,,999.59,-0.012,-0.0717,0.1495,1.5205000000000002,1.8605
CLOUD-ME,Cloudberry Clean Energy,Utilities,11.95,11.95,12.09,69,,657.01,-0.009899999999999999,-0.025,0.0391,,
COV,ContextVision,Health care,21.5,21.5,21.62,172,LP,1663.40,-0.018500000000000003,0.0248,-0.1602,1.0673000000000001,1.5
CRAYON,Crayon Group Holding,Information technology,95.2,95.2,95.8,844,,7733.15,0.0021,-0.0394,0.2848,0.8308,1.9202000000000001
DNB,DNB,Financials,137.95,137.95,138.0,2212,,215276.96,0.0018,-0.0397,-0.028900000000000002,-0.1585,-0.042699999999999995
DNO,DNO,Energy,5.0,5.0,5.01,817,,4879.11,-0.0115,-0.0872,-0.142,-0.5677,-0.5676
DOF,DOF,Energy,0.58,0.56,0.58,21,,178.19,0.0339,-0.0017000000000000001,-0.0461,-0.6312,-0.7729
EAM,EAM Solar,Utilities,12.25,12.2,12.5,15,,83.94,-0.0278,-0.0161,-0.0467,0.047,-0.3118
EIOF,Eidesvik Offshore,Energy,3.12,3.0,3.12,8,,193.91,0.06849999999999999,-0.0064,-0.025,-0.4046,-0.4526
EMGS,Electromagnetic Geoservices,Energy,0.56,0.54,0.56,34,,73.21,0.031400000000000004,-0.11130000000000001,-0.2236,-0.7325,-0.7482
ELE,Element,Materials,4.25,4.21,4.33,125,,80.32,0.0429,-0.1118,-0.2685,-0.23149999999999998,0.9953
ELK,Elkem,Materials,18.08,18.06,18.13,313,,10510.09,0.0022,0.0022,0.0361,-0.245,-0.1684
ELOP-ME,ELOP,Information technology,5.1,5.1,5.25,21,,358.62,-0.0154,-0.0501,-0.028399999999999998,,
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,
