ticker,industry,sector,companyOfficers,maxAge,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,zip,longBusinessSummary,city,phone,country,website,address1,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,address2
ITE,Information Technology Services,Technology,[],1,13.75,13.9,10.583504,0.014545455,0.9322,,13.9,,68515,,13.75,11.645588,0.2,13.9,,68515,,,,0.2,1590451200,0.692799,,,13.45,2,NOK,22.966103,42325,,,,1096436224,,,19110,1.8923224,13.45,13.55,,3700000,42325,13.9,27.1,,,7.02,13.45,False,0.0145000005,200000,13.9,OSL,ITERA ASA,Itera ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ITE.OL,finmb_884092,no_market,,1.936,,0.08371,14.733,0.8530997,,0.5,,80917800,,,0.813,,,,1577750400,0.029579999,48504000,0.59,,,16.666666,0.64986,1640908800,1585612800,,,10399171,1121559040,,953251200,7:1,,,0.708,,,,,,,,,527,,,,,,,,,,,,9cfa81e6-8224-3dfd-959e-3ebf8ad706fc,
KOA,Auto Parts,Consumer Goods,[],1,0.1546,0.155,1.8149971,,0,,0.1646,,177626675,,0.1546,0.19084117,,0.155,,177626675,,,,,1180915200,1.063298,,,0.155,4,NOK,14.945455,164306041,,,,1734173440,,,121318837,,0.155,0.164,,1027300,164306041,6.47,0.13152,,,0.119,0.164,False,,760600,0.1646,OSL,KONGSBERG AUTOMOT,Kongsberg Automotive ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOA.OL,finmb_121944,no_market,,,,-0.12196,,-0.9734364,,1.25,,10548500480,,,0.702,,,,1577750400,0.54443,,0.011,,,0.23418802,0.01613,1640908800,1593475200,,,1117250400,225716000,,,,,,,,,,,,,,,11000,,,,,,,,,,,,728e209e-804e-3a71-a18d-b7775ab62c72,
LIFE-ME,Medical Appliances & Equipment,Healthcare,[],1,6.6,6.8,3.809489,,0,,6.85,,2329357,,6.6,5.7897058,,6.8,,2329357,,,,,,1.7772,,,6.15,2,NOK,,1628784,,,,513873728,,,1351435,248.40215,6.15,6.4,,,1628784,8.25,,,,0.58,6.35,False,,,6.85,OSL,LIFECARE AS,Lifecare AS,Europe/Oslo,CEST,False,7200000,EQUITY,LIFE-ME.OL,finmb_20947330,no_market,,251.129,,0,-77.294,,,,,80925000,,,0.194,,,,1577750400,0.13677,-6554833,-0.081,,,32.731956,0,1640908800,1577750400,,,78689852,519515872,,1549497600,1:4,,,,,,,,,,,,,,,,,,,,,,,,315723f9-d1ce-390a-b3a5-2de10a5253b8,
KCC,Shipping,Services,[],1,38.7,38.5,36.665695,0.0015503875,0.4939,,38.5,,511,,38.7,36.85882,0.06,38.5,,511,,,,1.19,1590710400,,,,38.5,2,NOK,413.9785,3,,,,1847880704,,,2597,12.099954,38.5,38.4,,,3,50,,,,25.1,35.7,False,0.0315,,38.5,OSL,KLAVENESS COMB CAR,Klaveness Combination Carriers ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KCC.OL,finmb_581291271,no_market,,13.271,,0.03742,60.588,-0.044798195,,,,47996900,,,4.365,,,,1577750400,0.06436,5714000,0.093,,,8.820161,0.79573995,1640908800,1585612800,,,11098963,2026733952,,,,,,,,,,,,,,,,,,,,,,,,,,,3dab41d0-a2b6-3aa8-bad2-cbfa75ecb759,
MGN,Oil & Gas Equipment & Services,Basic Materials,[],1,11.25,11.5,8.540438,,4.5376997,,11.85,,83205,,11.25,9.751177,,11.5,,83205,,,,0.33,1595203200,0.678861,,,11.5,2,NOK,42.909092,282298,,,,619623936,,,251562,16.611902,11.5,11.8,,0,282298,12.4,,,,5.5,11.6,False,0.0293,0,11.85,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,14.194,,0.3941,,0.7307693,,,,52510500,,,1.821,,,,1577750400,0.31302,14700000,0.275,,,6.479956,0.44072,1640908800,1585612800,,,20231732,529440288,,1322697600,1:100,,,-0.696,,,,,,,,,2,,,,,,,,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,
MSEIS,Oil & Gas Equipment & Services,Basic Materials,[],1,1.552,1.51,1.9183503,,0,,1.6,,816158,,1.552,1.6058235,,1.51,,816158,,,,,,1.998838,,,1.51,4,NOK,,585380,,,,416156512,,,2004375,1.0578324,1.51,1.562,,200000,585380,13.5,3.7142856,,,0.75,1.55,False,,13800,1.6,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.024,,-0.38740003,14.699,-0.8263982,,0.42,,266767008,,,0.746,,,,1577750400,0.24371,-152404992,-0.809,,,2.0911527,0.2464,1640908800,1585612800,,,205525399,402975968,,,,,,,,,,,,,,,389,,,,,,,,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,
KVAER,Oil & Gas Equipment & Services,Basic Materials,[],1,9.67,9.67,7.62146,0.051706307,0,,10.04,,1703450,,9.67,8.466764,0.5,9.67,,1703450,,,,,1585094400,1.496515,,,9.65,2,NOK,38.27586,1055954,,,,2681615616,,,1524556,0.31040812,9.65,9.99,,280000,1055954,13.48,14.478261,,,5.5,9.97,False,,721400,10.04,OSL,KVAERNER ASA,KvÃ¦rner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.112,,0.0081,4.834,-0.11284399,,0.69,,268430000,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.80003196,0.4352,1640908800,1593475200,,,113808843,966715648,,,,,,0.217,,,,,,,,,2802,,,,,,,,,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23,
KOMP,Money Center Banks,Financial,[],1,7.88,7.88,6.2938685,,0,,8.2,,881900,,7.88,6.695294,,7.88,,881900,,,,,,1.57317,,,7.83,2,NOK,8.975502,338465,,,,1502126208,,,697420,2.2453306,7.83,8.08,,0,338465,13.1,3.0646389,,,2.705,8.06,False,,0,8.2,OSL,KOMPLETT BANK ASA,Komplett Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOMP.OL,finmb_250853534,no_market,,1.27,,0.2577,,-0.14440823,,2.63,,186368000,,,10.294,,,,1577750400,0.33189,169513552,0.898,,,0.78298044,0.24844,1640908800,1585612800,,,86054006,849665600,,,,,,-0.399,,,,,,,,,140,,,,,,,,,,,,d7d37551-df93-3624-a4cc-c25b4540f9f9,
KOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSG,Food - Major Diversified,Consumer Goods,[],1,55.1,55.3,55.644928,0.027223231,0.78129995,,56.92,,565056,,55.1,54.910286,1.5,55.3,,565056,,,,1.5,1590624000,-0.00813,,,55.3,2,NOK,22.143974,515452,,,,33703938048,,,916442,1.6060314,55.3,56.64,,32900,515452,64.1,9.218241,,2.97,46.32,56.64,False,0.0272,28100,56.92,OSL,LEROY SEAFOOD GROU,LerÃ¸y Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.807,,0.07277,13.831,,,6.14,,595475968,,,28.76,,,,1577750400,0.28412,1527104000,2.556,,,1.968011,0.52698004,1640908800,1585612800,,,281505286,37913759744,,1495584000,10:1,,,-0.724,,,,,,,,,4371,,,,,,,,,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a,
MEDI,Medical Appliances & Equipment,Healthcare,[],1,225,224,192.17519,0.012222222,0.5435,,224,,5604,,225,220.05882,2.75,224,,5604,,,,,1556150400,0.124854,,,216,2,NOK,53.62319,16985,,,,4037913600,,,11713,10.875539,216,223,,34000,16985,240,84.090904,,,124,221,False,,3000,224,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,10.867,,0.20319,37.348,0.49006617,,2.64,,18188800,,,14.897,,,,1577750400,0.58257,75442000,4.14,,,14.902329,0.2159,1640908800,1585612800,,,12646305,4034697984,,,,,,0.322,,,,,,,,,112,,,,,,,,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,
MELG,Money Center Banks,Financial,[],1,139,139,131.9927,0.07194245,0.77760005,,139,,197,,139,134.61765,10,139,,197,,,,10,1583452800,0.151567,,,136,2,NOK,10.809117,696,,,,383118368,,,596,1.7615529,136,138,,,696,150,,,7.18,120,137,False,0.0719,,139,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,MELG.OL,finmb_8952942,no_market,,8.48,,0.42876998,,0.1300813,,,,2776220,,,373.448,,,,1577750400,0.05159,37995000,12.767,,,0.36952937,0.40271,1640908800,1585612800,,,1704519,1844291328,,,,,,-0.246,,,,,,,,,,,,,,,,,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,
MPCC,Shipping,Services,[],1,2.11,2.15,9.856569,,0,,2.3,,1025332,,2.11,3.8885293,,2.15,,1025332,,,,,,0.805787,,,2.11,4,NOK,,288267,,,,811536320,,,513627,4.407601,2.11,2.27,,0,288267,24.5,6.6764703,,,1.765,2.21,False,,0,2.3,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.418,,-0.23218,17.865,-0.903211,,0.34,,357504992,,,4.427,,,,1577750400,0.54237,-42749000,-0.503,,,0.5127626,0.20036,1640908800,1585612800,,,77648659,445123520,,,,,,,,,,,,,,,20,,,,,,,,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
MRCEL-ME,,,[],1,7.8,7.62,8.028381,,0,,8.1,,146462,,7.8,8.028381,,7.62,,146462,,,,,,,,,7.4,2,NOK,,284098,,,,2318336000,,,806621,13.977818,7.4,7.98,,,284098,8.8,,,,7.4,7.95,False,,,8.1,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,10.486,,-0.3549,255.082,,,,,289792000,,,0.466,,,,1577750400,,-58862548,-0.264,,,17.167383,,1640908800,,,,93786083,1739256832,,,,,,,,,,,,,,,187,,,,,,,,,,,,345d8233-c554-328e-9966-89a297fb5c37,
NAVA,Drug Manufacturers - Major,Healthcare,[],1,20.9,21,19.359783,,0,,21.4,,57455,,20.9,19.966177,,21,,57455,,,,,1271116800,0.347851,,,20.5,2,NOK,8.717519,16358,,,,315471520,,,20405,1.5855634,20.5,21,,491200,16358,25.5,,,,12.3415,20.8,False,,96200,21.4,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.138,,0.109,-36.036,0.4083084,,,,15166900,,,6.676,,,,1577750400,0.13567,-26384224,2.386,,,3.115638,0.61384,1640908800,1585612800,,,3819255,226334368,,,,,,,,,,,,,,,24,,,,,,,,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NATTO,Medical Laboratories & Research,Healthcare,[],1,17.3,17.2,11.815329,,0,,19.4,,33830,,17.3,17.705883,,17.2,,33830,,,,,,1.003484,,,16.8,2,NOK,17.399267,94088,,,,371123200,,,86995,2.132892,16.8,19,,180100,94088,22,-271.42856,,,5.35,18.7,False,,39300,19.4,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NATTO.OL,finmb_35560724,no_market,,1.976,,0.11958,17.949,,,-0.07,,19532800,,,6.652,,,,1577750400,0.00302,20807000,1.092,,,2.856284,0.64835,1640908800,1593475200,,,5864720,343776256,,1320278400,1:100,,,,,,,,,,,,18,,,,,,,,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,
NKR,Diversified Machinery,Industrial Goods,[],1,3.65,3.65,2.8140147,1.0958904,8.6957,,3.84,,107325,,3.65,3.7052941,4,3.65,,107325,,,,4,1568937600,0.475609,,,3.65,4,NOK,1.838803,185080,,,,402385536,,,269604,1.5092438,3.65,3.8,,,185080,7,,,,1.505,3.78,False,1.0695,,3.84,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.527,,0.73452,3.988,-0.45845693,,,,105613000,,,2.059,,,,1577750400,0.13253,47717000,2.072,,,1.8504127,0.62224,1640908800,1577750400,,,42370002,140591072,,,,,,,,,,,,,,,50,,,,,,,,,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NEXT,Scientific & Technical Instruments,Technology,[],1,2.23,2.24,2.550258,,0,,2.295,,279752,,2.23,2.1835883,,2.24,,279752,,,,,,2.897793,,,2.21,4,NOK,,340000,,,,170495392,,,758793,2.202157,2.21,2.235,,110000,340000,6.35,-0.36803278,,,1.07,2.23,False,,12400,2.295,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.577,,-2.03711,-0.302,-0.4626506,,-6.1,,75944496,,,2.402,,,,1577750400,0.03532,-157716992,-3.529,,,0.9346378,0.38145,1640908800,1585612800,,,32628954,44639184,,,,,,,,,,,,,,,65,,,,,,,,,,,,1140d622-f964-3ad8-bc48-278a028581e8,
NISB-ME,Money Center Banks,Financial,[],1,106,106,117.88321,0.051981132,0.2824,,106,,230,,106,110.882355,5.51,106,,230,,,,5.51,1583452800,,,,105,2,NOK,5.3843393,391,,,,118416896,,,129,1.398322,105,105,,,391,130,,,,103,100,False,0.051999997,,106,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,10.97,,0.25988,,,,,,1127780,,,421.29,,,,1577750400,,22008000,19.501,,,0.24923448,,1640908800,1585612800,,,,928954496,,,,,,,,,,,,,,,,,,,,,,,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,
NAPA,Communication Equipment,Technology,[],1,7.36,7.5,4.495876,,0,,7.6,,140722,,7.36,6.107059,,7.5,,140722,,,,,,0.425087,,,6.49,2,NOK,,231558,,,,589707520,,,176334,,6.49,7.1,,99400,231558,8.1,,,,1.1,7.04,False,,30200,7.6,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,-0.03329,,4.3333335,,,,83057400,,,0.397,,,,1577750400,0.50098,,-0.862,,,17.88413,0.27607,1640908800,1585612800,,,39394965,611302592,,1461542400,4:1,,,,,,,,,,,,81,,,,,,,,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
NSKOG,,,[],1,28.65,28.5,33.332935,0.2181501,0.6286,,28.9,,63007,,28.65,30.494286,6.25,28.5,,63007,,,,3.25,1587081600,,,,28.25,2,NOK,5.5673895,85145,,,,2371875072,,,148924,0.22281589,28.25,28.75,,,85145,45.05,,,,25.5,28.7,False,0.113199994,,28.9,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.253,,0.040110003,2.421,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.47276855,0.66667,1640908800,1593475200,,,27535200,2692624896,,,,,,,,,,,,,,,2300,,,,,,,,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,
NOM,Industrial Metals & Minerals,Basic Materials,[],1,2.32,2.3,2.044562,,0,,2.32,,276206,,2.32,2.3535295,,2.3,,276206,,,,,,1.344367,,,2.25,4,NOK,,382369,,,,458181440,,,1049920,,2.25,2.32,,,382369,3.8,,,,1.25,2.3,False,,,2.32,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0,-5.22,0.11635065,,-0.18,,197492000,,,0.918,,,,1577750400,0.06196,-97241000,-0.616,,,2.5272331,0.19563,1640908800,1585612800,,,161222408,389464896,,1481155200,1:6,,,,,,,,,,,,7,,,,,,,,,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,
NODL,Oil & Gas Drilling & Exploration,Basic Materials,[],1,6.36,6.4,6.865657,,0,,6.7,,19329,,6.36,6.385588,,6.4,,19329,,,,,,2.667612,,,6.4,2,NOK,,52369,,,,108091096,,,97708,4.6727953,6.4,6.68,,0,52369,33.5,-24.814814,,,2.1,6.55,False,,0,6.7,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,NODL.OL,finmb_423276374,no_market,,3.498,,-0.77883005,,-0.80248445,,-0.27,,16133000,,,15.705,,,,1577750400,0.75004,-18016000,-0.182,,,0.42661572,0.39400002,1640908800,1585612800,,,8754259,80925992,,,,,,,,,,,,,,,2,,,,,,,,,,,,93da0603-ff72-38a9-8236-0d8bf6368755,
NORBIT,Scientific & Technical Instruments,Technology,[],1,15.05,15.25,15.79019,0.019933555,0,,15.9,,18603,,15.05,14.775,0.3,15.25,,18603,,,,0.6,1588636800,,,,15.2,2,NOK,18.278301,44853,,,,880196928,,,40807,1.3295002,15.2,15.7,,,44853,24.7,,,,12.6,15.5,False,0.0381,,15.9,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.342,,0.07274,8.284,-0.3340708,,,,56786900,,,7.886,,,,1577750400,0.14749,48155000,0.848,,,1.9655085,0.54075,1640908800,1585612800,,,25260525,888198144,,,,,,-0.857,,,,,,,,,260,,,,,,,,,,,,4640b786-3211-395e-b406-24cdb3c10b51,
NORTH,Independent Oil & Gas,Basic Materials,[],1,1.495,1.5,1.3183942,0.2006689,,,1.54,,335351,,1.495,1.405,0.3,1.5,,335351,,,,0.3,1559088000,1.023228,,,1.485,4,NOK,,96777,,,,177050512,,,123956,200.51021,1.485,1.51,,3094400,96777,1.65,-1.6236559,,,0.9,1.49,False,0.229,1019800,1.54,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORTH.OL,finmb_53162324,no_market,,-48.139,,0,2.177,,,-0.93,,117252000,,,2.252,,,,1577750400,0,-66068000,-0.593,,,0.67051506,0.54482,1640908800,1585612800,,,46214715,-42506868,,,,,,,,,,,,,,,3,,,,,,,,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,
MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANO,Biotechnology,Healthcare,[],1,26.66,26.9,19.761957,,0,,27.46,,1025349,,26.66,21.569412,,26.9,,1025349,,,,,,0.999419,,,26.3,2,NOK,,287237,,,,1802250112,,,445948,,26.3,27.22,,10000,287237,40,-3.4221106,,,9.57,27.12,False,,100000,27.46,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-2.936,,,-7.96,,66161900,,,4.362,,,,1577750400,0.24163,-435830016,-7.274,,,6.2448416,0.14242,1640908800,1585612800,,,51454245,1383150080,,,,,,,,,,,,,,,43,,,,,,,,,,,,00442fdb-da3e-3712-821e-59d32a59825e,
NOD,Semiconductor Equipment & Materials,Technology,[],1,90.65,91.5,62.859123,,0,,93,,292773,,90.65,84.22941,,91.5,,292773,,,,,1308268800,1.452961,,,91.15,2,NOK,1116.2651,250274,,,,16465108992,,,473664,50.819492,91.15,92.8,,96500,250274,96.2,1158.125,,,31.48,92.6,False,,581300,93,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOD.OL,finmb_884166,no_market,,49.195,,0.04478,563.291,1.2949367,,0.08,,177712992,,,1.371,,,,1577750400,0.55627996,14507000,0.083,,,67.57841,0.13182001,1640908800,1593475200,,,171036252,15938876416,,,,,,0.5,,,,,,,,,822,,,,,,,,,,,,61ea7640-f972-397d-be57-4173fa2df326,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHY,Aluminum,Basic Materials,[],1,27.58,27.66,25.627956,0.045322698,0,,28.42,,4558840,,27.58,27.014118,1.25,27.66,,4558840,,,,,1589241600,0.937862,,,27.66,2,NOK,,5147364,,,,58027675648,,,6753832,0.40827757,27.66,28.31,,410000,5147364,36.41,7.612903,,,19.135,28.3,False,,1100,28.42,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.508,,-0.03373,7.181,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.7672302,0.34263,1640908800,1593475200,,,1339123950,72248418304,,1147219200,5:1,,,,,,,,,,,,35000,,,,,,,,,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,
NTS,Farm Products,Consumer Goods,[],1,69,71,66.36496,0.014492754,0.4688,,71,,1421,,69,70.117645,1,71,,1421,,,,1,1589414400,0.59069,,,69.5,2,NOK,22.065727,2251,,,,8408675840,,,4247,5.248999,69.5,70.5,,8300,2251,80,11.137441,,1.26,46,69.5,False,0.0145000005,26300,71,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,4.919,,0.1451,16.249,0.1311475,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.8778968,0.93716,1640908800,1585612800,,,33225408,7879535616,,1407888000,10:1,,,-0.624,,,,,,,,,,,,,,,,,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
NRS,Farm Products,Consumer Goods,[],1,222,225,223.56844,0.011144144,0.6852,,228.6,,12828,,222,226.6647,2.474,225,,12828,,,,2.47,1591315200,0.002903,,,222.2,2,NOK,8.3579235,7177,,,,9725400064,,,31023,1.8110566,222.2,227.2,,131900,7177,254,12.248649,,2.14,170.5,226.6,False,0.0111,42600,228.6,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,NRS.OL,finmb_22969855,no_market,,1.891,,0.22389999,25.36,0.12690353,,18.5,,42918800,,,76.735,,,,1577750400,0.14016,265951008,27.112,,,2.95302,0.66208,1640908800,1585612800,,,13882894,10155161600,,1591315200,1:1,,,-0.73,,,,,,,,,175,,,,,,,,,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5,
NAS,"Air Services, Other",Services,[],1,1.347,1.3475,11.058081,,0,,1.506,,36673589,,1.347,2.6051471,,1.3475,,36673589,,,,,,1.308943,,,1.347,4,NOK,,79017296,,,,5260600320,,,46073831,0.12087248,1.347,1.448,,,79017296,48.17,,,,1.347,1.4445,False,,,1.506,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.426,,-0.03712,16.744,-0.9630959,,,,3628000000,,,25.074,,,,1577750400,0.28066,-1615399936,-12.63,,,0.05782883,0.10098,1640908800,1577750400,,,1738635491,62071283712,,,,,,,,,,,,,,,9389,,,,,,,,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,
NOR,Independent Oil & Gas,Basic Materials,[],1,153.5,153.5,160.74379,,0,,153.5,,9138,,153.5,154.75,,153.5,,9138,,,,,,0.279907,,,151.5,2,NOK,15.647372,6540,,,,3688967680,,,18625,7.6693716,151.5,153,,50000,6540,255,8.926488,,,105,152.5,False,,200100,153.5,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOR.OL,finmb_24349084,no_market,,9.225,,0.43243,20.451,-0.3536842,,17.14,,24110900,,,28.22,,,,1577750400,0.13282,208000000,9.778,,,5.4216866,0.026600001,1640908800,1585612800,,,5919351,4437175296,,1431648000,1:100,,,,,,,,,,,,29,,,,,,,,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,
NRC,Railroads,Services,[],1,33.95,33.8,31.540146,,0,,33.85,,35800,,33.95,32.44412,,33.8,,35800,,,,,1524182400,0.394308,,,32.5,2,NOK,,91530,,,,2457663488,,,67814,0.38905546,32.5,33.7,,,91530,63,,,,18.8,33.5,False,,,33.85,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.566,,-0.00602,33.722,-0.46111113,,,,72927696,,,38.059,,,,1577750400,0.34921002,-113000000,-0.682,,,0.88546735,0.20921,1640908800,1585612800,,,45703372,3574530304,,1384992000,1:100,,,,,,,,,,,,1986,,,,,,,,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
