ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,industry,sector_yahoo,companyOfficers,maxAge,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,zip,longBusinessSummary,city,phone,country,website,address1,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,address2
2020,2020 Bulkers,Industrials,56.4,56.4,56.8,44,,1250.44,0.0071,-0.006999999999999999,0.0181,-0.35100000000000003,-0.1872,Shipping,Services,[],1.0,56.0,56.6,55.227737,0.0029464287,2.2674,,57.2,,6772.0,,56.0,55.058823,0.165,56.6,,6772.0,,,,1.86,1581552000.0,1.07216,,,56.2,2.0,NOK,924.59015,20468.0,,,,1250438784.0,,,29336.0,73.99046,56.2,56.8,,,20468.0,93.8,,,,39.0,56.2,False,0.0332,,57.2,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,84.235,,0.07692,,-0.22500002,,,,22170900.0,,,6.184,,,,1577750400.0,0.19871001,1300000.0,0.061,,0.14836037,9.120311000000001,0.57717997,1640908800.0,1585612800.0,,,9024667.0,1423570688.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
FIVEPG,5th Planet Games,Communication services,1.99,1.96,1.99,872,LP,211.04,-0.0222,0.0366,0.4281,5.7957,2.5925,Multimedia & Graphics Software,Technology,[],1.0,2.03,2.03,1.241244,,0.0,,2.07,,4532681.0,,2.03,1.7364832,,2.03,,4532681.0,,,,,,2.714866,,,1.905,4.0,NOK,,3474335.0,,,,211041232.0,,,5967829.0,,1.905,1.985,,0.0,3474335.0,3.8,,,,0.25,1.96,False,,0.0,2.07,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.6698369999999998,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.14836037,11.408047,0.50402,1640908800.0,1577750400.0,,,46798691.0,109084104.0,,1511913600.0,1:5,,,,,,,,,,,,16.0,,,,,,,,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,114.0,111.0,116.0,0,LP,115.59,,,0.0179,-0.0514,0.07339999999999999,Money Center Banks,Financial,[],1.0,114.0,114.0,120.131386,0.07017544,1.0156,,114.0,,0.0,,114.0,113.26471000000001,8.0,114.0,,0.0,,,,8.0,1583798400.0,0.40223000000000003,,,114.0,2.0,NOK,3.0497591,0.0,,,,115585744.0,,,39.0,1.1200169,114.0,116.0,,,0.0,153.0,,,,105.0,111.0,False,0.070199996,,114.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,7.072,,0.36725,,0.0,,,,1013910.0,,,485.69199999999995,,,,1577750400.0,0.0,37900000.0,37.38,,0.14836037,0.23471665,0.0,1640908800.0,1585612800.0,,,553343.0,729858112.0,,,,,,-0.32799999999999996,,,,,,,,,,,,,,,,,,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.51,4.51,4.53,102,,1988.81,0.013500000000000002,0.0587,0.0158,0.1986,0.4813,Investment Brokerage - National,Financial,[],1.0,4.45,4.45,3.814854,0.049438205,0.8062,,4.55,,229528.0,,4.45,4.315,0.22,4.45,,229528.0,,,,0.22,1588118400.0,0.9587680000000001,,,4.45,4.0,NOK,9.825708,446663.0,,,,1988815488.0,,,444661.0,1.4071642,4.45,4.51,,185000.0,446663.0,4.58,10.488373,,10.54,2.69,4.51,False,0.0494,340000.0,4.55,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.073,,0.17288,,0.30191457,,0.43,,440979008.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.14836037,3.0207636000000004,0.18238,1640908800.0,1593475200.0,,,342568196.0,1516351872.0,,,,,,0.22899999999999998,,,,,,,,,275.0,,,,,,,,,,,,,
ADE,Adevinta,Communication services,157.6,157.5,157.7,2463,,107933.86,0.0103,0.0116,0.5992000000000001,0.5077,0.5164,Internet Information Providers,Technology,[],1.0,155.2,155.2,104.35949000000001,,0.0,,159.1,,735918.0,,155.2,120.39265,,155.2,,735918.0,,,,,,,,,155.2,2.0,NOK,,268897.0,,,,107796963328.0,,,415633.0,,155.2,157.6,,,268897.0,168.2,,,,66.7,157.2,False,,,159.1,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.54835594,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.14836037,,0.66005,1640908800.0,1593475200.0,,,227972750.0,104865497088.0,,,,,,,,,,,,,,,3564.0,,,,,,,,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,18.1,18.05,18.2,58,,423.36,0.0028000000000000004,-0.0055000000000000005,-0.0321,-0.2561,0.0704,Oil & Gas Equipment & Services,Basic Materials,[],1.0,18.05,18.0,22.04416,,0.4088,,18.1,,44341.0,,18.05,18.735294,,18.0,,44341.0,,,,4.21,1591228800.0,,,,17.9,2.0,NOK,,50081.0,,,,423364448.0,,,82649.0,,17.9,18.2,,,50081.0,33.4,,,,16.1,18.05,False,0.2301,,18.1,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.080807984,,,,23390300.0,,,,,,,,0.09734,,,,0.14836037,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEGA,Aega,Utilities,1.34,1.34,1.35,40,,64.39,0.0075,0.0308,0.1167,0.1552,0.0545,Diversified Utilities,Utilities,[],1.0,1.33,1.33,1.2327738000000001,0.0030075188,,,1.39,,19113.0,,1.33,1.2355882,0.004,1.33,,19113.0,,,,0.04,1591142400.0,-0.700348,,,1.18,4.0,NOK,,154768.0,,,,64388072.0,,,50420.0,,1.18,1.35,,394100.0,154768.0,1.85,,,,1.05,1.34,False,0.030299998999999998,60000.0,1.39,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.13725483,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.14836037,8.121212,0.46798,1640908800.0,1585612800.0,,,24350240.0,63907608.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
AFG,AF Gruppen,Industrials,175.4,175.4,175.8,100,,18418.58,0.008,-0.0146,-0.0256,0.0336,0.1531,General Contractors,Industrial Goods,[],1.0,174.0,174.0,167.29561999999999,0.054597702000000005,1.0266,,176.0,,6795.0,,174.0,177.29411000000002,9.5,174.0,,6795.0,,,,12.0,1589760000.0,0.43902399999999997,,,173.8,2.0,NOK,21.242582000000002,11283.0,,,,18418577408.0,,,19084.0,0.76878613,173.8,175.8,,178000.0,11283.0,185.0,20.905838,,5.43,124.5,175.4,False,0.069,52100.0,176.0,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.7979999999999999,,0.03506,14.689,0.08359134,,8.39,,105009000.0,,,22.213,,,,1577750400.0,0.14407,840000000.0,8.257,,0.14836037,7.896277,0.60915,1640908800.0,1585612800.0,,,40215335.0,19125626880.0,,1263772800.0,5:1,,,-0.1,,,,,,,,,5526.0,,,,,,,,,,,,,
AKA,Akastor,Energy,6.16,6.16,6.19,202,,1673.12,0.0318,0.0621,0.215,-0.3803,-0.4349,Oil & Gas Equipment & Services,Basic Materials,[],1.0,5.97,5.96,5.5948176,,0.0,,6.18,,313262.0,,5.97,5.3413234,,5.96,,313262.0,,,,,1397174400.0,1.36353,,,5.96,2.0,NOK,,558363.0,,,,1673117440.0,,,466074.0,0.2954472,5.96,6.19,,52200.0,558363.0,12.4,15.4,,,3.52,6.16,False,,227000.0,6.18,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.69,,-0.0498,12.567,-0.4645455,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.14836037,0.4146752,0.51141,1640908800.0,1593475200.0,,,136612714.0,3908428544.0,,1175212800.0,5:1,,,,,,,,,,,,2112.0,,,,,,,,,,,,,
AKER,Aker,Financials,417.4,417.0,417.4,1500,,31001.45,0.023,0.0621,0.2003,-0.2089,-0.0079,Oil & Gas Equipment & Services,Basic Materials,[],1.0,408.0,410.6,346.80875,0.05514706,0.0,,421.8,,123184.0,,408.0,377.2294,22.5,410.6,,123184.0,,,,11.75,1595289600.0,1.71777,,,410.6,2.0,NOK,,118786.0,,,,31031175168.0,,,205684.0,0.65873814,410.6,418.4,,111700.0,118786.0,566.0,15.91619,,,182.2,417.2,False,0.028800001000000002,108400.0,421.8,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.8940000000000001,,-0.08871,34.898,-0.062788606,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.14836037,1.6616818,0.70268,1640908800.0,1593475200.0,,,67696448.0,89200205824.0,,,,,,,,,,,,,,,21865.0,,,,,,,,,,,,,
AKBM-ME,Aker BioMarine,Consumer staples,95.7,95.7,95.76,1069,,8381.99,0.0563,0.0301,-0.1014,,,Biotechnology,Healthcare,[],1.0,90.6,93.84,96.78041999999999,,,,97.0,,18274.0,,90.6,96.78041999999999,,93.84,,18274.0,,,,,,,,,92.16,2.0,NOK,,338653.0,,,,,,,158295.0,,92.16,95.76,,,338653.0,114.0,,,,87.0,95.7,False,,,97.0,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,39.898,,-0.00658,187.606,-0.14278889,,,,,,,2.589,,,,1546214400.0,,-1022000.0,-0.015,,0.14836037,36.964077,,1609372800.0,1514678400.0,,,14611039.0,6197555712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKERBP,Aker BP,Energy,184.6,184.45,184.6,2654,,66384.65,0.018500000000000003,0.046500000000000014,0.038,-0.3305,-0.14550000000000002,Independent Oil & Gas,Basic Materials,[],1.0,181.3,181.7,181.92006999999998,0.010082736,,,185.8,,753762.0,,181.3,181.79706000000002,1.828,181.7,,753762.0,,,,7.41,1596153600.0,1.6643430000000001,,,181.7,2.0,NOK,,593043.0,,,,66384748544.0,,,1450326.0,21.667837,181.7,184.65,,,593043.0,297.9,,,,89.42,184.6,False,0.041199997,,185.8,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.541999999999998,,-0.031630002000000004,31.519000000000002,-0.24028718,,,,359614016.0,,,5.317,,,,1577750400.0,0.16023001,-96917000.0,-0.26899999999999996,,0.14836037,34.718826,0.70299006,1640908800.0,1593475200.0,,,106384610.0,69061484544.0,,1261526400.0,1:1,,,1.715,,,,,,,,,1703.0,,,,,,,,,,,,,
AKSO,Aker Solutions,Energy,19.92,19.89,19.92,4964,,5417.1,0.0702,0.2961,1.3075,-0.1926,-0.2212,Oil & Gas Equipment & Services,Basic Materials,[],1.0,18.65,18.8,9.958848,0.07774799,0.0,,20.14,,5174080.0,,18.65,11.869000000000002,1.45,18.8,,5174080.0,,,,,1428624000.0,2.095818,,,18.8,2.0,NOK,,7055895.0,,,,5406226944.0,,,5389395.0,0.20514654,18.8,19.91,,58500.0,7055895.0,30.2,8.532188,,,4.362,19.87,False,,156700.0,20.14,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.49,,-0.03779,20.377,-0.33245182,,2.33,,271943008.0,,,24.02,,,,1577750400.0,0.26966998,-996000000.0,-3.667,,0.14836037,0.8276435999999999,0.46942002,1640908800.0,1593475200.0,,,130227946.0,12918732800.0,,1175212800.0,1:5,,,,,,,,,,,,13000.0,,,,,,,,,,,,,
AKVA,AKVA Group,Industrials,61.8,61.0,62.0,23,LP,2045.98,-0.0032,-0.0032,-0.0222,-0.1532,-0.1307,Farm & Construction Machinery,Industrial Goods,[],1.0,62.0,62.0,60.769344,0.032258063999999996,,,62.4,,3883.0,,62.0,62.30588,2.0,62.0,,3883.0,,,,2.0,1582502400.0,0.6550520000000001,,,61.0,2.0,NOK,,4707.0,,,,2049065472.0,,,5965.0,0.6883055,61.0,62.0,,49600.0,4707.0,83.0,10.78534,,,41.3,61.0,False,0.0323,34200.0,62.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKVA.OL,finmb_162314,no_market,,1.0959999999999999,,-0.00014,25.176,-0.17989415,,5.73,,33156400.0,,,31.171,,,,1577750400.0,0.13203,-422000.0,-0.013999999999999999,,0.14836037,1.9826119999999998,0.7511,1640908800.0,1585612800.0,,,8065299.0,3261757952.0,,,,,,-0.41700000000000004,,,,,,,,,1444.0,,,,,,,,,,,,,
AMSC,American Shipping Company,Industrials,29.6,29.45,29.65,64,,1794.25,0.0459,0.0862,0.0882,-0.0467,-0.0525,Shipping,Services,[],1.0,28.3,28.55,25.806787,0.01130742,1.9914999,,29.8,,44534.0,,28.3,26.702941999999997,0.32,28.55,,44534.0,,,,3.21,1590451200.0,0.957026,,,28.5,2.0,NOK,198.65771,38370.0,,,,1794248448.0,,,75852.0,20.36512,28.5,29.6,,114600.0,38370.0,37.5,80.0,,11.42,15.06,29.6,False,0.113299996,172600.0,29.8,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.375999999999998,,0.10217000000000001,26.309,-0.17518246,,0.37,,60616500.0,,,2.6689999999999996,,,,1577750400.0,0.19708,9002000.0,0.149,,0.14836037,11.090297,0.28123000000000004,1640908800.0,1585612800.0,,,44026980.0,2235747072.0,,,,,,0.778,,,,,,,,,3.0,,,,,,,,,,,,,
ANDF-ME,Andfjord Salmon,Consumer staples,54.5,54.23,54.5,60,,1836.69,-0.0055000000000000005,-0.0091,0.0876,,,,,[],1.0,54.8,54.85,54.911213000000004,,0.0,,55.0,,15219.0,,54.8,54.911213000000004,,54.85,,15219.0,,,,,,,,,54.1,2.0,NOK,,20675.0,,,,,,,51566.0,,54.1,54.5,,,20675.0,65.0,,,,46.5,54.23,False,,,55.0,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,1001.54,,0.0,-205.864,-0.06598979,,,,,,,4.914,,,,1577750400.0,,-6394534.0,-0.214,,0.14836037,11.090761,,1640908800.0,,,,,1649066880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABT,Aqua Bio Technology,Materials,4.8,4.72,4.8,37,LP,73.71,0.0213,0.0,-0.04,1.0513,1.0513,Biotechnology,Healthcare,[],1.0,4.7,4.76,3.1549635,0.21276596,0.0,,4.82,,22332.0,,4.7,4.7088237,1.0,4.76,,22332.0,,,,,1496880000.0,1.2967469999999999,,,4.6,4.0,NOK,,34948.0,,,,73705920.0,,,153648.0,56.907417,4.6,4.8,,320000.0,34948.0,7.55,-8.888889,,,1.25,4.72,False,,330000.0,4.82,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ABT.OL,finmb_39453852,no_market,,50.413000000000004,,0.0,-5.021,1.1217391,,-0.54,,15355400.0,,,0.47700000000000004,,,,1577750400.0,0.02359,-13215518.0,-1.03,,0.14836037,10.062894,0.80484,1640908800.0,1577750400.0,,,1905450.0,65294680.0,,1309132800.0,1:20,,,,,,,,,,,,,,,,,,,,,,,,,
AQUA,AqualisBraemar,Energy,5.0,4.88,4.98,13,,351.58,0.0,0.1111,0.2626,0.353,0.33240000000000003,Oil & Gas Equipment & Services,Basic Materials,[],1.0,5.0,5.0,3.7169342000000003,0.0009999999,0.0,,5.0,,25906.0,,5.0,4.302353,0.005,5.0,,25906.0,,,,0.2,1591833600.0,1.076655,,,4.88,4.0,NOK,24.875622,32575.0,,,,351582016.0,,,42079.0,5.295149299999999,4.88,4.98,,385400.0,32575.0,5.4,35.714287,,,2.15,4.88,False,0.04,402100.0,5.0,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.216,,0.18611999,206.528,0.26582277,,0.14,,70316400.0,,,0.6859999999999999,,,,1577750400.0,0.07898,12358000.0,0.201,,0.14836037,7.28863,0.58599,1640908800.0,1585612800.0,,,20787638.0,346348000.0,,,,,,,,,,,,,,,431.0,,,,,,,,,,,,,
ARCHER,Archer,Energy,2.21,2.2,2.21,75,,326.2,0.018500000000000003,0.0525,0.0161,-0.3066,-0.5111,Oil & Gas Drilling & Exploration,Basic Materials,[],1.0,2.165,2.195,2.2253868999999997,,0.0,,2.24,,213503.0,,2.165,2.1639707,,2.195,,213503.0,,,,,,2.885598,,,2.16,4.0,NOK,,293468.0,,,,326395104.0,,,450860.0,0.39154884,2.16,2.205,,100400.0,293468.0,4.65,36.75,,,1.1,2.2,False,,503000.0,2.24,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.135,,-0.05722000000000001,10.029,-0.510274,,0.06,,148024992.0,,,0.732,,,,1577750400.0,0.12627,-47700000.0,-0.32299999999999995,,0.14836037,3.012295,0.41856998,1640908800.0,1577750400.0,,,105861885.0,945728896.0,,1443398400.0,1:10,,,,,,,,,,,,4964.0,,,,,,,,,,,,,
AZT,ArcticZymes Technologies,Health care,49.3,49.0,49.3,401,,2382.9,-0.016,0.1131,0.1207,9.3579,,,,[],1.0,50.0,50.6,,,0.0,,50.6,,,,50.0,,,50.6,,,,,,,,1.34727,,,48.1,2.0,NOK,189.61539,128822.0,,,,2382900736.0,,,,22.898854999999998,48.1,49.3,,,128822.0,50.6,,,,48.1,49.1,False,,,50.6,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,23.034000000000002,,0.12154999400000001,176.44299999999998,,,,,48334700.0,,,1.21,,,,1577750400.0,0.0896,12649000.0,0.26,,0.14836037,40.7438,0.3134,1640908800.0,1585612800.0,,,23883612.0,2396978688.0,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,
ARCUS,Arcus,Consumer staples,42.8,42.6,42.8,67,,2901.87,0.0071,0.0118,0.1031,0.2221,0.1769,Beverages - Wineries & Distillers,Consumer Goods,[],1.0,42.5,42.7,36.426809999999996,0.039058823,0.64839995,,42.9,,50586.0,,42.5,40.035294,1.66,42.7,,50586.0,,,,1.66,1591833600.0,0.458083,,,42.5,2.0,NOK,16.863670000000003,23281.0,,,,2910964992.0,,,29821.0,1.0315621,42.5,42.8,,0.0,23281.0,42.9,12.814371000000001,,,27.1,42.6,False,0.0387,0.0,42.9,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.68,,0.0645,12.354000000000001,0.14095747,,3.34,,68013200.0,,,27.624000000000002,,,,1577750400.0,0.79032,182000000.0,2.5380000000000003,,0.14836037,1.5493773000000002,0.15168999,1640908800.0,1585612800.0,,,25830157.0,4740069888.0,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,
AFK,Arendals Fossekompani,Industrials,3000.0,2900.0,3000.0,15,,6568.26,0.07139999999999999,0.013500000000000002,0.1029,0.16579999999999998,0.2071,Electric Utilities,Utilities,[],1.0,2800.0,2940.0,2624.7446,0.02,,,3000.0,,45.0,,2800.0,2802.9412,56.0,2940.0,,45.0,,,,56.0,1588896000.0,0.299651,,,2920.0,2.0,NOK,,86.0,,,,6579270144.0,,,89.0,1.4176263,2920.0,3000.0,,2000.0,86.0,3180.0,,,,2100.0,2900.0,False,0.019299998999999998,1500.0,3000.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,1.214,,-0.00090000004,16.074,0.11538458,,,,2193090.0,,,1321.135,,,,1577750400.0,0.012560001000000001,-4194000.0,-1.9069999999999998,,0.14836037,2.2707748,0.86077005,1640908800.0,1585612800.0,,,298391.0,5632993280.0,,1524787200.0,5:1,,,,,,,,,,,,,,,,,,,,,,,,,
ASETEK,Asetek,Information technology,61.8,61.6,62.2,222,,1556.42,0.0369,-0.0492,0.0049,0.9935,2.067,Computer Based Systems,Technology,[],1.0,59.6,60.0,45.315475,0.0019463088,0.0,,61.8,,33692.0,,59.6,60.767647,0.11599999999999999,60.0,,33692.0,,,,,1493164800.0,0.747386,,,58.1,2.0,NOK,,65321.0,,,,1582327168.0,,,56792.0,30.266975,58.1,61.8,,262100.0,65321.0,70.3,205.99998,,,17.84,61.6,False,,89800.0,61.8,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASETEK.OL,finmb_25262375,no_market,,28.761999999999997,,-0.0097,852.882,2.0097560000000003,,0.3,,25604000.0,,,1.489,,,,1577750400.0,0.63678,-507000.0,-0.02,,0.14836037,41.504364,0.008459999999999999,1640908800.0,1585612800.0,,,21882624.0,1503630976.0,,,,,,,,203.53,,,,,,,97.0,,,,,,,,,,,,,
ATEA,Atea,Information technology,106.4,106.4,106.8,178,,11701.15,0.0114,0.0133,0.0391,-0.1726,-0.0234,Information Technology Services,Technology,[],1.0,105.2,104.4,99.115326,0.061787073,0.7065,,107.0,,22853.0,,105.2,102.54706,6.5,104.4,,22853.0,,,,6.5,1571875200.0,0.605691,,,104.4,2.0,NOK,23.125408,19849.0,,,,11701127168.0,,,85689.0,0.31060540000000003,104.4,106.6,,20000.0,19849.0,137.0,15.353535999999998,,5.64,66.2,106.4,False,0.0618,264300.0,107.0,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATEA.OL,finmb_700601,no_market,,0.33399999999999996,,0.01354,12.169,-0.08521742,,6.93,,109973000.0,,,33.080999999999996,,,,1577750400.0,0.58987,510000000.0,4.601,,0.14836037,3.2163477000000005,0.25161999999999995,1640908800.0,1593475200.0,,,81691394.0,12583181312.0,,1149206400.0,1:10,,,0.557,,,,,,,,,7222.0,,,,,,,,,,,,,
ATLA NOK,Atlantic Petroleum,Energy,6.08,6.1,6.14,2,,22.48,0.0066,-0.0675,-0.05,-0.2255,,Independent Oil & Gas,Basic Materials,[],1.0,6.04,6.1,6.941167999999999,,0.0,,6.26,,710.0,,6.04,6.7282352,,6.1,,710.0,,,,,,1.4047610000000001,,,6.08,2.0,NOK,,2010.0,,,,23319840.0,,,1286.0,,6.08,6.14,,0.0,2010.0,9.9,,,,5.05,6.1,False,,0.0,6.26,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0.0,,-0.26060605,,,,3697860.0,,,-6.497999999999999,,,,1577750400.0,0.02009,,-2.673,,0.14836037,,0.0,1640908800.0,1585612800.0,,,3510194.0,22335074.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
ASA,Atlantic Sapphire,Consumer staples,113.0,112.5,113.0,254,,8055.33,0.0,-0.03,-0.08869999999999999,-0.124,0.1414,,,[],1.0,113.0,114.5,115.76617399999999,,0.0,,116.0,,52303.0,,113.0,124.25,,114.5,,52303.0,,,,,,1.253558,,,112.5,2.0,NOK,,45959.0,,,,8019685888.0,,,76476.0,1447.5967,112.5,112.5,,,45959.0,146.0,,,,68.2,112.0,False,,,116.0,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASA.OL,finmb_367799271,no_market,,1457.1889999999999,,-2.3740099999999997,-720.7239999999999,0.17171717,,,,71286096.0,,,2.928,,,,1577750400.0,0.33597,-13152000.0,-0.193,,0.14836037,38.422129999999996,0.0,1640908800.0,1577750400.0,,,35767773.0,8072829440.0,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,
AURG,Aurskog Sparebank,Equity certificates,194.0,192.0,194.0,4,LP,623.55,0.0,-0.0051,0.0104,0.085,0.1497,Money Center Banks,Financial,[],1.0,194.0,192.0,188.33577,0.05670103,0.33580002,,194.0,,53.0,,194.0,190.70588999999998,11.0,192.0,,53.0,,,,11.0,1582761600.0,0.047037999999999996,,,192.0,2.0,NOK,18.785707000000002,75.0,,,,623550912.0,,,380.0,2.5985727,192.0,194.0,,37700.0,75.0,206.0,13.827513,,5.49,168.0,192.0,False,0.056700002,22000.0,194.0,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AURG.OL,finmb_11340276,no_market,,13.856,,0.45536998,,0.08781755,,14.03,,3214180.0,,,402.525,,,,1577750400.0,0.00057,33194000.0,10.327,,0.14836037,0.48195764,0.26145999999999997,1640908800.0,1585612800.0,,,2172368.0,3324761856.0,,,,,,-0.42,,,,,,,,,,,,,,,,,,,,,,
