ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,59.0,59.0,59.4,8,,1308.08,-0.0101,-0.0233,0.0296,-0.3246,-0.235,HM11,Industrials,4.0,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,Marine Shipping,59.2,58.4,53.46569399999999,0.0027871623,0.8163,,60.0,,18069.0,,59.2,57.170590000000004,0.165,58.4,,18069.0,,,,1.06,1597622400.0,1.121996,,,58.4,2.0,NOK,2933.0,,,,1299214720.0,,,27658.0,46.903057000000004,58.4,59.0,,,2933.0,93.8,,,,39.0,58.8,False,0.0179,,60.0,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,55.99,,0.16968,,-0.2372449,,,,22170900.0,,,6.22,,,,1577750400.0,0.19871001,4700000.0,0.20800000000000002,,0.2070489,9.421222,0.57717997,1640908800.0,1593475200.0,,,6990487.0,1550917632.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,441 542 9329,,281.73073999999997,2nd Floor 9 Par-la-Ville Road,,,,,
FIVEPG,5th Planet Games,Communication services,1.8,1.8,1.81,137,LP,191.37,-0.0892,-0.026,-0.19760000000000005,4.7686,1.729,1123,Communication Services,16.0,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,Electronic Gaming & Multimedia,1.85,1.855,1.3956016000000002,,0.0,,1.855,,4485429.0,,1.85,1.8154411,,1.855,,4485429.0,,,,,,2.714866,,,1.55,4.0,NOK,3089736.0,,,,177551056.0,,,3413560.0,,1.55,1.71,,0.0,3089736.0,3.8,,,,0.25,1.69,False,,0.0,1.855,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.5706215000000001,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.2070489,9.597700999999999,0.50402,1640908800.0,1577750400.0,,,46798691.0,97799536.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,121.0,119.0,126.0,0,LP,122.68,,,0.0614,0.0068000000000000005,0.1101,7630,Financial Services,29.0,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,Banks—Regional,121.0,121.0,117.48905,0.0661157,0.67620003,,121.0,,220.0,,121.0,113.94118,8.0,121.0,,220.0,,,,8.0,1583798400.0,0.40223000000000003,,,121.0,2.0,NOK,5.0,,,,122683112.0,,,40.0,1.1177295,121.0,126.0,,,5.0,153.0,,,,105.0,119.0,False,0.06670000400000001,,121.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.474,,0.38182,,0.025641083999999998,,,,1013910.0,,,501.01,,,,1577750400.0,0.0,41909000.0,41.333999999999996,,0.2070489,0.24151213,0.0,1640908800.0,1593475200.0,,,553343.0,710584576.0,,,,,,0.34299999999999997,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,47 74 08 63 00,47 74 08 63 01,2.9273722,,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.43,4.43,4.45,32,,1955.2,0.0,-0.0265,0.0538,0.1721,0.5015999999999999,0250,Financial Services,275.0,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,Capital Markets,4.41,4.44,3.868978,0.04988662,0.8062,,4.445,,237714.0,,4.41,4.447794,0.22,4.44,,237714.0,,,,0.22,1588118400.0,0.9587680000000001,,,4.41,4.0,NOK,965921.0,,,,1946370944.0,,,306300.0,1.377133,4.41,4.41,,185000.0,965921.0,4.625,10.255813999999999,,10.56,2.69,4.4,False,0.0499,340000.0,4.445,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.06,,0.17288,,0.35159814,,0.43,,441353984.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.2070489,2.9537842,0.18238,1640908800.0,1593475200.0,,,342651897.0,1498730752.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,47 22 01 60 00,,9.607842999999999,7th floor,,,,,
ADE,Adevinta,Communication services,162.9,162.7,162.9,695,,111563.61,-0.0123,-0.0031,0.0967,0.5481,0.4173,0159,Communication Services,3564.0,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,Norway,[],http://www.adevinta.com,1.0,Grensen 5,Internet Content & Information,163.0,164.8,109.070435,,0.0,,164.8,,740697.0,,163.0,147.11177,,164.8,,740697.0,,,,,,,,,160.5,2.0,NOK,135864.0,,,,110193975296.0,,,495311.0,,160.5,160.9,,,135864.0,169.5,,,,66.7,161.3,False,,,164.8,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5037383,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.2070489,,0.66005,1640908800.0,1593475200.0,,,227972750.0,105389498368.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,47 23 10 66 00,,,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,15.65,15.55,15.65,47,,366.06,0.0014000000000000002,-0.046,-0.0693,-0.2962,0.0228,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,Cyprus,[],http://www.adscrude.com,1.0,OSM House,Marine Shipping,15.5,15.7,21.254379999999998,,0.4088,,15.7,,128585.0,,15.5,18.25,,15.7,,128585.0,,,,5.44,1598918400.0,,,,15.45,2.0,NOK,61272.0,,,,363719168.0,,,68242.0,,15.45,15.65,,,61272.0,33.4,,,,15.45,15.55,False,0.2365,,15.7,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.13567835,,,,23390300.0,,,,,,,,0.09734,,,,0.2070489,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,357 2 5335501,,,22 Amathountos Agios Tychonas,,,,,
AEGA,Aega,Utilities,1.16,1.15,1.24,5,,55.74,-0.0169,-0.0333,-0.1077,0.0,-0.1837,274,Utilities,2.0,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.aega.no,1.0,Thunes vei 2,Utilities—Renewable,1.18,1.18,1.2333577,0.003389831,,,1.18,,92961.0,,1.18,1.267647,0.004,1.18,,92961.0,,,,0.04,1591142400.0,,,,1.16,4.0,NOK,2460.0,,,,55738928.0,,,60309.0,,1.16,1.24,,394100.0,2460.0,1.85,,,,1.05,1.15,False,0.033299997000000005,60000.0,1.18,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.054263532,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.2070489,7.0303024999999995,0.46798,1640908800.0,1593475200.0,,,24514996.0,57083620.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,,,,
AFG,AF Gruppen,Industrials,166.2,165.4,166.2,7,,17452.5,-0.0156,-0.0168,-0.0629,-0.0335,-0.0515,0663,Industrials,5524.0,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,Engineering & Construction,166.6,166.8,167.04526,0.036014404,1.2996001,,166.8,,22923.0,,166.6,176.04117,6.0,166.8,,22923.0,,,,12.0,1589760000.0,0.43902399999999997,,,163.8,2.0,NOK,1620.0,,,,17221476352.0,,,16249.0,0.6982718000000001,163.8,164.2,,178000.0,1620.0,185.0,19.547079999999998,,5.45,124.5,164.0,False,0.07200000000000001,52100.0,166.8,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.764,,0.030369998999999998,15.398,-0.0752089,,8.39,,105009000.0,,,20.408,,,,1577750400.0,0.14407,749000000.0,7.291,,0.2070489,8.036064,0.60915,1640908800.0,1593475200.0,,,41049068.0,18847500288.0,,1263772800.0,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,47 22 89 11 00,,22.493485999999997,,,,,,
AKA,Akastor,Energy,6.6,6.58,6.63,43,,1792.62,-0.043,-0.1199,0.0839,-0.3501,-0.4313,1366,Energy,2112.0,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,Norway,[],http://akastor.com,1.0,Building B,Oil & Gas Equipment & Services,6.75,6.75,5.328759,,0.0,,6.78,,562348.0,,6.75,6.0717645,,6.75,,562348.0,,,,,1397174400.0,1.36353,,,6.29,2.0,NOK,218974.0,,,,1754600448.0,,,493661.0,0.30983585,6.29,6.43,,52200.0,218974.0,12.4,16.15,,,3.52,6.36,False,,227000.0,6.78,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.728,,-0.0498,13.248,-0.37168145,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.2070489,0.43487042,0.51141,1640908800.0,1593475200.0,,,159931143.0,4120142848.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,47 21 52 58 00,,,OksenÃ¸yveien 10 Lysaker,,,,,
AKER,Aker,Financials,402.0,402.2,402.8,284,,29857.65,-0.0069,-0.0308,0.0544,-0.2354,-0.1102,1366,Energy,21865.0,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,Oil & Gas Equipment & Services,406.2,405.4,335.26788,0.028926637,0.0,,406.2,,98606.0,,406.2,400.02353,11.75,405.4,,98606.0,,,,11.75,1595289600.0,1.71777,,,401.2,2.0,NOK,25357.0,,,,29961646080.0,,,178238.0,0.6360339,401.2,403.0,,111700.0,25357.0,566.0,15.367619,,,182.2,402.2,False,0.029000001,108400.0,406.2,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.89,,-0.08871,34.834,-0.11242348,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.2070489,1.6044098,0.70268,1640908800.0,1593475200.0,,,67696448.0,89036824576.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 00 00,47 24 13 01 01,,,,,,,
