ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,59.0,59.0,59.4,8,,1308.08,-0.0101,-0.0233,0.0296,-0.3246,-0.235
FIVEPG,5th Planet Games,Communication services,1.8,1.8,1.81,137,LP,191.37,-0.0892,-0.026000000000000002,-0.19760000000000003,4.7686,1.729
AASB-ME,Aasen Sparebank,Equity certificates,121.0,119.0,126.0,0,LP,122.68,,,0.061399999999999996,0.0068000000000000005,0.1101
ASC,ABG Sundal Collier Holding,Financials,4.43,4.43,4.45,32,,1955.20,0.0,-0.0265,0.0538,0.1721,0.5015999999999999
ADE,Adevinta,Communication services,162.9,162.7,162.9,695,,111563.61,-0.0123,-0.0031,0.0967,0.5481,0.41729999999999995
ADSC-ME,ADS Crude Carriers,Energy,15.65,15.55,15.65,47,,366.06,0.0014000000000000002,-0.046,-0.0693,-0.2962,0.022799999999999997
AEGA,Aega,Utilities,1.16,1.15,1.24,5,,55.74,-0.0169,-0.0333,-0.10769999999999999,0.0,-0.1837
AFG,AF Gruppen,Industrials,166.2,165.4,166.2,7,,17452.50,-0.015600000000000001,-0.0168,-0.0629,-0.0335,-0.051500000000000004
AKA,Akastor,Energy,6.6,6.58,6.63,43,,1792.62,-0.043,-0.1199,0.0839,-0.35009999999999997,-0.4313
AKER,Aker,Financials,402.0,402.2,402.8,284,,29857.65,-0.0069,-0.0308,0.054400000000000004,-0.2354,-0.11019999999999999
AKBM-ME,Aker BioMarine,Consumer staples,96.5,96.5,96.99,85,,8452.06,0.0031,0.0533,0.0782,,
AKERBP,Aker BP,Energy,174.3,174.05,174.25,281,,62680.63,-0.0037,-0.0206,0.018799999999999997,-0.3722,-0.23850000000000002
ACC-ME,Aker Carbon Capture,Industrials,4.7,4.7,4.72,740,,2660.48,-0.0784,,,,
AOW-ME,Aker Offshore Wind Holding,Industrials,3.1,3.1,3.1,861,,1898.06,-0.08560000000000001,,,,
AKSO,Aker Solutions,Energy,9.52,9.52,9.54,642,,2588.90,-0.0275,-0.0493,-0.2102,-0.5347999999999999,-0.578
AKVA,AKVA Group,Industrials,62.4,62.4,63.6,3,LP,2065.84,-0.025,-0.0189,-0.0219,-0.1449,-0.2011
AMSC,American Shipping Company,Industrials,28.25,28.2,28.35,89,,1712.42,-0.0291,-0.061900000000000004,0.10310000000000001,-0.0603,-0.09369999999999999
ANDF-ME,Andfjord Salmon,Consumer staples,49.5,49.5,49.99,33,,1668.18,0.0078000000000000005,0.0118,-0.1153,,
ABT,Aqua Bio Technology,Materials,5.65,5.65,5.8,21,LP,86.76,0.0175,-0.07200000000000001,0.1837,1.4786000000000001,1.7885
AQUA,AqualisBraemar,Energy,5.55,5.55,5.6,16,,390.26,-0.0089,0.0278,0.2614,0.5018,0.5789
ARCHER,Archer,Energy,2.27,2.27,2.37,13,,335.07,-0.0484,-0.08689999999999999,0.08130000000000001,-0.2893,-0.4567
AZT,ArcticZymes Technologies,Health care,62.2,62.2,62.6,370,,3006.42,-0.0495,-0.0315,0.39549999999999996,,
ARCUS,Arcus,Consumer staples,41.1,41.0,41.2,10,,2786.61,0.0,0.03,0.0098,0.1764,0.1732
AFK,Arendals Fossekompani,Industrials,3140.0,3080.0,3180.0,0,,6874.78,0.0064,0.0464,0.0583,0.23379999999999998,0.38079999999999997
ASETEK,Asetek,Information technology,87.4,87.0,87.4,40,,2242.02,0.0116,-0.0225,0.3447,1.8065,3.1927999999999996
ATEA,Atea,Information technology,101.4,101.2,101.8,67,,11151.28,-0.0078000000000000005,-0.002,-0.032400000000000005,-0.2115,-0.1045
ATLA NOK,Atlantic Petroleum,Energy,6.0,5.72,6.3,2,,22.19,0.0,-0.14529999999999998,-0.0033,-0.2357,
ASA,Atlantic Sapphire,Consumer staples,98.6,98.6,99.0,53,,7028.81,0.002,-0.0623,-0.1394,-0.22949999999999998,0.0354
AURG,Aurskog Sparebank,Equity certificates,200.0,194.0,200.0,0,LP,642.84,,,0.0417,0.1185,0.1973
AUSS,Austevoll Seafood,Consumer staples,80.2,80.25,80.4,114,,16186.29,-0.005,-0.0273,0.04769999999999999,-0.07980000000000001,-0.1142
AVANCE,Avance Gas Holding,Energy,20.88,20.76,20.86,99,,1329.14,-0.0143,-0.1425,-0.0227,-0.5374,-0.28059999999999996
AWDR,Awilco Drilling,Energy,2.93,2.93,2.96,8,,159.92,-0.020099999999999996,-0.0101,-0.0168,-0.8109999999999999,-0.8151
