ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,59.8,59.8,60.6,59,,1325.82,-0.0033,-0.0019,0.081,-0.3108,-0.1829,HM11,Industrials,4.0,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,,Marine Shipping,60.0,62.0,54.230433999999995,0.0027500002000000003,0.8163,,62.0,,42070.0,,60.0,56.363636,0.165,62.0,,42070.0,,,,1.06,1597622400.0,1.121996,,,59.8,2.0,NOK,287.5,12293.0,,,,1325819776.0,,,28899.0,47.86353,59.8,60.4,,,12293.0,93.8,,,,39.0,60.0,False,0.0174,,62.0,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,56.47,,0.16968,,-0.22067797,,,,22170900.0,,,6.22,,,,1577750400.0,0.19871001,4700000.0,0.20800000000000002,,0.18023336,9.614148,0.57717997,1640908800.0,1593475200.0,,,6990487.0,1564220160.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
FIVEPG,5th Planet Games,Communication services,1.75,1.75,1.75,764,LP,186.06,-0.0196,-0.0385,0.044800000000000006,4.9911,2.1225,1123,Communication Services,16.0,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,,Electronic Gaming & Multimedia,1.785,1.8,1.3284886,,0.0,,1.835,,5255911.0,,1.785,1.7659091,,1.8,,5255911.0,,,,,,2.714866,,,1.725,4.0,NOK,,5225491.0,,,,186056496.0,,,4242987.0,,1.725,1.745,,0.0,5225491.0,3.8,,,,0.25,1.745,False,,0.0,1.835,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.3181818,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.18023336,10.057471000000001,0.50402,1640908800.0,1577750400.0,,,46798691.0,94038016.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,114.0,117.0,118.0,0,LP,115.59,,,,,,7630,Financial Services,29.0,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,114.0,114.0,118.927536,0.07017544,0.67620003,,114.0,,0.0,,114.0,113.09091000000001,8.0,114.0,,0.0,,,,8.0,1583798400.0,0.40223000000000003,,,114.0,2.0,NOK,2.7580202000000003,0.0,,,,115585744.0,,,36.0,1.0530676,114.0,116.0,,,0.0,153.0,,,,105.0,117.0,False,0.070199996,,114.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.419,,0.38182,,-0.025641024,,,,1013910.0,,,501.01,,,,1577750400.0,0.0,41909000.0,41.333999999999996,,0.18023336,0.22754036,0.0,1640908800.0,1593475200.0,,,553343.0,704501056.0,,,,,,0.34299999999999997,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.57,4.55,4.57,49,,2015.27,0.0044,-0.0119,0.0201,0.2146,0.5561,0250,Financial Services,275.0,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,,Capital Markets,4.55,4.56,3.8513043,0.048351645,0.8062,,4.57,,170179.0,,4.55,4.4183335,0.22,4.56,,170179.0,,,,0.22,1588118400.0,0.9587680000000001,,,4.505,4.0,NOK,9.956428,107758.0,,,,2015274112.0,,,410074.0,1.4258846,4.505,4.56,,185000.0,107758.0,4.625,10.627907,,10.54,2.69,4.535,False,0.0484,340000.0,4.57,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.11,,0.17288,,0.421875,,0.43,,440979008.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.18023336,3.0609512000000003,0.18238,1640908800.0,1593475200.0,,,342568196.0,1569215360.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
ADE,Adevinta,Communication services,160.3,159.9,160.3,5026,,109782.98,0.008199999999999999,0.0342,0.3939,0.5413,0.5123,0159,Communication Services,3564.0,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1.0,Grensen 5,,Internet Content & Information,159.0,159.5,107.32138,,0.0,,161.6,,564406.0,,159.0,137.04697,,159.5,,564406.0,,,,,,,,,157.1,2.0,NOK,,799572.0,,,,109783064576.0,,,455206.0,,157.1,160.2,,,799572.0,168.2,,,,66.7,159.8,False,,,161.6,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.47769523,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.18023336,,0.66005,1640908800.0,1593475200.0,,,227972750.0,104996503552.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,17.95,17.85,17.95,80,,419.86,-0.011,0.0,-0.0427,-0.2623,0.0775,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1.0,OSM House,,Marine Shipping,18.15,18.0,21.561594,,0.4088,,18.2,,33731.0,,18.15,18.41212,,18.0,,33731.0,,,,4.21,1591228800.0,,,,17.7,2.0,NOK,,76656.0,,,,419855904.0,,,70113.0,,17.7,17.85,,,76656.0,33.4,,,,16.1,17.7,False,0.23200001,,18.2,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.044736862,,,,23390300.0,,,,,,,,0.09734,,,,0.18023336,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
AEGA,Aega,Utilities,1.25,1.25,1.29,7,,60.06,-0.031,-0.0809,0.0331,0.0776,0.0525,274,Utilities,2.0,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1.0,Thunes vei 2,,Utilities—Renewable,1.29,1.26,1.238913,0.0031007753999999998,,,1.26,,62375.0,,1.29,1.2630303,0.004,1.26,,62375.0,,,,0.04,1591142400.0,-0.700348,,,1.24,4.0,NOK,,32545.0,,,,60063500.0,,,55048.0,,1.24,1.29,,394100.0,32545.0,1.85,,,,1.05,1.25,False,0.0315,60000.0,1.26,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.07194245,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.18023336,7.5757575,0.46798,1640908800.0,1585612800.0,,,24350240.0,60063540.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AFG,AF Gruppen,Industrials,176.6,176.2,177.0,115,,18544.59,-0.0134,-0.0134,-0.0101,0.0407,0.0963,0663,Industrials,5526.0,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,,Engineering & Construction,179.0,177.6,167.4884,0.053072624000000006,1.0266,,177.6,,11862.0,,179.0,177.83636,9.5,177.6,,11862.0,,,,12.0,1589760000.0,0.43902399999999997,,,173.0,2.0,NOK,21.387915,11091.0,,,,18544590848.0,,,17431.0,0.7740459,173.0,177.0,,178000.0,11091.0,185.0,21.048868,,5.43,124.5,176.4,False,0.067,52100.0,177.6,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.809,,0.03506,14.895,0.052941203,,8.39,,105009000.0,,,22.213,,,,1577750400.0,0.14407,840000000.0,8.257,,0.18023336,7.9502997,0.60915,1640908800.0,1585612800.0,,,40215335.0,19393077248.0,,1263772800.0,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
AKA,Akastor,Energy,6.49,6.43,6.49,253,,1762.75,0.06570000000000001,0.0188,0.2108,-0.3471,-0.41,1366,Energy,2112.0,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1.0,Building B,,Oil & Gas Equipment & Services,6.09,6.2,5.4334784,,0.0,,6.49,,237095.0,,6.09,5.731212,,6.2,,237095.0,,,,,1397174400.0,1.36353,,,5.86,2.0,NOK,,981652.0,,,,1762748672.0,,,491752.0,0.3112747,5.86,6.39,,52200.0,981652.0,12.4,16.224998,,,3.52,6.39,False,,227000.0,6.49,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.715,,-0.0498,13.020999999999999,-0.4533214,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.18023336,0.43688995,0.51141,1640908800.0,1593475200.0,,,159931143.0,4049571328.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
AKER,Aker,Financials,404.6,404.4,404.6,1564,,30050.76,0.0161,-0.0321,0.0362,-0.2332,-0.0147,1366,Energy,21865.0,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,398.2,401.4,341.0348,0.029507784,0.0,,405.0,,84653.0,,398.2,391.73938,11.75,401.4,,84653.0,,,,11.75,1595289600.0,1.71777,,,398.4,2.0,NOK,,110997.0,,,,30050775040.0,,,187463.0,0.6379259,398.4,403.8,,111700.0,110997.0,566.0,15.413333999999999,,,182.2,403.2,False,0.0295,108400.0,405.0,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.8880000000000001,,-0.08871,34.8,-0.0648191,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.18023336,1.6091826,0.70268,1640908800.0,1593475200.0,,,67696448.0,88947712000.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,,,,
