ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,59.0,58.4,59.0,51,,1308.08,0.0034,0.0172,-0.0407,-0.3168,-0.2626,HM11,Industrials,4.0,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,,Marine Shipping,58.8,59.4,52.604286,0.0028061226,0.8163,,59.4,,9829.0,,58.8,58.177776,0.165,59.4,,9829.0,,,,3.25,1599782400.0,1.095959,,,57.2,2.0,NOK,283.65384,19816.0,,,,1308083072.0,,,21272.0,47.223217,57.2,59.0,,,19816.0,93.8,,,,39.0,58.4,False,0.056900002000000005,,59.4,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,55.028999999999996,,0.16968,,-0.27407408,,,,22170900.0,,,6.22,,,,1577750400.0,0.19871001,4700000.0,0.20800000000000002,,0.12196910400000001,9.485531,0.57717997,1640908800.0,1593475200.0,,,6990487.0,1524312576.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
FIVEPG,5th Planet Games,Communication services,1.34,1.34,1.35,754,LP,142.47,-0.0563,-0.1677,-0.2071,3.5875,1.8213,1123,Communication Services,16.0,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,,Electronic Gaming & Multimedia,1.42,1.45,1.4908173,,0.0,,1.45,,2099804.0,,1.42,1.7465278000000002,,1.45,,2099804.0,,,,,,2.7596380000000003,,,1.305,4.0,NOK,,3505540.0,,,,142466128.0,,,3182529.0,,1.305,1.34,,0.0,3505540.0,3.8,,,,0.25,1.325,False,,0.0,1.45,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.2829583,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.12196910400000001,7.70115,0.50402,1640908800.0,1577750400.0,,,46798691.0,86514976.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,129.0,122.0,129.0,5,LP,130.79,,0.0078,,0.07339999999999999,0.2041,7630,Financial Services,29.0,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,122.0,122.0,116.23572,0.06557377,0.67620003,,129.0,,82.0,,122.0,117.58333600000002,8.0,122.0,,82.0,,,,8.0,1583798400.0,0.424755,,,122.0,2.0,NOK,3.1209173,716.0,,,,130794392.0,,,47.0,1.191629,122.0,129.0,,,716.0,153.0,,,,105.0,122.0,False,0.0656,,129.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.547999999999999,,0.38182,,0.051724195,,,,1013910.0,,,501.01,,,,1577750400.0,0.0,41909000.0,41.333999999999996,,0.12196910400000001,0.25747988,0.0,1640908800.0,1593475200.0,,,553343.0,718695872.0,,,,,,0.34299999999999997,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
ASC,ABG Sundal Collier Holding,Financials,5.0,4.88,5.0,101,,2206.92,0.0152,0.001,0.0989,0.3289,0.5422,0250,Financial Services,275.0,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,,Capital Markets,4.925,5.0,3.962357,0.04467005,0.8062,,5.0,,203918.0,,4.925,4.5637503,0.22,5.0,,203918.0,,,,0.22,1588118400.0,0.935542,,,4.7,4.0,NOK,10.893247,588251.0,,,,2206919936.0,,,282926.0,1.5614815,4.7,4.93,,185000.0,588251.0,5.1,11.627907,,10.56,2.69,4.865,False,0.044699997000000005,340000.0,5.0,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.2429999999999999,,0.17288,,0.36237907,,0.43,,441384000.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.12196910400000001,3.3489617999999997,0.18238,1640908800.0,1593475200.0,,,343158504.0,1756439936.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
ADE,Adevinta,Communication services,161.8,161.8,161.9,2819,,110810.27,-0.0098,0.0603,0.0479,0.5558,0.5558,0159,Communication Services,3564.0,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1.0,Grensen 5,,Internet Content & Information,163.4,161.2,113.95107,,0.0,,162.0,,536001.0,,163.4,157.23056,,161.2,,536001.0,,,,,,,,,157.8,2.0,NOK,,822723.0,,,,110810357760.0,,,740529.0,,157.8,162.0,,,822723.0,169.5,,,,66.7,161.8,False,,,162.0,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.5415094,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.12196910400000001,,0.66005,1640908800.0,1593475200.0,,,227972750.0,99953000448.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,15.85,15.8,15.85,75,,370.74,-0.0094,-0.0649,-0.0383,-0.2826,0.0228,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1.0,OSM House,,Marine Shipping,16.0,16.0,20.540714,,0.56060004,,16.0,,264117.0,,16.0,17.066668,,16.0,,264117.0,,,,5.44,1598918400.0,,,,15.75,2.0,NOK,,105594.0,,,,370736256.0,,,88149.0,,15.75,15.95,,,105594.0,33.4,,,,13.1,15.8,False,0.32869998,,16.0,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.22330100000000003,,,,23390300.0,,,,,,,,0.09734,,,,0.12196910400000001,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
AEGA,Aega,Utilities,1.44,1.35,1.45,103,,69.19,0.1429,0.1707,0.2,0.2414,0.1823,274,Utilities,2.0,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1.0,Thunes vei 2,,Utilities—Renewable,1.26,1.2,1.2227857,0.0031746035,,,1.44,,99317.0,,1.26,1.2627778,0.004,1.2,,99317.0,,,,0.04,1591142400.0,-0.593975,,,1.2,4.0,NOK,,668626.0,,,,67519152.0,,,64463.0,,1.2,1.39,,394100.0,668626.0,1.85,,,,1.05,1.33,False,0.0317,60000.0,1.44,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,0.016129017,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.12196910400000001,8.727273,0.46798,1640908800.0,1593475200.0,,,24350240.0,59102524.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AFG,AF Gruppen,Industrials,170.4,170.4,170.6,92,,17893.53,-0.008100000000000001,0.0024,-0.0263,0.0042,-0.0091,0663,Industrials,5524.0,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,,Engineering & Construction,171.8,171.0,166.45285,0.03492433,1.2996001,,171.8,,13596.0,,171.8,172.58333000000002,6.0,171.0,,13596.0,,,,12.0,1589760000.0,0.43915600000000005,,,170.0,2.0,NOK,23.371279,6539.0,,,,17893533696.0,,,13644.0,0.7255214,170.0,170.6,,178000.0,6539.0,185.0,20.30989,,5.45,124.5,170.0,False,0.0698,52100.0,171.8,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.779,,0.030369998999999998,15.69,-0.066304326,,8.39,,105009000.0,,,20.408,,,,1577750400.0,0.14407,749000000.0,7.291,,0.12196910400000001,8.349666000000001,0.60915,1640908800.0,1593475200.0,,,41049068.0,19204530176.0,,1263772800.0,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
AKA,Akastor,Energy,6.25,6.25,6.28,154,,1697.56,-0.0265,0.0684,0.008100000000000001,-0.3712,-0.4546,1366,Energy,2112.0,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1.0,Building B,,Oil & Gas Equipment & Services,6.42,6.5,5.136071,,0.0,,6.5,,279533.0,,6.42,6.2916665,,6.5,,279533.0,,,,,1397174400.0,1.53253,,,6.2,2.0,NOK,,280140.0,,,,1734637568.0,,,400239.0,0.3063107,6.2,6.29,,52200.0,280140.0,12.0,15.625,,,3.52,6.25,False,,227000.0,6.5,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.684,,-0.0498,12.463,-0.4247312,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.12196910400000001,0.42073378,0.51141,1640908800.0,1593475200.0,,,136612714.0,3875857152.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
AKER,Aker,Financials,419.0,418.8,419.0,1121,,31120.29,0.0101,0.0799,0.022,-0.2059,-0.15039999999999998,1366,Energy,21865.0,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,414.8,415.4,331.14716,0.028326906000000002,0.0,,419.4,,103749.0,,414.8,403.3611,11.75,415.4,,103749.0,,,,11.75,1595289600.0,1.6867459999999999,,,413.0,2.0,NOK,,96201.0,,,,31386116096.0,,,130873.0,0.6662729000000001,413.0,419.6,,111700.0,96201.0,566.0,15.961904999999998,,,182.2,418.8,False,0.028099999,108400.0,419.4,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.8619999999999999,,-0.08871,34.317,-0.18104643,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.12196910400000001,1.6664546000000002,0.70268,1640908800.0,1593475200.0,,,67696448.0,87714955264.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,,,,
