ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SAS NOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSG,278,Industrials,66,"Self Storage Group ASA engages in the rental of self-storage units to private individuals and businesses in Norway, Sweden, and Denmark. The company operates through OK Minilager, City Self-Storage, and Property segments. It operates climate controlled storage units and container based storage units. The company also retails storage ancillary goods, such as boxes, tapes, and bubble-wraps; distributes insurance products; and invests in real estate properties. As of July 2, 2020, it operated 113 facilities with a total lettable area of 140,300 square meters across Scandinavia. The company was founded in 1993 and is headquartered in Oslo, Norway.",Oslo,47 92 42 94 38,Norway,[],http://www.selfstoragegroup.no,1,Karenslyst AllE 2,Specialty Business Services,,24.3,24.5,26.012949,,0,,24.5,,26152,,24.3,25.388235,,24.5,,26152,,,,,,0.935437,,,24.3,2,NOK,29.518072,2117,,,,2066050688,,,31415,7.4956584,24.3,24.5,,0,2117,33,27.84091,,,19,24.3,False,,0,24.5,OSL,SELF STORAGE GROUP,Self Storage Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SSG.OL,finmb_540146654,no_market,,10.382,,0.23823,17.633,,,0.88,,84328600,,,12.686,,,,1577750400,0.52766997,65665000,0.83,,,1.9312629,0.46776,1640908800,1585612800,,,39348561,2861655552,,,,,,0.371,,,,,,,,https://logo.clearbit.com/selfstoragegroup.no,,,,,c6cbba01-08d5-33e4-af37-a0c8cde4dcfd,
SATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHA,0105,Communication Services,5006,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1,Akersgata 55,Publishing,Sentrum PO Box 490,286.7,283.4,241.66258,0.0069759325,1.0989,,289.4,,226038,,286.7,254.47647,2,283.4,,226038,,,,,1588809600,0.811627,,,280.6,2,NOK,106.26391,323861,,,,63496310784,,,213648,3.313312,280.6,286.7,,121500,323861,307.1,33.49299,,,170,285.8,False,,7700,289.4,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,True,7200000,EQUITY,SCHA.OL,finmb_878146,no_market,,4.11,,0.03313,29.98,0.24543881,,8.56,,104460000,,,45.603,,,,1577750400,0.52269,635000000,2.698,,,6.286867,0.30409,1640908800,1593475200,,,165843552,78756937728,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,47 23 10 66 01,,,,a21658e3-6dae-3714-b154-d6774d6e582d,
RIVER-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBO,0380,Real Estate,87,"Selvaag Bolig ASA, a housing development company, engages in the development, construction, and sale of residential properties in Greater Oslo, Bergen, Stavanger, Trondheim, and Stockholm. The company offers its properties under the Start, Home, and Pluss brands. The company was founded in 2008 and is headquartered in Oslo, Norway. Selvaag Bolig ASA is a subsidiary of Selvaag AS.",Oslo,47 23 13 70 00,Norway,[],http://www.selvaagboligasa.no,1,Silurveien 2,Real Estate Services,,52.7,52.7,53.121944,0.06641366,0.2334,,52.7,,41968,,52.7,51.286766,3.5,52.7,,41968,,,,3,1587945600,0.594186,,,51.7,2,NOK,2.6641977,24375,,,,4831950336,,,86569,1.4052389,51.7,51.9,,199000,24375,77,10.593047,,6.8,38.95,51.8,False,0.056900002,2400,52.7,OSL,SELVAAG BOLIG AS,Selvaag Bolig ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SBO.OL,finmb_104553470,no_market,,1.959,,0.52312,3.592,0.11181438,,4.89,,93280896,,,26.229,,,,1577750400,0.21912001,1798752000,19.443,,,1.9749132,0.57431,1640908800,1585612800,,,38860252,6736478720,,,,,,,,,,,,,,https://logo.clearbit.com/selvaagboligasa.no,,,,,a7d9d772-1147-377d-a6d7-d4a6ebbfa4eb,
SCHB,0105,Communication Services,5006,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1,Akersgata 55,Publishing,Sentrum PO Box 490,259.4,254.8,227.26906,0.0077101006,1.0989,,262.2,,93395,,259.4,234.24706,2,254.8,,93395,,,,,1557100800,0.811627,,,254,2,NOK,96.145294,176661,,,,63496187904,,,113570,3.3133056,254,259.4,,19800,176661,281,,,,164.4,259.2,False,,49700,262.2,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SCHB.OL,finmb_878146,no_market,,3.776,,0.03313,27.545,0.17588389,,,,129328000,,,45.603,,,,1577750400,0.49286997,635000000,2.698,,,5.688222,0.26551,1640908800,1593475200,,,165843552,72359772160,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,47 23 10 66 01,,,,b1a894a0-8db7-323e-bced-65ce26c26d75,
SDRL,HM 08,Energy,4538,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1,Par-la-Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,3.7,3.74,8.051489,,0,,3.9,,424789,,3.7,4.4638233,,3.74,,424789,,,,,,2.958295,,,3.65,4,NOK,,102039,,,,374700800,,,1259768,0.33188736,3.65,3.798,,,102039,39.9,,,,2.95,3.73,False,,,3.9,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SDRL.OL,finmb_22532593,no_market,,5.663,,-2.2037199,30.444,-0.89085543,,,,100330000,,,-0.528,,,,1577750400,0.37392,-2488000000,-24.88,,,,0.27479,1640908800,1585612800,,,69439318,6393220608,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,441 295 3494,,,,f34cf53e-3abd-370d-b16d-49b3354d00b7,
SSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIOFF,4610,Energy,1102,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1,Nodeviga 14,Oil & Gas Midstream,,0.9,0.91,1.0061871,,0,,0.95,,146362,,0.9,0.99558824,,0.91,,146362,,,,,1399334400,0.757558,,,0.85,4,NOK,,146255,,,,841265088,,,93058,3.048537,0.85,0.935,,137000,146255,2,-45,,,0.6,0.9,False,,132200,0.95,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,SIOFF.OL,finmb_23954324,no_market,,6.568,,-0.31768,19.891,-0.41176468,,-0.02,,934739008,,,0.335,,,,1577750400,0.00196,-92925000,-0.093,,,2.686567,0.97419,1640908800,1585612800,,,32183056,1812381952,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,47 37 40 62 86,,,,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,
SIKRI-ME,0271,Technology,,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Oslo,,Norway,[],,1,Drammensveien 35,Information Technology Services,,92,93,,,,,93,,,,92,,,93,,,,,,,,,,,90,2,NOK,,3646,,,,1326734976,,,,,90,90,,,3646,93,,,,90,89.83,False,,,93,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,SIKRI-ME.OL,finmb_665908878,no_market,,,,0,,,,,,14741500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6cf3402-2981-3a2a-bc32-abacced18a98,
SHLF,,Energy,2160,"Shelf Drilling, Ltd., through its subsidiaries, operates as a shallow water offshore drilling contractor in the Middle East, North Africa, the Mediterranean, South East Asia, India, and West Africa. It provides equipment and services for the drilling, completion, and well maintenance of shallow water offshore oil and natural gas wells. The company serves government owned or controlled energy companies, and integrated oil companies or independent exploration and production companies. As of December 31, 2019, it owned 32 independent-leg cantilever jack-up rigs. The company was founded in 2012 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 567 3400,United Arab Emirates,[],http://www.shelfdrilling.com,1,One JLT,Oil & Gas Drilling,Floor 12 Jumeirah Lakes Towers PO Box 212201,3.28,3.43,9.71259,,0,,3.63,,429066,,3.28,3.3585293,,3.43,,429066,,,,,,1.363685,,,3.39,4,NOK,,1120820,,,,494340672,,,952728,0.8100174,3.39,3.63,,0,1120820,28.5,-7.8913045,,,2.74,3.52,False,,0,3.63,OSL,SHELF DRILLING LTD,"Shelf Drilling, Ltd.",Europe/Oslo,CEST,False,7200000,EQUITY,SHLF.OL,finmb_264429554,no_market,,2.334,,-0.52572,12.948,-0.883688,,-0.46,,136182000,,,2.757,,,,1577750400,0.61056,-320836000,-2.383,,,1.3166486,0.19802,1640908800,1585612800,,,78989858,1424343936,,,,,,,,,,,,,,https://logo.clearbit.com/shelfdrilling.com,971 4 567 3401,,,,251b3927-5ac6-3469-b7d9-67c98b0169c8,
SOLON,0161,Real Estate,,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1,Olav Vs gate 5,Real Estate—Development,,30.5,30.8,31.659712,0.06557377,1.6694,,30.8,,6383,,30.5,30.05294,2,30.8,,6383,,,,,1557273600,0.49647,,,29.1,2,NOK,28.882576,2237,,,,2237571584,,,36395,1.6344415,29.1,30.5,,0,2237,40.6,10.9319,,,24,29.7,False,,0,30.8,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SOLON.OL,finmb_410651936,no_market,,3.689,,0.05347,20.599,-0.1432584,,2.79,,73363000,,,16.987,,,,1577750400,0.14716,73203000,1.056,,,1.7954907,0.64419997,1640908800,1585612800,,,20671822,5050104832,,1490572800,1:200,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9,
SOFTOX-ME,0275,Healthcare,12,"SoftOx Solutions AS, together with its subsidiaries, operates as a medtech company in Norway. Its SoftOx technology kills the microorganisms in biofilms by acting on various microbial components. The company engages in the development of SoftOx Wound Irrigation Solution that is under preclinical studies for the prevention and treatment of infections on breached or compromised skin, including acute wounds and skin lesions in patients with eczema; and SoftOx Biofilm Eradicator, which is in preclinical studies to treat biofilm infections in non-healing chronic wounds. The company was founded in 2012 and is headquartered in Oslo, Norway.",Oslo,47 97 75 90 71,Norway,[],http://www.soft-ox.com,1,Hoffsveien 1A,Biotechnology,,57,55.5,62.459713,,0,,58,,36307,,57,75.79412,,55.5,,36307,,,,,,-6.158945,,,55.5,2,NOK,,5073,,,,441807008,,,101447,109.14121,55.5,57.5,,,5073,116,,,,18,56.5,False,,,58,OSL,SOFTOX SOLUTIONS,SoftOx Solutions AS,Europe/Oslo,CEST,False,7200000,EQUITY,SOFTOX-ME.OL,finmb_545902392,no_market,,95.884,,0,-16.772,,,,,7751000,,,10.206,,,,1577750400,,-19330244,-2.494,,,5.58495,,1640908800,1585612800,,,5103956,388143008,,1530489600,50:1,,,,,,,,,,,https://logo.clearbit.com/soft-ox.com,,,,,101cdf12-74dc-3bc7-9b72-4c9802a2c1d8,
SOAG,1526,Financial Services,,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/ostfold-akershus,1,Varnaveien 43E,Banks—Regional,,226,226,227.60431,0.063716814,5.4175,,226,,39,,226,227.76471,14.4,226,,39,,,,12,1585872000,0.090116,,,226,2,NOK,9.014039,2,,,,2799710720,,,524,3.626479,226,236,,90100,2,270,9.4127445,,4.34,185,228,False,0.0531,40000,226,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Ostfold Akershus,Europe/Oslo,CEST,False,7200000,EQUITY,SOAG.OL,finmb_12505834,no_market,,7.808,,0.42986,,0.018018007,,24.01,,12388100,,,291.183,,,,1577750400,0.09793,310620992,25.072,,,0.77614415,0.80093,1640908800,1585612800,,,3788294,6027874304,,,,,,-0.525,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46,
SBVG,3125,Financial Services,342,"SpareBank 1 BV provides various banking products and services in Norway. The company offers share and housing savings accounts; mortgages and loans; car, auto, and housing insurance products; and mobile and electronic banking, payment, billing, and financing services. It also provides pension plans. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",Tonsberg,,Norway,[],http://www.sparebank1.no/nb/bv,1,Anton Jenssens gate 2,Banks—Regional,,36.3,36,36.792088,0.08126722,0.6158,,36.3,,7844,,36.3,36.22353,2.95,36,,7844,,,,2.42,1585699200,0.381976,,,35.7,2,NOK,8.974042,2852,,,,2290580736,,,15647,1.9530772,35.7,36.3,,100000,2852,44.5,8.810679,,6.51,28,36.1,False,0.066700004,380000,36.3,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000,EQUITY,SBVG.OL,finmb_11323750,no_market,,7.87,,0.38969,,,,4.12,,63101400,,,81.31,,,,1577750400,0.06849,255248992,4.045,,,0.44643956,0.51590997,1640908800,1585612800,,,56846116,9230456832,,1320624000,6:5,,,-0.477,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,
RING,3510,Financial Services,,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",Honefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1,Sondre Torv 6,Banks—Regional,,230,226,220.79857,0.057826087,0.65739995,,226,,95,,230,223.11765,13.3,226,,95,,,,13.3,1584662400,0.339534,,,220,2,NOK,10.868491,618,,,,3443087872,,,743,4.3931284,220,226,,30000,618,240,10.357816,,5.23,185,220,False,0.057800002,27700,226,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000,EQUITY,RING.OL,finmb_9220341,no_market,,9.277,,0.41522998,,0.12745094,,21.24,,15650400,,,233.221,,,,1577750400,0.049590003,316784000,20.242,,,0.94331133,0.73478997,1640908800,1585612800,,,4304957,7270593024,,,,,,-0.558,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 32 11 33 01,,,,224474a1-3bbb-3a9b-bc52-ac97ff01b43b,
SBTE,3921,Financial Services,,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1,Storgata 117,Banks—Regional,,129,129,125.70144,0.060465116,0.4284,,129,,828,,129,125.411766,7.8,129,,828,,,,5.8,1585267200,,,,129,2,NOK,9.5343685,1230,,,,1405919360,,,1369,1.9709463,129,129,,0,1230,143,,,,109,127,False,0.044299997,0,129,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.28,,0.42354,,0.11206901,,,,10898600,,,320.224,,,,1577750400,0.09318,147496000,13.53,,,0.402843,0.64611,1640908800,1585612800,,,10174852,8045923328,,,,,,-0.346,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 355 69 601,,,,2c4ec891-6da1-3876-8384-b8cff884b924,
MING,,Financial Services,1553,"SpareBank 1 SMN, together with its subsidiaries, provides various financial and banking products and services to personal and corporate customers in Norway and internationally. The company provides advisory services; and a range of products in the fields of financing, savings and investment, insurance, and payment services. It also offers investment and operations financing, domestic and foreign money transfers, fixed income and currency hedging, investment of surplus liquidity, structured products, and insurance of individuals and buildings/operating equipment; factoring and accountancy services; leasing services and loans; and mobile and online banking services. In addition, the company provides real estate and asset management services; and credit and debit cards, as well as stock trading services. SpareBank 1 SMN was founded in 1823 and is headquartered in Trondheim, Norway.",Trondheim,47 91 50 73 00,Norway,[],http://www.sparebank1.no/nb/smn,1,no. 4 Sondre gate,Banks—Regional,,81.4,81.5,83.1705,0.06142506,0.5971,,82.5,,140768,,81.4,79.17647,5,81.5,,140768,,,,5,1585267200,0.861046,,,81,2,NOK,9.779104,66282,,,,10633568256,,,249532,2.0882893,81,81.9,,130100,66282,106,8.469493,,4.67,58.2,81.8,False,0.0614,113200,82.5,OSL,SPAREBANK 1 SMN,SpareBank 1 SMN,Europe/Oslo,CEST,False,7200000,EQUITY,MING.OL,finmb_881999,no_market,,5.192,,0.34328,,-0.16853935,,9.67,,129836000,,,145.743,,,,1577750400,0.40594003,1084000000,8.375,,,0.5619481,0.05777,1640908800,1585612800,,,124074110,26435874816,,1238112000,6:5,,,-0.733,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,7be6b8a4-5b90-3fbc-9371-245907c7b391,
SNOR,6509,Financial Services,,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1,Langveien 21,Banks—Regional,,111,111,111.039566,0.058558557,0.6379,,111,,223,,111,108.911766,6.5,111,,223,,,,6.5,1585785600,0.111908,,,108,2,NOK,12.355565,194,,,,242199712,,,594,0.59736025,108,110,,0,194,128,9.424084,,,95,108,False,0.0596,0,111,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.91,,0.28702,,0.0373832,,11.46,,2242590,,,980.293,,,,1577750400,0.05173,18547000,8.741,,,0.11017114,0.50136,1640908800,1585612800,,,1236695,3612658944,,,,,,-0.824,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 71 58 01 50,,,,395299a7-1e64-35a5-817a-5edb041835b0,
SOGN,6885,Financial Services,,"Sogn Sparebank provides banking products and services in Norway. The company offers saving accounts; saving products comprising bank, fund, and retirement savings; and deposit pension products. It also provides loan products for cars and other vehicles, as well as other small loans; and insource products comprising children, auto, death, health, building, holiday home, income, critical health, disability, UNG, and other insurance. In addition, the company offers bell payment products; bank cards; and mobile and online banking services. The company was founded in 1971 and is based in Ãrdalstangen, Norway.",Ardalstangen,47 57 64 85 10,Norway,[],http://sognbank.no,1,Evensensveg 8,Banks—Regional,,99,99,100.72302,0.030303031,0,,99,,174,,99,102.67647,3,99,,174,,,,3,1586995200,0.040116,,,99,2,NOK,21.66302,4,,,,62617500,,,167,0.45764667,99,104,,0,4,110,,,,90.5,90,False,0.030299999,0,99,OSL,SOGN SPAREBANK,Sogn Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SOGN.OL,finmb_9192756,no_market,,-2.857,,0.16574,,0.00507617,,,,632500,,,1454.886,,,,1577750400,0.07202,2829000,4.57,,,0.06804657,0.45014998,1640908800,1585612800,,,368366,-390889056,,,,,,,,,,,,,,https://logo.clearbit.com/sognbank.no,,,,,d0fe10f0-a92f-30e2-859a-ac83025e9a89,
SKUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOR,4662,Financial Services,434,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1,Radhusgata 9,Banks—Regional,,99.2,97,99.67194,0.060483873,0,,98.8,,2524,,99.2,98.31765,6,97,,2524,,,,,1585267200,0.218023,,,97,2,NOK,9.141377,2295,,,,1547593344,,,3584,0.6633491,97,98.8,,63500,2295,123,9.427482,,,80,98,False,,98600,98.8,OSL,SPAREBANKEN SOR,Sparebanken Sor,Europe/Oslo,CEST,False,7200000,EQUITY,SOR.OL,finmb_5719538,no_market,,26.151,,0.45221,,0.044210553,,10.48,,15663900,,,843.593,,,,1577750400,0.10958,175000000,10.808,,,0.11711809,0.64037,1640908800,1585612800,,,6022160,61009862656,,,,,,-0.299,,,,,,,,https://logo.clearbit.com/sor.no,47 85 03 86 65,,,,f0a4015a-e222-3f67-9088-d83be6bd369a,
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
