ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,59.2,59.2,59.4,64,,1312.52,-0.01,-0.0421,0.1061,-0.3177,-0.2321,HM11,Industrials,4.0,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,,Marine Shipping,59.8,59.8,54.101448,0.0027591975,0.8163,,60.0,,26754.0,,59.8,56.46470600000001,0.165,59.8,,26754.0,,,,1.06,1597622400.0,1.121996,,,58.0,2.0,NOK,284.6154,38157.0,,,,1312517248.0,,,28635.0,47.383293,58.0,59.4,,,38157.0,93.8,,,,39.0,59.2,False,0.0177,,60.0,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,56.47,,0.16968,,-0.22327572,,,,22170900.0,,,6.22,,,,1577750400.0,0.19871001,4700000.0,0.20800000000000002,,0.18023336,9.517685,0.57717997,1640908800.0,1593475200.0,,,6990487.0,1564220160.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,2nd Floor 9 Par-la-Ville Road,,,,,
FIVEPG,5th Planet Games,Communication services,1.74,1.74,1.77,910,LP,184.99,-0.005699999999999999,0.0296,-0.1831,4.9569,1.923,1123,Communication Services,16.0,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,,Electronic Gaming & Multimedia,1.75,1.78,1.338409,,0.0,,1.895,,5692360.0,,1.75,1.7654412,,1.78,,5692360.0,,,,,,2.714866,,,1.725,4.0,NOK,,8571903.0,,,,184993328.0,,,4258583.0,,1.725,1.76,,0.0,8571903.0,3.8,,,,0.25,1.745,False,,0.0,1.895,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.2727273000000001,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.18023336,10.0,0.50402,1640908800.0,1577750400.0,,,46798691.0,94038016.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,119.0,117.0,120.0,1,LP,120.66,,,0.0818,-0.0098,0.0917,7630,Financial Services,29.0,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,47 74 08 63 01,Banks—Regional,114.0,119.0,118.73913,0.07017544,0.67620003,,119.0,,0.0,,114.0,113.117645,8.0,119.0,,0.0,,,,8.0,1583798400.0,0.40223000000000003,,,119.0,2.0,NOK,2.8789860000000003,10.0,,,,120655288.0,,,36.0,1.0992546,119.0,120.0,,,10.0,153.0,,,,105.0,111.0,False,0.070199996,,119.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.419,,0.38182,,-0.025641024,,,,1013910.0,,,501.01,,,,1577750400.0,0.0,41909000.0,41.333999999999996,,0.18023336,0.23752020000000001,0.0,1640908800.0,1593475200.0,,,553343.0,704501056.0,,,,,,0.34299999999999997,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.57,4.56,4.57,45,,2015.27,0.0,0.0044,0.0167,0.2146,0.5977,0250,Financial Services,275.0,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,,Capital Markets,4.57,4.59,3.8553262000000004,0.04814004,0.8062,,4.59,,137313.0,,4.57,4.4227943,0.22,4.59,,137313.0,,,,0.22,1588118400.0,0.9587680000000001,,,4.57,4.0,NOK,9.956428,99963.0,,,,2015274112.0,,,405275.0,1.4258846,4.57,4.575,,185000.0,99963.0,4.625,10.627907,,10.54,2.69,4.56,False,0.0481,340000.0,4.59,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.11,,0.17288,,0.42812502,,0.43,,440979008.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.18023336,3.0609512000000003,0.18238,1640908800.0,1593475200.0,,,342568196.0,1569215360.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,7th floor,,,,,
ADE,Adevinta,Communication services,159.2,159.1,159.3,1690,,109029.63,-0.0062,0.0317,0.1298,0.5317000000000001,0.4615,0159,Communication Services,3564.0,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1.0,Grensen 5,,Internet Content & Information,160.3,160.3,107.60616,,0.0,,163.4,,563072.0,,160.3,137.73088,,160.3,,563072.0,,,,,,,,,158.7,2.0,NOK,,219725.0,,,,109029711872.0,,,460577.0,,158.7,159.3,,,219725.0,168.2,,,,66.7,159.1,False,,,163.4,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.48977697,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.18023336,,0.66005,1640908800.0,1593475200.0,,,227972750.0,104996503552.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,18.1,18.0,18.1,29,,423.36,0.0084,-0.0028000000000000004,-0.0216,-0.2561,0.08109999999999999,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1.0,OSM House,,Marine Shipping,17.95,18.0,21.510507999999998,,0.4088,,18.1,,41903.0,,17.95,18.398529999999997,,18.0,,41903.0,,,,4.21,1591228800.0,,,,17.7,2.0,NOK,,25570.0,,,,423364448.0,,,70216.0,,17.7,18.1,,,25570.0,33.4,,,,16.1,18.0,False,0.23200001,,18.1,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.055263102,,,,23390300.0,,,,,,,,0.09734,,,,0.18023336,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,22 Amathountos Agios Tychonas,,,,,
AEGA,Aega,Utilities,1.25,1.25,1.28,10,,60.06,0.0,0.0417,0.0684,0.0776,-0.0697,274,Utilities,2.0,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1.0,Thunes vei 2,,Utilities—Renewable,1.25,1.25,1.2381159,0.0032000002000000002,,,1.28,,65508.0,,1.25,1.2626469999999999,0.004,1.25,,65508.0,,,,0.04,1591142400.0,-0.700348,,,1.23,4.0,NOK,,22502.0,,,,60063500.0,,,54690.0,,1.23,1.28,,394100.0,22502.0,1.85,,,,1.05,1.25,False,0.031,60000.0,1.28,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.10071939,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.18023336,7.5757575,0.46798,1640908800.0,1585612800.0,,,24350240.0,60063540.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AFG,AF Gruppen,Industrials,173.2,173.2,173.4,94,,18187.56,-0.0193,-0.0103,-0.039900000000000005,0.0207,0.0783,0663,Industrials,5524.0,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,,Engineering & Construction,176.6,176.6,167.51086,0.033975082999999996,1.0266,,176.6,,11968.0,,176.6,177.8,6.0,176.6,,11968.0,,,,12.0,1589760000.0,0.43902399999999997,,,173.0,2.0,NOK,23.755314000000002,8949.0,,,,18187558912.0,,,17330.0,0.7374430999999999,173.0,173.4,,178000.0,8949.0,185.0,20.643621,,5.43,124.5,173.2,False,0.068,52100.0,176.6,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.807,,0.030369998999999998,16.256,0.038823605,,8.39,,105009000.0,,,20.408,,,,1577750400.0,0.14407,749000000.0,7.291,,0.18023336,8.486867,0.60915,1640908800.0,1593475200.0,,,41049068.0,19897589760.0,,1263772800.0,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
AKA,Akastor,Energy,7.16,7.11,7.16,445,,1944.73,0.1032,0.1548,0.2345,-0.2797,-0.35729999999999995,1366,Energy,2112.0,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1.0,Building B,,Oil & Gas Equipment & Services,6.49,6.49,5.415,,0.0,,7.29,,265230.0,,6.49,5.7535295,,6.49,,265230.0,,,,,1397174400.0,1.36353,,,6.49,2.0,NOK,,980567.0,,,,1944727424.0,,,490402.0,0.34340940000000003,6.49,7.16,,52200.0,980567.0,12.4,17.9,,,3.52,7.1,False,,227000.0,7.29,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.715,,-0.0498,13.020999999999999,-0.41741478,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.18023336,0.48199259999999994,0.51141,1640908800.0,1593475200.0,,,159931143.0,4049571328.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,
AKER,Aker,Financials,415.4,415.4,415.8,665,,30852.9,0.0267,0.0132,0.0516,-0.2127,-0.0141,1366,Energy,21865.0,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,404.6,407.0,340.14783,0.029041027999999997,0.0,,416.8,,87618.0,,404.6,392.11765,11.75,407.0,,87618.0,,,,11.75,1595289600.0,1.71777,,,406.4,2.0,NOK,,48585.0,,,,30852921344.0,,,186249.0,0.6549541,406.4,415.6,,111700.0,48585.0,566.0,15.824760999999999,,,182.2,415.2,False,0.029000001,108400.0,416.8,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.8880000000000001,,-0.08871,34.8,-0.049788594000000005,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.18023336,1.6521363999999998,0.70268,1640908800.0,1593475200.0,,,67696448.0,88947712000.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,,,,,,
