ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SPOG,Sparebanken Øst,Equity certificates,47.4,47.4,47.7,4,,982.66,-0.0146,-0.0125,0.0128,-0.0642,-0.0538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBLK,Star Bulk Carriers,Industrials,69.0,61.6,65.0,28,,6257.37,0.0952,0.241,0.0455,-0.34490000000000004,-0.1926,15124,Industrials,"Star Bulk Carriers Corp., a shipping company, engages in the ocean transportation of dry bulk cargoes worldwide. The company's vessels transport a range of major bulks, including iron ores, coal, and grains, as well as minor bulks, such as bauxite, fertilizers, and steel products. As of February 29, 2020, it had a fleet of 116 vessels with an aggregate capacity of approximately 12.9 million deadweight ton, including consisting of Newcastlemax, Capesize, Post Panamax, Kamsarmax, Panamax, Ultramax, and Supramax vessels. It also provides vessel management services. The company was incorporated in 2006 and is based in Maroussi, Greece.",Marousi,30 210 61 78 400,Greece,[],http://www.starbulk.com,1.0,40 Agiou Konstantinou Street,,Marine Shipping,63.0,64.0,65.94100999999999,0.0015873016,,,69.2,,7612.0,,63.0,62.52941,0.1,64.0,,7612.0,,,,1.94,1582848000.0,1.2431370000000002,,,63.0,2.0,NOK,,9712.0,,,,6821809152.0,,,14752.0,8.362756,63.0,65.0,,0.0,9712.0,106.0,,,,38.1,61.6,False,0.0368,0.0,69.2,OSL,STAR BULK CARRIERS,Star Bulk Carriers Corp.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBLK.OL,finmb_266636382,no_market,,9.259,,-0.00993,39.749,-0.28409094,,,,96067504.0,,,16.067999999999998,,,,1577750400.0,0.65073997,-8104000.0,-0.086,,,4.294249,0.19323999,1640908800.0,1585612800.0,,,37802510.0,7552574976.0,,,,,,,,,,,,,,https://logo.clearbit.com/starbulk.com,181.0,,,,,8a47bf6c-8ccb-3e13-aa49-0daf1730c5d2,
SNI,Stolt-Nielsen,Industrials,81.6,81.5,81.9,39,,4367.54,-0.0239,-0.0133,-0.044500000000000005,-0.2842,-0.183,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,,Marine Shipping,83.6,81.0,92.01726500000001,0.0,,,82.0,,5636.0,,83.6,84.026474,0.0,81.0,,5636.0,,,,,1587600000.0,0.993023,,,80.9,2.0,NOK,,7654.0,,,,6459935232.0,,,19902.0,3.1986830000000004,80.9,82.0,,400.0,7654.0,134.6,54.66666800000001,,5.72,69.6,81.8,False,,145400.0,82.0,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.835,,-0.00336,20.094,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.0084076,0.61417,1638230400.0,1590883200.0,,,33134761.0,7745401344.0,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749.0,4th Floor 71-91 Aldwych,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
STB,Storebrand,Financials,50.08,50.06,50.08,1939,,23406.9,0.0305,-0.0146,-0.0012,-0.27440000000000003,-0.1653,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1.0,Professor Kohts vei 9,,Financial Conglomerates,48.6,49.3,53.28464,0.06687243,0.0,,50.3,,1659889.0,,48.6,51.576176000000004,3.25,49.3,,1659889.0,,,,,1587600000.0,1.2784879999999998,,,49.05,2.0,NOK,12.705105999999999,918469.0,,,,23378849792.0,,,2671348.0,0.36923495,49.05,50.02,,81400.0,918469.0,74.9,8.806338,,,33.84,49.99,False,,115200.0,50.3,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STB.OL,finmb_876161,no_market,,0.79,,0.02922,16.379,-0.18972993,,5.68,,467390016.0,,,73.592,,,,1577750400.0,0.64619005,1838000000.0,3.937,,,0.6796934,0.059570000000000005,1640908800.0,1593475200.0,,,457939559.0,49990164480.0,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683.0,P.O. Box 500,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
STORM,Storm Real Estate,Real estate,3.38,3.22,3.38,7,,29.86,0.0,-0.0059,0.0562,-0.0059,-0.3102,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1.0,Haakon VIIS gate 5,,Real Estate Services,3.38,3.1,2.6067626,0.12692307,0.0,,3.52,,23824.0,,3.38,3.4847059999999996,0.429,3.1,,23824.0,,,,,1464307200.0,1.513372,,,3.1,4.0,NOK,,11230.0,,,,29860814.0,,,65871.0,10.286192,3.1,3.38,,80000.0,11230.0,6.45,37.555553,,,1.26,3.24,False,,100000.0,3.52,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STORM.OL,finmb_38919651,no_market,,16.897000000000002,,-0.10815999999999999,91.17299999999999,-0.3102041,,0.09,,8834560.0,,,0.534,,,,1577750400.0,0.0,-314000.0,-0.036000000000000004,,,6.3295884000000004,0.47079,1640908800.0,1577750400.0,,,4904419.0,49050824.0,,1562716800.0,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5.0,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
STRONG,StrongPoint,Information technology,18.2,18.2,18.3,71,LP,805.9,0.037000000000000005,-0.016200000000000003,0.456,0.5167,0.6545000000000001,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",Ralingen,47 03254,Norway,[],http://www.strongpoint.com,1.0,Slynga 10,,Business Equipment & Supplies,17.55,17.7,11.938633,0.034188036,0.0,,18.5,,167084.0,,17.55,14.176471,0.6,17.7,,167084.0,,,,,1556496000.0,0.500581,,,17.7,2.0,NOK,40.555557,52504.0,,,,809862016.0,,,121205.0,0.7335805999999999,17.7,18.3,,406900.0,52504.0,19.2,16.590908,,,8.56,18.25,False,,200000.0,18.5,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.8320000000000001,,0.018170001,14.857999999999999,0.55309725,,1.1,,44376000.0,,,6.907,,,,1577750400.0,0.31468,20063000.0,0.45,,,2.6422470000000002,0.31726,1640908800.0,1593475200.0,,,28472734.0,919031296.0,,1115596800.0,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512.0,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
SUBC,Subsea 7,Energy,69.22,69.14,69.22,1136,,20573.27,0.018500000000000003,0.0298,0.1044,-0.3406,-0.2792,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1.0,"412F, Route d'Esch",,Oil & Gas Equipment & Services,67.94,69.0,69.57186999999999,,0.0,,70.48,,819355.0,,67.94,65.50823000000001,,69.0,,819355.0,,,,,1556150400.0,1.5930229999999999,,,68.88,2.0,NOK,,285025.0,,,,20495671296.0,,,1240813.0,5.776683,68.88,68.98,,128000.0,285025.0,110.1,275.84,,,38.5,68.92,False,,37100.0,70.48,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUBC.OL,finmb_359868,no_market,,5.775,,-0.028919999999999998,43.034,-0.28858638,,0.25,,297211008.0,,,17.539,,,,1577750400.0,0.61302,-102600000.0,-0.341,,,3.9318092000000004,0.24015999999999998,1640908800.0,1585612800.0,,,223859945.0,20488611840.0,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,12000.0,,,,,8610c031-034f-3083-a212-b713518bf428,
SUNSB-ME,Sunndal Sparebank,Equity certificates,112.0,110.0,112.0,0,LP,151.44,,,0.037000000000000005,0.0481,,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",Sunndalsora,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1.0,Sunndalsveien 15,,Banks—Regional,112.0,112.0,110.46763,0.071428575,0.29600000000000004,,112.0,,657.0,,112.0,109.85293999999999,8.0,112.0,,657.0,,,,8.0,1585267200.0,0.155369,,,112.0,2.0,NOK,16.117428,50.0,,,,151999680.0,,,256.0,1.6194125,112.0,114.0,,,50.0,117.0,,,,106.0,107.0,False,0.0721,,112.0,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.46,,0.37075,,0.037037015,,,,1357140.0,,,369.061,,,,1577750400.0,0.015420001000000001,5527000.0,6.949,,,0.30347288,0.0,1640908800.0,1585612800.0,,,931366.0,418601920.0,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
SUSB-ME,Surnadal Sparebank,Equity certificates,105.0,105.0,107.0,0,LP,210.98,,,0.0,-0.0017,0.0522,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1.0,Bardshaugvegen 7,47 71 66 27 27,Banks—Regional,105.0,105.0,107.381294,0.06666667,0.2025,,107.0,,241.0,,105.0,106.58823400000001,7.0,105.0,,241.0,,,,7.0,1583280000.0,0.253954,,,106.0,2.0,NOK,3.1623650000000003,0.0,,,,211610704.0,,,473.0,1.3738011,106.0,107.0,,,0.0,117.0,,,,100.0,105.0,False,0.0654,,107.0,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.93,,0.43442002,,-0.041865885,,,,2015340.0,,,421.213,,,,1577750400.0,0.03771,66915000.0,33.203,,,0.24928005,0.0,1640908800.0,1585612800.0,,,1899140.0,605287232.0,,,,,,-0.40700000000000003,,,,,,,,https://logo.clearbit.com/bank.no,,,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
TRVX,Targovax,Health care,6.45,6.44,6.49,51,,490.76,0.0063,0.011,-0.0968,-0.2648,0.0698,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1.0,Lilleakerveien 2C,,Biotechnology,6.4,6.38,6.931367,,0.0,,6.56,,117339.0,,6.4,6.9602942,,6.38,,117339.0,,,,,,2.0639529999999997,,,6.35,2.0,NOK,,129763.0,,,,499134016.0,,,401950.0,194.74599999999998,6.35,6.6,,0.0,129763.0,12.0,-2.3017545,,,3.515,6.51,False,,0.0,6.56,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRVX.OL,finmb_144098164,no_market,,163.85,,0.0,-3.1310000000000002,0.056105614000000005,,-2.85,,76087504.0,,,5.3870000000000005,,,,1577750400.0,0.25366,-132435000.0,-2.02,,,1.2177464,0.122279994,1640908800.0,1585612800.0,,,52861785.0,419947936.0,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,20.0,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
TEAM,Team Tankers International,Industrials,3.4,3.42,3.58,0,,689.01,,,0.0303,-0.3704,-0.4138,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1.0,Williams House,,Marine Shipping,3.4,3.42,4.7543163,,0.0,,3.42,,21409.0,,3.4,3.5747058,,3.42,,21409.0,,,,,,-0.342441,,,3.4,4.0,NOK,,5765.0,,,,690135424.0,,,19034.0,2.1450098,3.4,3.58,,,5765.0,7.65,,,,3.0,3.42,False,,,3.42,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.577,,-0.12687999,38.074,-0.41379309999999997,,,,202980992.0,,,1.6569999999999998,,,,1577750400.0,0.00877,-40821000.0,-0.21600000000000003,,,2.051901,0.113129996,1640908800.0,1585612800.0,,,139405841.0,829069376.0,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,88.0,4th Floor 20 Reid Street,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
TECH,Techstep,Information technology,2.7,2.7,2.78,17,,439.54,0.0,-0.0357,0.0,-0.2035,-0.33,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1.0,BrynsallEen 4,,Software—Application,2.7,2.7,2.7042446,,0.0,,2.8,,60728.0,,2.7,2.765294,,2.7,,60728.0,,,,,,0.33557800000000004,,,2.68,4.0,NOK,,64548.0,,,,439541088.0,,,36297.0,0.38534772,2.68,2.78,,60000.0,64548.0,4.21,,,,1.95,2.7,False,,72100.0,2.8,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TECH.OL,finmb_371366152,no_market,,0.441,,-0.058130004000000006,28.05,-0.3493976,,,,162792992.0,,,2.905,,,,1577750400.0,0.027460001,-66303000.0,-0.402,,,0.92943203,0.75827,1640908800.0,1585612800.0,,,37517372.0,502828256.0,,1457654400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,212.0,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
TEL,Telenor,Communication services,141.55,141.5,141.6,2065,,198093.28,0.0014000000000000002,-0.0516,-0.0025,-0.0747,-0.1643,1360,Communication Services,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,47 81 07 70 00,Norway,[],http://www.telenor.com,1.0,Snaroyveien 30,,Telecom Services,141.25,142.4,152.3079,0.061592917999999997,2.1818,,143.45,,1476229.0,,141.25,145.38971,8.7,142.4,,1476229.0,,,,8.6,1602115200.0,0.279069,,,141.0,2.0,NOK,32.55601,537384.0,,,,202586767360.0,,,1821748.0,1.660316,141.0,142.4,,301900.0,537384.0,189.65,14.24,,4.91,130.75,142.35,False,0.060900003,230500.0,143.45,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,TEL.OL,finmb_658535,no_market,,2.852,,0.050980000000000004,7.724,-0.21571350000000003,,10.0,,1422659968.0,,,19.729,,,,1577750400.0,0.30785,5539999744.0,4.374,,,7.217801,0.53981996,1640908800.0,1593475200.0,,,613954891.0,348037480448.0,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,20000.0,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3,
TGS,TGS-NOPEC Geophysical Company,Energy,134.6,134.65,134.75,697,,15735.73,0.0132,0.006,-0.063,-0.4787,-0.3247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIN,Thin Film Electronics,Information technology,0.33,0.33,0.33,198,,116.56,-0.0342,-0.0602,-0.1598,-0.7115,-0.7843000000000001,0160,Technology,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmnfc.com,1.0,Fridtjof Nansens Plass 4,,Electronic Components,0.3396,0.335,1.0734799,,0.0,,0.345,,5889945.0,,0.3396,0.44649118,,0.335,,5889945.0,,,,,,2.05,,,0.32,4.0,NOK,,2176345.0,,,,118833048.0,,,4505091.0,150.42158999999998,0.32,0.33399999999999996,,2859200.0,2176345.0,5.8,-6.687999700000001,,,0.2912,0.33,False,,1223200.0,0.345,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,THIN.OL,finmb_740992,no_market,,55.085,,0.0,-1.097,-0.8852703000000002,,-0.05,,355361984.0,,,-0.387,,,,1577750400.0,0.06763,-69498000.0,-1.19,,,,0.02408,1640908800.0,1585612800.0,,,43971083.0,43517216.0,,1572566400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,23.0,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,
TIETOO,TietoEVRY,Information technology,269.4,268.6,269.8,10,,31899.37,0.012,-0.0385,0.0408,-0.0177,,2101,Technology,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1.0,Keilalahdentie 2-4,,Information Technology Services,266.2,265.8,257.92374,,0.0,,269.4,,2608.0,,266.2,263.1059,,265.8,,2608.0,,,,6.79,1600732800.0,0.80872,,,265.8,2.0,NOK,,899.0,,,,32048093184.0,,,9026.0,,265.8,270.0,,,899.0,317.0,,,,201.2,268.8,False,0.0255,,269.4,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000.0,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,inf,,,,118444000.0,,,,,,,1577750400.0,0.38723,,,,,,0.24724000000000002,1640908800.0,1593475200.0,,,54908237.0,31529775104.0,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,23789.0,P.O.Box 2,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,
