ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
BON,Bonheur,Industrials,213.0,212.5,213.5,198,,9059.29,-0.004699999999999999,-0.004699999999999999,-0.0739,0.092,0.1747,0152,Industrials,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1.0,Fred. Olsens gate 2,,Conglomerates,,214.0,212.5,197.48769,0.02009346,,,214.0,,37021.0,,214.0,227.06061,4.3,212.5,,37021.0,,,,4.3,1590624000.0,0.8883719999999999,,,212.0,2.0,NOK,13482.0,,,,9059294208.0,,,52680.0,1.231758,212.0,212.5,,50900.0,13482.0,244.5,,,2.75,134.0,212.5,False,0.0201,100000.0,214.0,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BON.OL,finmb_878177,no_market,,1.854,,-0.0892,16.523,0.18232048,,,,42531900.0,,,142.862,,,,1577750400.0,0.23836999999999997,-656028032.0,-15.424000000000001,,0.0644362,1.4909493,0.53275,1640908800.0,1593475200.0,,,19852186.0,13633893376.0,,1149120000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,3935.0,,,,,,
BOR,Borgestad,Materials,17.95,17.3,17.8,11,LP,228.27,0.0316,0.0466,0.6544,-0.1025,0.2869,3712,Industrials,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1.0,Gunnar Knudsensveg 144,,Building Products & Equipment,,17.4,17.1,13.940434,,0.0,,17.95,,35636.0,,17.4,12.889394,,17.1,,35636.0,,,,,1307664000.0,1.337209,,,17.0,2.0,NOK,5814.0,,,,228266576.0,,,22056.0,0.2474201,17.0,17.55,,75000.0,5814.0,32.0,-4.243499,,,9.1,17.3,False,,75000.0,17.95,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOR.OL,finmb_878193,no_market,,1.3230000000000002,,-0.06982000000000001,23.243000000000002,0.011627793,,-4.23,,12716800.0,,,39.859,,,,1577750400.0,0.0,-64412000.0,-7.859,,0.0644362,0.45033744,0.8880100000000001,1640908800.0,1585612800.0,,,3609526.0,1220300672.0,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,,,,,,,
BDRILL,Borr Drilling,Energy,8.85,8.85,8.9,553,,1389.2,-0.0422,-0.0323,-0.3166,-0.8832,-0.897,HM11,Energy,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1.0,S.E. Pearman Building,,Oil & Gas Drilling,2nd Floor 9 Par-la-Ville Road,9.24,9.23,20.140318,,0.0,,9.23,,864150.0,,9.24,11.418788000000001,,9.23,,864150.0,,,,,,3.891176,,,8.82,2.0,NOK,686728.0,,,,1389202304.0,,,3975427.0,3.5961747,8.82,9.06,,0.0,686728.0,89.85,-63.214287,,,2.5995,8.985,False,,0.0,9.23,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.187,,-0.87678003,216.90200000000002,-0.8937931,,-0.14,,156972000.0,,,10.885,,,,1577750400.0,0.5864,-338700000.0,-3.117,,0.0644362,0.8130455,0.26895002,1640908800.0,1585612800.0,,,72422009.0,2776342528.0,,1561507200.0,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,694.0,,,,,,
BRG,Borregaard,Materials,121.2,121.2,121.6,375,,12070.69,-0.0066,0.0484,0.1456,0.3053,0.31920000000000004,1701,Basic Materials,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1.0,Hjalmar Wessels vei 6,47 69 11 87 70,Specialty Chemicals,PO Box 162,122.0,123.0,97.48225,0.01885246,0.6183,,123.0,,234155.0,,122.0,103.972725,2.3,123.0,,234155.0,,,,2.3,1592265600.0,-0.049418000000000004,,,120.0,2.0,NOK,160299.0,,,,12070695936.0,,,89484.0,2.3199494,120.0,120.8,,721000.0,160299.0,123.0,22.654204999999997,,,75.0,120.8,False,0.0189,391200.0,123.0,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRG.OL,finmb_216329283,no_market,,2.762,,0.0715,14.283,0.2754835,,5.35,,99593200.0,,,29.38,,,,1577750400.0,0.56839,372000000.0,3.728,,0.0644362,4.125255,0.07203999999999999,1640908800.0,1593475200.0,,,91484295.0,14368692224.0,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,1103.0,32.51073,,,,,
BOUVET,Bouvet,Information technology,520.0,520.0,524.0,110,,5329.76,-0.0335,-0.0441,0.0766,0.3618,0.7267,0369,Technology,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1.0,Sorkedalsveien 8,,Information Technology Services,,538.0,538.0,430.43478,0.015334573,0.7019,,538.0,,2004.0,,538.0,507.9394,8.25,538.0,,2004.0,,,,8.25,1590105600.0,0.7337199999999999,,,516.0,2.0,NOK,4811.0,,,,5329635840.0,,,9029.0,2.4127388,516.0,528.0,,166400.0,4811.0,556.0,37.572254,,4.17,277.0,518.0,False,0.0153,27300.0,538.0,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.347,,0.08663999,20.259,0.7079365,,13.84,,10249300.0,,,37.632,,,,1577750400.0,0.31916,191378000.0,18.525,,0.0644362,13.8180275,0.29916,1640908800.0,1585612800.0,,,7590394.0,5184859136.0,,,,,,0.21,,,,,,,,https://logo.clearbit.com/bouvet.no,1575.0,28.070175,,,,,
BRA-ME,BRAbank,Financials,0.39,0.39,0.39,2,,245.36,-0.0051,0.0262,0.1136,-0.1515,-0.7387,5014,Financial Services,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1.0,Starvhusgaten 4,,Banks—Regional,,0.39399999999999996,0.392,0.4252174,,0.0,,0.392,,290163.0,,0.39399999999999996,0.35630304,,0.392,,290163.0,,,,,,1.1551719999999999,,,0.392,4.0,NOK,31999.0,,,,245360240.0,,,1081860.0,5.4075074,0.392,0.39399999999999996,,,31999.0,2.26,,,,0.262,0.392,False,,,0.392,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,5.385,,-2.80288,,-0.76547617,,,,625918976.0,,,1.287,,,,1577750400.0,,-127178000.0,-0.203,,0.0644362,0.30458432,,1640908800.0,1585612800.0,,,348217271.0,244355072.0,,1583884800.0,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,51.0,,,,,,
BWE,BW Energy Limited,Energy,17.34,16.97,17.34,232,,4062.84,-0.0313,-0.0214,-0.0473,,,0277,Energy,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1.0,Drammensveien 151,47 23 13 00 01,Oil & Gas E&P,,17.9,17.34,14.701554999999999,,0.0,,17.7,,134437.0,,17.9,18.09303,,17.34,,134437.0,,,,,,,,,16.92,2.0,NOK,164070.0,,,,4062831360.0,,,530679.0,14.386797,16.92,17.09,,,164070.0,25.0,,,,7.62,16.95,False,,,17.7,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWE.OL,finmb_144579252,no_market,,11.88,,0.20538001,20.811999999999998,-0.2587992,,,,234304000.0,,,1.9380000000000002,,,,1577750400.0,0.10088000400000001,58000000.0,0.309,,0.0644362,8.947369,0.7214,1640908800.0,1585612800.0,,,56150662.0,3354816000.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,100.0,56.11651,,,,,
BWLPG,BW LPG,Energy,36.44,36.14,36.44,1903,,5032.24,-0.0044,0.0388,0.28850000000000003,-0.4373,0.0682,117438,Industrials,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1.0,10 Pasir Panjang Road,65 6570 6056,Marine Shipping,"No. 17-02, Mapletree Business City",36.6,35.5,42.586884000000005,0.028688524,0.3116,,36.44,,820785.0,,36.6,30.820606,1.05,35.5,,820785.0,,,,10.16,1591056000.0,1.538953,,,34.8,2.0,NOK,1067122.0,,,,5032253952.0,,,917707.0,5.2997203,34.8,36.38,,406100.0,1067122.0,85.0,173.5238,,,26.0,36.36,False,0.29,63000.0,36.44,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.468999999999999,,0.39815,13.48,-0.10425848,,0.21,,138096992.0,,,8.357999999999999,,,,1577750400.0,0.31128,378060000.0,2.725,,0.0644362,4.359894799999999,0.45400003,1640908800.0,1585612800.0,,,70321032.0,6142270976.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,2004.0,13.372476999999998,,,,,
BWO,BW Offshore Limited,Energy,32.38,32.38,32.52,665,,5854.3,-0.0329,-0.0392,-0.0571,-0.4514,-0.26940000000000003,HM11,Energy,"BW Offshore Limited builds, owns, and operates oil and gas floating production, storage, and offloading vessels (FPSOs); and floating, storage, and offloading vessels (FSOs) to the oil and gas industries in the Asia Pacific, the Americas, the European Union, and West Africa. It also offers engineering, procurement, construction, and installation services; and lease and operation services of FPSO units. As of March 8, 2016, the company had a fleet of 14 FPSOs and 1 FSO. It also operates additional two operations and maintenance contracts FPSOs and one new project FPSO. The company was founded in 1982 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.bwoffshore.com,1.0,Clarendon House,,Oil & Gas Equipment & Services,2 Church Street,33.48,33.02,34.095055,,0.0,,33.2,,360595.0,,33.48,34.09212,,33.02,,360595.0,,,,0.32,1591056000.0,2.864534,,,32.34,2.0,NOK,335624.0,,,,7371274752.0,,,1061389.0,6.2457848,32.34,32.48,,,335624.0,69.212,,,,12.91,32.4,False,0.0094,,33.2,OSL,BW OFFSHORE LTD,BW Offshore Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWO.OL,finmb_26954576,no_market,,6.181,,-0.18548,10.829,-0.25736314,,0.68,,227648992.0,,,4.217,,,,1577750400.0,0.2165,-233200000.0,-1.1840000000000002,,0.0644362,7.678445,0.50139,1640908800.0,1585612800.0,,,106798650.0,7295300096.0,,1480636800.0,1:50,,,,,,,,,,,https://logo.clearbit.com/bwoffshore.com,2126.0,,,,,,
BMA,Byggma,Industrials,105.0,100.0,105.0,0,,733.1,,,0.123,0.1413,0.129,4701,Industrials,"Byggma ASA manufactures and supplies building materials to builders and retailers in the Nordic countries. It offers pre-painted ceilings and wall panels under the Huntonit brand name; I-beams for use in ceilings, walls, and floors in wood-based buildings under the brand name of Masonite; and particle boards, boards, and structural panels for use in buildings, pre painted ceilings, and wall panels under the Forestia brand name. The company also provides home lighting products under the Scan Lamps brand name; doors and windows for new buildings, extensions, or rehabilitation under the brand name of Uldal; a range of lamp and lighting products under the Aneta brand name; and develops, manufactures and distributes MDF panels for walls, ceilings, bathrooms, and kitchens under the brand name of Smartpanel. The company is headquartered in Vennesla, Norway.",Vennesla,47 38 13 71 00,Norway,[],http://www.byggma.no,1.0,Venneslaveien 233,,Building Products & Equipment,Postboks 21,105.0,104.0,89.73189,0.00952381,0.1558,,105.0,,474.0,,105.0,96.5,1.0,104.0,,474.0,,,,1.0,1590624000.0,0.569186,,,104.0,2.0,NOK,450.0,,,,733102656.0,,,1533.0,0.39487659999999997,104.0,105.0,,170100.0,450.0,105.0,,,3.08,66.0,100.0,False,0.0095,38900.0,105.0,OSL,BYGGMA ASA,Byggma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BMA.OL,finmb_9391774,no_market,,0.5429999999999999,,0.024,6.4,0.12903225,,,,6981930.0,,,127.596,,,,1577750400.0,0.0602,44549000.0,6.38,,0.0644362,0.82290983,0.94914,1640908800.0,1585612800.0,,,325966.0,1007315008.0,,,,,,-0.177,,,,,,,,https://logo.clearbit.com/byggma.no,,16.45768,,,,,
CARA,Carasent,Health care,20.9,20.4,20.9,147,,849.25,-0.0048,0.0048,0.07730000000000001,1.1414,1.4704,,Healthcare,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1.0,c/o Advokatsenteret Kristian,,Health Information Services,Augusts gate 14,21.0,21.0,14.906376999999999,,0.0,,21.0,,25958.0,,21.0,19.9,,21.0,,25958.0,,,,,1525996800.0,0.407558,,,19.6,2.0,NOK,91827.0,,,,849246400.0,,,82862.0,16.181362,19.6,20.7,,,91827.0,22.0,,,,7.24,20.4,False,,,21.0,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CARA.OL,finmb_4222700,no_market,,16.38,,0.04868,103.37799999999999,1.4705882,,,,40633800.0,,,2.4819999999999998,,,,1577750400.0,0.05599,2555000.0,0.06,,0.0644362,8.420628,0.62675,1640908800.0,1585612800.0,,,15670096.0,859689600.0,,1558569600.0,1:4,,,-0.629,,,,,,,,https://logo.clearbit.com/carasent.com,,348.33333999999996,,,,,
CLOUD-ME,Cloudberry Clean Energy,Utilities,10.65,10.56,10.65,165,,408.04,-0.0405,-0.0405,-0.0885,,,0273,Utilities,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1.0,FrOeyas Gate 15,,Utilities—Renewable,,11.1,11.2,13.067507,,0.0,,11.2,,102384.0,,11.1,13.350969000000001,,11.2,,102384.0,,,,,,,,,10.562000000000001,2.0,NOK,255090.0,,,,,,,58171.0,,10.562000000000001,10.65,,,255090.0,19.0,,,,10.562000000000001,10.564,False,,,11.2,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1466.6770000000001,,0.0,-157.238,-0.2599013,,,,,,,1.271,,,,1577750400.0,,-2609160.0,-0.687,,0.0644362,8.379228999999999,,1640908800.0,,,,14542165.0,409817312.0,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,,
COV,ContextVision,Health care,244.0,241.0,244.0,300,LP,1887.77,-0.0431,-0.0506,0.1193,1.3462,2.3197,111 22,Healthcare,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1.0,Klara Norra Kyrkogata 31,,Health Information Services,,255.0,253.0,135.61158999999998,,0.0,,253.0,,11199.0,,255.0,232.90909,,253.0,,11199.0,,,,,1212969600.0,1.298837,,,233.0,2.0,NOK,19538.0,,,,1887767040.0,,,21130.0,,233.0,245.0,,140000.0,19538.0,309.0,938.46155,,,50.5,241.0,False,,140000.0,253.0,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000.0,EQUITY,COV.OL,finmb_786673,no_market,,,,0.1275,,2.422819,,0.26,,7736750.0,,,0.8079999999999999,,,,1577750400.0,0.08879,,-0.033,,0.0644362,301.9802,0.7414,1640908800.0,1585612800.0,,,2043430.0,1887767040.0,,,,,,1.757,,,,,,,,https://logo.clearbit.com/contextvision.com,46.0,,,,,,
CRAYON,Crayon Group Holding,Information technology,71.3,71.3,71.5,456,,5791.74,-0.0219,0.0259,0.1228,0.3712,1.0787,0484,Technology,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. It has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company is headquartered in Oslo, Norway.",Oslo,47 22 89 10 00,Norway,[],http://www.crayon.com,1.0,Sandakerveien 114A,,Information Technology Services,,72.9,72.8,57.86304499999999,,0.0,,72.8,,92186.0,,72.9,64.315155,,72.8,,92186.0,,,,,,1.3361180000000001,,,69.2,2.0,NOK,172390.0,,,,5787093504.0,,,209150.0,0.38116527,69.2,71.2,,0.0,172390.0,74.6,66.63551,,,27.6,71.0,False,,0.0,72.8,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CRAYON.OL,finmb_46100086,no_market,,0.369,,-0.00343,32.324,1.065156,,1.07,,81165400.0,,,8.798,,,,1577750400.0,0.21603000000000003,-52075000.0,-0.691,,0.0644362,8.104115,0.60696,1640908800.0,1585612800.0,,,34221159.0,5609116672.0,,,,,,,,,,,,,,https://logo.clearbit.com/crayon.com,1500.0,,,,,,
DNB,DNB,Financials,144.5,144.3,144.5,3671,,225498.52,0.0,-0.014,0.1026,-0.1189,-0.0926,0191,Financial Services,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1.0,Dronning Eufemias gate 30,,Banks—Regional,Bjorvika,144.5,143.95,136.38702,0.062283736,0.0,,144.5,,1738557.0,,144.5,135.63788,9.0,143.95,,1738557.0,,,,,1588118400.0,0.961046,,,142.05,2.0,NOK,1347691.0,,,,224028475392.0,,,3317986.0,4.5871754000000005,142.05,144.2,,246400.0,1347691.0,178.1,9.711021,,,94.26,144.2,False,,327700.0,144.5,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNB.OL,finmb_9778651,no_market,,19.917,,0.43046,,-0.09772086,,14.88,,1550370048.0,,,154.097,,,,1577750400.0,0.37327,19740000256.0,12.557,,0.0644362,0.9377211,0.42226002,1640908800.0,1593475200.0,,,889201447.0,972699140096.0,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,9020.0,11.507525,,,,,
DNO,DNO,Energy,6.04,6.04,6.07,1188,,5893.56,-0.0233,-0.0345,-0.0302,-0.4778,-0.5811999999999999,0250,Energy,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1.0,Dokkveien 1,47 23 23 84 81,Oil & Gas E&P,Aker Brygge,6.186,6.12,6.0875974,0.0071128355,,,6.132000000000001,,5102109.0,,6.186,6.152121,0.044000000000000004,6.12,,5102109.0,,,,0.4,1571961600.0,1.921511,,,5.946000000000001,2.0,NOK,4499692.0,,,,5893565952.0,,,9435320.0,6.0577307000000005,5.946000000000001,6.016,,728400.0,4499692.0,15.435,18.309089999999998,,,2.5,6.018,False,0.0644,162000.0,6.132000000000001,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNO.OL,finmb_878127,no_market,,6.707999999999999,,-0.01747,14.484000000000002,-0.59046674,,0.33,,975433024.0,,,1.002,,,,1577750400.0,0.14917,-17000000.0,-0.019,,0.0644362,6.02994,0.40448,1640908800.0,1585612800.0,,,537248428.0,6526437888.0,,1150416000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,1318.0,,,,,,
