ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
TRE,1324,Financial Services,"Treasure ASA, through its 12.04% interest in Hyundai Glovis Co. Ltd., provides transportation and logistics services in South Korea. The company was incorporated in 2016 and is based in Lysaker, Norway. Treasure ASA is a subsidiary of Wilh. Wilhelmsen Holding ASA.",Lysaker,47 67 58 40 00,Norway,[],http://www.treasureasa.com,1,PO Box 33,,Asset Management,10.5,10.6,11.235827,0.0043809526,0.158,,10.6,,9774,,10.5,10.972059,0.046,10.6,,9774,,,,0.4,1584057600,1.211526,,,10.6,2,NOK,48.18182,3000,,,,2277251072,,,12269,166.61188,10.6,10.8,,387700,3000,15,,,,7.5,10.55,False,0.0369,82400,10.6,OSL,TREASURE ASA,Treasure ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRE.OL,finmb_20576757,no_market,,166.701,,3.4989002,,-0.22794122,,,,214835008,,,2.592,,,,1577750400,0.17005,47823000,0.22,,,4.089506,0.75238997,1640908800,1577750400,,,53660012,2278470400,,,,,,,,,,,,,,https://logo.clearbit.com/treasureasa.com,,,,,,5f6188c3-c96f-3912-85c3-41d8eec4f9a9,
SNI,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,,Marine Shipping,83.6,81,92.017265,0,,,82,,5636,,83.6,84.026474,0,81,,5636,,,,,1587600000,0.993023,,,80.9,2,NOK,,7654,,,,6459935232,,,19902,3.198683,80.9,82,,400,7654,134.6,54.666668,,5.72,69.6,81.8,False,,145400,82,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.835,,-0.00336,20.094,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.0084076,0.61417,1638230400,1590883200,,,33134761,7745401344,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749,4th Floor 71-91 Aldwych,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
TOM,1385,Industrials,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,47 66 79 91 00,Norway,[],http://www.tomra.com,1,Drengsrudhagen 2,47 66 79 91 11,Waste Management,366,370.7,318.24643,0.0075136614,0.59650004,,377,,182468,,366,352.8206,2.75,370.7,,182468,,,,2.75,1588636800,0.383139,,,368.2,2,NOK,80.95548,81207,,,,55032733696,,,332240,5.751569,368.2,373.1,,218400,81207,384.6,65.06108,,1.46,201,372.8,False,0.0075,98700,377,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TOM.OL,finmb_878841,no_market,,5.95,,0.07117,34.947,0.39801383,,5.73,,147620000,,,38.575,,,,1577750400,0.71271,681000000,4.605,,,9.664289,0,1640908800,1593475200,,,108186195,56931483648,,974851200,2:1,,,-0.022,,,,,,,,https://logo.clearbit.com/tomra.com,4500,,,,,2ec6aabb-d108-3aab-9fd6-ef3992573975,
TIETOO,2101,Technology,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1,Keilalahdentie 2-4,,Information Technology Services,266.2,265.8,257.92374,,0,,269.4,,2608,,266.2,263.1059,,265.8,,2608,,,,6.79,1600732800,0.80872,,,265.8,2,NOK,,899,,,,32048093184,,,9026,,265.8,270,,,899,317,,,,201.2,268.8,False,0.0255,,269.4,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,Infinity,,,,118444000,,,,,,,1577750400,0.38723,,,,,,0.24724,1640908800,1593475200,,,54908237,31529775104,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,23789,P.O.Box 2,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2,
VISTIN,0661,Healthcare,"Vistin Pharma ASA, through its subsidiary, Vistin Pharma AS, produces and sells active pharmaceutical ingredients worldwide. It offers metformin active pharmaceutical ingredients and direct compressive granulates for the pharmaceutical industry. Vistin Pharma ASA was incorporated in 2015 and is headquartered in Oslo, Norway.",Oslo,47 35 98 42 00,Norway,[],http://www.vistin.com,1,Ostensjoveien 27,,Drug Manufacturers—Specialty & Generic,13.5,13.4,9.511223,0.074074075,0,,13.8,,84610,,13.5,12.838235,1,13.4,,84610,,,,1,1589932800,0.877906,,,13.35,2,NOK,,45831,,,,607521024,,,276903,2.4565856,13.35,13.7,,14100,45831,15,11.709402,,,5,13.6,False,0.074099995,34200,13.8,OSL,VISTIN PHARMA ASA,Vistin Pharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VISTIN.OL,finmb_288390382,no_market,,1.149,,-0.26928,7.072,0.81451607,,1.17,,44344600,,,6.372,,,,1577750400,0.19695,-66722000,-1.548,,,2.1500313,0.62490004,1640908800,1585612800,,,27755724,284091008,,,,,,,,,,,,,,https://logo.clearbit.com/vistin.com,65,,,,,c7de11f3-382d-3a90-87a1-6fcc439a5645,
WSTEP,0166,Technology,"Webstep ASA, together with its subsidiaries, provides information technology (IT) consultancy services to public and private businesses in Norway and Sweden. The company offers digitalization, cloud migration and integration, Internet of Things, machine learning, robotics, and analytics. It also provides cloud computing and infrastructure, security and mobility, sensor technology, product and service development, enterprise user experience, Web analysis, designing, Amazon Web, Azure, big data, prediction, AI, predictive modelling, hackathon, business analysis, and search engine optimization services, as well as tech advisory and management solutions. It serves customers in agriculture and food, banking and financial, oil and offshore, power and energy, telecom, and software industries. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 40 00 33 25,Norway,[],http://www.webstep.com,1,Epicenter,,Information Technology Services,18.6,18.8,19.205036,0.086021505,1.4035001,,18.8,,6708,,18.6,18.452942,1.6,18.8,,6708,,,,,1588896000,0.945958,,,18.8,2,NOK,16.505705,149,,,,501459904,,,8894,0.7608241,18.8,18.8,,0,149,26,8.3185835,,,14.5,18.5,False,,0,18.8,OSL,WEBSTEP ASA,Webstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,WSTEP.OL,finmb_538629689,no_market,,0.747,,0.045900002,10.651,-0.26771653,,2.26,,26673400,,,14.594,,,,1577750400,0.42212,30252000,1.139,,,1.2882006,0.33957002,1640908800,1585612800,,,16158203,492566944,,,,,,-0.379,,,,,,,,https://logo.clearbit.com/webstep.com,417,Edvard Storms gate 2,,,,b579ab60-65f0-3fcb-84cf-1f0eb25ec7dc,
VOW,1366,Industrials,"VOW ASA, together with its subsidiaries, manufactures and supplies systems for processing and purifying waste water, food waste, solid waste, and bio sludge. It operates through Projects and After Sales segments. The company offers advanced wastewater purification systems to treat various types of maritime wastewater; incinerator systems for burning sludge from food waste and waste water; vacuum systems for collecting, transporting, and further processing of food waste; and waste recycling systems. It also provides waste destruction systems; custom water treatment systems; and bio-sludge system, a treatment system for sludge from waste water and food waste, and to reduce volume by dewatering and drying, as well as to disinfect. In addition, the company offers water reuse units that are used to polish and prolong the use of recreational waters; and solutions for garbage handling, waste to energy, and scrubber wash water. Further, it provides chemical products used in the wastewater purification systems; and spare parts and consumables, as well as service and operational assistance related to these products. The company sells its products to cruise liners. The company was formerly known as Scanship Holding ASA and changed its name to VOW ASA in January 2020. VOW ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.vowasa.com,1,Lysaker Torg 12,,Pollution & Treatment Controls,21.6,21.65,24.404676,0.0046296297,,,21.8,,123014,,21.6,22.995588,0.1,21.65,,123014,,,,0.1,1558656000,1.498255,,,21.55,2,NOK,,37679,,,,2352240128,,,317871,6.177101,21.55,21.6,,,37679,36,,,,12.2,21.5,False,0.0044,,21.8,OSL,VOW ASA,VOW ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VOW.OL,finmb_261016875,no_market,,6.391,,-0.03545,63.714,0.1428572,,,,108900000,,,2.165,,,,1577750400,0.04666,-13500000,-0.14,,,9.976906,0.72224,1640908800,1577750400,,,25575256,2433873152,,,,,,,,,,,,,,https://logo.clearbit.com/vowasa.com,106,,,,,86e9b58b-b1e1-3246-a629-6eeca6b530f8,
VVL,5700,Financial Services,"Voss Veksel- og Landmandsbank ASA provides financial products and services to private individuals and corporate customers in Norway. The company offers saving accounts; construction, corporate, car, and other vehicle loans; overdrafts facilities; and bank guarantees. It also provides bank cards; insurance and pension products; payment services; leasing services; and Internet, online, and mobile banking services. The company was founded in 1843 and is based in Voss, Norway.",Voss,47 56 52 35 00,Norway,[],http://vekselbanken.no,1,Vangsgata 24,47 56 51 27 47,Banks—Regional,152,152,149.29497,0.04605263,0.35,,152,,76,,152,150.17647,7,152,,76,,,,7,1588550400,0.379069,,,152,2,NOK,7.936094,92,,,,334986720,,,300,3.1524305,152,153,,34200,92,171,8.328767,,3.69,125,150,False,0.0461,38200,152,OSL,VOSS VEKSEL-OG LAN,Voss Veksel- og Landmandsbank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VVL.OL,finmb_20392694,no_market,,14.377,,0.41467,,-0.055900633,,18.25,,2203860,,,259.549,,,,1577750400,0.07198,44064000,19.153,,,0.5856312,0.30106002,1640908800,1585612800,,,1983366,1527730304,,1399939200,20:1,,,-0.286,,,,,,,,https://logo.clearbit.com/vekselbanken.no,,,,,,13d8dce8-f3ca-3f70-bdb9-6fe73d298889,
VEI,0214,Industrials,"Veidekke ASA operates as a construction and property development company in Norway, Sweden, and Denmark. The company operates through Construction and Industrial segments. It undertakes various building construction, refurbishment, and civil engineering contracts; develops sites; and constructs non-residential and residential buildings. The company constructs office buildings, shopping centers, hotels, schools, health care buildings, cultural buildings, roads, railways, power plants, and industrial facilities. It also develops residential projects; operates and maintains public roads; and produces and sells asphalt and aggregates. The company was founded in 1936 and is headquartered in Oslo, Norway.",Oslo,47 21 05 50 00,Norway,[],http://www.veidekke.com,1,Skabos vei 4,,Engineering & Construction,122.4,122.4,105.45863,0.040849674,1.8519,,124.8,,52468,,122.4,118.6647,5,122.4,,52468,,,,,1588809600,0.54186,,,122.4,2,NOK,52.385006,14927,,,,16599587840,,,120117,0.44941488,122.4,123.2,,355700,14927,127.2,15.298508,,,72.95,123.2,False,,48800,124.8,OSL,VEIDEKKE,Veidekke ASA,Europe/Oslo,CEST,False,7200000,EQUITY,VEI.OL,finmb_876324,no_market,,0.873,,0.012159999,24.627,0.53191483,,8.04,,134956000,,,16.167,,,,1577750400,0.44726002,318000000,2.348,,,7.608091,0.20325,1640908800,1585612800,,,188287200,32260999168,,1178668800,5:1,,,,,,,,,,,https://logo.clearbit.com/veidekke.com,8499,,,,,fc39e9a5-b2f6-3ec9-9bfe-a075221688d9,
ZAL,0275,Industrials,"Zalaris ASA provides full-service outsourced personnel and payroll services. The company operates through two segments, Managed Services and Professional Services. It offers a range of payroll and human resource (HR) outsourcing services, including payroll processing, time and attendance, and travel expenses, as well as cloud-based HR functionality services, such as talent management, digital personnel archive, HR analytics, mobile solutions, etc. The company also provides consulting services. It serves retail, bank and insurance, offshore and energy, infrastructure, transportation, technology, services, and health industries. Zalaris ASA has operations in Norway, Sweden, Denmark, Finland, Germany, Latvia, the United Kingdom, and internationally. The company was formerly known as Zalaris HR Services AS and changed its name to Zalaris ASA in May 2014. Zalaris ASA was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 40 00 33 00,Norway,[],http://www.zalaris.com,1,Hovfaret 4b,47 22 02 60 01,Staffing & Employment Services,32.5,32.8,31.948921,0.02,0,,34.2,,6173,,32.5,33.320587,0.65,32.8,,6173,,,,,1526428800,0.97093,,,32.8,2,NOK,,253554,,,,653372608,,,14386,0.8322666,32.8,33.3,,44800,253554,38.9,27.98319,,,19.5,33.1,False,,2000,34.2,OSL,ZALARIS ASA,Zalaris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ZAL.OL,finmb_8064584,no_market,,1.299,,-0.07875,33.541,0.45089293,,1.19,,19620800,,,4.901,,,,1577750400,0.38233003,-61826000,-3.148,,,6.7945313,0.26861,1640908800,1585612800,,,13752051,1019799424,,,,,,,,,,,,,,https://logo.clearbit.com/zalaris.com,728,,,,,30a379b8-2d3d-31c1-8894-5667107baad6,
WALWIL,1364,Industrials,"Wallenius Wilhelmsen ASA, together with its subsidiaries, provides roll-on roll-off (ro-ro) shipping and vehicle logistics services worldwide. It operates in two segments, Ocean and Landbased segments. The Ocean segment engages in the ocean transport of cars, and ro-ro and project cargo primarily for car manufacturers, as well as manufacturers of agriculture, and other high and heavy equipment. The Landbased segment offers vehicle logistics services, including plant and port based technical, marine terminal, and inland distribution services. The company provides its services principally under the Wallenius Wilhelmsen Ocean, Wallenius Wilhelmsen Solutions, EUKOR, ARC, and Armacup brands. It operates a fleet of 126 vessels servicing 15 trade routes. Wallenius Wilhelmsen ASA was founded in 1861 and is based in Lysaker, Norway.",Lysaker,47 67 82 57 00,Norway,[],http://www.walleniuswilhelmsen.com,1,Strandveien 20,,Integrated Freight & Logistics,13.2,13.9,15.146798,0.0045454544,0.5426,,13.9,,269094,,13.2,13.158824,0.06,13.9,,269094,,,,,1573516800,2.104651,,,13.36,2,NOK,,104202,,,,5659368960,,,783969,1.5192937,13.36,13.36,,0,104202,28.8,28.510637,,,7.58,13.3,False,,0,13.9,OSL,WALLENIUS WILH ASA,Wallenius Wilhelmsen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,WALWIL.OL,finmb_109864930,no_market,,2.513,,-0.0545,22.451,-0.51074874,,0.47,,422340992,,,5.668,,,,1577750400,0.13828,-203000000,-0.481,,,2.3641496,0.75631,1640908800,1585612800,,,102062909,9361900544,,,,,,,,,,,,,,https://logo.clearbit.com/walleniuswilhelmsen.com,9500,,,,,ed8c9dbc-e194-3c77-adf8-7e083477b0a4,
ZWIPE-ME,0151,Technology,"Zwipe AS, a biometric technology company, develops and commercializes biometric authentication solutions in the areas of payment, access control, and identification cards in Norway and internationally. The company provides Zwipe payment solution, a fingerprint activated payment card; biometric enrolment tablet for mobile registration and authentication of biometric cards by card issuers; and a wearable device for tokenization of payment applications. Zwipe AS has collaboration with Publicenter on biometric payment solutions. Zwipe AS was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.zwipe.com,1,RAdhusgata 24,,Software—Infrastructure,15.92,16.6,7.206367,,0,,16.6,,66502,,15.92,11.709412,,16.6,,66502,,,,,,,,,16,2,NOK,,12992,,,,413509888,,,70669,272.40442,16,16.2,,,12992,17.5,,,,2.2,16.14,False,,,16.6,OSL,ZWIPE AS,Zwipe AS,Europe/Oslo,CEST,False,7200000,EQUITY,ZWIPE-ME.OL,finmb_251799104,no_market,,252.389,,0,-4.077,0.075675726,,,,25525300,,,5.041,,,,1577750400,0.01824,-95154000,-5.98,,,3.2136483,0.20679002,1640908800,1577750400,,,18294720,383126144,,,,,,,,,,,,,,https://logo.clearbit.com/zwipe.com,29,,,,,3d1c0b03-7744-3dfd-99af-d85b3bce923a,
