ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
BALT-ME,Baltic Sea Properties,Real estate,29.2,29.6,32.2,5,,194.7,-0.0395,-0.0395,,0.0069,-0.1412,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1.0,Rosenkrantz' 20,Real Estate Services,,30.4,29.2,29.794203000000003,,0.0,,29.2,,200.0,,30.4,30.982353000000003,,29.2,,200.0,,,,,1548374400.0,0.821262,,,29.2,2.0,NOK,,289.0,,,,194700064.0,,,277.0,3.5663,29.2,32.2,,,289.0,35.0,,,,18.5,29.6,False,,,29.2,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.023,,-0.74741995,12.802999999999999,-0.10588235,,,,6667810.0,,,27.26,,,,1577750400.0,,-40804756.0,-6.12,,0.08197391,1.0711665000000001,,1640908800.0,1577750400.0,,,3997156.0,492622720.0,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,
BEL,Belships,Industrials,6.65,6.55,6.75,2,LP,1513.72,0.0153,0.0,-0.0567,-0.0828,-0.0567,0216,Industrials,460.0,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1.0,Lilleakerveien 4,Marine Shipping,Box 23 Lilleaker,6.55,6.55,6.296739,0.0009160305,0.72730005,,6.65,,7682.0,,6.55,6.5852942,0.006,6.55,,7682.0,,,,0.05,1569456000.0,0.738372,,,6.55,2.0,NOK,831.25,11427.0,,,,1513719680.0,,,18567.0,11.31364,6.55,6.75,,1650000.0,11427.0,7.85,83.125,,,5.0,6.55,False,0.0075,1700000.0,6.65,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BEL.OL,finmb_878059,no_market,,12.177999999999999,,0.012320000000000001,73.347,-0.029197037000000002,,0.08,,227627008.0,,,0.7170000000000001,,,,1577750400.0,0.0864,1649000.0,0.008,,0.08197391,9.274756,0.81391,1640908800.0,1585612800.0,,,45527426.0,1629406464.0,,,,,,-1.0,,,,,,,,https://logo.clearbit.com/belships.com,47 23 50 08 82,,,,,,
BGBIO,BerGenBio,Health care,37.55,37.55,38.0,580,,3276.61,-0.0118,0.0027,-0.0751,0.5502,1.8947,5009,Healthcare,28.0,"BerGenBio ASA, a clinical-stage biopharmaceutical company, develops medicines to treat immune evasive, drug resistant, and metastatic cancers. Its lead candidate is Bemcentinib, a bioavailable small molecule AXL inhibitor, which is in Phase II clinical development in two major cancer indications. The Phase II clinical trial program focuses on lung cancer, acute myeloid leukaemia, and myelodysplastic syndrome, as well as melanoma and triple negative breast cancer. In addition, it is developing tilvestamab, a function blocking antibody that is in Phase I clinical trial; and BGB601, a Phase I clinical trial antibody drug conjugate against human AXL that is linked to a cytotoxin. BerGenBio ASA has a collaboration agreement with Merck & Co. for clinical trials. The company was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 96 11 59,Norway,[],http://www.bergenbio.com,1.0,Jonas Lies vei 91,Biotechnology,,38.0,38.1,26.395138,,0.0,,38.45,,345608.0,,38.0,38.92143,,38.1,,345608.0,,,,,,2.121724,,,37.5,2.0,NOK,,200313.0,,,,3276612864.0,,,1132672.0,15030.333999999999,37.5,37.9,,0.0,200313.0,54.0,-9.753247,,,11.4,37.85,False,,0.0,38.45,OSL,BERGENBIO ASA,BerGenBio ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BGBIO.OL,finmb_107144331,no_market,,10852.928999999998,,0.0,-11.023,1.8325426999999999,,-3.85,,87260000.0,,,5.172999999999999,,,,1577750400.0,0.18125,-203530000.0,-3.3360000000000003,,0.08197391,7.258844,0.45501998,1640908800.0,1585612800.0,,,46186728.0,2365938688.0,,,,,,,,,,,,,,https://logo.clearbit.com/bergenbio.com,,,,,,,
BSP-ME,Black Sea Property,Consumer discretionary,2.6,2.1,2.6,7,,43.27,,-0.0226,0.0,-0.5556,-0.9837,0459,Consumer Cyclical,,"Black Sea Property AS focuses on operating holiday resort under the Aheloy Beach Resort name in Bulgaria. The company was founded in 2015 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.blackseaproperty.no,1.0,Sagveien 23 A,Lodging,,2.66,2.08,3.697971,,0.0,,2.6,,813.0,,2.66,2.6370587000000003,,2.08,,813.0,,,,,,-6.302716,,,2.08,4.0,NOK,,4949.0,,,,43272060.0,,,1731.0,,2.08,2.6,,,4949.0,7.3288899999999995,,,,0.10993299999999999,2.1,False,,,2.6,OSL,BLACK SEA.PROPERTY,Black Sea Property AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,BSP-ME.OL,finmb_321493830,no_market,,,,0.0,-37.532,-0.41928370000000004,,,,16643100.0,,,6.561,,,,1577750400.0,,-6767000.0,-0.737,,0.08197391,0.39628103,,1640908800.0,1577750400.0,,,6894127.0,135379232.0,,1564531200.0,1:25,,,,,,,,,,,https://logo.clearbit.com/blackseaproperty.no,,,,,,,
BON,Bonheur,Industrials,214.5,214.5,215.0,421,,9123.09,0.0142,-0.0754,-0.0551,0.0997,0.1959,0152,Industrials,3935.0,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1.0,Fred. Olsens gate 2,Conglomerates,,211.5,210.0,197.11087,0.02033097,,,219.0,,46281.0,,211.5,228.17647000000002,4.3,210.0,,46281.0,,,,4.3,1590624000.0,0.8883719999999999,,,210.0,2.0,NOK,,35650.0,,,,9123092480.0,,,52828.0,1.2404323999999998,210.0,215.5,,50900.0,35650.0,244.5,,,2.75,134.0,214.5,False,0.0198,100000.0,219.0,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BON.OL,finmb_878177,no_market,,1.845,,-0.0892,16.445,0.15675676,,,,42531900.0,,,142.862,,,,1577750400.0,0.23836999999999997,-656028032.0,-15.424000000000001,,0.08197391,1.501449,0.53275,1640908800.0,1593475200.0,,,19852186.0,13570095104.0,,1149120000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,,,,,,,
BOR,Borgestad,Materials,18.05,18.05,18.35,60,LP,229.54,-0.0243,0.2801,0.6484000000000001,-0.0975,0.2852,3712,Industrials,,"Borgestad ASA develops, manufactures, distributes, and installs refractory products in Norway. The company also develops and manages real estate properties. Its properties include Agora Bytom, a shopping center with a gross area of 52,000 square meters and a rental area of approximately 30,000 square meters, as well as a parking garage with 820 parking spaces in Poland; and Borgestad Business Park, a rented commercial premises used for the storage, production, and offices. Borgestad ASA was founded in 1904 and is headquartered in Skien, Norway.",Skien,47 35 54 24 00,Norway,[],http://borgestad.no,1.0,Gunnar Knudsensveg 144,Building Products & Equipment,,18.5,19.25,13.979203,,0.0,,19.5,,38140.0,,18.5,12.304412,,19.25,,38140.0,,,,,1307664000.0,1.337209,,,17.2,2.0,NOK,,41575.0,,,,229538224.0,,,21157.0,0.24879846,17.2,18.25,,75000.0,41575.0,32.0,-4.2671394,,,9.1,18.05,False,,75000.0,19.5,OSL,BORGESTAD ASA,Borgestad ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOR.OL,finmb_878193,no_market,,1.33,,-0.06982000000000001,23.375999999999998,0.18275857,,-4.23,,12716800.0,,,39.859,,,,1577750400.0,0.0,-64412000.0,-7.859,,0.08197391,0.45284626,0.8880100000000001,1640908800.0,1585612800.0,,,3609526.0,1227299328.0,,,,,,,,,,,,,,https://logo.clearbit.com/borgestad.no,,,,,,,
BDRILL,Borr Drilling,Energy,9.39,9.35,9.39,835,,1473.18,0.0787,0.0913,-0.355,-0.8761,-0.8885,HM11,Energy,694.0,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1.0,S.E. Pearman Building,Oil & Gas Drilling,2nd Floor 9 Par-la-Ville Road,8.7,9.0,21.635609,,0.0,,9.6,,1197687.0,,8.7,11.021765,,9.0,,1197687.0,,,,,,3.891176,,,8.85,2.0,NOK,,1139795.0,,,,1473182208.0,,,4162786.0,3.8135703000000003,8.85,9.385,,0.0,1139795.0,89.85,-67.03571,,,2.5995,9.35,False,,0.0,9.6,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.144,,-0.87678003,215.60299999999998,-0.8935266,,-0.14,,156972000.0,,,10.885,,,,1577750400.0,0.5864,-338700000.0,-3.117,,0.08197391,0.8621957,0.26895002,1640908800.0,1585612800.0,,,72422009.0,2759719680.0,,1561507200.0,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,,,,,,,
BRG,Borregaard,Materials,118.0,118.0,118.2,619,,11751.99,-0.0167,0.2152,0.109,0.2709,0.2749,1701,Basic Materials,1103.0,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1.0,Hjalmar Wessels vei 6,Specialty Chemicals,PO Box 162,120.0,120.0,96.88152,0.019166667,0.5725,,121.0,,183799.0,,120.0,102.47941,2.3,120.0,,183799.0,,,,2.3,1592265600.0,-0.049418000000000004,,,117.4,2.0,NOK,31.652359999999998,168776.0,,,,11751997440.0,,,85842.0,2.2586966,117.4,117.8,,721000.0,168776.0,121.0,22.056076,,,75.0,117.6,False,0.0199,391200.0,121.0,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRG.OL,finmb_216329283,no_market,,2.739,,0.0715,14.164000000000001,0.22978723,,5.35,,99593200.0,,,29.38,,,,1577750400.0,0.56839,372000000.0,3.728,,0.08197391,4.016337999999999,0.07203999999999999,1640908800.0,1593475200.0,,,91484295.0,14249180160.0,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,47 69 11 87 70,,,,,,
BOUVET,Bouvet,Information technology,530.0,530.0,538.0,67,,5432.25,-0.0149,-0.018500000000000003,0.08380000000000001,0.388,0.7774,0369,Technology,1575.0,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1.0,Sorkedalsveien 8,Information Technology Services,,538.0,546.0,427.23187,0.015334573,0.7019,,546.0,,2740.0,,538.0,505.20587,8.25,546.0,,2740.0,,,,8.25,1590105600.0,0.7337199999999999,,,530.0,2.0,NOK,28.609987,2179.0,,,,5432129024.0,,,9322.0,2.4591377,530.0,538.0,,166400.0,2179.0,556.0,38.294796000000005,,4.17,277.0,532.0,False,0.0152,27300.0,546.0,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.431,,0.08663999,20.98,0.7777778000000001,,13.84,,10249300.0,,,37.632,,,,1577750400.0,0.31916,191378000.0,18.525,,0.08197391,14.083758,0.29916,1640908800.0,1585612800.0,,,7590394.0,5369350656.0,,,,,,0.21,,,,,,,,https://logo.clearbit.com/bouvet.no,,,,,,,
BRA-ME,BRAbank,Financials,0.39,0.38,0.39,15,,241.6,0.0432,0.0158,0.0904,-0.16449999999999998,-0.7526,5014,Financial Services,51.0,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1.0,Starvhusgaten 4,Banks—Regional,,0.37,0.39799999999999996,0.43084058,,0.0,,0.39799999999999996,,369516.0,,0.37,0.3468235,,0.39799999999999996,,369516.0,,,,,,1.1551719999999999,,,0.382,4.0,NOK,,171058.0,,,,241604736.0,,,1060177.0,5.3247395,0.382,0.38799999999999996,,,171058.0,2.26,,,,0.262,0.382,False,,,0.39799999999999996,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,5.082,,-2.80288,,-0.7453333000000001,,,,625918976.0,,,1.287,,,,1577750400.0,,-127178000.0,-0.203,,0.08197391,0.29992232,,1640908800.0,1585612800.0,,,348217271.0,230584864.0,,1583884800.0,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,,,,,,,
BWE,BW Energy Limited,Energy,17.91,17.91,18.22,252,,4196.39,0.0045000000000000005,0.029900000000000006,-0.0297,,,0277,Energy,100.0,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1.0,Drammensveien 151,Oil & Gas E&P,,17.83,17.95,14.609314000000001,,0.0,,18.23,,183162.0,,17.83,17.968529,,17.95,,183162.0,,,,,,,,,17.46,2.0,NOK,57.961166000000006,232093.0,,,,4196384512.0,,,540131.0,14.859717999999999,17.46,18.22,,,232093.0,25.0,,,,7.62,18.07,False,,,18.23,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWE.OL,finmb_144579252,no_market,,12.205,,0.20538001,21.381,-0.26625258,,,,234304000.0,,,1.9380000000000002,,,,1577750400.0,0.10088000400000001,58000000.0,0.309,,0.08197391,9.241487,0.7214,1640908800.0,1585612800.0,,,56150662.0,3446641920.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,47 23 13 00 01,,,,,,
BWLPG,BW LPG,Energy,35.06,35.04,35.14,1404,,4841.67,0.018000000000000002,0.1025,0.2354,-0.4586,0.0471,117438,Industrials,2004.0,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1.0,10 Pasir Panjang Road,Marine Shipping,"No. 17-02, Mapletree Business City",34.44,35.0,43.55355,0.030487806,0.3116,,35.34,,869223.0,,34.44,30.528236,1.05,35.0,,869223.0,,,,10.16,1591056000.0,1.538953,,,34.78,2.0,NOK,12.866056,716380.0,,,,4841680896.0,,,951695.0,5.099018,34.78,35.14,,406100.0,716380.0,85.0,166.9524,,,26.0,35.04,False,0.3028,63000.0,35.34,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.1770000000000005,,0.39815,12.873,-0.14813012,,0.21,,138096992.0,,,8.357999999999999,,,,1577750400.0,0.31128,378060000.0,2.725,,0.08197391,4.1947837,0.45400003,1640908800.0,1585612800.0,,,70321032.0,5865704960.0,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,65 6570 6056,,,,,,
BWO,BW Offshore Limited,Energy,34.32,34.3,34.32,939,,6205.05,0.0344,0.0799,-0.03,-0.4185,-0.2253,HM11,Energy,2126.0,"BW Offshore Limited builds, owns, and operates oil and gas floating production, storage, and offloading vessels (FPSOs); and floating, storage, and offloading vessels (FSOs) to the oil and gas industries in the Asia Pacific, the Americas, the European Union, and West Africa. It also offers engineering, procurement, construction, and installation services; and lease and operation services of FPSO units. As of March 8, 2016, the company had a fleet of 14 FPSOs and 1 FSO. It also operates additional two operations and maintenance contracts FPSOs and one new project FPSO. The company was founded in 1982 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.bwoffshore.com,1.0,Clarendon House,Oil & Gas Equipment & Services,2 Church Street,33.18,33.42,34.63162,0.0,0.0,,34.56,,369320.0,,33.18,34.422943,0.0,33.42,,369320.0,,,,0.32,1591056000.0,2.864534,,,33.2,2.0,NOK,,636519.0,,,,7812913152.0,,,1131345.0,6.6199913,33.2,34.48,,2337600.0,636519.0,69.212,50.47059,,,12.91,34.4,False,0.0095,737500.0,34.56,OSL,BW OFFSHORE LTD,BW Offshore Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,BWO.OL,finmb_26954576,no_market,,6.307,,-0.18548,11.048,-0.24644911,,0.68,,227648992.0,,,4.217,,,,1577750400.0,0.2165,-233200000.0,-1.1840000000000002,,0.08197391,8.138487,0.50139,1640908800.0,1585612800.0,,,106798650.0,7443299840.0,,1480636800.0,1:50,,,,,,,,,,,https://logo.clearbit.com/bwoffshore.com,,,,,,,
BMA,Byggma,Industrials,99.0,99.0,104.0,5,,691.21,0.0,0.0,0.0939,0.0761,0.0645,4701,Industrials,,"Byggma ASA manufactures and supplies building materials to builders and retailers in the Nordic countries. It offers pre-painted ceilings and wall panels under the Huntonit brand name; I-beams for use in ceilings, walls, and floors in wood-based buildings under the brand name of Masonite; and particle boards, boards, and structural panels for use in buildings, pre painted ceilings, and wall panels under the Forestia brand name. The company also provides home lighting products under the Scan Lamps brand name; doors and windows for new buildings, extensions, or rehabilitation under the brand name of Uldal; a range of lamp and lighting products under the Aneta brand name; and develops, manufactures and distributes MDF panels for walls, ceilings, bathrooms, and kitchens under the brand name of Smartpanel. The company is headquartered in Vennesla, Norway.",Vennesla,47 38 13 71 00,Norway,[],http://www.byggma.no,1.0,Venneslaveien 233,Building Products & Equipment,Postboks 21,99.0,99.0,89.496376,0.01010101,0.1558,,99.5,,5414.0,,99.0,95.367645,1.0,99.0,,5414.0,,,,1.0,1590624000.0,0.569186,,,99.0,2.0,NOK,15.5172415,620.0,,,,691211072.0,,,1510.0,0.37231222,99.0,102.0,,170100.0,620.0,102.0,,,3.08,66.0,99.0,False,0.0101,38900.0,99.5,OSL,BYGGMA ASA,Byggma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,BMA.OL,finmb_9391774,no_market,,0.52,,0.024,6.1339999999999995,0.06451619,,,,6981930.0,,,127.596,,,,1577750400.0,0.0602,44549000.0,6.38,,0.08197391,0.7758864000000001,0.94914,1640908800.0,1585612800.0,,,325966.0,965417024.0,,,,,,-0.177,,,,,,,,https://logo.clearbit.com/byggma.no,,,,,,,
CARA,Carasent,Health care,20.6,20.4,20.6,61,,837.06,-0.0144,0.0,0.0785,1.1107,1.4408,,Healthcare,,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1.0,c/o Advokatsenteret Kristian,Health Information Services,Augusts gate 14,20.9,21.1,14.667247,,0.0,,21.1,,39292.0,,20.9,19.513235,,21.1,,39292.0,,,,,1525996800.0,0.407558,,,20.3,2.0,NOK,343.33333999999996,31745.0,,,,837056320.0,,,81771.0,15.949095000000002,20.3,20.5,,,31745.0,22.0,,,,7.24,20.4,False,,,21.1,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,CARA.OL,finmb_4222700,no_market,,16.38,,0.04868,103.37799999999999,1.4586287,,,,40633800.0,,,2.4819999999999998,,,,1577750400.0,0.05599,2555000.0,0.06,,0.08197391,8.299758,0.62675,1640908800.0,1585612800.0,,,15670096.0,859689600.0,,1558569600.0,1:4,,,-0.629,,,,,,,,https://logo.clearbit.com/carasent.com,,,,,,,
CLOUD-ME,Cloudberry Clean Energy,Utilities,11.44,11.41,11.54,41,,438.3,0.0035,0.0214,-0.0251,,,0273,Utilities,,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1.0,FrOeyas Gate 15,Utilities—Renewable,,11.4,11.38,13.139973000000001,,0.0,,11.6,,578528.0,,11.4,13.444,,11.38,,578528.0,,,,,,,,,11.3,2.0,NOK,,49003.0,,,,,,,55555.0,,11.3,11.54,,,49003.0,19.0,,,,11.0,11.414000000000001,False,,,11.6,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1569.964,,0.0,-168.312,-0.2599013,,,,,,,1.271,,,,1577750400.0,,-2609160.0,-0.687,,0.08197391,9.000786,,1640908800.0,,,,14542165.0,438677664.0,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,,
COV,ContextVision,Health care,265.0,260.0,265.0,237,LP,2050.24,-0.0075,0.0558,0.2045,1.5481,2.6301,111 22,Healthcare,46.0,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1.0,Klara Norra Kyrkogata 31,Health Information Services,,267.0,271.0,132.14783,,0.0,,271.0,,20021.0,,267.0,222.13235,,271.0,,20021.0,,,,,1212969600.0,1.298837,,,256.0,2.0,NOK,,13570.0,,,,2050238720.0,,,20991.0,,256.0,264.0,,140000.0,13570.0,309.0,1019.2308300000001,,,50.5,261.0,False,,140000.0,271.0,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000.0,EQUITY,COV.OL,finmb_786673,no_market,,,,0.1275,,2.4965987000000003,,0.26,,7736750.0,,,0.8079999999999999,,,,1577750400.0,0.08879,,-0.033,,0.08197391,327.97028,0.7414,1640908800.0,1585612800.0,,,2043430.0,2065712256.0,,,,,,1.757,,,,,,,,https://logo.clearbit.com/contextvision.com,,,,,,,
