ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
LIFE-ME,Lifecare,Health care,5.65,5.6,5.65,190,,457.23,-0.0174,-0.0424,-0.1308,0.7121,2.9236,5230,Healthcare,,"Lifecare AS engages in the research and development of medical sensors for health monitoring in Norway. It focuses to offer tool to monitor glucose levels under the SENCELL name. The company was founded in 2006 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.lifecare.no,1.0,Statsminister Michelsens veg 38,Medical Devices,Paradis,5.75,5.75,3.5673913999999995,,0.0,,5.8,,814104.0,,5.75,5.3926473,,5.75,,814104.0,,,,,,1.954263,,,5.5,2.0,NOK,,654262.0,,,,457226272.0,,,1193526.0,221.01924,5.5,5.7,,,654262.0,8.25,,,,0.58,5.6,False,,,5.8,OSL,LIFECARE AS,Lifecare AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,LIFE-ME.OL,finmb_20947330,no_market,,217.87900000000002,,0.0,-67.06,2.8888886,,,,80925000.0,,,0.19399999999999998,,,,1577750400.0,0.13677,-6554833.0,-0.081,,0.08197391,29.12371,0.0,1640908800.0,1577750400.0,,,78689852.0,450729600.0,,1549497600.0,1:4,,,,,,,,,,,https://logo.clearbit.com/lifecare.no,,,,,,,
LSTSB-ME,Lillestrøm Sparebank,Equity certificates,123.0,122.0,123.0,0,LP,123.0,,,-0.0315,0.0794,0.1993,2000,Financial Services,,"LillestrÃ¸m Sparebank provides various banking products and services for private and business customers. It offers accounts; savings and pensions products; and insurance products, such as children, auto, death fall, health, buildings, holiday home, property, income, critical health, disability, UNG, liability, operational agriculture, landlord, cyber, customer's, craft, collective accident, commercial, taxi, trailer, personal, travel, poultry, home, and occupational injuries insurance products. The company also provides construction, corporate, and car loans, as well as mortgages, loans to other vehicles, and small loans and refinancing products. In addition, it offers bank cards, credit, VPPS, mobile and online banking, and other services. LillestrÃ¸m Sparebank was founded in 1887 and is based in LillestrÃ¸m, Norway.",Lillestrom,47 63 80 42 00,Norway,[],http://www.lillestrombanken.no,1.0,Torvet 5,Banks—Regional,,123.0,123.0,123.615944,0.06829268,0.5877,,123.0,,39.0,,123.0,123.32353,8.4,123.0,,39.0,,,,6.4,1584662400.0,0.563685,,,123.0,2.0,NOK,1.3231925,527.0,,,,123000000.0,,,107.0,0.65392834,123.0,123.0,,,527.0,145.0,,,,105.0,122.0,False,0.051999997,,123.0,OSL,LILLESTROM SPAREBA,Lillestrom Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,LSTSB-ME.OL,finmb_36849988,no_market,,13.414000000000001,,0.4942,,0.13888884,,,,1000000.0,,,1055.512,,,,1577750400.0,0.04389,92957000.0,92.95700000000001,,0.08197391,0.116531126,0.0,1640908800.0,1585612800.0,,,524910.0,2523130880.0,,,,,,-0.11,,,,,,,,https://logo.clearbit.com/lillestrombanken.no,,,,,,,
MGN,Magnora,Energy,10.95,10.9,10.95,91,,574.99,0.0046,0.026,0.4177,0.6145,0.6031,0277,Energy,2.0,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1.0,Karenlyst Alle 2,Oil & Gas Equipment & Services,,10.9,10.9,8.290144999999999,,4.5376997,,11.1,,180291.0,,10.9,8.665882,,10.9,,180291.0,,,,0.33,1595203200.0,0.5976739999999999,,,10.5,2.0,NOK,39.81818,104387.0,,,,574989952.0,,,235623.0,15.41528,10.5,10.95,,0.0,104387.0,12.4,,,,5.5,10.9,False,0.0299,0.0,11.1,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MGN.OL,finmb_13575280,no_market,,13.700999999999999,,0.3941,,0.57857144,,,,52510500.0,,,1.821,,,,1577750400.0,0.31301999999999996,14700000.0,0.275,,0.08197391,6.0131793,0.44072,1640908800.0,1585612800.0,,,20231732.0,511030592.0,,1322697600.0,1:100,,,-0.696,,,,,,,,https://logo.clearbit.com/magnoraasa.com,,,,,,,
MSEIS,Magseis Fairfield,Energy,1.65,1.65,1.66,185,,440.17,0.07,0.0536,-0.0294,-0.7126,-0.8525,1366,Energy,389.0,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1.0,Strandveien 50,Oil & Gas Equipment & Services,,1.5419999999999998,1.57,2.2905507000000003,,0.0,,1.7380000000000002,,718784.0,,1.5419999999999998,1.7668529999999998,,1.57,,718784.0,,,,,,1.9796509999999998,,,1.55,4.0,NOK,,1395676.0,,,,440165568.0,,,2116428.0,1.1188612,1.55,1.65,,200000.0,1395676.0,13.5,3.9285714999999994,,,0.75,1.6340000000000001,False,,13800.0,1.7380000000000002,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.018,,-0.38740003,14.602,-0.8547945,,0.42,,266767008.0,,,0.746,,,,1577750400.0,0.24370999999999998,-152404992.0,-0.809,,0.08197391,2.2117963,0.2464,1640908800.0,1585612800.0,,,205525399.0,400308256.0,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,,,,,,,
MEDI,Medistim,Health care,222.0,222.0,226.0,136,,4040.59,-0.0177,0.0521,0.0091,0.1563,0.7619,0579,Healthcare,112.0,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1.0,Okernveien 94,Medical Devices,,226.0,227.0,189.36956999999998,0.012168142,0.5435,,227.0,,5997.0,,226.0,214.67647000000002,2.75,227.0,,5997.0,,,,,1556150400.0,0.134883,,,221.0,2.0,NOK,53.62319,8705.0,,,,4037913600.0,,,16204.0,10.875539,221.0,227.0,,34000.0,8705.0,230.0,84.09090400000001,,,124.0,223.0,False,,3000.0,227.0,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MEDI.OL,finmb_7885356,no_market,,10.915999999999999,,0.20319,37.516,0.765625,,2.64,,18188800.0,,,14.897,,,,1577750400.0,0.58257,75442000.0,4.14,,,14.902329,0.2159,1640908800.0,1585612800.0,,,12646305.0,4052898816.0,,,,,,0.322,,,,,,,,https://logo.clearbit.com/medistim.com,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,,
MELG,Melhus Sparebank,Equity certificates,137.0,136.0,137.0,5,LP,380.23,0.0074,0.0074,0.062,0.0436,0.1678,7224,Financial Services,,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1.0,Melhusvegen 439,Banks—Regional,,136.0,136.0,132.31885,0.073529415,0.77760005,,137.0,,111.0,,136.0,130.55882,10.0,136.0,,111.0,,,,10.0,1583452800.0,0.143023,,,136.0,2.0,NOK,10.730789999999999,146.0,,,,380342144.0,,,942.0,1.748788,136.0,137.0,,,146.0,150.0,,,7.17,120.0,136.0,False,0.0746,,137.0,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,MELG.OL,finmb_8952942,no_market,,8.442,,0.42876998,,0.079365134,,11.7,,2776220.0,,,373.44800000000004,,,,1577750400.0,0.05159,37995000.0,12.767000000000001,,,0.36685159999999994,0.40271,1640908800.0,1585612800.0,,,1704519.0,1835962624.0,,,,,,-0.24600000000000002,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,,
MRCEL-ME,Mercell Holding,Information technology,8.3,8.29,8.3,246,,2405.28,-0.0117,-0.0084,,,,0663,Technology,187.0,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1.0,Grensesvingen 6,Software—Application,,8.398,8.38,,,0.0,,8.589,,,,8.398,,,8.38,,,,,,,,,,,8.0,2.0,NOK,,354886.0,,,,2404360448.0,,,,14.496479999999998,8.0,8.418,,,354886.0,8.589,,,,8.0,8.305,False,,,8.589,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,11.29,,-0.3549,274.638,,,,,289681984.0,,,0.466,,,,1577750400.0,,-58862548.0,-0.264,,,17.81116,,1640908800.0,,,,93737027.0,1872599936.0,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,,,,345d8233-c554-328e-9966-89a297fb5c37,,
MOWI,Mowi,Consumer staples,170.35,170.35,170.7,5238,,88089.87,-0.0227,0.0161,-0.0607,-0.2448,-0.1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPCC,MPC Container Ships,Industrials,2.71,2.71,2.76,878,LP,247.02,0.0797,-0.0814,-0.6052000000000001,-0.8353,-0.8634999999999999,0250,Industrials,20.0,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1.0,Munkedamsveien 45,Marine Shipping,,2.51,2.6,11.699782,,0.0,,3.05,,2526177.0,,2.51,6.2123528,,2.6,,2526177.0,,,,,,0.972707,,,2.6,4.0,NOK,,3019670.0,,,,247021664.0,,,332317.0,1.3416195,2.6,2.76,,0.0,3019670.0,25.0,7.970588,,,1.765,2.74,False,,0.0,3.05,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.616,,-0.23218000000000003,19.328,-0.8954167,,0.34,,91151904.0,,,4.427,,,,1577750400.0,0.54237,-42749000.0,-0.503,,,0.6121526999999999,0.20035999999999998,1640908800.0,1585612800.0,,,87504914.0,481584288.0,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,,
MULTI,Multiconsult,Industrials,68.0,68.0,68.5,19,,1827.19,0.0149,0.0,0.0,-0.0556,0.1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPA,Napatech,Information technology,7.13,6.95,7.12,107,,592.2,-0.0028000000000000004,0.1354,0.4854,0.5268,3.8013,2860,Technology,81.0,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1.0,Tobaksvejen 23 A,Communication Equipment,Soeborg,7.15,7.15,4.216412999999999,,0.0,,7.3,,336819.0,,7.15,4.9439707,,7.15,,336819.0,,,,,,0.27965100000000004,,,6.9,2.0,NOK,,124983.0,,,,592199296.0,,,189027.0,,6.9,7.12,,99400.0,124983.0,7.3,,,,1.1,6.95,False,,30200.0,7.3,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,-0.03329,,3.8310809999999997,,,,83057400.0,,,0.397,,,,1577750400.0,0.50098,,-0.862,,,17.959698,0.27607,1640908800.0,1585612800.0,,,39394965.0,593860544.0,,1461542400.0,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,,
NATTO,NattoPharma,Consumer staples,18.7,18.5,18.7,47,LP,365.26,-0.0053,-0.065,0.2303,1.4933,0.7809999999999999,0283,Healthcare,18.0,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1.0,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,18.8,18.8,10.779347,,0.0,,19.0,,135513.0,,18.8,16.341177,,18.8,,135513.0,,,,,,0.954651,,,18.5,2.0,NOK,17.124542,38204.0,,,,364795872.0,,,114924.0,2.0965279999999997,18.5,18.7,,180100.0,38204.0,22.0,-267.14285,,,5.35,18.5,False,,39300.0,19.0,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.144,,0.11957999999999999,19.709,,,-0.07,,19532800.0,,,6.652,,,,1577750400.0,0.00302,20807000.0,1.092,,,2.8111846000000003,0.64835,1640908800.0,1593475200.0,,,5897926.0,373075456.0,,1320278400.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,,
NAVA,Navamedic,Health care,20.5,20.0,20.5,36,,310.92,0.0649,0.0677,-0.0682,0.1093,0.1603,0255,Healthcare,24.0,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1.0,Henrik Ibsens gate 90,Drug Manufacturers—General,,19.25,19.3,19.188848,,0.0,,20.4,,12946.0,,19.25,19.963236,,19.3,,12946.0,,,,,1271116800.0,0.379651,,,19.3,2.0,NOK,8.591785,29360.0,,,,310921440.0,,,17359.0,1.5626947,19.3,20.4,,491200.0,29360.0,25.5,,,,12.3415,20.0,False,,96200.0,20.4,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.0390000000000001,,0.109,-32.918,-0.029669464,,,,15166900.0,,,6.676,,,,1577750400.0,0.13567,-26384224.0,2.386,,,3.0707009999999997,0.6138399999999999,1640908800.0,1585612800.0,,,3819255.0,206752704.0,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,,
NKR,Nekkar,Industrials,3.59,3.54,3.59,46,,379.15,-0.016399999999999998,-0.0245,-0.0795,0.7512000000000001,0.2462,5058,Industrials,50.0,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1.0,Solheimsgaten 16,Specialty Industrial Machinery,entrance B,3.65,3.69,2.663768,1.0958903999999998,8.6957,,3.8,,121795.0,,3.65,3.7841177000000004,4.0,3.69,,121795.0,,,,4.0,1568937600.0,0.473837,,,3.63,4.0,NOK,1.7326254,95794.0,,,,379150656.0,,,279999.0,1.4220958000000001,3.63,3.56,,,95794.0,7.18,,,,1.505,3.54,False,1.1111,,3.8,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NKR.OL,finmb_884363,no_market,,0.527,,0.73452,3.988,-0.47707736,,,,105613000.0,,,2.059,,,,1577750400.0,0.13253,47717000.0,2.072,,,1.7435647,0.62224,1640908800.0,1577750400.0,,,42370002.0,140591072.0,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,,,,,185b0aea-df47-3f88-9093-af548aa196ba,,
NEL,NEL,Industrials,21.3,21.3,21.32,5473,,29849.61,-0.0088,-0.0274,0.1196,1.4656,2.1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT,NEXT Biometrics Group,Information technology,2.27,2.27,2.27,770,,172.39,0.121,0.2782,-0.1236,-0.3335,-0.4873,0164,Technology,65.0,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1.0,Universitetsgata 10,Scientific & Technical Instruments,,2.025,2.0,2.7005062,,0.0,,2.34,,841572.0,,2.025,2.2856286,,2.0,,841572.0,,,,,,2.934302,,,1.91,4.0,NOK,,3171270.0,,,,172394000.0,,,931334.0,2.2266798,1.91,2.275,,110000.0,3171270.0,6.35,-0.37213114,,,1.07,2.25,False,,12400.0,2.34,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.46299999999999997,,-2.0371099999999998,-0.243,-0.5750261999999999,,-6.1,,75944496.0,,,2.4019999999999997,,,,1577750400.0,0.03532,-157716992.0,-3.529,,,0.9450458,0.38145,1640908800.0,1585612800.0,,,32628954.0,35838416.0,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,,,,1140d622-f964-3ad8-bc48-278a028581e8,,
NISB-ME,Nidaros Sparebank,Equity certificates,112.0,110.0,114.0,0,LP,125.34,,,0.0275,0.0454,0.1367,7540,Financial Services,,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",Klabu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1.0,Nordalsvegen 2,Banks—Regional,,112.0,112.0,119.246376,0.04919643,0.2824,,112.0,,0.0,,112.0,110.29411999999999,5.51,112.0,,0.0,,,,5.51,1583452800.0,,,,112.0,2.0,NOK,5.743295,108.0,,,,126311360.0,,,114.0,1.4915435,112.0,114.0,,,108.0,130.0,,,,103.0,110.0,False,0.048800003,,112.0,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,11.049000000000001,,0.25988,,,,,,1127780.0,,,421.29,,,,1577750400.0,,22008000.0,19.500999999999998,,,0.26585013,,1640908800.0,1585612800.0,,,,935725952.0,,,,,,,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,,
NORBIT,NORBIT,Information technology,15.5,15.45,15.6,26,LP,880.2,0.0265,0.0877,0.1032,-0.2097,-0.181,7041,Technology,260.0,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1.0,Stiklestadveien 1,Scientific & Technical Instruments,,15.1,15.35,16.199898,0.01986755,0.0,,15.8,,35469.0,,15.1,14.441176,0.3,15.35,,35469.0,,,,0.6,1588636800.0,,,,15.3,2.0,NOK,18.278301000000003,27199.0,,,,880196928.0,,,52406.0,1.3295002,15.3,15.6,,,27199.0,24.7,,,,12.6,15.45,False,0.0417,,15.8,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.3459999999999999,,0.07274,8.31,-0.21761656,,,,56786900.0,,,7.886,,,,1577750400.0,0.14749,48155000.0,0.848,,,1.9655084999999999,0.54075,1640908800.0,1585612800.0,,,25260525.0,891037440.0,,,,,,-0.857,,,,,,,,https://logo.clearbit.com/norbit.com,,,,,4640b786-3211-395e-b406-24cdb3c10b51,,
