ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
2020,2020 Bulkers,Industrials,56.8,56.4,56.8,15,,1259.31,0.0107,0.0216,0.0194,-0.3454,-0.2632,HM11,Industrials,4.0,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1.0,S.E. Pearman Building,Marine Shipping,2nd Floor 9 Par-la-Ville Road,56.2,57.4,52.756523,0.0029359432,0.8163,,57.4,,14353.0,,56.2,57.57714,0.165,57.4,,14353.0,,,,1.08,1599782400.0,1.095959,,,56.0,2.0,NOK,273.0769,3104.0,,,,1259307136.0,,,23962.0,45.462353,56.0,56.8,,,3104.0,93.8,,,,39.0,56.4,False,0.019299998999999998,,57.4,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000.0,EQUITY,2020.OL,finmb_544117951,no_market,,53.589,,0.16968,,-0.2920354,,,,22170900.0,,,6.22,,,,1577750400.0,0.19871001,4700000.0,0.20800000000000002,,0.12938392,9.131833,0.57717997,1640908800.0,1593475200.0,,,6990487.0,1484404864.0,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,,,,,,
FIVEPG,5th Planet Games,Communication services,1.58,1.58,1.59,260,LP,167.45,0.043,-0.0455,-0.1985,4.392,2.061,1123,Communication Services,16.0,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1.0,Gothersgade 11,Electronic Gaming & Multimedia,,1.51,1.515,1.4505901,,0.0,,1.65,,3498320.0,,1.51,1.8404286,,1.515,,3498320.0,,,,,,2.7596380000000003,,,1.51,4.0,NOK,,1356180.0,,,,167450848.0,,,3314911.0,,1.51,1.59,,0.0,1356180.0,3.8,,,,0.25,1.58,False,,0.0,1.65,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0.0,,1.4180329,,,,106318000.0,,,0.174,,,,1577750400.0,0.0,,-0.11800000000000001,,0.12938392,9.051724,0.50402,1640908800.0,1577750400.0,,,46798691.0,79260616.0,,1511913600.0,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,
AASB-ME,Aasen Sparebank,Equity certificates,124.0,121.0,124.0,2,LP,125.73,,,,0.0318,0.1376,7630,Financial Services,29.0,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1.0,Stasjonsvegen 1,Banks—Regional,,121.0,121.0,116.746376,0.0661157,0.67620003,,124.0,,0.0,,121.0,115.68571499999999,8.0,121.0,,0.0,,,,8.0,1583798400.0,0.424755,,,121.0,2.0,NOK,2.9999516,365.0,,,,125724840.0,,,38.0,1.1454418,121.0,124.0,,,365.0,153.0,,,,105.0,121.0,False,0.0661,,124.0,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.483,,0.38182,,0.034188032,,,,1013910.0,,,501.01,,,,1577750400.0,0.0,41909000.0,41.333999999999996,,0.12938392,0.24750005,0.0,1640908800.0,1593475200.0,,,553343.0,711598464.0,,,,,,0.34299999999999997,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,47 74 08 63 01,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.84,4.81,4.84,62,,2136.15,0.0126,0.0533,0.095,0.2863,0.6232,0250,Financial Services,275.0,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1.0,Munkedamsveien 45 East,Capital Markets,7th floor,4.78,4.8,3.901413,0.0460251,0.8062,,4.84,,500899.0,,4.78,4.462,0.22,4.8,,500899.0,,,,0.22,1588118400.0,0.935542,,,4.76,4.0,NOK,10.544661999999999,161255.0,,,,2136298624.0,,,312328.0,1.5115142,4.76,4.85,,185000.0,161255.0,4.84,11.255815,,10.56,2.69,4.84,False,0.046,340000.0,4.84,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASC.OL,finmb_2972520,no_market,,1.176,,0.17288,,0.34104037,,0.43,,441384000.0,,,1.493,,,,1577750400.0,0.19143,244343008.0,0.45899999999999996,,0.12938392,3.241795,0.18238,1640908800.0,1593475200.0,,,343158504.0,1661726336.0,,,,,,0.22899999999999998,,,,,,,,https://logo.clearbit.com/abgsc.com,,,,,,
ADE,Adevinta,Communication services,153.8,153.7,154.0,1005,,105331.39,0.024,-0.0547,-0.0394,0.4788,0.4564,0159,Communication Services,3564.0,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1.0,Grensen 5,Internet Content & Information,,150.2,153.0,111.45906000000001,,0.0,,155.1,,2464956.0,,150.2,154.99715,,153.0,,2464956.0,,,,,,,,,151.8,2.0,NOK,,181030.0,,,,105331474432.0,,,726775.0,,151.8,154.0,,,181030.0,169.5,,,,66.7,153.7,False,,,155.1,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.4410112,,,,684860032.0,,,,,,,1577750400.0,0.20231001,,,,0.12938392,,0.66005,1640908800.0,1593475200.0,,,227972750.0,100804501504.0,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,
ADSC-ME,ADS Crude Carriers,Energy,16.3,16.3,16.35,362,,381.26,-0.021,0.2074,-0.0137,-0.2623,0.0677,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1.0,OSM House,Marine Shipping,22 Amathountos Agios Tychonas,16.65,16.9,20.775,,0.56060004,,16.9,,145781.0,,16.65,17.428572,,16.9,,145781.0,,,,5.44,1598918400.0,,,,16.0,2.0,NOK,,577345.0,,,,381261888.0,,,63630.0,,16.0,16.35,,,577345.0,33.4,,,,13.1,16.3,False,0.39279997,,16.9,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0.0,,-0.33413458,,,,23390300.0,,,,,,,,0.09734,,,,0.12938392,,0.0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,,,,,,
AEGA,Aega,Utilities,1.2,1.2,1.23,12,,57.66,-0.0244,-0.0323,-0.0909,0.0345,-0.0302,274,Utilities,2.0,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1.0,Thunes vei 2,Utilities—Renewable,,1.23,1.2,1.2265217,0.0032520327,,,1.22,,40187.0,,1.23,1.2668571000000002,0.004,1.2,,40187.0,,,,0.04,1591142400.0,-0.593975,,,1.2,4.0,NOK,,22676.0,,,,56265964.0,,,59893.0,,1.2,1.23,,394100.0,22676.0,1.85,,,,1.05,1.2,False,0.033099998,60000.0,1.22,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0.0,,-0.05468744,,,,48050800.0,,,0.165,,,,1577750400.0,0.0,,-0.057999999999999996,,0.12938392,7.272727499999999,0.46798,1640908800.0,1593475200.0,,,24350240.0,59102524.0,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,
AFG,AF Gruppen,Industrials,170.0,170.0,170.2,60,,17851.53,-0.0275,0.0083,-0.0286,0.0018,-0.0004,0663,Industrials,5524.0,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1.0,Innspurten 15,Engineering & Construction,,174.8,173.8,166.52536,0.034324943999999996,1.2996001,,173.8,,9941.0,,174.8,173.84572,6.0,173.8,,9941.0,,,,12.0,1589760000.0,0.43915600000000005,,,169.2,2.0,NOK,23.316418,9583.0,,,,17851529216.0,,,14496.0,0.72381824,169.2,170.2,,178000.0,9583.0,185.0,20.262217,,5.45,124.5,170.0,False,0.0686,52100.0,173.8,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFG.OL,finmb_6174594,no_market,,0.799,,0.030369998999999998,16.102,-0.057923555,,8.39,,105009000.0,,,20.408,,,,1577750400.0,0.14407,749000000.0,7.291,,0.12938392,8.330067,0.60915,1640908800.0,1593475200.0,,,41049068.0,19708573696.0,,1263772800.0,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,
AKA,Akastor,Energy,5.89,5.89,5.92,66,,1599.78,-0.0134,-0.08109999999999999,0.0,-0.4074,-0.4966,1366,Energy,2112.0,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1.0,Building B,Oil & Gas Equipment & Services,OksenÃ¸yveien 10 Lysaker,5.97,5.94,5.208913,,0.0,,5.97,,344653.0,,5.97,6.247999999999999,,5.94,,344653.0,,,,,1397174400.0,1.53253,,,5.74,2.0,NOK,,166711.0,,,,1634722432.0,,,427000.0,0.2886672,5.74,5.92,,52200.0,166711.0,12.4,14.724998999999999,,,3.52,5.89,False,,227000.0,5.97,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKA.OL,finmb_874402,no_market,,0.69,,-0.0498,12.567,-0.49306762,,0.4,,271609984.0,,,14.855,,,,1577750400.0,0.25563,-152000000.0,-0.981,,0.12938392,0.39649948,0.51141,1640908800.0,1593475200.0,,,136612714.0,3908428544.0,,1175212800.0,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,,,,,,
AKER,Aker,Financials,389.4,389.0,389.6,467,,28921.81,-0.0122,-0.0216,-0.0409,-0.262,-0.173,1366,Energy,21865.0,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,Oil & Gas Equipment & Services,,394.2,394.6,331.32898,0.029807204,0.0,,396.6,,95455.0,,394.2,401.64,11.75,394.6,,95455.0,,,,11.75,1595289600.0,1.6867459999999999,,,388.4,2.0,NOK,,24508.0,,,,29168863232.0,,,145473.0,0.61920446,388.4,389.8,,111700.0,24508.0,566.0,14.834285999999999,,,182.2,389.4,False,0.0298,108400.0,396.6,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.8719999999999999,,-0.08871,34.497,-0.21454841,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,,0.12938392,1.5487288000000001,0.70268,1640908800.0,1593475200.0,,,67696448.0,88175378432.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 01 01,,,,,
AKBM-ME,Aker BioMarine,Consumer staples,92.5,92.5,93.0,183,,8101.71,-0.0365,-0.0022,0.0306,,,1327,Healthcare,,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1.0,OksenOeyveien 10,Drug Manufacturers—Specialty & Generic,PO Box 496,96.0,97.0,95.26956,,,,97.0,,89953.0,,96.0,92.80914,,97.0,,89953.0,,,,,,,,,92.5,2.0,NOK,,78889.0,,,,,,,135376.0,,92.5,93.0,,,78889.0,114.0,,,,87.0,92.5,False,,,97.0,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,46.095,,-0.00658,216.74400000000003,-0.073638976,,,,,,,2.051,,,,1546214400.0,,-1022000.0,-0.015,,0.12938392,45.09995,,1609372800.0,1593475200.0,,,14751544.0,7160133120.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,,,,,,
AKERBP,Aker BP,Energy,160.25,160.2,160.35,2264,,57628.06,-0.0025,-0.0258,-0.1092,-0.4189,-0.32,1366,Energy,1703.0,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1.0,Building B,Oil & Gas E&P,Fornebuporten OksenOeyveien 10 Lysaker,160.65,162.5,168.53513999999998,0.011378773500000001,,,163.1,,821156.0,,160.65,176.52856,1.828,162.5,,821156.0,,,,7.41,1596153600.0,1.6740959999999998,,,159.3,2.0,NOK,,466225.0,,,,59346661376.0,,,850533.0,19.370620000000002,159.3,160.35,,0.0,466225.0,297.9,94.32353,,,89.42,160.3,False,0.047199998,0.0,163.1,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKERBP.OL,finmb_9048461,no_market,,20.118,,-0.031630002000000004,28.13,-0.3684634,,1.7,,359614016.0,,,5.317,,,,1577750400.0,0.16023001,-96917000.0,-0.26899999999999996,,0.12938392,30.157985999999998,0.70299006,1640908800.0,1593475200.0,,,106384610.0,61635452928.0,,1261526400.0,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,,,,,,
ACC-ME,Aker Carbon Capture,Industrials,4.47,4.47,4.47,572,,2530.86,0.0093,-0.0259,,,,1366,Industrials,21.0,"Aker Carbon Capture AS provides carbon capture technologies. Its technologies mitigate the environmental cost of industry. The company's carbon capture process uses a mixture of water and organic amine solvents to absorb the CO2 that can be applied on emissions from various sources, such as gas, coal, cement, refineries, and waste-to-energy through to hydrogen and other process industries. Its portfolio of products include Just Catch, Big Catch, and Offshore Just Catch, as well as mobile test unit. The company is based in Lysaker, Norway. Aker Carbon Capture AS(OB:ACC-ME) operates independently of Aker Solutions ASA as of August 26, 2020.",Lysaker,47 67 51 30 00,Norway,[],http://www.akercarboncapture.com,1.0,OksenÃ¸yveien 8,Pollution & Treatment Controls,,4.43,4.526,4.8018503,,,,4.5515,,4712614.0,,4.43,4.8018503,,4.526,,4712614.0,,,,,,,,,4.4,4.0,NOK,,1203682.0,,,,2530854400.0,,,7699121.0,,4.4,4.471,,,1203682.0,5.8,,,,3.85,4.468,False,,,4.5515,OSL,AKER CARBON CAPTUR,Aker Carbon Capture AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ACC-ME.OL,finmb_677426400,no_market,,,,0.0,,-0.10287136,,,,566060032.0,,,0.031,,,,,,,,,0.12938392,144.22581,,,1596153600.0,,,,2564536576.0,,,,,,,,,,,,,,https://logo.clearbit.com/akercarboncapture.com,47 67 82 69 50,,,,,
AOW-ME,Aker Offshore Wind Holding,Industrials,2.95,2.94,2.95,633,,1805.63,0.0424,0.1346,,,,1366,Energy,30.0,"Aker Offshore Wind Holding AS engages in the development of deep-water wind power production. It has a portfolio of development projects and prospects in Europe, North America, and Asia. The company is based in Lysaker, Norway. Aker Offshore Wind Holding AS(OB:AOW-ME) operates independently of Aker Solutions ASA as of August 26, 2020.",Lysaker,47 67 51 30 00,Norway,[],http://www.akeroffshorewind.com,1.0,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,,2.83,2.89,3.1038,,,,2.9530000000000003,,8783706.0,,2.83,3.1038,,2.89,,8783706.0,,,,,,,,,2.83,4.0,NOK,,2181082.0,,,,1805633024.0,,,13525384.0,,2.83,2.95,,,2181082.0,4.5,,,,1.99,2.94,False,,,2.9530000000000003,OSL,AKER OFFSHORE WIND,Aker Offshore Wind Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AOW-ME.OL,finmb_677430128,no_market,,,,0.0,,-0.21994132,,,,612078976.0,,,0.494,,,,,,,,,0.12938392,5.97166,,,1596153600.0,,,,1628129664.0,,,,,,,,,,,,,,https://logo.clearbit.com/akeroffshorewind.com,,,,,,
