ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
BWE,0277,Energy,100,"BW Energy Limited engages in the acquisition, exploration, development, and production of oil and natural gas in Africa. It primarily holds interests in three hydrocarbon licenses in Gabon, Brazil, and Namibia. The company was founded in 2016 and is based in Oslo, Norway.",Oslo,47 23 13 00 00,Norway,[],http://www.bwenergy.no,1,Drammensveien 151,Oil & Gas E&P,,17.41,17.4,15.121889,,0,,17.4,,136171,,17.41,17.658823,,17.4,,136171,,,,,,,,,17.14,2,NOK,55.663437,29123,,,,4030029056,,,416658,14.270641,17.14,17.2,,,29123,25,,,,7.62,17.15,False,,,17.4,OSL,BW ENERGY LIMITED,BW Energy Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWE.OL,finmb_144579252,no_market,,12.152,,0.20538001,21.288,-0.26501036,,,,234304000,,,1.938,,,,1577750400,0.100880004,58000000,0.309,,0.15912509,8.87513,0.7214,1640908800,1585612800,,,56150662,3431650048,,,,,,,,,,,,,,https://logo.clearbit.com/bwenergy.no,47 23 13 00 01,,,,,
BON,0152,Industrials,3935,"Bonheur ASA, together with its subsidiaries, engages in the renewable energy, shipping/offshore wind, and cruise businesses primarily in Norway and internationally. The company's Renewable Energy segment develops, constructs, and operates wind farms with an installed capacity of 679 MW. Its Shipping/Offshore Wind segment owns and operates three self-propelled jack-up vessels for the transportation, installation, and service of offshore wind turbines. The company's Cruise segment owns and operates four cruise ships with an overall berth capacity of approximately 3,700 passengers, as well as operates river cruise vessel. Its Other Investments segment offers publications; PR software services; and software as a service-based Web and social monitoring solutions for small and medium businesses to leverage and understand online data. Bonheur ASA was incorporated in 1897 and is headquartered in Oslo, Norway.",Oslo,47 22 34 10 00,Norway,[],http://www.bonheur.no,1,Fred. Olsens gate 2,Conglomerates,,235.5,232.5,199.1797,0.018259024,,,237,,16058,,235.5,224.64706,4.3,232.5,,16058,,,,4.3,1590624000,0.867595,,,232.5,2,NOK,,1808,,,,10080060416,,,43338,1.3705478,232.5,237,,50900,1808,244.5,,,2.71,134,237,False,0.0183,100000,237,OSL,BONHEUR ASA,Bonheur ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BON.OL,finmb_878177,no_market,,1.984,,-0.0892,17.682,0.35362315,,,,42531900,,,142.862,,,,1577750400,0.23837,-656028032,-15.424,,0.15912509,1.6589437,0.53275,1640908800,1593475200,,,19534048,14590861312,,1149120000,4:1,,,,,,,,,,,https://logo.clearbit.com/bonheur.no,,,,,,
BDRILL,HM11,Energy,694,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2019, it operated a fleet of 27 jack-up drilling rigs and one semi-submersible rig. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016.Borr Drilling Limited was founded in 2016 and is based in Hamilton, Bermuda.",Hamilton,441 737 0152,Bermuda,[],http://www.borrdrilling.com,1,S.E. Pearman Building,Oil & Gas Drilling,2nd Floor 9 Par-la-Ville Road,8.37,8.705,12.710065,,0,,8.705,,733518,,8.37,9.242206,,8.705,,733518,,,,,,3.808982,,,8.05,2,NOK,,176120,,,,1285600640,,,3793549,3.327985,8.05,8.205,,0,176120,80,-58.499996,,,2.5995,8.2,False,,0,8.705,OSL,BORR DRILLING LTD,Borr Drilling Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BDRILL.OL,finmb_412495516,no_market,,7.049,,-0.87678003,212.746,-0.82754064,,-0.14,,156972000,,,10.885,,,,1577750400,0.5864,-338700000,-3.117,,0.15912509,0.75241154,0.26895002,1640908800,1585612800,,,72422009,2723149568,,1561507200,1:5,,,,,,,,,,,https://logo.clearbit.com/borrdrilling.com,,,,,,
BRA-ME,5014,Financial Services,51,"BRAbank ASA operates as a digital bank in Norway. It offers consumer finance, unsecured financing to private individuals, saving accounts, and credit cards, as well as payment insurance loans and payment solutions. The company was formerly known as Monobank ASA and changed its name to BRAbank ASA in June 2019. BRAbank ASA was founded in 2015 and is headquartered in Bergen, Norway.",Bergen,47 55 96 10 00,Norway,[],http://www.brabank.no,1,Starvhusgaten 4,Banks—Regional,,0.47,0.49,0.39785507,,0,,0.49,,415034,,0.47,0.394,,0.49,,415034,,,,,,1.176394,,,0.49,4,NOK,,31500,,,,306700320,,,993252,6.7593846,0.49,0.49,,,31500,2.26,,,,0.262,0.47,False,,,0.49,OSL,BRABANK ASA (NEW),BRAbank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRA-ME.OL,finmb_316669435,no_market,,6.737,,-2.80288,,-0.63703704,,,,625918976,,,1.287,,,,1577750400,,-127178000,-0.203,,0.15912509,0.38073042,,1640908800,1585612800,,,320670596,305695104,,1583884800,0:1,,,,,,,,,,,https://logo.clearbit.com/brabank.no,,,,,,
BWO,HM11,Energy,2126,"BW Offshore Limited builds, owns, and operates oil and gas floating production, storage, and offloading vessels (FPSOs); and floating, storage, and offloading vessels (FSOs) to the oil and gas industries in the Asia Pacific, the Americas, the European Union, and West Africa. It also offers engineering, procurement, construction, and installation services; and lease and operation services of FPSO units. As of March 8, 2016, the company had a fleet of 14 FPSOs and 1 FSO. It also operates additional two operations and maintenance contracts FPSOs and one new project FPSO. The company was founded in 1982 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.bwoffshore.com,1,Clarendon House,Oil & Gas Equipment & Services,2 Church Street,33.5,33,31.318861,,0,,33.56,,386165,,33.5,33.001766,,33,,386165,,,,0.32,1591056000,2.865272,,,33,2,NOK,,63600,,,,7598923776,,,781391,6.438675,33,33.44,,,63600,69.212,,,,12.91,33.32,False,0.0093,,33.56,OSL,BW OFFSHORE LTD,BW Offshore Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWO.OL,finmb_26954576,no_market,,6.42,,-0.18548,11.246,-0.20642906,,,,227648992,,,4.217,,,,1577750400,0.2165,-233200000,-1.184,,0.15912509,7.9155803,0.50139,1640908800,1585612800,,,106798650,7576500224,,1480636800,1:50,,,,,,,,,,,https://logo.clearbit.com/bwoffshore.com,,,,,,
CARA,,Healthcare,,"Carasent ASA provides cloud-based medical record services to the private and public health care industry in Nordic region. The company develops Webdoc, a cloud based EMR-system; and develops a digital platform for interactive health care to communicate through video, tele and health meetings, chat, and other online channels. It also provides training and consulting services. The company was formerly known as Apptix ASA and changed its name to Carasent ASA in May 2019. The company was founded in 1997 and is based in Oslo, Norway.",Oslo,,Norway,[],http://carasent.com,1,c/o Advokatsenteret Kristian,Health Information Services,Augusts gate 14,23.3,23.5,16.366304,,0,,23.9,,81628,,23.3,21.12647,,23.5,,81628,,,,,1525996800,0.440766,,,23.3,2,NOK,,14050,,,,963021120,,,73707,16.51384,23.3,23.7,,,14050,24.6,,,,7.5,23.4,False,,,23.9,OSL,CARASENT ASA,Carasent ASA,Europe/Oslo,CEST,False,7200000,EQUITY,CARA.OL,finmb_4222700,no_market,,16.392,,-0.06305,86.805,1.5986843,,,,40633800,,,2.342,,,,1577750400,0.05599,-3677000,-0.09,,0.15912509,10.119556,0.62675,1640908800,1593475200,,,15670096,955894208,,1558569600,1:4,,,,,,,,,,,https://logo.clearbit.com/carasent.com,,,,,,
CLOUD-ME,0273,Utilities,,"Cloudberry Clean Energy AS operates as a renewable energy company. The company owns, develops, and operates hydropower plants and wind farms in Norway and Sweden. Cloudberry Clean Energy AS was founded in 2017 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.cloudberry.no,1,FrOeyas Gate 15,Utilities—Renewable,,12.052,12,12.811748,,0,,12,,79439,,12.052,12.827883,,12,,79439,,,,,,,,,11.8,2,NOK,,23775,,,,,,,86532,,11.8,11.99,,,23775,19,,,,10.54,11.8,False,,,12,OSL,CLOUDBERRY CLEAN,Cloudberry Clean Energy AS,Europe/Oslo,CEST,False,7200000,EQUITY,CLOUD-ME.OL,finmb_657338383,no_market,,1721.176,,0,-184.523,-0.16668892,,,,,,,1.271,,,,1577750400,,-2609160,-0.687,,0.15912509,9.4335165,,1640908800,,,,14542165,480929280,,,,,,,,,,,,,,https://logo.clearbit.com/cloudberry.no,,,,,,
EAM,0287,Utilities,,"EAM Solar ASA acquires, owns, and operates solar power plants in Europe. The company sells electricity under long-term fixed price sales contracts. It owns and operates four power plants with a combined installed capacity of 4.0 MW in Italy. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 91 61 10 09,Norway,[],http://www.eamsolar.no,1,Dronningen 1,Utilities—Renewable,,12.7,12.45,12.228551,,0,,12.5,,10584,,12.7,13.033824,,12.45,,10584,,,,,1399852800,,,,12.35,2,NOK,,3971,,,,84624800,,,11772,,12.35,12.35,,,3971,22.3,,,,6.66,12.1,False,,,12.5,OSL,EAM SOLAR ASA,EAM Solar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EAM.OL,finmb_142079547,no_market,,,,0.89545,,-0.3938679,,,,6852210,,,,,,,1577750400,0.28467,,,,0.15912509,,0.42780998,1640908800,1593475200,,,3732265,86682336,,,,,,,,,,,,,,https://logo.clearbit.com/eamsolar.no,,,,,,
DOF,5392,Energy,3440,"DOF ASA, together with its subsidiaries, owns and operates a fleet of offshore vessels worldwide. The company operates through three segments: Platform Supply Vessel (PSV), Anchor Handling Tug Supply Vessel (AHTS), and Subsea Vessel and Subsea Engineering. It operates a fleet of PSVs that are used to transport oilfield products and supplies to offshore drilling and production facilities; AHTS used to set anchors for drilling rigs, and tow mobile drilling rigs and equipment from one location to another; and subsea vessels used for a range of subsea services. The company also provides subsea services comprising project management, engineering, construction and installation, life-of-field, decommissioning/field abandonment, and survey and positioning, as well as inspection, repair, and maintenance services. In addition, it offers marine management services, such as crewing, chartering, mobilization, maintenance, refurbishment, projects and new building, and compliance services. As of December 31, 2019, the company operated a fleet of 67 vessels, including 16 PSVs, 20 AHTSs, and 31 subsea/construction vessels, as well as 72 remote operated vehicles and 2 autonomous underwater vehicles. It operates in Brazil, the United Kingdom, Australia, Norway, Canada, the United States, Guyana, the Philippines, Angola, Argentina, and internationally. The company was founded in 1981 and is headquartered in StorebÃ¸, Norway.",StorebÃ¸,47 56 18 10 00,Norway,[],http://www.dof.no,1,Alfabygget,Oil & Gas Equipment & Services,,0.58,0.6,0.8148044,,0,,0.6,,1430063,,0.58,0.59314704,,0.6,,1430063,,,,,1242432000,1.937862,,,0.57,4,NOK,,372681,,,,178502544,,,801565,0.026939714,0.57,0.58,,4700000,372681,2.87,0.6823529,,,0.5,0.577,False,,1357000,0.6,OSL,DOF ASA,DOF ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DOF.OL,finmb_884333,no_market,,2.975,,-0.97329,10.203,-0.78478265,,0.85,,307763008,,,-1.283,,,,1577750400,0.04079,-6448999936,-20.38,,0.15912509,,0.57965,1640908800,1585612800,,,108581786,19712501760,,1527206400,1:10,,,,,,,,,,,https://logo.clearbit.com/dof.no,47 56 18 10 06,,,,,
EMGS,7041,Energy,131,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,,Norway,[],http://www.emgs.com,1,Stiklestadveien 1,Oil & Gas Equipment & Services,,0.7,0.7,0.8921739,,0,,0.709,,91735,,0.7,0.7411765,,0.7,,91735,,,,,,2.655632,,,0.674,4,NOK,15.085107,2511,,,,92857728,,,466538,1.1562699,0.674,0.689,,,2511,2.85,,,,0.5,0.674,False,,,0.709,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EMGS.OL,finmb_10654493,no_market,,1.581,,0.08489,3.85,-0.7081545,,,,130970000,,,-0.002,,,,1577750400,0.01382,6817000,0.047,,0.15912509,,0.59531,1640908800,1593475200,,,54838319,126989784,,1467331200,1:40,,,,,,,,,,,https://logo.clearbit.com/emgs.com,,,,,,
DNO,0250,Energy,1318,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1,Dokkveien 1,Oil & Gas E&P,Aker Brygge,5.672,5.632,5.546194,0.007757405,,,5.704,,4452541,,5.672,5.9140587,0.044,5.632,,4452541,,,,0.4,1571961600,1.96806,,,5.6,2,NOK,,939439,,,,5534606848,,,7875041,7.1011124,5.6,5.676,,728400,939439,14.755,17.193937,,,2.5,5.662,False,0.0692,162000,5.704,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNO.OL,finmb_878127,no_market,,8.117,,-0.19066,19.864,-0.5120033,,0.33,,975433024,,,0.988,,,,1577750400,0.14917,-148600000,-0.15,,0.15912509,5.7429147,0.40448,1640908800,1593475200,,,536593797,6326658560,,1150416000,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,47 23 23 84 81,,,,,
BMA,4701,Industrials,,"Byggma ASA manufactures and supplies building materials to builders and retailers in the Nordic countries. It offers pre-painted ceilings and wall panels under the Huntonit brand name; I-beams for use in ceilings, walls, and floors in wood-based buildings under the brand name of Masonite; and particle boards, boards, and structural panels for use in buildings, pre painted ceilings, and wall panels under the Forestia brand name. The company also provides home lighting products under the Scan Lamps brand name; doors and windows for new buildings, extensions, or rehabilitation under the brand name of Uldal; a range of lamp and lighting products under the Aneta brand name; and develops, manufactures and distributes MDF panels for walls, ceilings, bathrooms, and kitchens under the brand name of Smartpanel. The company is headquartered in Vennesla, Norway.",Vennesla,47 38 13 71 00,Norway,[],http://www.byggma.no,1,Venneslaveien 233,Building Products & Equipment,Postboks 21,101,105,91.996376,0.00990099,0.1558,,105,,361,,101,103.97059,1,105,,361,,,,1,1590624000,0.595818,,,105,2,NOK,16.30094,30,,,,726120704,,,1547,0.39111587,105,104,,170100,30,109,,,3.01,66,101,False,0.0099,38900,105,OSL,BYGGMA ASA,Byggma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BMA.OL,finmb_9391774,no_market,,0.528,,0.024,6.222,0.16666663,,,,6981930,,,127.596,,,,1577750400,0.0602,44549000,6.38,,0.15912509,0.8150726,0.94914,1640908800,1585612800,,,325966,979382976,,,,,,-0.177,,,,,,,,https://logo.clearbit.com/byggma.no,,,,,,
COV,111 22,Healthcare,47,"ContextVision AB (publ), a medical technology software company, provides image analysis and artificial intelligence software solutions to original equipment manufacturers worldwide. It operates through two segments, Medical Imaging and Digital Pathology. The company offers image enhancement software for 2D/3D/4D ultrasound, radiography, magnetic resonance imaging (MRI), and mammography. Its products include US PLUSView, an image enhancement software product for women's health, general imaging, cardiovascular, and point of care applications; VolarView, an image enhancement software for the handheld ultrasound market segment; GOPiCE, a technology for volumetric image enhancement in real-time; and REALiCE, a volumetric image enhancement and rendering solution for visualization. The company also provides Altumira/Altumira Plus, a solution for various digital radiography systems; GOPView XR2Plus for x-ray systems for human and veterinary examinations; and Orthopedic Package for orthopedic imaging. In addition, it offers GOPView MRI2Plus, an image enhancement solution for MRI; GOPView Mammo3, an image enhancement software for screening and diagnostic mammography; and INIFY Prostate, an AI-based software that outlines and quantifies suspected cancerous areas in a series of prostate biopsies. ContextVision AB (publ) was founded in 1983 and is headquartered in Stockholm, Sweden.",Stockholm,46 87 50 35 50,Sweden,[],http://www.contextvision.com,1,Klara Norra Kyrkogata 31,Health Information Services,,25.195,24.95,140.38261,,0,,24.95,,191997,,25.195,193.85,,24.95,,191997,,,,,1212969600,1.293263,,,24.38,2,NOK,,24968,,,,1886219648,,,47786,,24.38,24.555,,140000,24968,309,93.76923,,,22.7,24.385,False,,140000,24.95,OSL,CONTEXTVISION AB,ContextVision AB (publ),Europe/Oslo,CEST,False,7200000,EQUITY,COV.OL,finmb_786673,no_market,,,,0.10281,,-0.6749033,,0.26,,77367504,,,0.808,,,,1577750400,0.08879,,-0.033,,0.15460408,30.173265,0.7414,1640908800,1593475200,,,20432757,1949274112,,1597795200,10:1,,,-0.7,,,,,,,,https://logo.clearbit.com/contextvision.com,,,,,,
EIOF,5443,Energy,514,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",BÃ¸mlo,47 53 44 80 00,Norway,[],http://www.eidesvik.no,1,Vestvikveien 1,Oil & Gas Equipment & Services,,3.14,3.14,3.8206522,,0,,3.16,,29557,,3.14,3.2464707,,3.14,,29557,,,,,1400198400,0.780487,,,3.14,4,NOK,,1040,,,,196394000,,,18068,0.32003194,3.14,3.16,,,1040,6.12,,,,2.9,3.14,False,,,3.16,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EIOF.OL,finmb_22071229,no_market,,3.536,,-1.10569,12.966,-0.3843137,,,,62150000,,,10.307,,,,1577750400,0.05849,-678529984,-10.921,,0.15912509,0.30658776,0.7988,1640908800,1585612800,,,11241070,2169885952,,,,,,,,,,,,,,https://logo.clearbit.com/eidesvik.no,,,,,,
BOUVET,0369,Technology,1575,"Bouvet ASA provides information technology, digital communication, and enterprise management services in Norway, Sweden, and internationally. The company designs, develops, and provides advisory services on IT solutions and digital communication. Bouvet ASA was founded in 2002 and is based in Oslo, Norway.",Oslo,47 23 40 60 00,Norway,[],http://www.bouvet.no,1,SÃ¸rkedalsveien 8,Information Technology Services,,564,562,449.88406,0.01462766,0.7019,,562,,2630,,564,531.7941,8.25,562,,2630,,,,8.25,1590105600,0.741579,,,536,2,NOK,29.68961,2065,,,,5637114880,,,7814,2.5519352,536,550,,166400,2065,574,39.739883,,4.1,290,548,False,0.0146,27300,562,OSL,BOUVET ASA,Bouvet ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BOUVET.OL,finmb_34102981,no_market,,2.551,,0.08663999,22.021,0.8557377,,13.84,,10249300,,,37.632,,,,1577750400,0.31916,191378000,18.525,,0.15912509,14.615221,0.29916,1640908800,1585612800,,,7590394,5635838464,,,,,,0.21,,,,,,,,https://logo.clearbit.com/bouvet.no,,,,,,
BRG,1701,Basic Materials,1103,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1,Hjalmar Wessels vei 6,Specialty Chemicals,PO Box 162,120.4,120.4,101.35362,0.019102989,0.6183,,121,,47895,,120.4,112.73235,2.3,120.4,,47895,,,,2.3,1592265600,0,,,118.8,2,NOK,32.45708,76622,,,,12050777088,,,84677,2.316121,118.8,121.2,,721000,76622,126,22.616823,,,75,120.6,False,0.0195,391200,121,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRG.OL,finmb_216329283,no_market,,2.7,,0.0715,13.966,0.27982652,,5.35,,99593200,,,29.38,,,,1577750400,0.56839,372000000,3.728,,0.15912509,4.1184483,0.07204,1640908800,1593475200,,,91435494,14049993728,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,47 69 11 87 70,,,,,
BWLPG,117438,Industrials,2004,"BW LPG Limited, an investment holding company, engages in shipowning and chartering activities worldwide. It operates through three segments: Very Large Gas Carriers (VLGCs), Large Gas Carriers (LGCs), and Product Services. The company is involved in the transportation of liquefied petroleum gas to oil companies, and trading and utility companies; and product trading and delivery activities. As of February 28, 2020, it had a fleet of 47 vessels, including 35 owned VLGCs, 10 chartered VLGCs, and 2 owned and operated VLGCs by a joint venture with a total carrying capacity of approximately 3 million cubic meters. The company was formerly known as BW Gas LPG Holding Limited and changed its name to BW LPG Limited in September 2013. BW LPG Limited was founded in 1935 and is headquartered in Singapore.",Singapore,65 6705 5588,Singapore,[],http://www.bwlpg.com,1,10 Pasir Panjang Road,Marine Shipping,"No. 17-02, Mapletree Business City",36.04,35.96,37.57152,0.029134294,0.3116,,35.96,,442245,,36.04,35.005295,1.05,35.96,,442245,,,,10.16,1591056000,1.58885,,,35.24,2,NOK,13.137615,86750,,,,4943872000,,,871317,5.2066407,35.24,35.84,,406100,86750,85,170.4762,,,26,35.72,False,0.2747,63000,35.96,OSL,BW LPG LTD,BW LPG Limited,Europe/Oslo,CEST,False,7200000,EQUITY,BWLPG.OL,finmb_246740269,no_market,,6.55,,0.39815,13.65,-0.14942527,,0.21,,138096992,,,8.358,,,,1577750400,0.31128,378060000,2.725,,0.15912509,4.2833214,0.45400003,1640908800,1585612800,,,70321032,6219709440,,,,,,,,,,,,,,https://logo.clearbit.com/bwlpg.com,65 6570 6056,,,,,
CRAYON,0484,Technology,1500,"Crayon Group Holding ASA, together with its subsidiaries, operates as an IT advisory company in software and digital transformation services. It operates through Software & Cloud Direct, Software & Cloud Channel, Software & Cloud Economics, and Consulting segments. The company offers license management and consultancy services; SAM as a Service, a single hosted managed service that enables its clients to control software and technology assets across their IT environment; and SAM-iQ, which provides a centralized program interface that allows its customers to analyze, review, and manage their SAM environment. It also provides software and cloud economic services, including license management and solutions across large and mid-market enterprises, public sector, and cloud and service provider markets, as well as deployment planning services. In addition, the company offers consulting services in the areas of cloud architecture and deployment solutions, licensing environment optimization and management, security, datacenter systems, infrastructure and networking, backup and data recovery, servers environments, and storage and virtualization solutions; and managed services, such as outsourced license lifecycle management, project management, audit simulation and support, and infrastructure management and support services. Further, it provides training, events, and development programs for IT professionals. It has operations in the Nordics, Europe, the Asia-Pacific, the Middle East and Africa, and the United States. The company is headquartered in Oslo, Norway.",Oslo,47 22 89 10 00,Norway,[],http://www.crayon.com,1,Sandakerveien 114A,Information Technology Services,,93.7,93.6,60.35652,,0,,96.5,,519205,,93.7,74.17941,,93.6,,519205,,,,,,1.349002,,,92.5,2,NOK,,193225,,,,7832461312,,,237021,0.51588285,92.5,96.2,,0,193225,102.8,90.18691,,,29.8,95.9,False,,0,96.5,OSL,CRAYON GROUP HLD,Crayon Group Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,CRAYON.OL,finmb_46100086,no_market,,0.502,,-0.00343,43.892,2.0092592,,1.07,,81165400,,,8.798,,,,1577750400,0.21603,-52075000,-0.691,,0.15912509,10.968402,0.60696,1640908800,1585612800,,,34221159,7616402432,,,,,,,,,,,,,,https://logo.clearbit.com/crayon.com,,,,,,
DNB,0191,Financial Services,9020,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1,Dronning Eufemias gate 30,Banks—Regional,BjÃ¸rvika,144.4,143.45,133.79753,0.06232687,0,,143.45,,1206509,,144.4,140.7,9,143.45,,1206509,,,,,1588118400,0.975609,,,142.35,2,NOK,11.34427,274033,,,,220850208768,,,2628122,4.5220976,142.35,142.45,,246400,274033,178.1,9.573253,,,94.26,142.45,False,,327700,143.45,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000,EQUITY,DNB.OL,finmb_9778651,no_market,,19.914,,0.43046,,-0.01611799,,14.88,,1550370048,,,154.097,,,,1577750400,0.37327,19740000256,12.557,,0.15912509,0.92441773,0.42226002,1640908800,1593475200,,,889108173,972543623168,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,,,,,,
