ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,61.8,61.4,61.8,12,,1370.16,0.006500000000000001,0.049,0.0935,-0.2878,-0.20629999999999998
FIVEPG,5th Planet Games,Communication services,1.71,1.7,1.71,327,LP,181.27,-0.0058,-0.0833,0.25370000000000004,4.8370999999999995,2.1216
AASB-ME,Aasen Sparebank,Equity certificates,114.0,115.0,118.0,0,LP,115.59,,,,,
ASC,ABG Sundal Collier Holding,Financials,4.58,4.53,4.55,5,,2019.68,0.0,0.0055000000000000005,0.0178,0.21719999999999998,0.5788
ADE,Adevinta,Communication services,157.7,157.6,158.0,350,,108002.34,-0.0063,0.026000000000000002,0.3739,0.5192,0.5047999999999999
ADSC-ME,ADS Crude Carriers,Energy,18.15,18.15,18.2,7,,424.53,0.0,0.0083,-0.032,-0.2541,0.095
AEGA,Aega,Utilities,1.32,1.25,1.3,1,,63.43,0.0394,-0.0075,0.055999999999999994,0.1379,0.1193
AFG,AF Gruppen,Industrials,177.0,175.8,177.2,15,,18586.59,-0.005600000000000001,0.011399999999999999,-0.022099999999999998,0.0431,0.1354
AKA,Akastor,Energy,5.99,5.99,6.04,79,,1626.94,-0.024399999999999998,-0.08410000000000001,0.0891,-0.39740000000000003,-0.4022
AKER,Aker,Financials,398.8,398.6,399.2,297,,29619.98,-0.0148,-0.0537,-0.0154,-0.2445,-0.024700000000000003
AKBM-ME,Aker BioMarine,Consumer staples,90.62,90.9,90.99,156,,7937.05,-0.026000000000000002,-0.053,-0.0482,,
AKERBP,Aker BP,Energy,175.55,175.5,175.65,869,,63130.15,-0.0118,-0.048799999999999996,-0.0368,-0.3635,-0.2086
AKSO,Aker Solutions,Energy,10.86,10.86,10.89,718,,2953.30,-0.029500000000000002,-0.315,-0.046,-0.47130000000000005,-0.4954
AKVA,AKVA Group,Industrials,64.8,64.0,64.8,5,LP,2145.30,-0.0031,0.0286,0.0125,-0.1121,-0.1703
AMSC,American Shipping Company,Industrials,29.7,29.5,29.75,17,,1800.31,0.0068000000000000005,0.0189,0.0839,-0.0434,-0.0239
ANDF-ME,Andfjord Salmon,Consumer staples,54.0,52.0,53.6,33,,1819.84,0.0189,-0.013000000000000001,-0.0738,,
ABT,Aqua Bio Technology,Materials,5.15,5.1,5.25,58,LP,79.08,0.0729,0.1294,0.064,1.2009,1.4291999999999998
AQUA,AqualisBraemar,Energy,5.2,5.1,5.2,6,,365.65,0.0196,0.0196,0.19269999999999998,0.4071,0.4558
ARCHER,Archer,Energy,2.51,2.51,2.56,17,,371.32,-0.0192,-0.044800000000000006,0.1743,-0.195,-0.39759999999999995
AZT,ArcticZymes Technologies,Health care,58.0,57.8,58.0,580,,2803.41,0.0175,0.20329999999999998,0.4146,,
ARCUS,Arcus,Consumer staples,41.4,41.3,41.5,16,,2806.95,-0.0024,-0.0417,0.037599999999999995,0.1821,0.1693
AFK,Arendals Fossekompani,Industrials,2980.0,2920.0,2980.0,4,,6524.47,0.013600000000000001,0.0276,0.0567,0.158,0.18969999999999998
ASETEK,Asetek,Information technology,82.5,81.9,82.5,45,,2106.22,-0.0271,0.0645,0.22769999999999999,1.6613,3.0244
ATEA,Atea,Information technology,105.8,105.6,105.8,50,,11635.16,-0.0149,-0.011200000000000002,-0.0204,-0.1773,-0.054299999999999994
ATLA NOK,Atlantic Petroleum,Energy,5.8,5.54,6.52,0,,21.45,,,-0.0794,-0.2611,
ASA,Atlantic Sapphire,Consumer staples,108.0,107.5,108.0,53,,7698.90,-0.0092,-0.0182,-0.136,-0.1628,0.0909
AURG,Aurskog Sparebank,Equity certificates,197.0,194.0,200.0,0,LP,633.19,,,0.0649,0.1017,0.17329999999999998
AUSS,Austevoll Seafood,Consumer staples,82.6,82.45,82.6,293,,16670.67,-0.0207,-0.0213,0.0319,-0.0529,-0.0941
AVANCE,Avance Gas Holding,Energy,20.02,20.0,20.1,154,,1274.40,-0.015700000000000002,-0.0338,0.0526,-0.5526,-0.1263
AWDR,Awilco Drilling,Energy,3.01,3.02,3.1,1,,164.29,0.0,-0.0444,-0.10949999999999999,-0.8058,-0.8440000000000001
ALNG,Awilco LNG,Energy,1.15,1.12,1.15,1,,151.77,0.0,-0.0255,0.0088,-0.6422,-0.6354
AXA,Axactor,Financials,7.08,7.06,7.08,162,,1312.60,0.005699999999999999,-0.0288,0.0336,-0.6274000000000001,-0.5931000000000001
AGS,Axxis Geo Solutions,Energy,0.69,0.67,0.69,17,,40.59,-0.0086,-0.1085,-0.34909999999999997,-0.44799999999999995,-0.9526
AYFIE-ME,ayfie Group,Information technology,2.4,2.4,2.49,17,,254.90,-0.07690000000000001,-0.1241,-0.1577,,
B2H,B2Holding,Financials,6.3,6.28,6.31,691,,2582.58,0.0678,0.0825,0.40159999999999996,-0.3407,-0.17809999999999998
BAKKA,Bakkafrost,Consumer staples,552.5,551.5,552.5,257,,32660.27,0.0045000000000000005,-0.0281,-0.0256,-0.15,0.0636
BALT-ME,Baltic Sea Properties,Real estate,30.8,30.8,,0,,205.37,,,,0.0621,-0.12
BEL,Belships,Industrials,6.5,6.4,6.5,2,LP,1479.58,0.015600000000000001,-0.0076,-0.0226,-0.10339999999999999,-0.07150000000000001
BGBIO,BerGenBio,Health care,35.2,35.05,35.25,223,,3071.55,0.0173,-0.0042,-0.0688,0.4532,1.8768
BSP-ME,Black Sea Property,Consumer discretionary,2.96,2.3,2.96,0,,49.26,,,0.1128,-0.494,-0.36810000000000004
BON,Bonheur,Industrials,237.0,236.5,237.5,31,,10080.06,0.0064,0.010700000000000001,0.1075,0.2151,0.38170000000000004
BOR,Borgestad,Materials,16.0,16.0,16.45,1,LP,203.47,-0.021400000000000002,0.0492,-0.06709999999999999,-0.2,-0.1514
BDRILL,Borr Drilling,Energy,8.19,8.19,8.21,114,,1285.60,-0.0215,-0.0767,-0.10439999999999999,-0.8919,-0.8359000000000001
BRG,Borregaard,Materials,121.0,121.0,121.6,49,,12050.77,0.005,-0.0382,0.0467,0.3032,0.31920000000000004
BOUVET,Bouvet,Information technology,550.0,548.0,550.0,53,,5637.24,-0.0248,0.0496,0.011000000000000001,0.4404,0.8264
BRA-ME,BRAbank,Financials,0.49,0.47,0.49,5,,306.70,0.0426,0.051500000000000004,0.2827,0.060599999999999994,-0.6620999999999999
BWE,BW Energy Limited,Energy,17.15,17.15,17.17,56,,4018.32,-0.0149,-0.0587,-0.0322,,
BWLPG,BW LPG,Energy,35.88,35.82,35.94,212,,4954.91,-0.0067,-0.06480000000000001,0.020499999999999997,-0.4472,0.05
BWO,BW Offshore Limited,Energy,33.38,33.32,33.44,144,,6035.10,-0.0036,-0.0048,-0.0095,-0.43439999999999995,-0.16940000000000002
BMA,Byggma,Industrials,104.0,104.0,105.0,3,,726.12,0.0297,-0.027999999999999997,0.050499999999999996,0.1304,0.15560000000000002
CARA,Carasent,Health care,23.3,23.4,23.7,39,,946.77,0.0172,0.0395,0.1394,1.4283000000000001,1.8147
CLOUD-ME,Cloudberry Clean Energy,Utilities,11.99,11.8,11.99,17,,459.37,-0.0051,-0.0484,0.0802,,
COV,ContextVision,Health care,24.55,24.5,24.56,71,LP,1899.37,-0.0256,0.014499999999999999,-0.0447,1.3606,2.2092
CRAYON,Crayon Group Holding,Information technology,95.8,95.8,96.2,709,,7781.89,0.026699999999999998,-0.0302,0.38420000000000004,0.85,1.9152
DNB,DNB,Financials,142.35,142.4,142.45,843,,222143.35,-0.013500000000000002,-0.0203,-0.027999999999999997,-0.13140000000000002,-0.0417
DNO,DNO,Energy,5.67,5.66,5.68,292,,5534.61,0.0004,-0.0268,-0.0933,-0.5096,-0.5135000000000001
DOF,DOF,Energy,0.58,0.58,0.58,31,,178.50,0.0,-0.09380000000000001,-0.044500000000000005,-0.6306,-0.8140999999999999
EAM,EAM Solar,Utilities,12.35,12.1,12.8,8,,84.62,-0.0276,-0.05,-0.0818,0.0556,-0.4386
EIOF,Eidesvik Offshore,Energy,3.16,3.14,3.16,3,,196.39,0.0064,0.0533,-0.0482,-0.3969,-0.3992
EMGS,Electromagnetic Geoservices,Energy,0.71,0.67,0.69,6,,92.86,0.0129,-0.0139,-0.1458,-0.6607999999999999,-0.6777
ELE,Element,Materials,5.17,5.12,5.18,13,,97.71,-0.0115,-0.0152,0.0177,-0.06509999999999999,1.9902000000000002
ELK,Elkem,Materials,18.23,18.18,18.23,127,,10597.29,0.0066,0.016200000000000003,-0.053,-0.23870000000000002,-0.14400000000000002
ELOP-ME,ELOP,Information technology,5.5,5.51,5.64,12,,386.81,-0.0347,0.10039999999999999,0.0478,,
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,
ENDUR,Endúr,Industrials,1.41,1.41,1.42,17,LP,397.74,-0.0106,-0.024300000000000002,-0.057,0.23120000000000002,0.1474
ENTRA,Entra,Real estate,123.9,123.7,123.9,363,,22553.09,-0.0088,-0.028999999999999998,-0.0358,-0.1293,-0.0189
EPIC-ME,Epic Gas,Energy,15.7,15.2,16.1,0,LP,1673.88,,,0.15439999999999998,0.0753,0.09789999999999999
EQNR,Equinor,Energy,142.6,142.55,142.65,1198,,463126.13,-0.0034999999999999996,-0.0449,0.015700000000000002,-0.1536,0.0124
EPR,Europris,Consumer discretionary,44.54,44.54,44.64,103,,7385.56,-0.0054,0.0054,-0.030899999999999997,0.3594,0.8865000000000001
EXTX-ME,EXACT Therapeutics,Health care,35.0,35.5,36.0,0,,1048.87,,,0.0288,,
FJORD,Fjord1,Industrials,42.7,42.5,42.7,5,,4265.44,-0.004699999999999999,-0.009300000000000001,-0.046900000000000004,0.16670000000000001,0.1699
