ticker,name,sector,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr
2020,2020 Bulkers,Industrials,59.4,58.0,59.4,62,,1316.95,0.0385,0.0206,-0.0019,-0.3121,-0.24489999999999998
FIVEPG,5th Planet Games,Communication services,1.29,1.29,1.3,337,LP,137.15,0.015700000000000002,-0.1103,-0.26289999999999997,3.4163,1.62
AASB-ME,Aasen Sparebank,Equity certificates,129.0,122.0,129.0,0,LP,130.79,,,,0.07339999999999999,0.1937
ASC,ABG Sundal Collier Holding,Financials,4.8,4.8,4.82,104,,2118.64,-0.0123,-0.04,0.050300000000000004,0.2757,0.47850000000000004
ADE,Adevinta,Communication services,154.5,154.5,154.6,1720,,105810.79,0.019799999999999998,-0.0374,-0.0362,0.48560000000000003,0.4575
ADSC-ME,ADS Crude Carriers,Energy,15.9,15.9,15.95,47,,371.91,0.0192,-0.0393,-0.0245,-0.2804,0.0060999999999999995
AEGA,Aega,Utilities,1.9,1.86,1.9,297,,91.30,0.1176,0.5079,0.52,0.6379,0.5851
AFG,AF Gruppen,Industrials,166.6,166.6,167.0,88,,17494.50,-0.0012,-0.018799999999999997,-0.056600000000000004,-0.0182,-0.0417
AKA,Akastor,Energy,6.34,6.07,6.34,90,,1722.01,0.0567,0.0393,-0.0231,-0.36219999999999997,-0.43189999999999995
AKER,Aker,Financials,408.6,408.4,408.6,1055,,30347.85,0.0241,0.0159,0.009899999999999999,-0.2256,-0.16899999999999998
AKBM-ME,Aker BioMarine,Consumer staples,93.52,93.52,93.84,252,,8191.05,-0.0052,-0.0209,0.0334,,
AKERBP,Aker BP,Energy,156.6,156.6,156.85,4232,,56234.44,0.0172,-0.02,-0.09789999999999999,-0.4322,-0.37079999999999996
ACC-ME,Aker Carbon Capture,Industrials,6.9,6.9,6.95,4818,,3905.82,0.0518,0.4839,,,
AOW-ME,Aker Offshore Wind Holding,Industrials,5.78,5.78,5.78,4717,,3538.43,0.1822,0.6708,,,
AKSO,Aker Solutions,Energy,8.75,8.75,8.76,2557,,2378.14,-0.013000000000000001,0.0075,-0.1955,-0.5743,-0.6221
AKVA,AKVA Group,Industrials,68.0,66.2,68.0,57,LP,2251.24,-0.0087,0.0559,0.0559,-0.0682,-0.1272
AMSC,American Shipping Company,Industrials,28.35,28.3,28.45,50,,1718.48,0.0125,-0.0207,-0.0403,-0.0603,-0.0557
ANDF-ME,Andfjord Salmon,Consumer staples,49.01,49.01,49.5,77,,1651.67,-0.019799999999999998,0.0105,-0.0255,,
ABT,Aqua Bio Technology,Materials,6.85,6.7,6.85,93,LP,125.95,0.0301,-0.1104,-0.1796,1.9274,2.2619
AQUA,AqualisBraemar,Energy,5.6,5.45,5.6,23,,393.77,0.037000000000000005,0.056600000000000004,0.056600000000000004,0.5154,0.5512
ARCHER,Archer,Energy,2.0,1.99,2.0,66,,295.87,-0.0385,-0.054400000000000004,-0.2095,-0.3711,-0.48450000000000004
AZT,ArcticZymes Technologies,Health care,55.6,55.6,55.8,569,,2687.41,-0.0246,-0.0479,-0.0447,,
ARCUS,Arcus,Consumer staples,40.4,40.4,40.8,29,,2739.15,0.0,-0.0025,-0.0146,0.1536,0.1288
AFK,Arendals Fossekompani,Industrials,4460.0,4420.0,4460.0,105,,9764.81,0.032400000000000005,0.1862,0.5036999999999999,0.7413,0.7959999999999999
ASETEK,Asetek,Information technology,84.0,84.0,86.0,229,,2154.29,-0.0106,0.08529999999999999,0.1067,1.7097,2.75
ATEA,Atea,Information technology,111.0,111.0,111.6,143,,12207.03,0.0278,0.0374,0.0694,-0.1369,-0.049100000000000005
ATLA NOK,Atlantic Petroleum,Energy,4.6,4.59,5.6,6,,17.01,-0.08,-0.0873,-0.2069,-0.414,-0.45880000000000004
ASA,Atlantic Sapphire,Consumer staples,115.0,114.0,115.0,466,,9218.81,0.06480000000000001,0.0748,0.0849,-0.1085,0.0849
AURG,Aurskog Sparebank,Equity certificates,196.0,196.0,200.0,3,LP,629.98,-0.0101,-0.02,-0.0101,0.09609999999999999,0.1906
AUSS,Austevoll Seafood,Consumer staples,78.55,78.55,78.75,412,,15853.28,0.0013,-0.035,-0.027200000000000002,-0.0993,-0.065
AVANCE,Avance Gas Holding,Energy,22.38,22.34,22.38,524,,1424.63,-0.0219,-0.0395,0.0981,-0.4999,-0.2235
AWDR,Awilco Drilling,Energy,2.85,2.85,2.9,17,,155.56,-0.006999999999999999,-0.0172,-0.0924,-0.8161,-0.8376
ALNG,Awilco LNG,Energy,0.98,0.94,0.98,20,,129.90,-0.0101,0.0,-0.105,-0.6938,-0.7308
AXA,Axactor,Financials,7.9,7.9,7.91,595,,1464.62,0.0128,-0.0436,0.0533,-0.5842,-0.5434
AGS,Axxis Geo Solutions,Energy,0.59,0.59,0.61,84,,34.94,-0.035699999999999996,-0.069,-0.1316,-0.5247999999999999,-0.9556999999999999
AYFIE-ME,ayfie Group,Information technology,2.25,2.25,2.29,30,,240.54,-0.0044,-0.011000000000000001,-0.0745,,
B2H,B2Holding,Financials,6.23,6.2,6.23,415,,2553.88,0.0213,-0.0701,-0.0401,-0.348,-0.0701
BAKKA,Bakkafrost,Consumer staples,563.5,563.5,564.0,1101,,33297.39,-0.0097,-0.0409,0.0435,-0.1331,0.0911
BALT-ME,Baltic Sea Properties,Real estate,50.0,49.2,49.8,16,,333.39,0.0,0.31579999999999997,,0.7241,
BEL,Belships,Industrials,5.85,5.85,5.95,8,LP,1331.62,0.0086,-0.040999999999999995,-0.0859,-0.1931,-0.17600000000000002
BGBIO,BerGenBio,Health care,32.05,32.05,32.2,654,,2796.68,-0.0154,-0.0724,-0.055999999999999994,0.3231,1.1917
BEWI-ME,BEWi,Materials,22.4,22.1,22.4,24,,3224.34,-0.0218,-0.0044,,,
BSP-ME,Black Sea Property,Consumer discretionary,2.5,2.18,2.5,2,,41.61,,-0.0741,-0.1497,-0.5726,-0.6844
BON,Bonheur,Industrials,231.0,230.5,231.0,262,,9824.87,0.0132,-0.0704,-0.0335,0.1843,0.1497
BOR,Borgestad,Materials,14.4,14.0,14.4,30,LP,183.12,-0.0137,-0.0557,-0.1056,-0.28,-0.2733
BDRILL,Borr Drilling,Energy,6.7,6.67,6.77,310,,1051.71,-0.003,-0.0147,-0.17079999999999998,-0.9116,-0.8743000000000001
BRG,Borregaard,Materials,142.0,142.0,143.0,670,,14145.38,0.0085,0.08070000000000001,0.1678,0.5294,0.5206000000000001
BOUVET,Bouvet,Information technology,574.0,568.0,574.0,102,,5883.23,0.0,-0.020499999999999997,0.0177,0.5032,0.9312999999999999
BRA-ME,BRAbank,Financials,0.52,0.5,0.52,43,,325.48,-0.037000000000000005,0.0,-0.037000000000000005,0.1255,-0.5667
BWE,BW Energy Limited,Energy,17.9,17.9,18.1,101,,4194.05,0.0051,-0.037599999999999995,0.0377,,
BWLPG,BW LPG,Energy,37.1,37.1,37.2,774,,5123.39,-0.018500000000000003,-0.0678,0.058899999999999994,-0.4081,-0.09380000000000001
BWO,BW Offshore Limited,Energy,27.6,27.6,27.62,601,,4990.07,-0.0007000000000000001,-0.045,-0.1512,-0.5286,-0.5213
BMA,Byggma,Industrials,106.0,101.0,106.0,5,,740.08,0.0192,0.0495,0.049100000000000005,0.1631,0.223
CARA,Carasent,Health care,27.0,27.0,27.2,174,,1097.11,-0.0182,-0.0146,0.08,1.7664,2.2609
CLOUD-ME,Cloudberry Clean Energy,Utilities,13.65,13.5,13.65,82,,750.47,0.0245,-0.025,0.1375,,
COV,ContextVision,Health care,22.87,22.87,22.93,288,LP,1769.39,0.0173,-0.055,-0.0187,1.199,1.433
